gradientDescent_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 7.0, 17, no_regularization, -0.0670959648612, 0.15973751131, 0.420038876973, 0.0266540145588, 0.13994589521, 0.190459423756
0, 7.0, 18, no_regularization, -0.0521875383787, 0.210334502842, 0.248116869432, 0.0320752537637, 0.192083010413, 0.16698641746
0, 7.0, 19, no_regularization, -0.0672046068042, 0.0862774568066, 0.778935880723, 0.0250666588325, 0.120508916034, 0.208006674175
0, 7.0, 20, no_regularization, -0.0666318032427, 0.103138904515, 0.646039470325, 0.0276669416963, 0.109870995167, 0.251812970787
0, 7.0, 16, regularization, -0.0670326269602, 0.0230554794395, 2.90744884035, 0.0315610700457, 0.00836590007303, 3.77258510981
0, 7.0, 17, regularization, -0.0670119635706, 0.0785497764133, 0.853114631645, 0.0276077780268, 0.0458305937931, 0.602387526365
0, 7.0, 18, regularization, -0.0531670371016, 0.11381089916, 0.467152421202, 0.0336648224534, 0.102471435522, 0.328528845936
0, 7.0, 19, regularization, -0.0670620562263, 0.034465864043, 1.94575293812, 0.0290586138052, 0.0399690797505, 0.727027341799
0, 7.0, 20, regularization, -0.067282683312, 0.0210052149707, 3.20314185815, 0.032130853514, 0.00853339140511, 3.76530877216
0, 3.0, 21, no_regularization, -0.0287132398417, 0.00895064902963, 3.20795059069, 0.0149874931872, 0.00981982595019, 1.5262483534
0, 3.0, 22, no_regularization, -0.0287315417097, 0.0113678310077, 2.52744271887, 0.0146484117072, 0.0127854626356, 1.14570838184
0, 3.0, 23, no_regularization, -0.0287476458584, 0.0209534972217, 1.37197364021, 0.0152941493947, 0.0101651370882, 1.50456892632
0, 3.0, 24, no_regularization, -0.0287322822553, 0.0212173755479, 1.35418643981, 0.0152891693768, 0.0203428543966, 0.751574438802
0, 3.0, 25, no_regularization, -0.0287498595159, 0.0109218037708, 2.63233620739, 0.0152425521383, 0.0127850229607, 1.19221937929
0, 3.0, 21, regularization, -0.0287171927311, 0.00585701014439, 4.9030464389, 0.01440498096, 0.00492898953075, 2.92250183737
0, 3.0, 22, regularization, -0.0287375923737, 0.00582060328851, 4.93721886706, 0.014521024683, 0.00508122241597, 2.85778174901
0, 3.0, 23, regularization, -0.0287509357704, 0.00578026467567, 4.97398257408, 0.0147195236805, 0.00540862264354, 2.72149207859
0, 3.0, 24, regularization, -0.0287336383655, 0.00573016462122, 5.01445250964, 0.0146826728468, 0.00519239710909, 2.82772533347
0, 3.0, 25, regularization, -0.0287585813957, 0.0057153743611, 5.03179312129, 0.0145816088027, 0.0053194830303, 2.74117028284
0, 3.0, 26, no_regularization, -0.0287172807701, 0.0113581313104, 2.52834555133, 0.0151191800691, 0.00975165921936, 1.55042129026
0, 3.0, 27, no_regularization, -0.0287470341901, 0.005865361806, 4.90115275765, 0.0146306808665, 0.0101456566632, 1.44206347132
0, 3.0, 28, no_regularization, -0.0287583494978, 0.00663299227023, 4.33565249681, 0.0149620955042, 0.0159359434441, 0.938889847134
0, 3.0, 29, no_regularization, -0.0287547358501, 0.0112853854923, 2.54796221801, 0.0146434291445, 0.0189670178855, 0.772046994046
0, 3.0, 30, no_regularization, -0.0287369000648, 0.0173706572113, 1.65433579831, 0.0147639673176, 0.0123287088317, 1.19752745556
0, 3.0, 26, regularization, -0.0287263544577, 0.00578935389876, 4.96192752422, 0.0145592940971, 0.00538139804364, 2.70548544802
0, 3.0, 27, regularization, -0.0287453090062, 0.00565242688086, 5.08548091149, 0.0143358129553, 0.00490205321594, 2.92445069929
0, 3.0, 28, regularization, -0.028759623991, 0.00573933359184, 5.0109692233, 0.0147538250801, 0.00543390874759, 2.71514038337
0, 3.0, 29, regularization, -0.0287540202053, 0.00572367103542, 5.0237024503, 0.0145476574232, 0.00483562054033, 3.00843651851
0, 3.0, 30, regularization, -0.0287425101838, 0.00578457700159, 4.9688179751, 0.0144494023715, 0.00479325258506, 3.01452971966
0, 11.0, 6, no_regularization, 0.00639049407745, 0.594007141277, 0.010758278198, -0.0452861815124, 0.646334138701, 0.0700662069366
0, 11.0, 7, no_regularization, 0.00406967940444, 0.370808478484, 0.0109751519735, 0.000571527488228, 0.418678403692, 0.00136507515837
0, 11.0, 8, no_regularization, -0.0308172864974, 0.49180947606, 0.0626610262662, -0.049400563609, 0.769943002072, 0.0641613255476
0, 11.0, 9, no_regularization, 0.0196041466518, 0.613312616282, 0.0319643622704, -0.114098385425, 0.779187293788, 0.146432553938
0, 11.0, 10, no_regularization, 0.0225522529794, 0.567088088763, 0.0397685182007, -0.0620544926256, 0.717670098443, 0.0864665990129
0, 11.0, 6, regularization, 0.00236156308098, 0.540278439521, 0.00437101114579, -0.0400126678618, 0.584201335416, 0.0684912297115
0, 11.0, 7, regularization, 0.00140205699791, 0.270248142876, 0.00518803564381, -0.00384813736903, 0.35523643559, 0.0108326088866
0, 11.0, 8, regularization, -0.0287078138515, 0.391605163505, 0.0733080575204, -0.0527614419658, 0.736112370528, 0.0716757985305
0, 11.0, 9, regularization, 0.0204557757488, 0.534874742896, 0.0382440487618, -0.0994874622234, 0.735702471639, 0.135227848293
0, 11.0, 10, regularization, 0.0285496221632, 0.495415681203, 0.0576276110072, -0.0630810019462, 0.66825521085, 0.0943965732283
0, 7.0, 11, no_regularization, -0.0627203106253, 0.177861928568, 0.352634828209, 0.0291282962216, 0.171408431031, 0.16993502622
0, 7.0, 12, no_regularization, -0.0579343737572, 0.158163706286, 0.366293728933, 0.0215583240655, 0.161013309773, 0.133891565212
0, 7.0, 13, no_regularization, -0.0674612631466, 0.0895783644434, 0.753097732535, 0.0275164996959, 0.0992467632937, 0.27725337112
0, 7.0, 14, no_regularization, -0.0500016970097, 0.177295094498, 0.282025270644, 0.0250005597465, 0.151079675614, 0.165479305175
0, 7.0, 15, no_regularization, -0.0668836392839, 0.12505933326, 0.53481525561, 0.0281741471641, 0.141798824589, 0.198690978192
0, 7.0, 11, regularization, -0.0608862642597, 0.0983902325572, 0.618824274292, 0.0325718950293, 0.080008606258, 0.407104892244
0, 7.0, 12, regularization, -0.059725954493, 0.0674276280563, 0.885778666916, 0.0265401410781, 0.0593916244157, 0.446866731449
0, 7.0, 13, regularization, -0.0670765708143, 0.020143384656, 3.32995531584, 0.0311488974663, 0.00897460674921, 3.47078132076
0, 7.0, 14, regularization, -0.0549426001037, 0.0880761267364, 0.623808086703, 0.0301871574257, 0.07070220791, 0.42696201884
0, 7.0, 15, regularization, -0.0674151442126, 0.0415808858608, 1.62130129787, 0.0282851374214, 0.044275011745, 0.638851042759
0, 3.0, 1, no_regularization, -0.0287360295344, 0.0285373520695, 1.00696201471, 0.0149341757148, 0.0278243560936, 0.536730325925
0, 3.0, 2, no_regularization, -0.0287324866744, 0.00612091667995, 4.69414765415, 0.0144328744259, 0.0166480363524, 0.866941549164
0, 3.0, 3, no_regularization, -0.0287329307129, 0.0090568808725, 3.17249736608, 0.0147656867214, 0.0160867839404, 0.917876859419
0, 3.0, 4, no_regularization, -0.0287293068049, 0.00603034184054, 4.76412574355, 0.0148289510062, 0.0168284766074, 0.881182019747
0, 3.0, 5, no_regularization, -0.0287389584623, 0.00602817298304, 4.76744090508, 0.0146936750489, 0.0174055537628, 0.844194631737
0, 3.0, 1, regularization, -0.0287240918113, 0.00571284029683, 5.02798788672, 0.0147422028679, 0.00542904945403, 2.71542983588
0, 3.0, 2, regularization, -0.028734090461, 0.00582214480686, 4.93531016733, 0.0144742947582, 0.0050002627769, 2.89470681923
0, 3.0, 3, regularization, -0.0287294807472, 0.00575869750702, 4.98888519707, 0.0146747656012, 0.0052665588081, 2.78640496308
0, 3.0, 4, regularization, -0.0287358682287, 0.00573677882041, 5.0090598101, 0.0145617830631, 0.00521088968978, 2.79449075494
0, 3.0, 5, regularization, -0.0287278594519, 0.00576054654888, 4.98700239781, 0.0145564150512, 0.00523697111164, 2.77954847199
0, 5.0, 16, no_regularization, -0.0479026160477, 0.0545540662919, 0.87807599513, 0.0246997485051, 0.061777987127, 0.399814718053
0, 5.0, 17, no_regularization, -0.047870193029, 0.0506461916385, 0.945188403713, 0.0244945916632, 0.05189646116, 0.471989633121
0, 5.0, 18, no_regularization, -0.0478933116486, 0.0557625219939, 0.858879941869, 0.0242493785285, 0.0665010926476, 0.364646317272
0, 5.0, 19, no_regularization, -0.0478942440429, 0.0407179246704, 1.17624472344, 0.0234537658575, 0.0599450619054, 0.391254343761
0, 5.0, 20, no_regularization, -0.0479374313916, 0.044854058066, 1.06874234927, 0.0236911313484, 0.0670011576381, 0.353592865908
0, 5.0, 16, regularization, -0.0478972250617, 0.0100382247452, 4.77148363156, 0.023238095039, 0.00531646335617, 4.37096872154
0, 5.0, 17, regularization, -0.0478713174444, 0.00995699472807, 4.80780785285, 0.023538954891, 0.0051970337107, 4.52930579276
0, 5.0, 18, regularization, -0.0478942907471, 0.0104022227857, 4.60423620352, 0.0233894232743, 0.00565145208815, 4.13865727063
0, 5.0, 19, regularization, -0.0478921952035, 0.010329803366, 4.63631237757, 0.0233528029549, 0.00584493109159, 3.99539405837
0, 5.0, 20, regularization, -0.0479151673399, 0.0103566047312, 4.6265323997, 0.0233954187587, 0.00573255551258, 4.08114997008
0, 9.0, 1, no_regularization, 0.0172040379516, 0.334036125289, 0.0515035250657, -0.255395997994, 0.570075971878, 0.448003442687
0, 9.0, 2, no_regularization, -0.0502404465974, 0.383793638296, 0.130904844646, 0.0265733411666, 0.281309969868, 0.0944628488605
0, 9.0, 3, no_regularization, -0.0857360802556, 0.238331493115, 0.35973458285, 0.0385919514116, 0.257088896955, 0.150111311179
0, 9.0, 4, no_regularization, 0.0136361668678, 0.668295650472, 0.0204043926639, 0.0332574004416, 0.529276132293, 0.0628356323144
0, 9.0, 5, no_regularization, -0.0257532272157, 0.272069564245, 0.0946567738556, 0.0257843383558, 0.309014766795, 0.0834404731633
0, 9.0, 1, regularization, 0.0169819481726, 0.258135387012, 0.0657869824402, -0.25333483347, 0.547394074096, 0.462801563733
0, 9.0, 2, regularization, -0.0454590565065, 0.248978441142, 0.182582300291, 0.0242228287263, 0.196762891825, 0.123106692027
0, 9.0, 3, regularization, -0.080234371971, 0.122953073467, 0.652560930026, 0.0420796960779, 0.14014367933, 0.300261105453
0, 9.0, 4, regularization, 0.0172940660159, 0.601069203479, 0.0287721711839, 0.0375344761732, 0.474744682706, 0.0790624467014
0, 9.0, 5, regularization, -0.0295315797017, 0.181886230844, 0.162362920847, 0.0238521093402, 0.23241618919, 0.10262671212
0, 3.0, 16, no_regularization, -0.0287204839419, 0.0088255116595, 3.25425709579, 0.0145080025311, 0.00967507601613, 1.49952336363
0, 3.0, 17, no_regularization, -0.0287441194603, 0.00853496042884, 3.36780934135, 0.0146690477894, 0.0154237140705, 0.951071040501
0, 3.0, 18, no_regularization, -0.0287466292661, 0.0102031395375, 2.81742978819, 0.0151879059965, 0.0168341406128, 0.902208573985
0, 3.0, 19, no_regularization, -0.0287468386943, 0.00907334135096, 3.16827479342, 0.0151567965419, 0.00993521388617, 1.52556318521
0, 3.0, 20, no_regularization, -0.0287374815355, 0.00612975799306, 4.68819186141, 0.0150445708104, 0.0100138330651, 1.50237883062
0, 3.0, 16, regularization, -0.0287208207431, 0.00581391942116, 4.9400101141, 0.0140299105704, 0.00497504297737, 2.82005816517
0, 3.0, 17, regularization, -0.0287413730768, 0.00574356580746, 5.00409920252, 0.0145285487992, 0.00509161289421, 2.85342760753
0, 3.0, 18, regularization, -0.0287474446957, 0.00574946897885, 5.00001735837, 0.0146726603872, 0.0052785890332, 2.77965575552
0, 3.0, 19, regularization, -0.0287497853807, 0.00576715294858, 4.98509154118, 0.0145874684886, 0.00548108812529, 2.66141834526
0, 3.0, 20, regularization, -0.0287469793438, 0.00587458886617, 4.89344531145, 0.0144814505794, 0.00520393710564, 2.78278739451
0, 5.0, 6, no_regularization, -0.0478809719432, 0.0440670683852, 1.08654770326, 0.0239289260323, 0.0502382075976, 0.476309310713
0, 5.0, 7, no_regularization, -0.0479032634125, 0.0462079415425, 1.03668897193, 0.0243822390547, 0.0605700745517, 0.402545964079
0, 5.0, 8, no_regularization, -0.0478407985306, 0.0385471921391, 1.24109684456, 0.023477451817, 0.0626320152383, 0.374847459845
0, 5.0, 9, no_regularization, -0.0479180300529, 0.0416187205129, 1.15135759731, 0.0230605087792, 0.0610185222953, 0.377926372383
0, 5.0, 10, no_regularization, -0.047869262623, 0.0650100958022, 0.736335826495, 0.0244677425633, 0.0562742886551, 0.434794346548
0, 5.0, 6, regularization, -0.0478857351104, 0.00995622751742, 4.80962644, 0.023356482418, 0.00542589524127, 4.30463202466
0, 5.0, 7, regularization, -0.0478977614752, 0.0106969375771, 4.47770786078, 0.0236628403254, 0.0053509036845, 4.42221383911
0, 5.0, 8, regularization, -0.0478517604957, 0.00992230362181, 4.82264626438, 0.0232467382075, 0.00535827257107, 4.33847623448
0, 5.0, 9, regularization, -0.0479089834934, 0.011483484354, 4.17199013963, 0.0234599213634, 0.00543914485831, 4.31316355319
0, 5.0, 10, regularization, -0.047869495614, 0.0102557886766, 4.66755869524, 0.0234241719471, 0.00611100544259, 3.83311259779
0, 11.0, 11, no_regularization, 0.0150139267677, 0.511598961575, 0.0293470626318, -0.079422598441, 0.789726334934, 0.100569773259
0, 11.0, 12, no_regularization, -0.0381975869411, 0.550087158196, 0.0694391540904, -0.128631275582, 0.861614846488, 0.149290922859
0, 11.0, 13, no_regularization, 0.0129254068498, 0.524818188674, 0.0246283515487, -0.139913879415, 0.711328444276, 0.196693778438
0, 11.0, 14, no_regularization, 0.00691113560647, 0.567721946405, 0.0121734515465, -0.228552837175, 0.759970600748, 0.300739050892
0, 11.0, 15, no_regularization, -0.034688612703, 0.530474423302, 0.0653916780512, -0.1184240969, 0.823907383226, 0.143734719838
0, 11.0, 11, regularization, 0.0165968698511, 0.438672395492, 0.0378343155888, -0.0871847335628, 0.767695801309, 0.113566771388
0, 11.0, 12, regularization, -0.0376023533919, 0.489722255333, 0.0767830193183, -0.133950487509, 0.794261968454, 0.168647741966
0, 11.0, 13, regularization, 0.00502786471612, 0.462203005979, 0.0108780441734, -0.131955404255, 0.653634010755, 0.201879648372
0, 11.0, 14, regularization, 0.0105634557382, 0.521548958521, 0.0202540060057, -0.222003195637, 0.733102695496, 0.302826871325
0, 11.0, 15, regularization, -0.034644144266, 0.445461106539, 0.0777714232679, -0.114953979096, 0.781374575797, 0.147117634303
0, 0.5, 1, no_regularization, -0.00479642030536, 0.00154847431587, 3.09751363404, 0.0024694792055, 0.00502438846814, 0.491498462183
0, 0.5, 2, no_regularization, -0.00478934441242, 0.00145729560512, 3.28646047899, 0.00248539474337, 0.00503580611497, 0.493544565979
0, 0.5, 3, no_regularization, -0.00479073400676, 0.0015353099359, 3.12036931094, 0.00231542959854, 0.00474159931798, 0.488322492742
0, 0.5, 4, no_regularization, -0.00477743850004, 0.00148124605781, 3.22528352049, 0.00228188706737, 0.00526402791679, 0.433486885601
0, 0.5, 5, no_regularization, -0.00479666260155, 0.00149609265058, 3.20612670591, 0.0021590139217, 0.00461244757196, 0.468084219499
0, 0.5, 1, regularization, -0.00479961343864, 0.001557407222, 3.08179734293, 0.00185969794667, 0.0018580141379, 1.0009062411
0, 0.5, 2, regularization, -0.00479088564597, 0.00152072670681, 3.15039225952, 0.00188054136408, 0.00181424728151, 1.03654081957
0, 0.5, 3, regularization, -0.00478734500384, 0.00155255288018, 3.08353104423, 0.00170527179865, 0.00153337872849, 1.11210085739
0, 0.5, 4, regularization, -0.00477610349678, 0.00155974390872, 3.0621074845, 0.00166364712884, 0.00178217837112, 0.933490808668
0, 0.5, 5, regularization, -0.00480283125567, 0.0015444229978, 3.10979003972, 0.00153269040026, 0.00146668426283, 1.04500364469
0, 7.0, 21, no_regularization, -0.0668147254874, 0.0802455897823, 0.832628006956, 0.0294600126992, 0.109946159297, 0.267949448053
0, 7.0, 22, no_regularization, -0.0689858084013, 0.117431589416, 0.587455289877, 0.0289354701425, 0.146756399776, 0.197166666576
0, 7.0, 23, no_regularization, -0.0670971856727, 0.0877999833609, 0.764204993034, 0.0303634242219, 0.0857741607691, 0.353992670399
0, 7.0, 24, no_regularization, -0.0234127816162, 0.314724709108, 0.0743913043326, -0.000648874725738, 0.253738710361, 0.00255725555165
0, 7.0, 25, no_regularization, -0.045496811637, 0.221496181686, 0.2054067537, 0.0253903140193, 0.1894791118, 0.134000596573
0, 7.0, 21, regularization, -0.0668683347268, 0.0202788849145, 3.2974364719, 0.0314310796437, 0.0088933902444, 3.53420672882
0, 7.0, 22, regularization, -0.0671961160427, 0.0466480894754, 1.44049020653, 0.0288795825063, 0.0816018564035, 0.353908400852
0, 7.0, 23, regularization, -0.0670502233397, 0.0214292579875, 3.12891017407, 0.0319712171835, 0.00792230741331, 4.03559411615
0, 7.0, 24, regularization, -0.0212956372427, 0.263645632036, 0.080773715378, 0.00375126556939, 0.173716675728, 0.0215941593037
0, 7.0, 25, regularization, -0.0472840984148, 0.139705084041, 0.338456533198, 0.0302269403172, 0.123796530485, 0.244166296088
0, 7.0, 6, no_regularization, -0.0668919363255, 0.105285056016, 0.635341223688, 0.0306774026797, 0.106899532535, 0.286974151824
0, 7.0, 7, no_regularization, -0.0509644820485, 0.205923485682, 0.247492324053, 0.0288857540822, 0.198289161498, 0.145674901563
0, 7.0, 8, no_regularization, -0.0664450110428, 0.0996109191317, 0.667045456683, 0.0269992804143, 0.10658855684, 0.253303743055
0, 7.0, 9, no_regularization, -0.0671143105394, 0.0896740944983, 0.748424736429, 0.0297006950603, 0.0998701315236, 0.297393170583
0, 7.0, 10, no_regularization, -0.0521522670116, 0.20684201918, 0.252135746974, 0.0250170032179, 0.176653524114, 0.141616213678
0, 7.0, 6, regularization, -0.0670312808184, 0.046909789431, 1.42894013449, 0.0316917222986, 0.0281825851769, 1.12451438006
0, 7.0, 7, regularization, -0.05184780995, 0.0775106821601, 0.668911800349, 0.0314734433446, 0.108098925565, 0.291154081137
0, 7.0, 8, regularization, -0.0669674844888, 0.0217964372269, 3.07240508124, 0.0305379291889, 0.0180225263459, 1.69443110265
0, 7.0, 9, regularization, -0.0670888573128, 0.0236319716591, 2.83890224144, 0.0316575497274, 0.00845550628878, 3.74401586921
0, 7.0, 10, regularization, -0.055418115833, 0.106158549628, 0.522031584145, 0.0301343904962, 0.063880972004, 0.471727175572
0, 9.0, 6, no_regularization, -0.0619308811894, 0.290391811254, 0.213266623883, 0.0220994863683, 0.293822992893, 0.0752136044588
0, 9.0, 7, no_regularization, 0.000529080018524, 0.646836520137, 0.000817950134312, -0.073989189417, 0.638765229346, 0.115831585719
0, 9.0, 8, no_regularization, -0.0322172735744, 0.503987856656, 0.0639247020517, 0.0373197152544, 0.635367602293, 0.0587372020853
0, 9.0, 9, no_regularization, -0.0345538068225, 0.269044749892, 0.128431448064, 0.0255036894098, 0.271099741777, 0.0940749306606
0, 9.0, 10, no_regularization, 0.0157407990608, 0.522887483863, 0.0301036065054, -0.0350010312516, 0.830420663315, 0.042148555302
0, 9.0, 6, regularization, -0.0618717473305, 0.173324685951, 0.356970197241, 0.0297874189861, 0.208141443262, 0.143111427111
0, 9.0, 7, regularization, -0.00188309644873, 0.554370345603, 0.00339682030914, -0.0769566255982, 0.62192616509, 0.123739166991
0, 9.0, 8, regularization, -0.0311436060949, 0.427536736311, 0.0728442808533, 0.0408358054432, 0.576682132971, 0.0708116362696
0, 9.0, 9, regularization, -0.0368003635401, 0.187932732448, 0.195816678982, 0.0256221348677, 0.193008622542, 0.132751244635
0, 9.0, 10, regularization, 0.0146411987966, 0.44923024619, 0.0325917475967, -0.0449212261815, 0.767823690593, 0.0585046108005
0, 5.0, 21, no_regularization, -0.0478438086002, 0.0504973195086, 0.947452440363, 0.0252577723914, 0.0610831381756, 0.413498277034
0, 5.0, 22, no_regularization, -0.0478665323227, 0.0439343608978, 1.08950104985, 0.0218377677824, 0.0619815345478, 0.35232699451
0, 5.0, 23, no_regularization, -0.0479072611541, 0.0598613848549, 0.800303255098, 0.0251077832837, 0.0535720586238, 0.468673109241
0, 5.0, 24, no_regularization, -0.0478881410238, 0.0443794780798, 1.07906048236, 0.0238974292504, 0.060516900199, 0.394888521583
0, 5.0, 25, no_regularization, -0.047904789092, 0.0391063394518, 1.22498780923, 0.0241244009805, 0.0616614655921, 0.391239500211
0, 5.0, 21, regularization, -0.0478544896672, 0.0119400038928, 4.00791240079, 0.0235313392093, 0.00650486298192, 3.61749959603
0, 5.0, 22, regularization, -0.0478630900296, 0.00990111776413, 4.83410976112, 0.0237786472962, 0.00620352490873, 3.83308645424
0, 5.0, 23, regularization, -0.0478957914705, 0.0102848429385, 4.65692979048, 0.0236958706977, 0.00557211769693, 4.25257899896
0, 5.0, 24, regularization, -0.0478785563891, 0.00979042333397, 4.89034587738, 0.02358102423, 0.00581000200264, 4.05869468192
0, 5.0, 25, regularization, -0.0478973206198, 0.0111942939247, 4.27872637095, 0.0235486831078, 0.00599949154965, 3.92511313883
0, 11.0, 26, no_regularization, -0.00162755204535, 0.326898032379, 0.00497877589994, 0.00658505108337, 0.338466564118, 0.0194555438601
0, 11.0, 27, no_regularization, -0.0149422061703, 0.544141426269, 0.0274601518078, -0.122850517514, 0.70805948651, 0.173503102288
0, 11.0, 28, no_regularization, 0.00553833434102, 0.329794844467, 0.0167932714351, -0.244968755332, 0.549347792246, 0.445926531043
0, 11.0, 29, no_regularization, -0.000145706309368, 0.50740069188, 0.000287162220509, -0.00284434811019, 0.683511678497, 0.00416137455976
0, 11.0, 30, no_regularization, -0.0193047421469, 0.587012657394, 0.0328864154865, -0.0728750660512, 0.830075412029, 0.0877933076865
0, 11.0, 26, regularization, -0.00345183162511, 0.262189548664, 0.0131654051151, 0.0134096091186, 0.285238520244, 0.047011915176
0, 11.0, 27, regularization, -0.0104461480589, 0.4496171593, 0.0232334283575, -0.117362347475, 0.649013244936, 0.180831975913
0, 11.0, 28, regularization, 0.00291861664646, 0.24675900053, 0.0118278021884, -0.242467636442, 0.532388226357, 0.455433881588
0, 11.0, 29, regularization, 0.000619619445647, 0.465502746318, 0.00133107581115, -0.00472680716225, 0.670203459931, 0.00705279433016
