cosine_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 1.0, 1, no_regularization, -0.00961645070268, 0.00529790271949, 1.81514293709, 0.00530070213895, 0.0110204574675, 0.480987486645
0, 1.0, 2, no_regularization, -0.00960679776745, 0.00530772089096, 1.80996664384, 0.005458239541, 0.0116490310656, 0.468557385611
0, 1.0, 3, no_regularization, -0.00956087210276, 0.00537288344801, 1.77946761646, 0.00533884052089, 0.0115508336787, 0.462203912671
0, 1.0, 4, no_regularization, -0.00960345884767, 0.00536789483054, 1.78905495559, 0.00524920163447, 0.0121635544173, 0.431551621704
0, 1.0, 5, no_regularization, -0.00959448479684, 0.00531591564934, 1.8048602404, 0.00526416785287, 0.0111167193467, 0.473536093581
0, 1.0, 1, regularization, -0.00960056063701, 0.00515009165885, 1.86415335357, 0.00570563696133, 0.00933411922478, 0.611266775571
0, 1.0, 2, regularization, -0.00962026367794, 0.00508826627749, 1.89067614651, 0.00575769623151, 0.0093288890484, 0.617189914215
0, 1.0, 3, regularization, -0.00952163426075, 0.00522458255672, 1.82246794981, 0.00576653746717, 0.00939856781953, 0.613554913674
0, 1.0, 4, regularization, -0.00958847759377, 0.00515540116391, 1.85988971351, 0.0056920088681, 0.00921240483291, 0.617863518955
0, 1.0, 5, regularization, -0.00961365166089, 0.00509643281981, 1.88634913886, 0.0057154427183, 0.00920350748752, 0.621007015646
0, 1.0, 11, no_regularization, -0.00957867398428, 0.0089777714847, 1.06693225603, 0.00508729921195, 0.0111517637856, 0.456187856
0, 1.0, 12, no_regularization, -0.00965824215834, 0.00525147932819, 1.83914694408, 0.0053413757728, 0.011945694082, 0.44713816846
0, 1.0, 13, no_regularization, -0.00963001732538, 0.00532155375713, 1.80962511418, 0.00520384806757, 0.0111779632623, 0.465545282755
0, 1.0, 14, no_regularization, -0.00959275687405, 0.00543718079016, 1.76428874526, 0.00528678482714, 0.0116957565945, 0.4520258937
0, 1.0, 15, no_regularization, -0.0096034343165, 0.00532921758626, 1.80203456906, 0.00521918519155, 0.0116862308122, 0.446609798781
0, 1.0, 11, regularization, -0.00961620532946, 0.00518823257542, 1.85346458349, 0.00555290163863, 0.00920804974297, 0.603048614379
0, 1.0, 12, regularization, -0.00963865202765, 0.00519826127412, 1.85420692023, 0.00579622051405, 0.00933761115962, 0.62073911785
0, 1.0, 13, regularization, -0.00961462031154, 0.00514749533866, 1.86782496709, 0.00570952801978, 0.00933482325666, 0.611637506442
0, 1.0, 14, regularization, -0.00959760230891, 0.0052657768765, 1.82263748237, 0.0056319089859, 0.00922867412899, 0.610261984244
0, 1.0, 15, regularization, -0.00956887479596, 0.00517618469703, 1.84863472926, 0.00554263241295, 0.00922922032012, 0.600552616657
0, 1.0, 16, no_regularization, -0.00961481123918, 0.0054142487062, 1.77583479462, 0.00514939786334, 0.0115875036427, 0.444392340414
0, 1.0, 17, no_regularization, -0.00964268606859, 0.00535981542953, 1.7990705455, 0.00537101209058, 0.0113454908678, 0.473404998795
0, 1.0, 18, no_regularization, -0.0096019405868, 0.00539876802734, 1.77854290797, 0.00513977344478, 0.011778020651, 0.436386859651
0, 1.0, 19, no_regularization, -0.00958268944155, 0.00544060823481, 1.7613268642, 0.005085715553, 0.0113834117168, 0.446765493466
0, 1.0, 20, no_regularization, -0.00958792008441, 0.00549433184329, 1.74505660704, 0.00527675388222, 0.0111627900311, 0.472709230178
0, 1.0, 16, regularization, -0.00960589747222, 0.00520649433679, 1.84498375507, 0.00561206427469, 0.0092139723903, 0.60908195043
0, 1.0, 17, regularization, -0.00963251600966, 0.00518232316329, 1.85872546079, 0.00578537516719, 0.00931134834362, 0.621325178018
0, 1.0, 18, regularization, -0.00958543262205, 0.00517013047943, 1.85400207213, 0.00545276336204, 0.00900600502534, 0.605458618633
0, 1.0, 19, regularization, -0.00959079675199, 0.00529982566116, 1.80964381947, 0.00547677889428, 0.00922537353926, 0.593664730319
0, 1.0, 20, regularization, -0.00957585224985, 0.00526453494095, 1.81893602327, 0.00567783190557, 0.00928466648237, 0.61152782562
0, 1.0, 6, no_regularization, -0.00965628743213, 0.00532158118761, 1.81455230912, 0.00520036703521, 0.011705641758, 0.444261591353
0, 1.0, 7, no_regularization, -0.00956918125772, 0.00523863038031, 1.82665707695, 0.00537660058173, 0.0113597308396, 0.473303519039
0, 1.0, 8, no_regularization, -0.00960690440368, 0.00533288736165, 1.80144521198, 0.00507245086179, 0.011412745043, 0.444454935485
0, 1.0, 9, no_regularization, -0.00962271133074, 0.00535446047191, 1.79713929746, 0.0052316144021, 0.0114279605553, 0.457790729744
0, 1.0, 10, no_regularization, -0.00959466863222, 0.00529020483296, 1.81366675491, 0.00521424316573, 0.0115828160741, 0.45017059171
0, 1.0, 6, regularization, -0.00966143367267, 0.00512924558553, 1.88359740464, 0.00570254750639, 0.00923520920598, 0.617478974131
0, 1.0, 7, regularization, -0.00960792333044, 0.00507245989037, 1.89413490458, 0.00551519058122, 0.0092002660343, 0.599459902644
0, 1.0, 8, regularization, -0.00958948213184, 0.0051730198359, 1.85374934488, 0.00524400766829, 0.00916926966782, 0.571911161769
0, 1.0, 9, regularization, -0.00964775583709, 0.0051497121649, 1.87345535598, 0.00546755936031, 0.00918651937315, 0.595172027426
0, 1.0, 10, regularization, -0.00959838139244, 0.00511776768868, 1.87550158122, 0.00568951636735, 0.00939769217852, 0.605416336188
0, 11.0, 6, no_regularization, 0.00637604356657, 0.594032029526, 0.0107335013091, -0.0451692540091, 0.646100856057, 0.0699105311278
0, 11.0, 7, no_regularization, 0.00407656426269, 0.370568682724, 0.0110008331862, 0.0006498338846, 0.417031731811, 0.00155823606462
0, 11.0, 8, no_regularization, -0.0307957396973, 0.491694734153, 0.0626318273479, -0.0492583010335, 0.769260869433, 0.0640332857043
0, 11.0, 9, no_regularization, 0.019554621692, 0.613237124452, 0.03188753732, -0.113863249043, 0.777686337516, 0.146412819089
0, 11.0, 10, no_regularization, 0.0225572620628, 0.566944408984, 0.0397874318986, -0.0621522187384, 0.716123952991, 0.0867897498455
0, 11.0, 6, regularization, 0.00236920033506, 0.540129895228, 0.00438635290509, -0.040116597297, 0.583802106745, 0.0687160886087
0, 11.0, 7, regularization, 0.00140472185704, 0.270193704779, 0.00519894369187, -0.00387088901518, 0.354402220903, 0.0109223046213
0, 11.0, 8, regularization, -0.0287183493958, 0.391309169344, 0.0733904330531, -0.0528174068435, 0.735556863773, 0.0718060145243
0, 11.0, 9, regularization, 0.0204040026762, 0.534512873262, 0.0381730800077, -0.0994595482085, 0.736534696551, 0.135037152593
0, 11.0, 10, regularization, 0.0285268652993, 0.495124543145, 0.0576155347058, -0.0629056680597, 0.667227802741, 0.0942791469439
0, 9.0, 21, no_regularization, 0.0196908078761, 0.621948720519, 0.0316598575195, 0.0202207463931, 0.438044711469, 0.046161375457
0, 9.0, 22, no_regularization, -0.0176758771584, 0.577455370596, 0.0306099450425, 0.00884997484369, 0.425912685366, 0.0207788477492
0, 9.0, 23, no_regularization, 0.00135536514231, 0.592185839823, 0.00228874966466, -0.100970658961, 0.771855148316, 0.130815554164
0, 9.0, 24, no_regularization, 0.0265715492554, 0.585945699921, 0.0453481427699, -0.00367344936379, 0.672046955124, 0.00546606057179
0, 9.0, 25, no_regularization, -0.00099977322313, 0.366567282943, 0.00272739349541, 0.0289002082172, 0.312765701593, 0.0924021018608
0, 9.0, 21, regularization, 0.0197992337154, 0.567386279684, 0.0348955102094, 0.0316341166635, 0.377274210407, 0.0838491362276
0, 9.0, 22, regularization, -0.0134861145323, 0.556698801257, 0.0242251546112, 0.0222030348587, 0.381876136011, 0.0581419805142
0, 9.0, 23, regularization, -0.0026559926001, 0.537274301616, 0.00494345735896, -0.100143525554, 0.766259009165, 0.130691482066
0, 9.0, 24, regularization, 0.0261778642435, 0.552567445331, 0.0473749665577, -0.00462985432341, 0.562903903567, 0.00822494620142
0, 9.0, 25, regularization, 0.00189594782995, 0.26600574222, 0.00712746955812, 0.032417552514, 0.220190056622, 0.147225324392
0, 0.5, 6, no_regularization, -0.00483631135903, 0.00555071569782, 0.871295094601, 0.00143639670173, 0.00803920452527, 0.178673984126
0, 0.5, 7, no_regularization, -0.00481387943662, 0.00552446130812, 0.871375355557, 0.00161833216889, 0.00779651691785, 0.207571173889
0, 0.5, 8, no_regularization, -0.0048314644438, 0.0055056588767, 0.877545186144, 0.0016399369142, 0.00758079766506, 0.216327751598
0, 0.5, 9, no_regularization, -0.00483644090846, 0.00549178359336, 0.880668516201, 0.00167422754035, 0.00774934777046, 0.216047542314
0, 0.5, 10, no_regularization, -0.00481614856912, 0.00549695824435, 0.876147926731, 0.00156207148919, 0.00807578315073, 0.193426626252
0, 0.5, 6, regularization, -0.00483761022726, 0.00559776420061, 0.864204002507, 0.000588962939284, 0.00213276945438, 0.276149369109
0, 0.5, 7, regularization, -0.00481483916238, 0.00556895619605, 0.864585569159, 0.000735865189251, 0.00240688784574, 0.305733061286
0, 0.5, 8, regularization, -0.0048339178029, 0.00556060964425, 0.869314357987, 0.000847876173862, 0.00287341703031, 0.295075920035
0, 0.5, 9, regularization, -0.00483893828341, 0.00555590645697, 0.870953879603, 0.00107706125927, 0.00358722206851, 0.300249395967
0, 0.5, 10, regularization, -0.00481413520907, 0.00555471373967, 0.866675662274, 0.000806475208116, 0.0026730988873, 0.301700476533
0, 9.0, 26, no_regularization, -0.0865055460712, 0.163577922001, 0.528833873258, 0.0317747634624, 0.159675315854, 0.198996089612
0, 9.0, 27, no_regularization, 0.0184455112735, 0.582385840531, 0.0316723209766, -0.0738054563889, 0.732333687082, 0.100781184439
0, 9.0, 28, no_regularization, 0.000520163994162, 0.334161370052, 0.00155662515413, -0.250043754095, 0.554902799496, 0.450608204397
0, 9.0, 29, no_regularization, 0.00364988694483, 0.480666888263, 0.00759338126663, -0.273942108604, 0.734638900684, 0.372893551307
0, 9.0, 30, no_regularization, -0.0633266632379, 0.429462509498, 0.147455626131, -0.0988575149097, 0.514070043778, 0.192303589961
0, 9.0, 26, regularization, -0.0865003021117, 0.0592649410787, 1.4595526552, 0.0358722176625, 0.0661412712998, 0.542357547074
0, 9.0, 27, regularization, 0.0176326114149, 0.485928071897, 0.0362864638507, -0.0668985482774, 0.687480068739, 0.0973098004137
0, 9.0, 28, regularization, -0.00245276171057, 0.23260540562, 0.0105447322002, -0.249510505837, 0.516527760102, 0.483053429283
0, 9.0, 29, regularization, 0.00565887955727, 0.387793850233, 0.0145924943211, -0.268153107645, 0.725709666394, 0.369504665657
0, 9.0, 30, regularization, -0.0600851521587, 0.360602656307, 0.166624263876, -0.0880817138448, 0.454837896125, 0.193655178241
0, 5.0, 21, no_regularization, -0.0477862313801, 0.050624665538, 0.943931794357, 0.0249442438627, 0.0617752781088, 0.403790069852
0, 5.0, 22, no_regularization, -0.047902056271, 0.0440902221422, 1.08645531693, 0.0215916941302, 0.0626665229338, 0.344549100849
0, 5.0, 23, no_regularization, -0.0478808106799, 0.0600590253812, 0.79722923201, 0.0249538242534, 0.0545556995108, 0.457400866951
0, 5.0, 24, no_regularization, -0.0479549963463, 0.0445123212855, 1.07734206982, 0.0237595017614, 0.0604753521553, 0.392879097262
0, 5.0, 25, no_regularization, -0.0478876878049, 0.0392834860759, 1.21902846688, 0.0240393580273, 0.0617535224851, 0.389279138419
0, 5.0, 21, regularization, -0.0477955182531, 0.0125648513226, 3.8039063914, 0.0232561962431, 0.0107914190966, 2.15506376269
0, 5.0, 22, regularization, -0.0478448716673, 0.0105035993222, 4.55509299238, 0.0234450280292, 0.0092118803495, 2.54508603452
0, 5.0, 23, regularization, -0.0478593155711, 0.0111265995781, 4.30134249327, 0.0232440263346, 0.00928909599555, 2.50229154115
0, 5.0, 24, regularization, -0.0478891682288, 0.010507423637, 4.55765084604, 0.0234191999998, 0.00913273281828, 2.56431458861
0, 5.0, 25, regularization, -0.047901007153, 0.0120196176265, 3.98523552427, 0.0233784901747, 0.00970977112058, 2.40772824451
0, 0.5, 1, no_regularization, -0.00483392639906, 0.0055441291417, 0.871900036148, 0.00192667093581, 0.00845745774171, 0.227807338168
0, 0.5, 2, no_regularization, -0.00481523603694, 0.00554063105211, 0.869077184828, 0.00174473405294, 0.00835498727847, 0.208825458949
0, 0.5, 3, no_regularization, -0.00483873543094, 0.0055248522727, 0.875812635724, 0.00148392783909, 0.00726654829187, 0.204213579748
0, 0.5, 4, no_regularization, -0.00481741292841, 0.00551724856143, 0.873154956636, 0.00150154246088, 0.0080425098702, 0.186700729637
0, 0.5, 5, no_regularization, -0.00485434979665, 0.00551415475495, 0.880343409349, 0.00144516715857, 0.00733957930116, 0.196900544196
0, 0.5, 1, regularization, -0.00483343470637, 0.00557069335373, 0.867654060178, 0.000674882525049, 0.00180760559829, 0.373357177964
0, 0.5, 2, regularization, -0.00481562358471, 0.00557603311611, 0.863628942732, 0.00094433917509, 0.00308872491003, 0.305737546268
0, 0.5, 3, regularization, -0.00483317235523, 0.00558029354854, 0.866114356385, 0.000706332038216, 0.00213610091164, 0.330664171513
0, 0.5, 4, regularization, -0.00481845110916, 0.00557504831636, 0.864288672625, 0.000741004279304, 0.00244421803618, 0.303166193987
0, 0.5, 5, regularization, -0.00485582100789, 0.00556648517116, 0.872331616556, 0.000517737162869, 0.00121296154007, 0.42683724567
0, 0.5, 16, no_regularization, -0.00481576893847, 0.00549062703586, 0.877089065969, 0.00133033360193, 0.00731394213464, 0.181890091203
0, 0.5, 17, no_regularization, -0.00483569304566, 0.00551674783844, 0.876547775478, 0.00146187564457, 0.0080224292299, 0.182223563795
0, 0.5, 18, no_regularization, -0.0046405890602, 0.00738947929423, 0.627999467272, 0.00158751096274, 0.00763384470564, 0.207956937028
0, 0.5, 19, no_regularization, -0.00483720862391, 0.0055028696077, 0.879033843931, 0.00174283628585, 0.00818532491237, 0.212922065344
0, 0.5, 20, no_regularization, -0.00482614445037, 0.00551735769212, 0.874720241042, 0.00139029086951, 0.00769717719101, 0.180623472088
0, 0.5, 16, regularization, -0.00481525543367, 0.00556248705139, 0.86566591332, 0.000570098316196, 0.00175483931889, 0.324872089461
0, 0.5, 17, regularization, -0.00483698884518, 0.0055569930617, 0.870432766692, 0.000590791273212, 0.00141832960567, 0.416540182797
0, 0.5, 18, regularization, -0.00480791512567, 0.00552658988314, 0.869960541189, 0.00078439276873, 0.00245308782031, 0.319757312493
0, 0.5, 19, regularization, -0.00483397704985, 0.00557990664639, 0.866318624341, 0.00104418168911, 0.00433109108284, 0.241089755247
0, 0.5, 20, regularization, -0.00482167807081, 0.00558693466788, 0.863027466301, 0.00054379545667, 0.00181414683676, 0.299752724339
0, 11.0, 16, no_regularization, -0.0474516996816, 0.482171161177, 0.0984125628039, -0.138981115387, 0.698571736567, 0.198950384209
0, 11.0, 17, no_regularization, 0.0105023253014, 0.528542832168, 0.019870339095, -0.0191399196464, 0.701317947338, 0.0272913586756
0, 11.0, 18, no_regularization, -0.0106261309417, 0.51988341667, 0.0204394496939, 0.00336858693183, 0.554106272348, 0.00607931564744
0, 11.0, 19, no_regularization, -0.0002191700505, 0.537572329894, 0.000407703369969, -0.126768979185, 0.916694873753, 0.138289176491
0, 11.0, 20, no_regularization, 0.0115973965932, 0.59506670854, 0.019489237806, -0.0976208002222, 0.758279116993, 0.12873992971
0, 11.0, 16, regularization, -0.0453908211604, 0.391189543185, 0.116032808011, -0.137461088517, 0.645194640953, 0.213053673717
0, 11.0, 17, regularization, 0.0127889355453, 0.435006576203, 0.0293994073766, -0.0157319040178, 0.66109082946, 0.0237968873818
0, 11.0, 18, regularization, -0.00551122736373, 0.420133709224, 0.0131177937945, 0.00305779823, 0.532260024028, 0.00574493310029
0, 11.0, 19, regularization, 3.34059758516e-05, 0.452185254887, 7.38767473962e-05, -0.121578626462, 0.880595966544, 0.138064028318
0, 11.0, 20, regularization, 0.0139937587138, 0.574064068079, 0.0243766497363, -0.0869459219314, 0.735434517829, 0.118223879657
0, 9.0, 1, no_regularization, 0.0172126322628, 0.333981695242, 0.0515376516378, -0.255336140204, 0.568879254118, 0.448840660572
0, 9.0, 2, no_regularization, -0.0501946320196, 0.383898997506, 0.130749578263, 0.0267214692314, 0.279984924607, 0.095438957183
0, 9.0, 3, no_regularization, -0.0857853269615, 0.238276656119, 0.36002405086, 0.0384255350042, 0.256127750541, 0.150024879862
0, 9.0, 4, no_regularization, 0.013624743092, 0.668114935969, 0.0203928132099, 0.0330544913749, 0.528316945605, 0.0625656467201
0, 9.0, 5, no_regularization, -0.0258809025382, 0.271888651759, 0.095189344501, 0.0257508810499, 0.308086713102, 0.0835832249647
0, 9.0, 1, regularization, 0.0169535600383, 0.257768080337, 0.0657705950873, -0.253262825836, 0.547362856925, 0.462696404464
0, 9.0, 2, regularization, -0.0454133950338, 0.249085549804, 0.182320472101, 0.0242888897054, 0.196334566559, 0.123711734164
0, 9.0, 3, regularization, -0.0802464367234, 0.122990365714, 0.65246116033, 0.0418456931291, 0.139033705907, 0.300975168978
0, 9.0, 4, regularization, 0.017224431814, 0.601078884417, 0.0286558590902, 0.0373404746709, 0.474384615303, 0.0787135026439
0, 9.0, 5, regularization, -0.0295547943324, 0.181863521212, 0.162510844041, 0.0240962510281, 0.231535496301, 0.104071519974
0, 9.0, 16, no_regularization, -0.0733380577145, 0.276740559429, 0.265006538491, 0.0147321806413, 0.284179558994, 0.0518410989637
0, 9.0, 17, no_regularization, -0.0182479169432, 0.617150918435, 0.0295679977103, -0.0477152722471, 0.744799674575, 0.0640645718251
0, 9.0, 18, no_regularization, -0.0587189027773, 0.206610127555, 0.284201473918, 0.0267402242666, 0.219207612615, 0.121985837753
0, 9.0, 19, no_regularization, -0.0409263357114, 0.565472442939, 0.0723754733276, -0.034859938125, 0.730465704642, 0.0477228950018
0, 9.0, 20, no_regularization, -0.0676369476372, 0.270440927072, 0.25009878634, 0.0331308779726, 0.214862053697, 0.154196040681
0, 9.0, 16, regularization, -0.0775354839963, 0.151565940502, 0.511562714811, 0.0279710635085, 0.174096441146, 0.160664188908
0, 9.0, 17, regularization, -0.0151748458741, 0.590596816374, 0.0256940868176, -0.042476842779, 0.677005976302, 0.0627421976554
0, 9.0, 18, regularization, -0.0595907929956, 0.123588296353, 0.482171813628, 0.0364832585102, 0.116320463553, 0.313644370009
0, 9.0, 19, regularization, -0.0410156576751, 0.482921029605, 0.0849324323453, -0.0442009642668, 0.668240395941, 0.0661453041978
0, 9.0, 20, regularization, -0.0722987919668, 0.158454402041, 0.456275061061, 0.0361606199209, 0.127042180563, 0.284634754855
0, 0.5, 21, no_regularization, -0.00481729934017, 0.00548663580918, 0.878006032787, 0.00174689218364, 0.00826089448822, 0.211465257925
0, 0.5, 22, no_regularization, -0.00480057406242, 0.00552766537619, 0.868463218322, 0.00151979534164, 0.00762009333943, 0.199445764499
0, 0.5, 23, no_regularization, -0.00483340353701, 0.00549844147188, 0.879049738318, 0.00192774911799, 0.00785959739822, 0.245273265323
0, 0.5, 24, no_regularization, -0.00480924945975, 0.00551439670908, 0.872126129741, 0.00175704212127, 0.00855105687639, 0.205476603263
0, 0.5, 25, no_regularization, -0.00485911037844, 0.00550662467286, 0.882411761673, 0.00165584133062, 0.00757674692497, 0.21854251528
0, 0.5, 21, regularization, -0.00481818488701, 0.00554671714, 0.868655236134, 0.000633109629528, 0.00173384270573, 0.365148249858
0, 0.5, 22, regularization, -0.00480358212033, 0.00556834611347, 0.862658682209, 0.000523345836028, 0.000972865209628, 0.53794280117
0, 0.5, 23, regularization, -0.00483312336268, 0.00556545932486, 0.868414102155, 0.00106423242901, 0.00328931021267, 0.323542736989
0, 0.5, 24, regularization, -0.00481459564299, 0.0055535656658, 0.866937735632, 0.000701238410206, 0.00199763418436, 0.351034446495
0, 0.5, 25, regularization, -0.00485845968854, 0.00556091697917, 0.873679593984, 0.000740250421013, 0.0021949809487, 0.337246854671
0, 7.0, 26, no_regularization, -0.0427075475332, 0.259009443, 0.164887994193, 0.0185494061066, 0.228060795825, 0.081335356388
0, 7.0, 27, no_regularization, -0.0670893293082, 0.118716989167, 0.565119868511, 0.0267857417322, 0.113426196492, 0.23615128216
0, 7.0, 28, no_regularization, -0.0469431326879, 0.267150090079, 0.175718198987, -0.0998624476459, 0.349233204946, 0.285947745608
0, 7.0, 29, no_regularization, -0.0446865049022, 0.234249303321, 0.190764729153, 0.0231218640665, 0.206818511872, 0.111797845644
0, 7.0, 30, no_regularization, -0.0670910054979, 0.103132209259, 0.650533969748, 0.0280156765802, 0.110139603455, 0.254365148423
0, 7.0, 26, regularization, -0.0525091675782, 0.179509146422, 0.292515276379, 0.0174499799994, 0.1194972048, 0.146028352953
0, 7.0, 27, regularization, -0.0670668465434, 0.0333354608597, 2.01187698666, 0.0298580941126, 0.0390002813621, 0.765586633476
0, 7.0, 28, regularization, -0.0536721008697, 0.173686287964, 0.309017490665, -0.0983015895772, 0.306361739346, 0.320867709483
0, 7.0, 29, regularization, -0.0502076306397, 0.118063776187, 0.42525855314, 0.0301321614727, 0.0859721680497, 0.350487397913
0, 7.0, 30, regularization, -0.0671241234302, 0.0227628747509, 2.94884210209, 0.0314747293646, 0.0115415349017, 2.72708349735
0, 7.0, 6, no_regularization, -0.0669277755084, 0.105423511475, 0.634846767784, 0.0306532031898, 0.10709004915, 0.286237642369
0, 7.0, 7, no_regularization, -0.0509403006309, 0.205946742804, 0.2473469594, 0.028922453326, 0.197959844455, 0.146102627054
0, 7.0, 8, no_regularization, -0.0665055944907, 0.0998167522175, 0.66627688252, 0.0267900150764, 0.107252123935, 0.249785403716
0, 7.0, 9, no_regularization, -0.0671598745175, 0.0895656320473, 0.749839787677, 0.0298942299884, 0.0989744601028, 0.302039838938
0, 7.0, 10, no_regularization, -0.0521111637547, 0.206901985561, 0.251864009973, 0.0253155260649, 0.177261342415, 0.142814703533
0, 7.0, 6, regularization, -0.067014291133, 0.0469572592771, 1.42713378431, 0.0315640859055, 0.0297589752878, 1.06065768731
0, 7.0, 7, regularization, -0.0518234405594, 0.077735590353, 0.66666298312, 0.031559596067, 0.107179796354, 0.294454711994
0, 7.0, 8, regularization, -0.0670455088062, 0.0223239215782, 3.00330336547, 0.0303534191401, 0.0206280883181, 1.47146059645
