noInterp_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 1.0, 26, no_regularization, -0.00958672086721, 0.0071723694451, 1.3366183854, 0.00548164572555, 0.0142026184989, 0.385960217547
0, 1.0, 27, no_regularization, -0.00957317073171, 0.00724531830386, 1.32129056726, 0.00518600640552, 0.0146872765956, 0.353095168581
0, 1.0, 28, no_regularization, -0.00966124661247, 0.00721400781022, 1.33923428788, 0.00542621335304, 0.0136050615957, 0.398837838026
0, 1.0, 29, no_regularization, -0.00959349593496, 0.00732912925903, 1.30895439225, 0.00542005420054, 0.0146279699775, 0.370526751755
0, 1.0, 30, no_regularization, -0.00949525745257, 0.00733043864999, 1.29531913518, 0.00551244148805, 0.0145009828372, 0.380142611706
0, 1.0, 26, regularization, -0.00956978319783, 0.00729209029314, 1.31235116587, 0.00573417097807, 0.012094455102, 0.474115694318
0, 1.0, 27, regularization, -0.00957317073171, 0.00724531830386, 1.32129056726, 0.00550628233555, 0.0118236257274, 0.465701677515
0, 1.0, 28, regularization, -0.00966124661247, 0.00723064656864, 1.33615251703, 0.00590662724809, 0.0121310631384, 0.486901039152
0, 1.0, 29, regularization, -0.00959349593496, 0.00728171599121, 1.31747735651, 0.00610987928061, 0.0123054047528, 0.496519976657
0, 1.0, 30, regularization, -0.0094918699187, 0.00731311537987, 1.29792426697, 0.00581423996058, 0.0121516711858, 0.478472456312
0, 9.0, 1, no_regularization, 0.0172222222222, 0.334019785789, 0.0515604852016, -0.255333826066, 0.568938777829, 0.448789634343
0, 9.0, 2, no_regularization, -0.0501829268293, 0.383961190615, 0.130697914414, 0.0266999260902, 0.280013284753, 0.095352354849
0, 9.0, 3, no_regularization, -0.0858028455285, 0.238355722686, 0.359978122453, 0.0384331116038, 0.2560830637, 0.150080645899
0, 9.0, 4, no_regularization, 0.0136178861789, 0.66824457698, 0.0203785958734, 0.0330130574033, 0.528370962281, 0.0624808321426
0, 9.0, 5, no_regularization, -0.0259146341463, 0.272035816382, 0.0952618463665, 0.0257206208426, 0.30831463201, 0.0834232896275
0, 9.0, 1, regularization, 0.0169512195122, 0.257733414726, 0.0657703601616, -0.25322739591, 0.547383877207, 0.462613910374
0, 9.0, 2, regularization, -0.0453963414634, 0.249145100305, 0.182208445632, 0.0242670608524, 0.196629645964, 0.123415066601
0, 9.0, 3, regularization, -0.0802506775068, 0.123086762126, 0.651984633608, 0.0417836905642, 0.139031284004, 0.300534450671
0, 9.0, 4, regularization, 0.0172052845528, 0.601166887153, 0.0286198140991, 0.0373121458487, 0.474292476677, 0.0786690653626
0, 9.0, 5, regularization, -0.0295630081301, 0.181885468048, 0.162536394179, 0.0241315594974, 0.231542890567, 0.104220688609
0, 11.0, 16, no_regularization, -0.0474424119241, 0.482204484711, 0.0983865008069, -0.138993594481, 0.698578375112, 0.198966357152
0, 11.0, 17, no_regularization, 0.0104844173442, 0.52854257404, 0.0198364670305, -0.0191241685144, 0.701317089704, 0.0272689326913
0, 11.0, 18, no_regularization, -0.0106165311653, 0.519869026824, 0.0204215496933, 0.00335673811284, 0.554130872702, 0.00605766305073
0, 11.0, 19, no_regularization, -0.000216802168022, 0.537599634284, 0.000403278116643, -0.126792313378, 0.916676625349, 0.138317384639
0, 11.0, 20, no_regularization, 0.0115921409214, 0.595047782202, 0.0194810253363, -0.0976410445923, 0.758381032401, 0.128749323125
0, 11.0, 16, regularization, -0.0453997289973, 0.391214980261, 0.116048033148, -0.137490761271, 0.645149567769, 0.213114552253
0, 11.0, 17, regularization, 0.0127811653117, 0.435067755304, 0.0293774134163, -0.0157674304016, 0.661150957893, 0.0238484573203
0, 11.0, 18, regularization, -0.0054945799458, 0.420117228194, 0.013078682751, 0.00306725794531, 0.532247665271, 0.00576283964298
0, 11.0, 19, regularization, 1.0162601626e-05, 0.452291676399, 2.2469132545e-05, -0.121513919685, 0.880505051285, 0.138004795665
0, 11.0, 20, regularization, 0.0139972899729, 0.574010740555, 0.0243850663132, -0.0869795516137, 0.735333943236, 0.118285783505
0, 11.0, 11, no_regularization, 0.0151524390244, 0.511253994959, 0.0296377909489, -0.0793422025129, 0.788607026419, 0.1006105701
0, 11.0, 12, no_regularization, -0.0381775067751, 0.549872212103, 0.0694297801103, -0.128504557773, 0.861229986384, 0.149210501033
0, 11.0, 13, no_regularization, 0.0128556910569, 0.524630748426, 0.0245042653247, -0.139591032274, 0.709633434412, 0.19670864633
0, 11.0, 14, no_regularization, 0.00688008130081, 0.567623496026, 0.0121208536098, -0.228677014043, 0.75964970462, 0.301029556982
0, 11.0, 15, no_regularization, -0.0347391598916, 0.530259443013, 0.0655135148451, -0.118557526484, 0.82274222959, 0.144100451175
0, 11.0, 11, regularization, 0.0166260162602, 0.438036853332, 0.0379557476356, -0.0870904163587, 0.767495223111, 0.113473561445
0, 11.0, 12, regularization, -0.037581300813, 0.489325877909, 0.0768021936088, -0.133918452821, 0.79440877959, 0.168576249736
0, 11.0, 13, regularization, 0.00506097560976, 0.462433514906, 0.0109442232161, -0.131627248091, 0.653422787022, 0.201442696375
0, 11.0, 14, regularization, 0.0105860433604, 0.521183879962, 0.0203115325846, -0.222012811037, 0.732355405475, 0.303149003035
0, 11.0, 15, regularization, -0.0346002710027, 0.445395625439, 0.0776843530257, -0.114843557526, 0.779928410057, 0.147248844952
0, 3.0, 6, no_regularization, -0.0286077235772, 0.0158512018855, 1.80476684253, 0.0150160137965, 0.0248158224792, 0.605098372584
0, 3.0, 7, no_regularization, -0.028695799458, 0.0116170418909, 2.47014685215, 0.0156873614191, 0.0174218635607, 0.900441067307
0, 3.0, 8, no_regularization, -0.0287364498645, 0.0129414379035, 2.22049899547, 0.0149297856615, 0.0218411147823, 0.683563353349
0, 3.0, 9, no_regularization, -0.0287567750678, 0.0211497405797, 1.35967507305, 0.0150283321015, 0.0249838752807, 0.601521258519
0, 3.0, 10, no_regularization, -0.028722899729, 0.022681508641, 1.26635755071, 0.0156996797241, 0.0220276747871, 0.712725236587
0, 3.0, 6, regularization, -0.0286314363144, 0.00919222087165, 3.11474633977, 0.0150899236265, 0.0152129570201, 0.991912591782
0, 3.0, 7, regularization, -0.028668699187, 0.00920238736191, 3.11535453351, 0.015071446169, 0.0153710325079, 0.980509680224
0, 3.0, 8, regularization, -0.0287127371274, 0.00914882160991, 3.13840824006, 0.014738851934, 0.0154400313901, 0.954586915114
0, 3.0, 9, regularization, -0.0288109756098, 0.009155877035, 3.14671936939, 0.0147326927815, 0.0154451615913, 0.953871067931
0, 3.0, 10, regularization, -0.0287940379404, 0.00933829268787, 3.08343708029, 0.015280857354, 0.0150775224533, 1.01348596239
0, 7.0, 11, no_regularization, -0.0627337398374, 0.177581476224, 0.353267363079, 0.0293914757329, 0.171372814711, 0.171506057029
0, 7.0, 12, no_regularization, -0.0578929539295, 0.158245771091, 0.365842028703, 0.0217110125647, 0.160148838663, 0.135567717793
0, 7.0, 13, no_regularization, -0.0675, 0.0895346969202, 0.753897676788, 0.0279317565903, 0.0987741360391, 0.282784114449
0, 7.0, 14, no_regularization, -0.0499695121951, 0.177585170402, 0.281383361472, 0.025209411185, 0.151256049459, 0.16666712687
0, 7.0, 15, no_regularization, -0.0668258807588, 0.124691230121, 0.535930880574, 0.0278701650653, 0.140667218884, 0.198128357739
0, 7.0, 11, regularization, -0.0608265582656, 0.098718518116, 0.616161581701, 0.0326311899483, 0.0812725357203, 0.401503283478
0, 7.0, 12, regularization, -0.0597154471545, 0.0679098326988, 0.879334328791, 0.0263981276176, 0.0604911302081, 0.436396667194
0, 7.0, 13, regularization, -0.0671104336043, 0.0216468957233, 3.1002336068, 0.0311714708056, 0.0158234562902, 1.96995335494
0, 7.0, 14, regularization, -0.0549153116531, 0.0881639562788, 0.622877125426, 0.0300997782705, 0.0726076897396, 0.414553587622
0, 7.0, 15, regularization, -0.0674525745257, 0.0415249763519, 1.62438562166, 0.0282951465878, 0.0455888336208, 0.620659585705
0, 3.0, 26, no_regularization, -0.028695799458, 0.0136062634262, 2.10901395623, 0.0157920670116, 0.0170680003453, 0.925244123044
0, 3.0, 27, no_regularization, -0.028668699187, 0.00935173378761, 3.06560257575, 0.0149913771865, 0.0171788727895, 0.872663612462
0, 3.0, 28, no_regularization, -0.0287974254743, 0.0100370856015, 2.86910230895, 0.0157735895541, 0.0214026059272, 0.736993878584
0, 3.0, 29, no_regularization, -0.0287432249322, 0.0135901510034, 2.11500408826, 0.0152254249815, 0.0235383231107, 0.646835584248
0, 3.0, 30, no_regularization, -0.0287635501355, 0.0187201879477, 1.53649900396, 0.015305493964, 0.0194494922151, 0.786935401437
0, 3.0, 26, regularization, -0.028695799458, 0.00920304807606, 3.11807557896, 0.0152131066765, 0.0152114208757, 1.00011082468
0, 3.0, 27, regularization, -0.0286924119241, 0.00906238887935, 3.16609806819, 0.014886671594, 0.0152407008148, 0.97677080437
0, 3.0, 28, regularization, -0.0287466124661, 0.00933779048591, 3.0785240373, 0.0154225178615, 0.0151413727285, 1.0185680082
0, 3.0, 29, regularization, -0.0287669376694, 0.00901986737856, 3.18928610167, 0.0149790588815, 0.0154180888505, 0.971525007202
0, 3.0, 30, regularization, -0.0287872628726, 0.00912204867302, 3.15578922066, 0.0151391968465, 0.015190018611, 0.996654265821
0, 7.0, 26, no_regularization, -0.0427134146341, 0.258924631105, 0.164964663469, 0.0186375954669, 0.228380434426, 0.0816076714876
0, 7.0, 27, no_regularization, -0.0670968834688, 0.118846239539, 0.56456883894, 0.0267491993102, 0.11375163313, 0.235154419977
0, 7.0, 28, no_regularization, -0.0469037940379, 0.2672365361, 0.175514152078, -0.099864498645, 0.348979922942, 0.286161157361
0, 7.0, 29, no_regularization, -0.0446815718157, 0.234310636785, 0.190693740706, 0.0232323232323, 0.206941914148, 0.112264948007
0, 7.0, 30, no_regularization, -0.0671070460705, 0.103273468329, 0.649799480505, 0.0280795762503, 0.110400314573, 0.254343263052
0, 7.0, 26, regularization, -0.0525101626016, 0.179563494016, 0.292432283574, 0.0174180832717, 0.120104881385, 0.145023941333
0, 7.0, 27, regularization, -0.0670731707317, 0.0338052934166, 1.98410260503, 0.0298410938655, 0.0399405140642, 0.747138452387
0, 7.0, 28, regularization, -0.053641598916, 0.173768227437, 0.308696242732, -0.0983062330623, 0.306424153333, 0.320817507345
0, 7.0, 29, regularization, -0.050216802168, 0.118239508737, 0.424704083299, 0.030179847253, 0.0863909049366, 0.349340561662
0, 7.0, 30, regularization, -0.0671510840108, 0.0234484117128, 2.86377963818, 0.0314239960581, 0.0147705123993, 2.1274817832
0, 3.0, 1, no_regularization, -0.0287262872629, 0.0292108059842, 0.98341303141, 0.0156257698941, 0.0309505693421, 0.504862114857
0, 3.0, 2, no_regularization, -0.0287262872629, 0.00956941183231, 3.00188640287, 0.0148681941365, 0.0213895798303, 0.695113894449
0, 3.0, 3, no_regularization, -0.0286890243902, 0.011787114175, 2.43393115264, 0.0154225178615, 0.0220121446376, 0.700636767359
0, 3.0, 4, no_regularization, -0.0287262872629, 0.00955684580296, 3.00583349937, 0.0155087459966, 0.021930077466, 0.707190661802
0, 3.0, 5, no_regularization, -0.028695799458, 0.00933195410002, 3.07500435069, 0.014935944814, 0.0221835396218, 0.673289523162
0, 3.0, 1, regularization, -0.0287025745257, 0.0091293602299, 3.14398531802, 0.0154225178615, 0.015186063317, 1.01557049642
0, 3.0, 2, regularization, -0.0287262872629, 0.00916569509414, 3.13410897568, 0.0151022419315, 0.0151437214179, 0.997260944968
0, 3.0, 3, regularization, -0.0287025745257, 0.00896843628539, 3.20039900071, 0.015206947524, 0.0153620170111, 0.989905655817
0, 3.0, 4, regularization, -0.0287025745257, 0.00911075809711, 3.15040463371, 0.015096082779, 0.01520299305, 0.992967814258
0, 3.0, 5, regularization, -0.0287398373984, 0.0091802078037, 3.13063037492, 0.0151145602365, 0.0153018690044, 0.987759092187
0, 5.0, 16, no_regularization, -0.0478658536585, 0.0548296462666, 0.872992202535, 0.0247228381375, 0.0628734857467, 0.39321564319
0, 5.0, 17, no_regularization, -0.0478590785908, 0.051228498586, 0.934227625478, 0.0241931510224, 0.0541060271668, 0.447143364414
0, 5.0, 18, no_regularization, -0.0478895663957, 0.0563125416339, 0.85042452367, 0.0240822862774, 0.0681076277962, 0.353591617512
0, 5.0, 19, no_regularization, -0.0479302168022, 0.0412463509364, 1.16204744696, 0.0233247105198, 0.0614408056114, 0.379628982526
0, 5.0, 20, no_regularization, -0.0479234417344, 0.0451684069722, 1.06099472943, 0.0235464400099, 0.066915353269, 0.351883967723
0, 5.0, 16, regularization, -0.0478116531165, 0.0115118608945, 4.15325146426, 0.0229551613698, 0.0111086344983, 2.06642511942
0, 5.0, 17, regularization, -0.0478489159892, 0.0111734302081, 4.28238375305, 0.0232323232323, 0.0110456558277, 2.1032995772
0, 5.0, 18, regularization, -0.0479200542005, 0.0119569062675, 4.00773018778, 0.0230352303523, 0.0130196322136, 1.76926889903
0, 5.0, 19, regularization, -0.0478556910569, 0.0117290390712, 4.08010330313, 0.0229120473023, 0.0126690484057, 1.80850578265
0, 5.0, 20, regularization, -0.0479200542005, 0.0114883682381, 4.17118020656, 0.0227827050998, 0.0118280115403, 1.92616527489
0, 9.0, 6, no_regularization, -0.0618834688347, 0.289952917349, 0.213425922389, 0.0219450603597, 0.290000747117, 0.0756724269776
0, 9.0, 7, no_regularization, 0.00045054200542, 0.646692638712, 0.000696686460383, -0.0737743286524, 0.637906914343, 0.115650617659
0, 9.0, 8, no_regularization, -0.0322154471545, 0.503766989994, 0.0639491030463, 0.0371766444937, 0.634440882881, 0.0585974918969
0, 9.0, 9, no_regularization, -0.0345596205962, 0.269199412874, 0.12837925695, 0.025431140675, 0.269419537467, 0.0943923403406
0, 9.0, 10, no_regularization, 0.0157283197832, 0.522565470942, 0.0300982760205, -0.0348361665435, 0.829649833855, 0.0419889996019
0, 9.0, 6, regularization, -0.0617682926829, 0.173381465085, 0.356256608241, 0.0293360433604, 0.207807668155, 0.14116920526
0, 9.0, 7, regularization, -0.00184620596206, 0.554441716378, 0.00332984677654, -0.0769832471052, 0.62130515246, 0.123905695616
0, 9.0, 8, regularization, -0.0310636856369, 0.427250239503, 0.0727060695694, 0.0408536585366, 0.576546643249, 0.0708592427255
0, 9.0, 9, regularization, -0.0369308943089, 0.187810171941, 0.196639478721, 0.0256898250801, 0.191132749681, 0.134408284937
0, 9.0, 10, regularization, 0.0147154471545, 0.448897876484, 0.0327812803877, -0.0449248583395, 0.767190218282, 0.0585576526772
0, 5.0, 26, no_regularization, -0.0478658536585, 0.0466298431504, 1.02650685537, 0.0233801428923, 0.0630883933237, 0.370593411253
0, 5.0, 27, no_regularization, -0.0478590785908, 0.0500609338827, 0.956016495874, 0.0234170978073, 0.0469465476849, 0.498803404342
0, 5.0, 28, no_regularization, -0.0479302168022, 0.0565432981321, 0.84767281686, 0.0240022172949, 0.0485401388319, 0.494481842708
0, 5.0, 29, no_regularization, -0.0478692411924, 0.0454812382536, 1.0525052314, 0.0234478935698, 0.0677076685619, 0.346310751321
0, 5.0, 30, no_regularization, -0.0478827913279, 0.0355226743291, 1.34795006942, 0.0228997289973, 0.0525972927731, 0.43537847273
0, 5.0, 26, regularization, -0.0478929539295, 0.0115943036593, 4.13073137783, 0.0231645725548, 0.0129267485803, 1.79198755286
0, 5.0, 27, regularization, -0.0478895663957, 0.0109725122532, 4.36450334168, 0.0229551613698, 0.0109262273346, 2.1009229139
0, 5.0, 28, regularization, -0.0478861788618, 0.0108718634756, 4.40459714832, 0.0233247105198, 0.0119994735018, 1.94381116108
0, 5.0, 29, regularization, -0.0478387533875, 0.0126087099669, 3.79410371983, 0.0228689332348, 0.0115857563117, 1.9738835014
0, 5.0, 30, regularization, -0.0478319783198, 0.0108220467794, 4.41986430984, 0.0232200049273, 0.0114655808477, 2.02519220228
0, 3.0, 11, no_regularization, -0.0287364498645, 0.0156483434891, 1.83638925644, 0.0155641783691, 0.0165235021483, 0.941941861318
0, 3.0, 12, no_regularization, -0.0286483739837, 0.0128916807503, 2.22223731247, 0.0152131066765, 0.0216314455416, 0.703286641074
0, 3.0, 13, no_regularization, -0.0286991869919, 0.00956369035692, 3.00084861814, 0.0151391968465, 0.0169288650631, 0.894283036109
0, 3.0, 14, no_regularization, -0.0287195121951, 0.0132231949631, 2.1719041635, 0.0146834195615, 0.0190455813851, 0.770962002396
0, 3.0, 15, no_regularization, -0.0287906504065, 0.0139933608337, 2.057450726, 0.015330130574, 0.0190130541968, 0.806295002128
0, 3.0, 11, regularization, -0.0287195121951, 0.00931454763401, 3.08329650817, 0.0147080561715, 0.0152142882199, 0.966726537509
0, 3.0, 12, regularization, -0.0286754742547, 0.00921426673089, 3.11207338492, 0.015108401084, 0.0152613299127, 0.989979324898
0, 3.0, 13, regularization, -0.0287466124661, 0.00911483717809, 3.15382621812, 0.014640305494, 0.0153322723723, 0.954868602545
0, 3.0, 14, regularization, -0.028695799458, 0.00909876379983, 3.15381298925, 0.014689578714, 0.0154461997268, 0.951015717377
0, 3.0, 15, regularization, -0.0287872628726, 0.0092045916392, 3.12748940975, 0.0153116531165, 0.0151275140671, 1.01217245931
0, 7.0, 6, no_regularization, -0.0669444444444, 0.105557726788, 0.634197481144, 0.0306233062331, 0.107454452042, 0.284988715229
0, 7.0, 7, no_regularization, -0.0509383468835, 0.206052735768, 0.247210243017, 0.0289110618379, 0.198020811369, 0.146000118058
0, 7.0, 8, no_regularization, -0.0665345528455, 0.099940622599, 0.665740828057, 0.0267368810052, 0.10786255216, 0.247879180213
0, 7.0, 9, no_regularization, -0.0671849593496, 0.0896208438099, 0.749657741363, 0.029958117763, 0.0991225874093, 0.302233008096
0, 7.0, 10, no_regularization, -0.0520968834688, 0.20699956425, 0.251676295346, 0.02539418576, 0.177793100021, 0.142829984724
0, 7.0, 6, regularization, -0.067012195122, 0.0471418828293, 1.42150018413, 0.0314732692781, 0.0314263247481, 1.00149379638
0, 7.0, 7, regularization, -0.0518089430894, 0.0780020672192, 0.664199615939, 0.0315902931757, 0.107166611487, 0.294777382035
0, 7.0, 8, regularization, -0.0670799457995, 0.0229351356788, 2.92476777722, 0.030266075388, 0.0228574508689, 1.32412295499
0, 7.0, 9, regularization, -0.0671138211382, 0.0239255854609, 2.80510674432, 0.0314855875831, 0.0152361501857, 2.06650546229
0, 7.0, 10, regularization, -0.0553319783198, 0.106859916187, 0.517799192572, 0.030216802168, 0.0641706781314, 0.470881764817
0, 9.0, 26, no_regularization, -0.086493902439, 0.163781253897, 0.528106241594, 0.0317134762257, 0.159884295001, 0.198352666379
0, 9.0, 27, no_regularization, 0.0184281842818, 0.58242498693, 0.0316404424525, -0.0737804878049, 0.732387142779, 0.100739736535
0, 9.0, 28, no_regularization, 0.000528455284553, 0.334150083768, 0.00158149080375, -0.24995072678, 0.55496606488, 0.450389208634
0, 9.0, 29, no_regularization, 0.00365853658537, 0.48068961037, 0.0076110165613, -0.273928307465, 0.734612001236, 0.372888418653
0, 9.0, 30, no_regularization, -0.0632960704607, 0.429508974678, 0.147368446744, -0.0988851933974, 0.514092323485, 0.192349095445
0, 9.0, 26, regularization, -0.0865074525745, 0.0594076064898, 1.4561679503, 0.0357600394186, 0.066690663231, 0.536207584181
0, 9.0, 27, regularization, 0.0176287262873, 0.485938936332, 0.0362776574776, -0.0669130327667, 0.687265930528, 0.0973611957096
0, 9.0, 28, regularization, -0.00244579945799, 0.2326713307, 0.0105118213346, -0.24953190441, 0.516510902238, 0.483110624246
0, 9.0, 29, regularization, 0.00567750677507, 0.387758319902, 0.0146418696483, -0.268120226657, 0.725851949075, 0.369386934896
0, 9.0, 30, regularization, -0.0600846883469, 0.360601201242, 0.166623650004, -0.0880081300813, 0.454628789569, 0.193582395353
0, 7.0, 16, no_regularization, -0.067174796748, 0.0925564715072, 0.725770933724, 0.0276053215078, 0.106461293226, 0.259299137474
0, 7.0, 17, no_regularization, -0.0670697831978, 0.160183830763, 0.418705077026, 0.0266876077852, 0.139260883479, 0.191637501633
0, 7.0, 18, no_regularization, -0.0522696476965, 0.210436017612, 0.248387363958, 0.0320460704607, 0.191982773805, 0.166921593149
0, 7.0, 19, no_regularization, -0.0672357723577, 0.0863095081468, 0.779007710754, 0.025332594235, 0.120748551629, 0.20979625754
0, 7.0, 20, no_regularization, -0.0666937669377, 0.103590490374, 0.643821326617, 0.0278208918453, 0.108763403657, 0.255792765856
0, 7.0, 16, regularization, -0.0670359078591, 0.024504753691, 2.73562871532, 0.0313932002956, 0.0160953517135, 1.95045133865
0, 7.0, 17, regularization, -0.0669783197832, 0.0789458209093, 0.848408680937, 0.0274944567627, 0.0479244878907, 0.573703715425
0, 7.0, 18, regularization, -0.0532249322493, 0.114037303734, 0.466732643673, 0.0337090416359, 0.103024631488, 0.3271940035
0, 7.0, 19, regularization, -0.0671951219512, 0.0346056660184, 1.94173757314, 0.0289664942104, 0.0417771260093, 0.693357752851
0, 7.0, 20, regularization, -0.0673780487805, 0.0221774424508, 3.03813430831, 0.0322616407982, 0.0155905469302, 2.06930782753
0, 0.5, 6, no_regularization, -0.00485772357724, 0.00777438526764, 0.624837001255, 0.00116407982262, 0.00985118595551, 0.118166465223
0, 0.5, 7, no_regularization, -0.00483062330623, 0.00777038501892, 0.62167103618, 0.00136117270264, 0.00947473429816, 0.14366341681
0, 0.5, 8, no_regularization, -0.00485433604336, 0.00777786772661, 0.624121701987, 0.00140428677014, 0.00923225817114, 0.152106531697
0, 0.5, 9, no_regularization, -0.00485772357724, 0.00777529446403, 0.624763936557, 0.00144740083764, 0.0094594545982, 0.153011024327
0, 0.5, 10, no_regularization, -0.00483401084011, 0.007781457934, 0.621221740336, 0.00127494456763, 0.0100559182996, 0.12678549384
0, 0.5, 6, regularization, -0.00485772357724, 0.00777438526764, 0.624837001255, 0.000153978812515, 0.0028269271459, 0.0544686171835
0, 0.5, 7, regularization, -0.00483062330623, 0.00777038501892, 0.62167103618, 0.00030179847253, 0.00309944174987, 0.0973718807727
0, 0.5, 8, regularization, -0.00485433604336, 0.00777786772661, 0.624121701987, 0.000468095590047, 0.00375257499962, 0.124739836004
0, 0.5, 9, regularization, -0.00486111111111, 0.00777271887077, 0.625406783898, 0.000776053215078, 0.0047956815764, 0.161823341002
