parabolic_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 1.0, 13, no_regularization, -0.00960653686584, 0.00257901385483, 3.72488765342, 0.00470552094356, 0.00768495364204, 0.612303100674
0, 1.0, 14, no_regularization, -0.00955507913337, 0.00254847881946, 3.74932648465, 0.00465004040521, 0.00782647358255, 0.5941424776
0, 1.0, 15, no_regularization, -0.00958115616807, 0.00250854080536, 3.81941411819, 0.00476661535698, 0.00774857332851, 0.615160385647
0, 1.0, 11, regularization, -0.00958461570616, 0.00238182337263, 4.02406652664, 0.00494011477707, 0.00420129687461, 1.17585472403
0, 1.0, 12, regularization, -0.00958324262008, 0.00228629091596, 4.19161120449, 0.00510280817066, 0.00407874067048, 1.25107443275
0, 1.0, 13, regularization, -0.00960139412536, 0.00235527366148, 4.07655139289, 0.00500628447543, 0.00426013013421, 1.17514825081
0, 1.0, 14, regularization, -0.00956992656825, 0.00232162038441, 4.12208930991, 0.00493157184728, 0.00410275276246, 1.20201536208
0, 1.0, 15, regularization, -0.00958073275355, 0.00227141077443, 4.21796570722, 0.00506336419433, 0.00411745271517, 1.22973220207
0, 3.0, 1, no_regularization, -0.0287407686539, 0.028307225966, 1.015315619, 0.0150395988498, 0.0282568431713, 0.53224625124
0, 3.0, 2, no_regularization, -0.0287280525548, 0.00614302915987, 4.67652876246, 0.0145207481433, 0.0171943592584, 0.844506499204
0, 3.0, 3, no_regularization, -0.0287223293453, 0.00908800617872, 3.16046542888, 0.014737294759, 0.0176346031693, 0.835703226068
0, 3.0, 4, no_regularization, -0.028721203969, 0.00608614020837, 4.71911638341, 0.014958470281, 0.0173915164069, 0.860101553598
0, 3.0, 5, no_regularization, -0.0287364842075, 0.00607467456875, 4.73053887616, 0.0146984172752, 0.0179898558095, 0.817039193136
0, 3.0, 1, regularization, -0.0287201736045, 0.00575284425973, 4.99234331887, 0.0148083660381, 0.0063038688034, 2.34909172446
0, 3.0, 2, regularization, -0.0287314616049, 0.00588390607318, 4.8830591868, 0.0145403256262, 0.0058853253288, 2.4706069442
0, 3.0, 3, regularization, -0.0287250709914, 0.00579780437432, 4.95447399341, 0.0147293461285, 0.00619751910429, 2.37665199261
0, 3.0, 4, regularization, -0.0287351793264, 0.00577631065791, 4.9746596103, 0.0146290435052, 0.00613213742433, 2.38563530021
0, 3.0, 5, regularization, -0.0287277511846, 0.00579821889239, 4.95458203937, 0.0146176591162, 0.00617840298167, 2.3659284057
0, 3.0, 26, no_regularization, -0.028714992026, 0.0114574643803, 2.50622572961, 0.0152338574961, 0.0109626479448, 1.38961476942
0, 3.0, 27, no_regularization, -0.028734330112, 0.00592797054506, 4.84724576372, 0.0147748990664, 0.0111698863718, 1.3227439004
0, 3.0, 28, no_regularization, -0.0287649372116, 0.00668987327167, 4.29977311131, 0.0151835052425, 0.0168186503495, 0.902777864277
0, 3.0, 29, no_regularization, -0.0287427642767, 0.011380327748, 2.5256534709, 0.0147044119332, 0.0199246295102, 0.738001774418
0, 3.0, 30, no_regularization, -0.0287379250792, 0.0173629817308, 1.65512614854, 0.0148439773484, 0.0133484270115, 1.11203944372
0, 3.0, 26, regularization, -0.0287227007822, 0.00583332558434, 4.92389810356, 0.0146255154008, 0.00625909578304, 2.33668183197
0, 3.0, 27, regularization, -0.028738695861, 0.00568000561808, 5.05962454853, 0.014403686499, 0.0058332967479, 2.46921888625
0, 3.0, 28, regularization, -0.0287575907584, 0.00576913406703, 4.98473261745, 0.0148295837987, 0.00629330216918, 2.3564073995
0, 3.0, 29, regularization, -0.02875400459, 0.00575218120645, 4.9988002043, 0.0146076659361, 0.0057613428121, 2.53546202899
0, 3.0, 30, regularization, -0.0287400016898, 0.00582114782745, 4.93717090541, 0.0145268021661, 0.00573496588541, 2.53302329192
0, 9.0, 21, no_regularization, 0.0197034669437, 0.621801621675, 0.0316877059449, 0.0200898315328, 0.438521781918, 0.0458126194892
0, 9.0, 22, no_regularization, -0.0176615835351, 0.5773691493, 0.0305897596997, 0.00884848060977, 0.426076786168, 0.0207673379471
0, 9.0, 23, no_regularization, 0.0013848518352, 0.592023914608, 0.00233918225435, -0.100899257747, 0.771977008123, 0.130702413006
0, 9.0, 24, no_regularization, 0.0265494368841, 0.586029881377, 0.0453038961455, -0.00363945813992, 0.671524021304, 0.00541969910898
0, 9.0, 25, no_regularization, -0.000986662421057, 0.366706641833, 0.00269060417375, 0.0290348207379, 0.312661052408, 0.0928635674778
0, 9.0, 21, regularization, 0.0198188015292, 0.567545766697, 0.0349201821107, 0.0316499676505, 0.377266704549, 0.0838928197713
0, 9.0, 22, regularization, -0.0134577408057, 0.556786429451, 0.0241703822037, 0.0222929494921, 0.382150544515, 0.0583355167539
0, 9.0, 23, regularization, -0.00262821749618, 0.537246806113, 0.00489201139268, -0.100225276589, 0.766647067636, 0.130731963664
0, 9.0, 24, regularization, 0.0261397208342, 0.552411360201, 0.0473193035434, -0.00458679224235, 0.562974297743, 0.0081474274416
0, 9.0, 25, regularization, 0.00195063154212, 0.266190971156, 0.00732794028905, 0.032471368149, 0.220375977507, 0.147345316474
0, 3.0, 16, no_regularization, -0.0287105262744, 0.00887523507619, 3.23490319163, 0.0146011973369, 0.0106212134804, 1.37472025808
0, 3.0, 17, no_regularization, -0.0287509578531, 0.00861805277343, 3.33613156115, 0.0146957390817, 0.0164174313075, 0.895130231184
0, 3.0, 18, no_regularization, -0.0287401038099, 0.010259601906, 2.80128840019, 0.0152844720713, 0.0179704328459, 0.850534441899
0, 3.0, 19, no_regularization, -0.0287430977829, 0.00911204860367, 3.15440567024, 0.015192717274, 0.0109064323727, 1.39300522434
0, 3.0, 20, no_regularization, -0.0287365335952, 0.00617665479087, 4.65244287858, 0.015017198211, 0.0111569546615, 1.3459943745
0, 3.0, 16, regularization, -0.0287229533084, 0.00584213964735, 4.91651262075, 0.0140834806602, 0.00587719181914, 2.39629419859
0, 3.0, 17, regularization, -0.028744059942, 0.00576179529582, 4.98873327952, 0.0145845584175, 0.00597111693644, 2.44251763493
0, 3.0, 18, regularization, -0.0287401972755, 0.00579368271739, 4.96060945644, 0.0147450274656, 0.00619243141571, 2.38113698413
0, 3.0, 19, regularization, -0.0287556482001, 0.00580119933459, 4.95684539379, 0.014646697221, 0.00627330556859, 2.33476546948
0, 3.0, 20, regularization, -0.0287506650068, 0.00590996966263, 4.8647737041, 0.0145370200708, 0.00606010267145, 2.39880755474
0, 5.0, 1, no_regularization, -0.0479189379773, 0.0538118575014, 0.890490315745, 0.0245359842928, 0.0614793572237, 0.39909305173
0, 5.0, 2, no_regularization, -0.0479116470879, 0.061596613113, 0.777829245254, 0.0236095784507, 0.0765843118022, 0.3082821781
0, 5.0, 3, no_regularization, -0.0479085252815, 0.0534069308731, 0.897046965595, 0.0240844113535, 0.0533656377472, 0.451309351302
0, 5.0, 4, no_regularization, -0.0478780183609, 0.0463585014966, 1.03277752333, 0.02355619926, 0.0537391779993, 0.43834312576
0, 5.0, 5, no_regularization, -0.0479055113744, 0.0511013922127, 0.937460004515, 0.0231692655266, 0.0676912569438, 0.342278553726
0, 5.0, 1, regularization, -0.0479087331674, 0.0109259267606, 4.38486676848, 0.0236792102401, 0.0058873408906, 4.02205523344
0, 5.0, 2, regularization, -0.0478892815916, 0.0107386593436, 4.45952144109, 0.0235115532125, 0.0051472687121, 4.56777264361
0, 5.0, 3, regularization, -0.0478879571629, 0.00987631741487, 4.848766514, 0.0232185656136, 0.00539060723254, 4.30722636838
0, 5.0, 4, regularization, -0.0479083255481, 0.0107435119334, 4.45927978163, 0.0235062226377, 0.0064092899681, 3.66752366559
0, 5.0, 5, regularization, -0.0479200379625, 0.0109350528349, 4.38224109987, 0.0232390543499, 0.005156683031, 4.50658964497
0, 5.0, 16, no_regularization, -0.0479010294753, 0.0546295513698, 0.876833660067, 0.0248179810655, 0.0624708435293, 0.397273026317
0, 5.0, 17, no_regularization, -0.047871923751, 0.0507758051651, 0.942809741673, 0.0243440262676, 0.0521802929135, 0.466536788284
0, 5.0, 18, no_regularization, -0.0478900407787, 0.0557944882646, 0.858329241262, 0.0241743749033, 0.0670415095451, 0.360588164964
0, 5.0, 19, no_regularization, -0.0479049619455, 0.040677579256, 1.17767484747, 0.0233697334752, 0.0599425571105, 0.389868811104
0, 5.0, 20, no_regularization, -0.0479357284097, 0.0447056215096, 1.07225281276, 0.0235488237431, 0.0661132725997, 0.356189049749
0, 5.0, 16, regularization, -0.0478893986385, 0.0100910546753, 4.74572779352, 0.0232280941276, 0.00546884235649, 4.24735119673
0, 5.0, 17, regularization, -0.047872461348, 0.00988131226732, 4.84474734255, 0.0234901027865, 0.00521230950337, 4.50665924028
0, 5.0, 18, regularization, -0.0478928128926, 0.0103771005473, 4.61524032405, 0.0233444725529, 0.00587518498658, 3.97340213222
0, 5.0, 19, regularization, -0.047904015504, 0.0104406381186, 4.58822678841, 0.0232857736762, 0.00610751039123, 3.81264577293
0, 5.0, 20, regularization, -0.0479237052674, 0.0103330963304, 4.63788430253, 0.0233265230918, 0.00594254946234, 3.92533932441
0, 7.0, 21, no_regularization, -0.0668083780134, 0.080351632017, 0.831450168918, 0.0297051108285, 0.109028367271, 0.272453046597
0, 7.0, 22, no_regularization, -0.0689923151646, 0.117344518678, 0.587946637322, 0.0290020232716, 0.146782215942, 0.197585402873
0, 7.0, 23, no_regularization, -0.0671031993946, 0.0876035264383, 0.765987422228, 0.0304301402773, 0.0854222062622, 0.356232197795
0, 7.0, 24, no_regularization, -0.0234042396769, 0.314544602267, 0.0744067439346, -0.000644761452931, 0.252174840667, 0.00255680325295
0, 7.0, 25, no_regularization, -0.0454784182655, 0.221326824117, 0.205480824328, 0.0255712536298, 0.188308458129, 0.135794503783
0, 7.0, 21, regularization, -0.066862169595, 0.0203083406447, 3.29235021043, 0.0314747183024, 0.00884807369971, 3.55723961741
0, 7.0, 22, regularization, -0.0671983766449, 0.0467296378007, 1.43802476988, 0.0289071402051, 0.0810964505922, 0.356453827436
0, 7.0, 23, regularization, -0.0670680663765, 0.0212453023001, 3.15684217758, 0.0320415518852, 0.00782773613098, 4.09333571661
0, 7.0, 24, regularization, -0.0212836236167, 0.263598048336, 0.0807427207867, 0.00376418893297, 0.17352234532, 0.0216928195964
0, 7.0, 25, regularization, -0.047269051736, 0.139605428063, 0.338590357066, 0.0302473606863, 0.122704634547, 0.246505446172
0, 5.0, 11, no_regularization, -0.0478930986863, 0.0538643384445, 0.889142985311, 0.0223435775169, 0.056855162901, 0.392991179285
0, 5.0, 12, no_regularization, -0.0478610561937, 0.0505567061401, 0.946680665096, 0.0228835723368, 0.0593517781945, 0.385558327534
0, 5.0, 13, no_regularization, -0.0480637845749, 0.0510595589754, 0.941327844177, 0.0225217846452, 0.0563905320677, 0.399389468752
0, 5.0, 14, no_regularization, -0.0478527986453, 0.0642379885432, 0.744929904103, 0.023683586706, 0.0449180455502, 0.527262181957
0, 5.0, 15, no_regularization, -0.0478914580677, 0.0566366721369, 0.845590961841, 0.0235661021138, 0.0676314571337, 0.348448830065
0, 5.0, 11, regularization, -0.0479002776389, 0.0114587806936, 4.18022466088, 0.0234676155047, 0.00575142407136, 4.08031388636
0, 5.0, 12, regularization, -0.0478685918045, 0.00990493293109, 4.83280322416, 0.0233515015826, 0.00616299893437, 3.78898355026
0, 5.0, 13, regularization, -0.0478988357587, 0.0106820219597, 4.48406078356, 0.0232442768806, 0.00568781663065, 4.08667831437
0, 5.0, 14, regularization, -0.0478602617122, 0.019606580917, 2.44103048435, 0.0232900007906, 0.0047456929539, 4.9076080178
0, 5.0, 15, regularization, -0.0478862685344, 0.0109151625101, 4.38713289792, 0.0233678595997, 0.00633703994374, 3.68750391463
0, 11.0, 16, no_regularization, -0.0474713312577, 0.482122905842, 0.0984631318745, -0.138954383543, 0.698618370972, 0.198898839935
0, 11.0, 17, no_regularization, 0.010540568103, 0.528558431398, 0.0199421056913, -0.0191734894639, 0.701375075059, 0.027336998627
0, 11.0, 18, no_regularization, -0.0106462983809, 0.519930801055, 0.020476375624, 0.0033941384123, 0.554138506234, 0.00612507229532
0, 11.0, 19, no_regularization, -0.000224190798734, 0.537533307863, 0.000417073315187, -0.126719115801, 0.916780739925, 0.138221834603
0, 11.0, 20, no_regularization, 0.0116090584231, 0.595123852348, 0.0195069620841, -0.0975773604645, 0.758115282332, 0.128710451746
0, 11.0, 16, regularization, -0.045372189545, 0.391169029795, 0.115991262316, -0.137399439076, 0.645341114676, 0.212909786702
0, 11.0, 17, regularization, 0.0128055562468, 0.434904560735, 0.0294445204833, -0.0156582188477, 0.661022921962, 0.0236878606286
0, 11.0, 18, regularization, -0.0055466492168, 0.420201043732, 0.013199989147, 0.00303720966139, 0.532350503458, 0.00570528184282
0, 11.0, 19, regularization, 8.29662825602e-05, 0.451985395078, 0.000183559653616, -0.121716121849, 0.880825875199, 0.138184089814
0, 11.0, 20, regularization, 0.0139861989924, 0.574201946469, 0.0243576307576, -0.0868750437738, 0.735689268228, 0.118086599228
0, 7.0, 26, no_regularization, -0.0426950082597, 0.25923766829, 0.164694461809, 0.018361248107, 0.227568027337, 0.0806846564601
0, 7.0, 27, no_regularization, -0.0670739704045, 0.118554137499, 0.565766592542, 0.0268633322052, 0.113142848019, 0.237428460353
0, 7.0, 28, no_regularization, -0.0470256432351, 0.267004508386, 0.176123030728, -0.0998581863998, 0.349918786391, 0.285375322171
0, 7.0, 29, no_regularization, -0.0446969962043, 0.234164204328, 0.190878859271, 0.022886015468, 0.206780999903, 0.110677554895
0, 7.0, 30, no_regularization, -0.0670572963193, 0.102963435148, 0.651272912786, 0.0278794267891, 0.109999128657, 0.25345134211
0, 7.0, 26, regularization, -0.0525070089013, 0.179475398292, 0.292558252557, 0.0175149559655, 0.118568769482, 0.147719808866
0, 7.0, 27, regularization, -0.0670546369368, 0.0328224491593, 2.04295043954, 0.0298892446667, 0.0382038011688, 0.782363109227
0, 7.0, 28, regularization, -0.0537366162498, 0.173581353889, 0.309575971416, -0.0982912585572, 0.306357251942, 0.320838687297
0, 7.0, 29, regularization, -0.0501880941273, 0.117817247307, 0.425982572795, 0.0300342767, 0.0856034419118, 0.350853610897
0, 7.0, 30, regularization, -0.0670676606865, 0.0219266892207, 3.05872263758, 0.0315822794346, 0.00752493041996, 4.19701946357
0, 5.0, 6, no_regularization, -0.0478822769718, 0.0441085671754, 1.08555503019, 0.0239457998348, 0.0503804878346, 0.475299086294
0, 5.0, 7, no_regularization, -0.0479119537059, 0.0461186716169, 1.0388840794, 0.024388484801, 0.0606896579267, 0.401855697233
0, 5.0, 8, no_regularization, -0.0478404545547, 0.0383027929842, 1.24900694773, 0.0234215150261, 0.0625430758077, 0.374486139731
0, 5.0, 9, no_regularization, -0.0479138948359, 0.0416582110088, 1.15016688609, 0.0229249755927, 0.060881391176, 0.376551441252
0, 5.0, 10, no_regularization, -0.0478706502522, 0.0648931617461, 0.737684048121, 0.024478248747, 0.0566670561814, 0.431966126292
0, 5.0, 6, regularization, -0.047883722924, 0.00997030506004, 4.80263368429, 0.0233170191468, 0.00559793321793, 4.16529069553
0, 5.0, 7, regularization, -0.0479055337214, 0.0107180358959, 4.46961870503, 0.023601313198, 0.00541268988432, 4.36036678664
0, 5.0, 8, regularization, -0.0478546679792, 0.0099029655446, 4.83235731395, 0.0232252932376, 0.00566781321705, 4.09775205148
0, 5.0, 9, regularization, -0.0479096637256, 0.0115027495449, 4.16506188705, 0.0233999615656, 0.00555778397569, 4.210304263
0, 5.0, 10, regularization, -0.0478670607841, 0.0102880320485, 4.65269359178, 0.0234100118818, 0.00640943852921, 3.6524278648
0, 11.0, 11, no_regularization, 0.0150159965442, 0.511392163848, 0.0293629773895, -0.079515125647, 0.78821872877, 0.100879518266
0, 11.0, 12, no_regularization, -0.0381961630879, 0.549857364213, 0.0694655843022, -0.128454149345, 0.861091683195, 0.149175926155
0, 11.0, 13, no_regularization, 0.012923874015, 0.524562634439, 0.0246374277665, -0.13973826263, 0.710340433642, 0.196720130253
0, 11.0, 14, no_regularization, 0.00689437013204, 0.567730671866, 0.0121437337697, -0.228627288088, 0.75963250191, 0.300970913584
0, 11.0, 15, no_regularization, -0.0347078033077, 0.530306084155, 0.0654486236246, -0.118632650234, 0.822952825322, 0.144154861109
0, 11.0, 11, regularization, 0.0165767325813, 0.438244302388, 0.037825323663, -0.0873134976985, 0.767698502133, 0.113734099332
0, 11.0, 12, regularization, -0.03758521357, 0.489256033779, 0.0768211549273, -0.133947413395, 0.794013072992, 0.168696735547
0, 11.0, 13, regularization, 0.00507756257103, 0.462106458528, 0.0109878632452, -0.131878554079, 0.653148525884, 0.201912044278
0, 11.0, 14, regularization, 0.010564133343, 0.521484235624, 0.0202578191656, -0.222082006935, 0.732756288198, 0.303077585974
0, 11.0, 15, regularization, -0.0346369691035, 0.445329453637, 0.0777783028287, -0.11492238157, 0.78066905441, 0.147210115375
0, 9.0, 6, no_regularization, -0.0619325958633, 0.290140617296, 0.213457172734, 0.0222026185849, 0.291574384934, 0.0761473563251
0, 9.0, 7, no_regularization, 0.000503817783279, 0.646719687207, 0.000779035791311, -0.0738058449767, 0.637597598705, 0.115756152668
0, 9.0, 8, no_regularization, -0.0322098316766, 0.504023298059, 0.0639054420711, 0.0371034216281, 0.634487991389, 0.058477736587
0, 9.0, 9, no_regularization, -0.0345895046061, 0.269107548623, 0.128534129879, 0.0254131090996, 0.269465807317, 0.0943092162698
0, 9.0, 10, no_regularization, 0.0157288668733, 0.522595445831, 0.0300975965228, -0.0348906495464, 0.829450984917, 0.0420647514812
0, 9.0, 6, regularization, -0.0618559025512, 0.173317585254, 0.356893401559, 0.0297676986402, 0.208047820165, 0.143081040775
0, 9.0, 7, regularization, -0.00187985324752, 0.554302541353, 0.00339138486166, -0.0770069132068, 0.621256506839, 0.123953491608
0, 9.0, 8, regularization, -0.0311074769025, 0.427415520043, 0.0727804102654, 0.0409147645546, 0.576158748426, 0.071013005819
0, 9.0, 9, regularization, -0.036812964094, 0.187933325099, 0.195883109473, 0.0255617002916, 0.191982225763, 0.13314618158
0, 9.0, 10, regularization, 0.0146024105371, 0.449224001526, 0.0325058556254, -0.0447964684801, 0.767486437478, 0.058367765595
0, 3.0, 6, no_regularization, -0.0287135919003, 0.013891708914, 2.06695893774, 0.0146221542033, 0.0215367581709, 0.678939424741
0, 3.0, 7, no_regularization, -0.0287255111607, 0.00894095111023, 3.21280262095, 0.0153342726749, 0.0119181759546, 1.28662915645
0, 3.0, 8, no_regularization, -0.0287079140151, 0.010856475561, 2.64431249846, 0.0147135573776, 0.0175058648072, 0.840493031315
0, 3.0, 9, no_regularization, -0.0287369002531, 0.0199862862581, 1.43783091476, 0.0147913923472, 0.0209112963867, 0.707339806853
0, 3.0, 10, no_regularization, -0.0287307452936, 0.0217535737571, 1.32073679545, 0.0154315691047, 0.0180103321756, 0.856817573062
0, 3.0, 6, regularization, -0.0287098133216, 0.00571281667871, 5.02550929537, 0.0144671885566, 0.00593597619127, 2.43720461309
0, 3.0, 7, regularization, -0.0287170695092, 0.00581774213722, 4.93611934525, 0.0146821713859, 0.00654771931828, 2.24233365425
0, 3.0, 8, regularization, -0.0287234685402, 0.00579351618834, 4.95786455175, 0.0144379721514, 0.00618869666793, 2.33295844441
0, 3.0, 9, regularization, -0.0287488544767, 0.00591662713593, 4.85899378416, 0.0142716936523, 0.00582537309496, 2.4499192446
0, 3.0, 10, regularization, -0.0287275197327, 0.00589357980085, 4.87437528691, 0.0147915483622, 0.00640186436141, 2.31050636614
0, 0.5, 1, no_regularization, -0.00479835235436, 0.00173962849906, 2.75826267329, 0.00232986711161, 0.00691794678731, 0.336785925541
0, 0.5, 2, no_regularization, -0.00478333235086, 0.00164117868272, 2.91457133902, 0.00227214879299, 0.00645431557663, 0.352035590143
0, 0.5, 3, no_regularization, -0.00479192584312, 0.0016801157932, 2.85214022898, 0.00215106783097, 0.00598180514878, 0.359601788669
0, 0.5, 4, no_regularization, -0.00477563895709, 0.00169336495845, 2.82020655574, 0.00207542292754, 0.00687604849324, 0.30183366647
0, 0.5, 5, no_regularization, -0.00479741159975, 0.00161816196601, 2.96472893351, 0.00201587325167, 0.00651673654608, 0.309337846853
0, 0.5, 1, regularization, -0.00480416830143, 0.00166735821595, 2.88130544202, 0.00168278284667, 0.00184118460646, 0.913967475486
0, 0.5, 2, regularization, -0.00479196686084, 0.00164629086859, 2.91076562001, 0.00172094572258, 0.0018518775995, 0.929297769488
