sinc_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 9.0, 21, no_regularization, 0.0203191148698, 0.552197606034, 0.0367968181095, -0.0462940357879, 0.70269306151, 0.0658808779019
0, 9.0, 22, no_regularization, 0.0166597240496, 0.345318105994, 0.0482445714847, -0.248776705659, 0.535331892537, 0.464714897668
0, 9.0, 23, no_regularization, -0.00514587978544, 0.608807050342, 0.00845239847755, -0.0320939839681, 0.69533274529, 0.0461562959396
0, 9.0, 24, no_regularization, 0.0134588608639, 0.451751088321, 0.0297926473491, -0.251060399777, 0.759272358712, 0.330659211936
0, 9.0, 25, no_regularization, 0.153581727635, 0.8527980519, 0.180091555431, -0.207923664151, 0.54587436507, 0.380900217076
0, 9.0, 21, regularization, 0.0167406531458, 0.448646235382, 0.037313704709, -0.0344987136894, 0.67694608263, 0.0509622768705
0, 9.0, 22, regularization, 0.00983650603543, 0.253896296044, 0.0387422195152, -0.237238939429, 0.528764584896, 0.448666469363
0, 9.0, 23, regularization, -0.00676550277892, 0.580960880031, 0.0116453672037, -0.0397753484821, 0.693852882061, 0.0573253343907
0, 9.0, 24, regularization, 0.00828146096629, 0.378339846249, 0.0218889473271, -0.25930822141, 0.72141813846, 0.359442336679
0, 9.0, 25, regularization, 0.159757958264, 0.828733648027, 0.192773587321, -0.213041092819, 0.508716273391, 0.418781753135
0, 11.0, 16, no_regularization, -0.0129281599489, 0.440219986886, 0.0293674988278, -0.101368080388, 1.15684904719, 0.0876242934502
0, 11.0, 17, no_regularization, 0.0147748652506, 0.482564828533, 0.0306173686457, -0.100329863902, 0.950130803601, 0.105595843774
0, 11.0, 18, no_regularization, 0.0128587913754, 0.32765107426, 0.0392453814, -0.254727116668, 0.545683409723, 0.466803850236
0, 11.0, 19, no_regularization, 0.0124331620864, 0.327790162481, 0.0379302477911, -0.256940301458, 0.55034846023, 0.466868393437
0, 11.0, 20, no_regularization, 0.0129098971585, 0.328111165144, 0.0393461074475, -0.258958923237, 0.582622622417, 0.444471109211
0, 11.0, 16, regularization, -0.0100665100329, 0.352560202804, 0.0285525988267, -0.09597014653, 1.13987206141, 0.0841937878639
0, 11.0, 17, regularization, 0.0153244461489, 0.421504794951, 0.0363565167762, -0.107097021596, 0.949431551353, 0.11280120346
0, 11.0, 18, regularization, 0.0118936180788, 0.265657803924, 0.0447704449223, -0.256044791442, 0.509420231488, 0.502619989579
0, 11.0, 19, regularization, 0.0142922207962, 0.256485878854, 0.0557232267915, -0.259961605597, 0.518398969687, 0.501470143265
0, 11.0, 20, regularization, 0.0172904736634, 0.246980422388, 0.0700074665687, -0.247672622495, 0.558732154958, 0.443276121299
0, 9.0, 1, no_regularization, 0.00712701583398, 0.334549091185, 0.0213033483628, -0.260118457087, 0.557865667664, 0.466274359877
0, 9.0, 2, no_regularization, -0.0511906554616, 0.379115440715, 0.135026564376, 0.023621813646, 0.281033507639, 0.0840533708755
0, 9.0, 3, no_regularization, 0.151553007964, 0.739255561152, 0.205007599439, -0.119896347195, 0.482270939224, 0.248607862185
0, 9.0, 4, no_regularization, 0.00756825207528, 0.650067832748, 0.0116422497684, 0.0323868177675, 0.521035605935, 0.0621585500082
0, 9.0, 5, no_regularization, 0.00459885890061, 0.488737795275, 0.00940966494728, -0.285371557119, 0.763136861434, 0.373945450077
0, 9.0, 1, regularization, 0.0124540153041, 0.274879303488, 0.045307213552, -0.263560303205, 0.531631423007, 0.495757571503
0, 9.0, 2, regularization, -0.0472668566209, 0.261314160278, 0.180881344396, 0.0219932325192, 0.199179897202, 0.110418936992
0, 9.0, 3, regularization, 0.154354820818, 0.708695631928, 0.21780128713, -0.124809856713, 0.460718649261, 0.270902549557
0, 9.0, 4, regularization, 0.0104388128452, 0.614388854927, 0.0169905634867, 0.0390957461587, 0.475044055265, 0.082299200938
0, 9.0, 5, regularization, 0.000349158358251, 0.400324921627, 0.000872187414243, -0.292082999128, 0.734610050379, 0.397602781201
0, 0.5, 21, no_regularization, -0.00477553565881, 0.0015349031748, 3.11129440424, 0.00231900354935, 0.00511997333959, 0.452932739204
0, 0.5, 22, no_regularization, -0.00478576965932, 0.00157154312141, 3.04526779706, 0.00223626964342, 0.00487375590634, 0.458839073273
0, 0.5, 23, no_regularization, -0.00478364211578, 0.00149138311184, 3.20752064161, 0.00247897171961, 0.00464854673216, 0.533278863791
0, 0.5, 24, no_regularization, -0.00478193761966, 0.00151829823025, 3.14953776827, 0.00235636415972, 0.00508304815035, 0.46357305499
0, 0.5, 25, no_regularization, -0.00480833257554, 0.00137970763999, 3.48503729065, 0.00235929683969, 0.00463551552779, 0.508961047708
0, 0.5, 21, regularization, -0.00477648613811, 0.00153196639188, 3.11787919332, 0.0017213838617, 0.00158893124603, 1.08335956386
0, 0.5, 22, regularization, -0.00478099939395, 0.00160609084262, 2.97679263655, 0.00162803955375, 0.00143890845268, 1.13144067694
0, 0.5, 23, regularization, -0.00477912617972, 0.00157348210419, 3.03729299939, 0.00201030050398, 0.0018222534036, 1.10319481364
0, 0.5, 24, regularization, -0.00478746762193, 0.00155911295694, 3.07063551786, 0.00179100010238, 0.00162002823425, 1.10553635086
0, 0.5, 25, regularization, -0.00480107297296, 0.00149411577754, 3.21332057739, 0.00180217173534, 0.00171010614387, 1.05383618543
0, 0.5, 26, no_regularization, -0.00479440306487, 0.00154954567902, 3.09407017153, 0.00227722559742, 0.0048202691859, 0.472427059485
0, 0.5, 27, no_regularization, -0.00479000250611, 0.00147205283862, 3.25396098594, 0.00215411758661, 0.00495626796379, 0.434624923905
0, 0.5, 28, no_regularization, -0.00479520524308, 0.00146737874905, 3.26787153362, 0.00243392013108, 0.00487201982304, 0.499571064873
0, 0.5, 29, no_regularization, -0.00478208465161, 0.00148075932556, 3.22948136747, 0.00236579185458, 0.00483946667334, 0.488853837472
0, 0.5, 30, no_regularization, -0.00479374325918, 0.00153225773152, 3.12854891222, 0.0024433304525, 0.00504449667172, 0.48435564765
0, 0.5, 26, regularization, -0.00479404503086, 0.00157996477134, 3.03427336976, 0.00169843204661, 0.0015968510967, 1.06361328875
0, 0.5, 27, regularization, -0.0047935886103, 0.00152884711537, 3.13542705619, 0.00156350123899, 0.00165615298368, 0.944056046995
0, 0.5, 28, regularization, -0.00479523139194, 0.00153781665365, 3.11820747977, 0.00192195370125, 0.00185573500112, 1.03568327379
0, 0.5, 29, regularization, -0.00478324126355, 0.00155688912806, 3.07230693396, 0.00184814674532, 0.00175054635168, 1.05575424698
0, 0.5, 30, regularization, -0.00479575845931, 0.00153536306666, 3.1235338165, 0.00194099758827, 0.00177658176763, 1.09254616007
0, 9.0, 16, no_regularization, -0.0804243056294, 0.640952028494, 0.125476325925, -0.0153967960426, 0.639427667083, 0.0240790269724
0, 9.0, 17, no_regularization, -0.00993565996436, 0.68854550251, 0.0144299250059, -0.0562486021918, 0.652670498175, 0.0861822349089
0, 9.0, 18, no_regularization, 0.0646545526067, 1.03970748782, 0.0621853293973, -0.216124473894, 0.763078571789, 0.283227025216
0, 9.0, 19, no_regularization, -0.00469714285962, 0.483590900619, 0.00971305054254, -0.243638300401, 1.2009610783, 0.202869439154
0, 9.0, 20, no_regularization, 0.0124243017746, 0.335380758313, 0.037045362522, -0.259440776175, 0.548779241886, 0.472759821022
0, 9.0, 16, regularization, -0.0842727133307, 0.631618527052, 0.13342343475, -0.00355764724572, 0.601447386717, 0.00591514291073
0, 9.0, 17, regularization, -0.00197134023074, 0.664620940389, 0.00296611212639, -0.0445124607221, 0.58431634961, 0.0761787014035
0, 9.0, 18, regularization, 0.0653924200142, 0.984939787707, 0.0663923021797, -0.212496691661, 0.756565142447, 0.280870317358
0, 9.0, 19, regularization, -0.00173587974121, 0.392579144748, 0.00442173193464, -0.240114855254, 1.1657277897, 0.205978494616
0, 9.0, 20, regularization, 0.00978846631774, 0.234580518397, 0.0417275329795, -0.253143874129, 0.527664761721, 0.479743754924
0, 7.0, 26, no_regularization, -0.00678942179178, 0.760078176588, 0.00893253089078, -0.145237213284, 0.657729188453, 0.220816128938
0, 7.0, 27, no_regularization, -0.0261729224575, 0.242413476983, 0.107968099725, 0.0135655943479, 0.228291112114, 0.0594223499212
0, 7.0, 28, no_regularization, -0.00903822926263, 0.838996811112, 0.0107726622353, -0.209828833024, 0.854132170932, 0.2456631891
0, 7.0, 29, no_regularization, -0.0455915309423, 0.271783232295, 0.167749608971, 0.0173826083436, 0.26501051995, 0.0655921445943
0, 7.0, 30, no_regularization, -0.0685311553809, 0.16712394663, 0.410061853867, 0.0288655236619, 0.186604919919, 0.154687902518
0, 7.0, 26, regularization, -0.011539843271, 0.704735667544, 0.0163747115442, -0.137333980611, 0.581998508513, 0.235969643569
0, 7.0, 27, regularization, -0.0257682981569, 0.170078973113, 0.151507841829, 0.0159363781279, 0.150259363326, 0.106059135186
0, 7.0, 28, regularization, -0.00912926470605, 0.80654654047, 0.0113189558791, -0.216555659487, 0.811633286024, 0.266814660285
0, 7.0, 29, regularization, -0.0543003798055, 0.13523989771, 0.401511541526, 0.0271064978655, 0.124485941688, 0.217747462066
0, 7.0, 30, regularization, -0.0670812794316, 0.0802126858814, 0.83629264741, 0.0340228153228, 0.0915228770048, 0.371741103823
0, 7.0, 11, no_regularization, -0.0356105925456, 0.236321848824, 0.150686839675, 0.0256477097439, 0.234917506637, 0.109177515593
0, 7.0, 12, no_regularization, -0.0353109747643, 0.261467937723, 0.135048966507, 0.021135827567, 0.261988497348, 0.0806746394631
0, 7.0, 13, no_regularization, -0.0674477573793, 0.100608580898, 0.670397661683, 0.02553889897, 0.109578775145, 0.233064285818
0, 7.0, 14, no_regularization, -0.0694643620806, 0.129769975081, 0.535288398084, 0.0249996918048, 0.12359170417, 0.202276455146
0, 7.0, 15, no_regularization, -0.0182112527754, 0.469744061524, 0.0387684576922, -0.10046985816, 0.567276066554, 0.177109284322
0, 7.0, 11, regularization, -0.03764375409, 0.164326669278, 0.229078787121, 0.028016964991, 0.161522187926, 0.173455828891
0, 7.0, 12, regularization, -0.0373855146798, 0.14682850057, 0.254620285127, 0.0297209489286, 0.110097218073, 0.269951861171
0, 7.0, 13, regularization, -0.0670755556764, 0.020851314741, 3.21685018472, 0.0299873363932, 0.0231507770367, 1.29530582691
0, 7.0, 14, regularization, -0.0665234798856, 0.0332557620871, 2.00035950797, 0.0289005032269, 0.0286440320319, 1.00895373929
0, 7.0, 15, regularization, -0.0255058849972, 0.410029080095, 0.0622050635806, -0.100334722632, 0.545714109884, 0.183859498618
0, 5.0, 6, no_regularization, -0.0478659427662, 0.0440705959508, 1.08611970711, 0.0239309210758, 0.0502371698612, 0.476358862211
0, 5.0, 7, no_regularization, -0.047903390976, 0.0462079209497, 1.03669219457, 0.0243823378045, 0.0605702313441, 0.402546552381
0, 5.0, 8, no_regularization, -0.0478375372338, 0.038547555588, 1.24100053827, 0.0234907859165, 0.0626386965276, 0.375020350337
0, 5.0, 9, no_regularization, -0.0479162238967, 0.0416184958745, 1.15132041392, 0.0230606779858, 0.0610197089322, 0.377921795915
0, 5.0, 10, no_regularization, -0.0478695612511, 0.0650103530883, 0.736337505906, 0.0244677495341, 0.0562827207821, 0.434729330673
0, 5.0, 6, regularization, -0.0478720242368, 0.00996365717588, 4.80466392929, 0.023360131861, 0.00542053374298, 4.30956303726
0, 5.0, 7, regularization, -0.0478979373837, 0.0106969033222, 4.47773864462, 0.0236629832562, 0.00535116516701, 4.42202445965
0, 5.0, 8, regularization, -0.0478499184704, 0.00992419744109, 4.82154035673, 0.0232556186981, 0.00535443087299, 4.34324753643
0, 5.0, 9, regularization, -0.0479087099434, 0.0114828247343, 4.17220597301, 0.0234600462449, 0.00543856580102, 4.31364574838
0, 5.0, 10, regularization, -0.0478693201193, 0.0102553931139, 4.6677216161, 0.0234242252291, 0.00611314238533, 3.83178139042
0, 3.0, 16, no_regularization, -0.0287233384129, 0.00882427331137, 3.25503725909, 0.0145034584057, 0.00967532737327, 1.49901474608
0, 3.0, 17, no_regularization, -0.0287596019806, 0.00855979230308, 3.35984810873, 0.0146605752868, 0.0154343291352, 0.949867996102
0, 3.0, 18, no_regularization, -0.0287469324459, 0.0102032939528, 2.8174168635, 0.0151915377793, 0.0168344858593, 0.90240580593
0, 3.0, 19, no_regularization, -0.0285775139219, 0.0101428584481, 2.81750101002, 0.0150652346437, 0.0100293197481, 1.50211928846
0, 3.0, 20, no_regularization, -0.0287394556276, 0.00614255547252, 4.67874580152, 0.0150450854171, 0.0100528451611, 1.49659973628
0, 3.0, 16, regularization, -0.0287226439848, 0.00581352632927, 4.94065776226, 0.0140293217, 0.00497453478849, 2.8202278799
0, 3.0, 17, regularization, -0.0287557479235, 0.00576632260168, 4.98684341995, 0.0145274008862, 0.00510490602488, 2.84577244231
0, 3.0, 18, regularization, -0.0287479772673, 0.00574955355456, 5.00003643666, 0.0146734948998, 0.00527876022493, 2.77972369923
0, 3.0, 19, regularization, -0.0287356192604, 0.00578056124403, 4.97107772885, 0.0145245878513, 0.00546660028401, 2.65696906608
0, 3.0, 20, regularization, -0.0287458548944, 0.0058783141793, 4.89015285974, 0.0144812977249, 0.00521370899533, 2.77754238641
0, 11.0, 11, no_regularization, 0.0134649559871, 0.339485932462, 0.039662780397, -0.25070715978, 0.541110991915, 0.463319288511
0, 11.0, 12, no_regularization, 0.0106712816863, 0.331629611299, 0.0321783137655, -0.254809840768, 0.548048415312, 0.464940384186
0, 11.0, 13, no_regularization, 0.00814023693969, 0.333630563788, 0.0243989544821, -0.254300290734, 0.54353379568, 0.467864726636
0, 11.0, 14, no_regularization, -0.00401016754305, 0.320501969005, 0.0125121463544, -0.25107582377, 0.551165261142, 0.455536372612
0, 11.0, 15, no_regularization, -0.0229894061719, 0.467188625154, 0.049207974968, -0.308545266948, 1.18249608692, 0.260927093426
0, 11.0, 11, regularization, 0.00778504078095, 0.273057125848, 0.0285106669777, -0.241857371219, 0.526841944636, 0.459070075346
0, 11.0, 12, regularization, 0.00664201033863, 0.250227110002, 0.0265439277886, -0.244749761127, 0.516736491706, 0.473645204191
0, 11.0, 13, regularization, 0.0119199896133, 0.260048802027, 0.0458375101916, -0.256880416219, 0.529328564207, 0.485294831204
0, 11.0, 14, regularization, -0.00382406303588, 0.245701497174, 0.0155638572815, -0.262643872528, 0.542779646555, 0.483886737823
0, 11.0, 15, regularization, -0.0202745473589, 0.413920839062, 0.0489817024069, -0.310657566775, 1.17002851843, 0.265512816039
0, 9.0, 6, no_regularization, 0.00360529708739, 0.347182856357, 0.0103844329332, -0.0126806863438, 0.358411296347, 0.0353802641632
0, 9.0, 7, no_regularization, 0.0018241958357, 0.57720551829, 0.003160392231, -0.0928605113819, 0.998201411555, 0.0930278301624
0, 9.0, 8, no_regularization, 0.000249230948022, 0.620179265139, 0.00040186920465, -0.251557524442, 0.803145276204, 0.3132154691
0, 9.0, 9, no_regularization, 0.0676285118853, 0.842496085996, 0.0802716036423, -0.197538498854, 0.74887267438, 0.263781154811
0, 9.0, 10, no_regularization, 0.00199537722864, 0.855966346448, 0.00233113981282, 0.0542327575956, 0.948152218813, 0.057198365958
0, 9.0, 6, regularization, 0.00368772352751, 0.240727683991, 0.015319067032, -0.0169718273445, 0.325859488187, 0.0520832688928
0, 9.0, 7, regularization, -0.00126325549275, 0.487315895213, 0.00259227229228, -0.0927870569092, 0.997905587743, 0.0929817991289
0, 9.0, 8, regularization, -0.00403650484516, 0.603810605294, 0.00668505125576, -0.252538785479, 0.814831341324, 0.309927677878
0, 9.0, 9, regularization, 0.0670786823575, 0.832059303293, 0.080617670029, -0.196004633869, 0.735161655545, 0.266614332223
0, 9.0, 10, regularization, -0.00228259736008, 0.816013216754, 0.00279725537922, 0.0422057678409, 0.899239049608, 0.046934981148
0, 11.0, 6, no_regularization, 0.00283968790093, 0.555744853573, 0.00510969716169, -0.124878984659, 0.694734928363, 0.179750548822
0, 11.0, 7, no_regularization, 0.00297561986152, 0.534479418839, 0.00556732356128, -0.0501064882428, 1.03391702224, 0.0484627752177
0, 11.0, 8, no_regularization, -0.0200851487695, 0.478582302936, 0.0419680139575, -0.284622640961, 1.13482731012, 0.250807006866
0, 11.0, 9, no_regularization, 0.00726652486808, 0.329090183867, 0.0220806490874, -0.206200268876, 0.571755417681, 0.360644188931
0, 11.0, 10, no_regularization, 0.0204827010725, 0.545142799489, 0.0375730929432, -0.243126502092, 0.897996586137, 0.270743236495
0, 11.0, 6, regularization, 0.00409162436436, 0.477301468338, 0.00857241101438, -0.122159133515, 0.63590131937, 0.192103915803
0, 11.0, 7, regularization, -0.00062568447289, 0.469627551052, 0.00133229933271, -0.0520450174863, 0.974913739311, 0.0533842281504
0, 11.0, 8, regularization, -0.0158726375741, 0.399543645764, 0.0397269178033, -0.275635854562, 1.11303527726, 0.247643412741
0, 11.0, 9, regularization, 0.00337917479445, 0.246568370721, 0.013704818605, -0.216675268863, 0.543593690902, 0.398597836011
0, 11.0, 10, regularization, 0.0245923464179, 0.455991521219, 0.053931587044, -0.241318834997, 0.878920140772, 0.27456286846
0, 0.5, 6, no_regularization, -0.00479248784265, 0.00156205536375, 3.06806529004, 0.00215378551977, 0.00489083208803, 0.440372002351
0, 0.5, 7, no_regularization, -0.0047781973795, 0.00150306259856, 3.17897430492, 0.00236657772275, 0.0049612014508, 0.477017058512
0, 0.5, 8, no_regularization, -0.00478730108995, 0.00147022316258, 3.25617308434, 0.00218540337089, 0.00490859201941, 0.445220006521
0, 0.5, 9, no_regularization, -0.00479340682745, 0.00143410663901, 3.34243402622, 0.00229154002815, 0.00466589870751, 0.491125112609
0, 0.5, 10, no_regularization, -0.00478631325896, 0.00152841045984, 3.13156274753, 0.00231259469491, 0.00486658523918, 0.475198641604
0, 0.5, 6, regularization, -0.00479171608614, 0.00159311261172, 3.00776985311, 0.00158694040418, 0.0014806162754, 1.0718107254
0, 0.5, 7, regularization, -0.00478058382872, 0.00157073501355, 3.04353298772, 0.00173850785365, 0.0019120292631, 0.909247513729
0, 0.5, 8, regularization, -0.00478921255866, 0.00153237313054, 3.12535665317, 0.00171147396016, 0.00157888795557, 1.08397429604
0, 0.5, 9, regularization, -0.0047883738263, 0.00151222258418, 3.16644776794, 0.00176728790043, 0.00167761345626, 1.05345357945
0, 0.5, 10, regularization, -0.00478025271939, 0.0015911786381, 3.00422127656, 0.0017530301753, 0.00166131575607, 1.05520589261
0, 0.5, 1, no_regularization, -0.00479581228935, 0.00154792137907, 3.09822730935, 0.00246960170624, 0.00502321269675, 0.491637892984
0, 0.5, 2, no_regularization, -0.00478964444498, 0.00145687219665, 3.28762156076, 0.00248469405244, 0.00503655719963, 0.493331844345
0, 0.5, 3, no_regularization, -0.00479069537771, 0.00153539148172, 3.12017842664, 0.00231529362199, 0.004741588762, 0.488294902448
0, 0.5, 4, no_regularization, -0.0047774241179, 0.00148149740267, 3.22472662407, 0.00228163337394, 0.00526430416991, 0.433415946401
0, 0.5, 5, no_regularization, -0.00479683187959, 0.00149666458925, 3.20501461319, 0.00215900794375, 0.00461215184325, 0.468112936678
0, 0.5, 1, regularization, -0.00479909774805, 0.00155642347159, 3.0834138881, 0.00185978319304, 0.00185798465853, 1.00096800289
0, 0.5, 2, regularization, -0.00479134773205, 0.0015206245731, 3.15090773673, 0.00187986058544, 0.00181211832747, 1.0373829109
0, 0.5, 3, regularization, -0.00478722222663, 0.00155261143172, 3.08333568131, 0.00170494454822, 0.00153295488382, 1.1121948638
0, 0.5, 4, regularization, -0.00477584940989, 0.00156036855763, 3.06071881963, 0.00166363714972, 0.00178207413957, 0.933539807791
0, 0.5, 5, regularization, -0.00480299501733, 0.00154467439909, 3.1093899272, 0.00153257331058, 0.00146639640847, 1.04512893085
0, 3.0, 6, no_regularization, -0.0277733077975, 0.026487361025, 1.04854944859, 0.01457800009, 0.0211205875735, 0.690227013774
0, 3.0, 7, no_regularization, -0.0287289259434, 0.00886757588664, 3.23977221178, 0.0152184717263, 0.0105545768521, 1.44188364343
0, 3.0, 8, no_regularization, -0.0287144285045, 0.0108970788168, 2.63505743028, 0.0145318454236, 0.0166418654068, 0.873210128098
0, 3.0, 9, no_regularization, -0.0287347489161, 0.0199957916544, 1.43703982382, 0.0147731458766, 0.0205566171659, 0.718656467521
0, 3.0, 10, no_regularization, -0.0287341176017, 0.0216345779288, 1.32815706857, 0.015245012718, 0.0172925472529, 0.881594394105
0, 3.0, 6, regularization, -0.0286631564993, 0.00567320977882, 5.05237028364, 0.0144092507271, 0.00510752322986, 2.82118163318
0, 3.0, 7, regularization, -0.0287187701908, 0.00576898365249, 4.97813339763, 0.0146240567302, 0.0055999186296, 2.61147664769
0, 3.0, 8, regularization, -0.0287211108757, 0.00575222378282, 4.99304477018, 0.01438357736, 0.0052643440415, 2.73226393386
0, 3.0, 9, regularization, -0.0287425644165, 0.00592277148239, 4.85289099908, 0.0142026959165, 0.00485854471543, 2.92324075384
0, 3.0, 10, regularization, -0.0287311765098, 0.00586678889466, 4.89725760134, 0.0147294846179, 0.005545489515, 2.65611982099
0, 7.0, 21, no_regularization, -0.0196250176552, 0.693802051601, 0.0282861914432, -0.0215674046918, 0.360532596603, 0.0598209562602
0, 7.0, 22, no_regularization, -0.0670743658728, 0.0955071691436, 0.702296659761, 0.0302285184574, 0.0969560589545, 0.311775445324
0, 7.0, 23, no_regularization, -0.0672579752949, 0.0919095042539, 0.731784768516, 0.0296759989364, 0.0896622645168, 0.330975345049
0, 7.0, 24, no_regularization, 0.0441693584444, 0.646432410938, 0.0683278834678, 0.0201512134952, 0.365265996561, 0.0551685995546
0, 7.0, 25, no_regularization, 0.0108282281465, 0.607202710185, 0.0178329707112, -0.27400440643, 0.751077482903, 0.364815099198
0, 7.0, 21, regularization, -0.0229900148622, 0.652416540932, 0.0352382464572, -0.0163145088808, 0.297052863139, 0.0549212308827
0, 7.0, 22, regularization, -0.0670239778464, 0.0202827650008, 3.30447933719, 0.0322353261776, 0.00820735371599, 3.92761507461
0, 7.0, 23, regularization, -0.0670387843076, 0.0208313292138, 3.21817122755, 0.0317571188429, 0.00816506415792, 3.88938999482
0, 7.0, 24, regularization, 0.046398524193, 0.587309471358, 0.0790018320081, 0.0281428685142, 0.272440608548, 0.103299095771
