axialTopBlockRadius, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
18, 5.0, 8, no_regularization, -0.0542776394532, 0.0603285770501, 0.899700309658, 0.0273481243268, 0.0642197165009, 0.425852461159
18, 5.0, 9, no_regularization, -0.0449666118584, 0.099402567711, 0.452368715354, 0.016975034376, 0.102853337707, 0.165041162051
18, 5.0, 10, no_regularization, -0.0512269350294, 0.105746518024, 0.484431411896, 0.0174277747842, 0.133855977747, 0.130197956621
18, 5.0, 6, regularization, -0.055674509177, 0.00186240710674, 29.8938448932, 0.0287524991686, 0.00644900254245, 4.45844128287
18, 5.0, 7, regularization, -0.0552332335039, 0.00210304634214, 26.2634409891, 0.0282037377639, 0.00606433015866, 4.65075895045
18, 5.0, 8, regularization, -0.0542457101973, 0.0213733594982, 2.53800579183, 0.0302090036816, 0.0261937812681, 1.153289148
18, 5.0, 9, regularization, -0.0464180380301, 0.0630074222064, 0.736707460877, 0.0235603587673, 0.073641185005, 0.319934541597
18, 5.0, 10, regularization, -0.0494412801146, 0.0532940387668, 0.927707512109, 0.0229515741233, 0.0731446491246, 0.313783364853
36, 1.0, 6, no_regularization, -0.0125214020335, 0.000799408379225, 15.6633359856, 0.00657454075053, 0.00570485825407, 1.15244594304
36, 1.0, 7, no_regularization, -0.0123163284681, 0.00124822304954, 9.86708943777, 0.00513701743345, 0.0163736959823, 0.313735972563
36, 1.0, 8, no_regularization, -0.0120944405505, 0.00117765295364, 10.2699530563, 0.00583793822051, 0.00538571977108, 1.08396620483
36, 1.0, 9, no_regularization, -0.0119270547263, 0.000771440509699, 15.4607576039, 0.00537841856939, 0.00674136492683, 0.797823382618
36, 1.0, 10, no_regularization, -0.0120738927202, 0.00153848375599, 7.84791693325, 0.0062113765348, 0.00660697779933, 0.940123718205
36, 1.0, 6, regularization, -0.01248172668, 0.000999589700381, 12.4868500298, 0.00582637982297, 0.00233613143663, 2.49402911652
36, 1.0, 7, regularization, -0.012320393943, 0.00123981458179, 9.93728749766, 0.00561318314812, 0.00319808784739, 1.75516853069
36, 1.0, 8, regularization, -0.0120815987665, 0.00121467033059, 9.94640147391, 0.00576024812386, 0.00241210918526, 2.38805447077
36, 1.0, 9, regularization, -0.0119539946857, 0.00103687900472, 11.5288231619, 0.00560345088752, 0.0027127822472, 2.0655734139
36, 1.0, 10, regularization, -0.012088633085, 0.00137133239749, 8.81524647644, 0.00586899711347, 0.00250564055092, 2.34231406868
14, 9.0, 6, no_regularization, 0.00795731113505, 0.386590394848, 0.0205833130908, 0.00628201320876, 0.548563664648, 0.0114517486549
14, 9.0, 7, no_regularization, -0.0212922530262, 0.345670297296, 0.0615969992007, -0.0331059292146, 0.522938524591, 0.0633074972636
14, 9.0, 8, no_regularization, -0.0272073105756, 0.321026448515, 0.0847509938869, 0.0183921125739, 0.44998663834, 0.0408725748875
14, 9.0, 9, no_regularization, -0.0151183410079, 0.369661650295, 0.040897780432, -0.0819040085977, 0.612784848518, 0.133658671222
14, 9.0, 10, no_regularization, -0.00585771115472, 0.351961997723, 0.0166430216689, -0.00634842475716, 0.605296945494, 0.0104881162947
14, 9.0, 6, regularization, 0.0194121730305, 0.464992976633, 0.0417472392188, 0.0282952412048, 0.307898085326, 0.0918980745686
14, 9.0, 7, regularization, -0.0201722477779, 0.279980307426, 0.0720488093016, -0.0275308602101, 0.45663896161, 0.0602902128918
14, 9.0, 8, regularization, -0.0120692109179, 0.250461281862, 0.0481879307979, 0.0141820126334, 0.604683476528, 0.0234536136407
14, 9.0, 9, regularization, -0.00512855384341, 0.256009443538, 0.0200326744691, -0.0519880924863, 0.615222482364, 0.0845029139482
14, 9.0, 10, regularization, -0.0126907665088, 0.2351625231, 0.0539659395618, 0.000289785623225, 0.571147188004, 0.000507374682588
14, 11.0, 6, no_regularization, 0.00942892381818, 0.330054988076, 0.0285677361616, 0.0531198744567, 0.401476332396, 0.132311347321
14, 11.0, 7, no_regularization, 0.0295858749611, 0.389096265764, 0.0760374168665, -0.0395377607896, 0.536257696899, 0.0737290318036
14, 11.0, 8, no_regularization, -0.0554429728323, 0.3753330727, 0.147716726462, 0.0469264489271, 0.674483792595, 0.0695738718147
14, 11.0, 9, no_regularization, -0.0180121782752, 0.312078129476, 0.0577168874519, 0.0263061216476, 0.342457572825, 0.076815710135
14, 11.0, 10, no_regularization, 0.00686973729363, 0.356619440632, 0.0192634963519, 0.0424028342919, 0.557175226003, 0.0761032298512
14, 11.0, 6, regularization, 0.00884654981342, 0.247196784965, 0.0357874792534, 0.0306149929962, 0.318704433043, 0.0960607692335
14, 11.0, 7, regularization, 0.0235717043579, 0.260171945837, 0.0906004845455, -0.0418160215299, 0.66110271786, 0.063251928029
14, 11.0, 8, regularization, -0.0633220982283, 0.273718185184, 0.231340486879, 0.0706466788217, 0.638112316972, 0.110711981171
14, 11.0, 9, regularization, -0.000881640688787, 0.560083974066, 0.00157412232738, 0.0258470200316, 0.780094184177, 0.0331332043693
14, 11.0, 10, regularization, -0.0151776475745, 0.214134588456, 0.0708790097106, 0.037581988272, 0.315109101961, 0.119266590645
26, 9.0, 6, no_regularization, 0.0323115724447, 0.413366306409, 0.0781669234857, -0.0631245761353, 0.747984536961, 0.0843928891789
26, 9.0, 7, no_regularization, -0.0184672893156, 0.402874723633, 0.0458387886663, 0.0458273900034, 0.610329365326, 0.0750863265099
26, 9.0, 8, no_regularization, -0.092612951645, 0.14691587372, 0.630380838369, 0.0319053368953, 0.169539417136, 0.188188312985
26, 9.0, 9, no_regularization, -0.0716599628453, 0.306197881462, 0.234031543599, 0.0274895514118, 0.333995963013, 0.0823050409465
26, 9.0, 10, no_regularization, -0.0102940854965, 0.493019530376, 0.0208796708087, -0.0557470556621, 0.716005856626, 0.0778583794338
26, 9.0, 6, regularization, 0.0321548010877, 0.310968955094, 0.103401965247, -0.00462874365037, 0.563384618591, 0.00821595673299
26, 9.0, 7, regularization, -0.0293605430597, 0.339885131591, 0.0863837230015, 0.0432618507461, 0.601510712754, 0.0719219954505
26, 9.0, 8, regularization, -0.0780620519449, 0.194021858801, 0.402336378113, -0.0187492255523, 0.281577735538, 0.0665863212391
26, 9.0, 9, regularization, -0.0632062982426, 0.246135652582, 0.256794566653, 0.0276405847596, 0.326727459515, 0.0845982911894
26, 9.0, 10, regularization, -0.0175460220889, 0.452520883415, 0.0387739499589, -0.0458154797085, 0.681465913165, 0.0672307724031
30, 7.0, 6, no_regularization, -0.00187401622834, 0.621650731471, 0.00301458058918, -0.0121997923955, 0.57196564204, 0.0213295895747
30, 7.0, 7, no_regularization, -0.0419345443235, 0.372213412169, 0.112662636414, -0.19847853098, 0.672146021738, 0.295290791824
30, 7.0, 8, no_regularization, -0.0117569933413, 0.343064966846, 0.034270457428, 0.00273420626035, 0.363641931207, 0.00751895209464
30, 7.0, 9, no_regularization, -0.0610260321752, 0.278888081779, 0.218819075329, 0.0165036971189, 0.269227317757, 0.0613002322959
30, 7.0, 10, no_regularization, -0.0194364658715, 0.502879154768, 0.0386503709433, -0.0242152913233, 0.610571112479, 0.0396600671541
30, 7.0, 6, regularization, -0.00612112612302, 0.26589264831, 0.0230210431237, -0.198308873294, 0.606983381996, 0.326712195385
30, 7.0, 7, regularization, -0.0168028477876, 0.249624369382, 0.067312529739, -0.16801360176, 0.491948562625, 0.341526766261
30, 7.0, 8, regularization, -0.0175977796786, 0.331206900806, 0.0531322856975, -0.0163560936351, 0.369805775731, 0.044228875557
30, 7.0, 9, regularization, -0.0424041417265, 0.208953266485, 0.202936007845, 0.0240505823114, 0.280125011243, 0.0858566045377
30, 7.0, 10, regularization, -0.00369934626804, 0.450130483169, 0.00821838645985, 0.0231265708432, 0.537511792327, 0.0430252343731
18, 7.0, 6, no_regularization, -0.0231305285169, 0.438521520536, 0.0527466211662, 0.006906567678, 0.388477405045, 0.0177785569722
18, 7.0, 7, no_regularization, 0.0202168201921, 0.396896218657, 0.0509372960532, -0.162883438899, 0.76385319203, 0.213239193864
18, 7.0, 8, no_regularization, -0.0663872400214, 0.247166766875, 0.268592905352, 0.0214833956829, 0.267181672314, 0.0804074452297
18, 7.0, 9, no_regularization, 0.0334165908568, 0.353100186427, 0.0946377038055, -0.0979624951556, 0.422091923636, 0.232088058714
18, 7.0, 10, no_regularization, -0.0200854491311, 0.311476806213, 0.0644845739086, 0.0102009310244, 0.331416710683, 0.0307797727017
18, 7.0, 6, regularization, -0.012469152959, 0.305623113324, 0.0407991163475, -0.272983662049, 0.758713697927, 0.359797988088
18, 7.0, 7, regularization, 0.0352572756382, 0.289313830899, 0.121865157738, -0.095005550364, 0.595121234874, 0.159640666131
18, 7.0, 8, regularization, -0.0769563294851, 0.123754743097, 0.621845495043, 0.0362094669524, 0.166003443942, 0.218124793635
18, 7.0, 9, regularization, -0.02147299846, 0.228490104674, 0.0939778048187, -0.0490058475195, 0.394982394972, 0.124070966563
18, 7.0, 10, regularization, -0.00709738478294, 0.231113776039, 0.0307094838939, -0.00597985924163, 0.229613249767, 0.0260431802072
34, 7.0, 6, no_regularization, -0.037274330903, 0.289792336447, 0.128624280959, 0.00290096111655, 0.33291606727, 0.00871379125778
34, 7.0, 7, no_regularization, -0.0792321006401, 0.42122783906, 0.188097968114, -0.232021668797, 0.819251292437, 0.283211843471
34, 7.0, 8, no_regularization, 0.00162251551336, 0.317451328327, 0.00511106859091, 0.00911546214682, 0.376902343264, 0.024185209537
34, 7.0, 9, no_regularization, -0.00864133131961, 0.29118284357, 0.0296766499484, 0.00907890440557, 0.362315472425, 0.0250580091013
34, 7.0, 10, no_regularization, -0.0044426012992, 0.403941422079, 0.0109981325419, -0.140779730222, 0.668123026151, 0.210709292618
34, 7.0, 6, regularization, 0.00975535334374, 0.469870473497, 0.0207617926514, 0.0121390865844, 0.41273812048, 0.0294111107797
34, 7.0, 7, regularization, -0.0716386438959, 0.401566437703, 0.17839798641, -0.253356680565, 0.701591455604, 0.361117112447
