lateralBottomBlockRadius, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
8, 5.0, 9, no_regularization, -0.0564259034509, 0.00284990041928, 19.7992544123, 0.0336631871823, 0.023451095443, 1.43546331403
8, 5.0, 10, no_regularization, -0.0571344104016, 0.0985946099998, 0.579488172849, 0.02996247275, 0.133067527059, 0.225167427487
8, 5.0, 6, regularization, -0.0530404036915, 0.130629676888, 0.406036399654, 0.0172863744555, 0.169090245744, 0.102231647836
8, 5.0, 7, regularization, -0.0379939663728, 0.109992159186, 0.345424316186, 0.0205650084435, 0.135740056091, 0.151502872739
8, 5.0, 8, regularization, -0.0434734181035, 0.120577076696, 0.360544634973, 0.0268378147535, 0.148947014733, 0.180183636454
8, 5.0, 9, regularization, -0.0564179045102, 0.00228138821872, 24.7296378789, 0.0308586756493, 0.0083160357532, 3.71074350389
8, 5.0, 10, regularization, -0.0560718311991, 0.0109005687053, 5.14393631332, 0.029343561428, 0.0545826512755, 0.537598682773
8, 7.0, 6, no_regularization, -0.0122267409185, 0.803093879617, 0.0152245475016, 0.0338769782257, 0.551476683949, 0.0614295748338
8, 7.0, 7, no_regularization, -0.0166573483364, 0.550032448301, 0.0302843012041, -0.0014340957274, 0.68972039192, 0.00207924217436
8, 7.0, 8, no_regularization, -0.00676474801452, 0.505649398904, 0.0133783369053, 0.0108917704531, 0.593874663654, 0.0183401837452
8, 7.0, 9, no_regularization, 0.052956762039, 0.396473674701, 0.133569428232, -0.0332243463009, 0.548152792578, 0.0606114695587
8, 7.0, 10, no_regularization, -0.0148382153912, 0.359688309731, 0.0412529820675, -0.0407087510554, 0.495193266936, 0.0822078040505
8, 7.0, 6, regularization, -0.0504068512706, 0.165462060884, 0.304642955619, 0.0361056363877, 0.249343758963, 0.144802647308
8, 7.0, 7, regularization, -0.0127664133877, 0.452040996934, 0.0282417158494, 0.00791444832354, 0.662253237627, 0.0119507884203
8, 7.0, 8, regularization, 0.0149923066663, 0.37338092478, 0.040152845717, 0.0262441812295, 0.465474763786, 0.0563815340191
8, 7.0, 9, regularization, 0.0222595310292, 0.500618669924, 0.0444640449239, -0.0641334129502, 0.784825761385, 0.0817167530753
8, 7.0, 10, regularization, -0.0203087033878, 0.324952338998, 0.0624974833246, 0.0376699684032, 0.536192807451, 0.0702545201646
15, 9.0, 6, no_regularization, 0.0158254239721, 0.457142739453, 0.0346181238513, 0.0663242555562, 0.603151131461, 0.109962913268
15, 9.0, 7, no_regularization, -0.00526816714228, 0.396450252784, 0.0132883435066, -0.0282887324728, 0.606174517641, 0.046667637206
15, 9.0, 8, no_regularization, 0.0184516563048, 0.346556329312, 0.0532428778357, -0.10438989446, 0.409931435111, 0.254652084517
15, 9.0, 9, no_regularization, -0.0243718030851, 0.296350648114, 0.0822397495677, 0.0172875721374, 0.319565377835, 0.054097137351
15, 9.0, 10, no_regularization, -0.00464601673843, 0.443499781984, 0.0104758038835, 0.0397492672856, 0.632688897231, 0.0628259282873
15, 9.0, 6, regularization, -0.00453969529575, 0.342031457572, 0.0132727420103, 0.0145705757039, 0.675991100861, 0.0215543898216
15, 9.0, 7, regularization, -0.00703895422122, 0.245422791448, 0.0286809313009, -0.0122472081462, 0.528893002991, 0.0231563058632
15, 9.0, 8, regularization, 0.0566486514621, 0.459655733863, 0.123241476803, -0.0947874427915, 0.487386733637, 0.194480966037
15, 9.0, 9, regularization, -0.000384397182368, 0.333068530612, 0.00115410838023, 0.0565999606382, 0.473543177998, 0.119524392427
15, 9.0, 10, regularization, -0.00668936194379, 0.33848688174, 0.0197625441476, 0.0433187790521, 0.587192304712, 0.0737727294866
11, 1.0, 6, no_regularization, -0.0125278307667, 0.000816010214785, 15.3525415978, 0.00695688108995, 0.00538252973179, 1.29249283081
11, 1.0, 7, no_regularization, -0.0123249067602, 0.00122920885874, 10.0266986139, 0.0083216468598, 0.0107491805135, 0.774165700294
11, 1.0, 8, no_regularization, -0.012096039946, 0.0011973122938, 10.102660775, 0.00624286767074, 0.00607360285223, 1.02786893095
11, 1.0, 9, no_regularization, -0.0119347262261, 0.000797685093093, 14.9617014651, 0.0061369562983, 0.00449830047936, 1.36428331688
11, 1.0, 10, no_regularization, -0.0120806236606, 0.00148538162493, 8.13301003445, 0.00632260273086, 0.0073661455541, 0.858332581731
11, 1.0, 6, regularization, -0.0124875597229, 0.000995806146827, 12.5401512761, 0.00607827122086, 0.00228498556514, 2.66009173694
11, 1.0, 7, regularization, -0.0123281123655, 0.00122293706376, 10.0807414632, 0.00625949519326, 0.00228768259892, 2.73617292722
11, 1.0, 8, regularization, -0.01208867477, 0.00123207658391, 9.81162610172, 0.00591781636466, 0.00247215631022, 2.39378729419
11, 1.0, 9, regularization, -0.0119627031658, 0.00102587801713, 11.6609411314, 0.00611862845223, 0.00199758492696, 3.06301292609
11, 1.0, 10, regularization, -0.012091887959, 0.00131704905636, 9.18104599116, 0.00622214665009, 0.00243042333523, 2.56010817535
14, 0.5, 6, no_regularization, -0.00635133664912, 0.000575608109688, 11.0341333665, 0.00288799376816, 0.00259598825616, 1.11248337172
14, 0.5, 7, no_regularization, -0.00616656620525, 0.000757656050551, 8.13900476445, 0.00284551806049, 0.00460781163704, 0.617542183717
14, 0.5, 8, no_regularization, -0.00632039356986, 0.000674913320252, 9.36474859838, 0.0030154429604, 0.00255076341484, 1.18217273419
14, 0.5, 9, no_regularization, -0.00604988727134, 0.000556274231869, 10.8757280577, 0.00285603108208, 0.00260741569448, 1.09534934845
14, 0.5, 10, no_regularization, -0.00616298819683, 0.000933948077262, 6.59885527565, 0.00300966632401, 0.0039736948122, 0.757397451553
14, 0.5, 6, regularization, -0.00633806142918, 0.0011556665982, 5.48433383734, 0.00282694692538, 0.00194035655093, 1.45692137047
14, 0.5, 7, regularization, -0.0061716218707, 0.00122736912025, 5.02833399413, 0.00279702547316, 0.00209435927683, 1.33550413442
14, 0.5, 8, regularization, -0.00630281441638, 0.0012009534509, 5.24817544896, 0.00314703514361, 0.00194922667474, 1.61450445163
14, 0.5, 9, regularization, -0.00604128057307, 0.00133041633652, 4.54089476146, 0.00272121877085, 0.00200683028364, 1.35597852645
14, 0.5, 10, regularization, -0.00616232528194, 0.00132156582301, 4.66289697771, 0.00304132127707, 0.0018761494327, 1.62104426442
15, 5.0, 6, no_regularization, -0.0434803732849, 0.169765199391, 0.25612065041, 0.0117058758848, 0.145678184008, 0.0803543506838
15, 5.0, 7, no_regularization, -0.0554683997796, 0.0139285798751, 3.98234423587, 0.00760360764585, 0.106241682053, 0.0715689689669
15, 5.0, 8, no_regularization, -0.0141378250562, 0.207828538488, 0.0680263892491, 0.0281325210866, 0.150002301294, 0.187547263235
15, 5.0, 9, no_regularization, -0.0564056585906, 0.00213947777807, 26.3642180202, 0.00991802027386, 0.0884385881266, 0.11214584588
15, 5.0, 10, no_regularization, -0.0291170395648, 0.179414342809, 0.162289363876, 0.0206219047721, 0.18305840508, 0.112652050929
15, 5.0, 6, regularization, -0.0502905251961, 0.0957845546925, 0.525037939129, 0.00948558133213, 0.109617359149, 0.0865335691883
15, 5.0, 7, regularization, -0.0552586838009, 0.00239065799612, 23.1144245185, 0.0233635610879, 0.043831438446, 0.533032040842
15, 5.0, 8, regularization, -0.0185040049073, 0.164635126695, 0.112394027197, 0.0258789512762, 0.148170267413, 0.174656843968
15, 5.0, 9, regularization, -0.0564141322015, 0.00178396998968, 31.62280337, 0.0279201777123, 0.00589697473708, 4.73466123854
15, 5.0, 10, regularization, -0.0553730287952, 0.00747456420259, 7.40819495216, 0.0237082861567, 0.0387160443285, 0.612363338453
12, 0.5, 6, no_regularization, -0.00635101652151, 0.000592818645347, 10.7132536592, 0.0028099839228, 0.00291268874704, 0.964738826163
12, 0.5, 7, no_regularization, -0.00616735224766, 0.000819883124336, 7.52223343132, 0.00266660904465, 0.00617327767847, 0.431960003022
12, 0.5, 8, no_regularization, -0.00631551058698, 0.000704618478537, 8.96302152065, 0.00291793341955, 0.00327062416699, 0.892164085681
12, 0.5, 9, no_regularization, -0.00604715023455, 0.000591923770872, 10.2160962815, 0.00280808794995, 0.0033055456858, 0.849508134774
12, 0.5, 10, no_regularization, -0.00615623908405, 0.000986745710636, 6.23893168999, 0.00329619718894, 0.0050752399367, 0.649466277468
12, 0.5, 6, regularization, -0.00633251349015, 0.00124832200701, 5.07282051793, 0.00283935542399, 0.00223895698504, 1.26815988112
12, 0.5, 7, regularization, -0.0061747487733, 0.00134245399287, 4.59959805407, 0.00275758236633, 0.00266067704678, 1.03642130099
12, 0.5, 8, regularization, -0.0062954371997, 0.00127834209167, 4.92468897074, 0.00307724845901, 0.0022022086291, 1.39734647224
12, 0.5, 9, regularization, -0.00603791734336, 0.00140933612327, 4.28422804443, 0.00274361791355, 0.00237477397392, 1.15531749282
12, 0.5, 10, regularization, -0.00615873164595, 0.00143115773816, 4.30332134728, 0.00306474311512, 0.00241720538286, 1.26788693127
13, 9.0, 6, no_regularization, -0.00603024717165, 0.389678254566, 0.0154749388784, -0.0296771004728, 0.696548745167, 0.042605920517
13, 9.0, 7, no_regularization, -0.0151103855397, 0.427064733215, 0.0353819558594, -0.00122019574817, 0.670781268901, 0.0018190665195
13, 9.0, 8, no_regularization, -0.05744958905, 0.307183605188, 0.187020362024, -0.0904430738137, 0.430012446918, 0.210326641617
13, 9.0, 9, no_regularization, -0.0309332081965, 0.285583259502, 0.108315901466, 0.00485339528754, 0.350017402185, 0.0138661542462
13, 9.0, 10, no_regularization, -0.00203594781813, 0.398293245338, 0.00511168050668, -0.0228718243905, 0.606285450328, 0.0377245147118
13, 9.0, 6, regularization, 0.00604731660513, 0.29952277254, 0.0201898391694, 0.0198209395129, 0.649514052344, 0.0305165676422
13, 9.0, 7, regularization, -0.00720002106262, 0.30372073872, 0.0237060567315, -0.00282158275247, 0.907927125974, 0.00310771941024
13, 9.0, 8, regularization, 0.0377565297315, 0.242293233921, 0.155829897189, -0.0864853633431, 0.42957958984, 0.201325587594
13, 9.0, 9, regularization, 0.00146779482683, 0.270880431333, 0.00541860783227, -0.0821436283615, 0.351063609074, 0.233985027894
13, 9.0, 10, regularization, -0.0156826068166, 0.284683891761, 0.0550877913027, -0.023827757166, 0.585864048265, 0.040671137334
10, 9.0, 6, no_regularization, -0.0121331806564, 0.454444525752, 0.0266989257629, 0.0554476241128, 0.6767259709, 0.0819351207094
10, 9.0, 7, no_regularization, -0.0224727245459, 0.348090212406, 0.0645600587001, 0.012042237698, 0.652015224739, 0.0184692584484
10, 9.0, 8, no_regularization, -0.0278532991035, 0.33635408188, 0.0828094576638, -0.00989218247111, 0.368760129848, 0.026825520631
10, 9.0, 9, no_regularization, -0.0453205097936, 0.307277153295, 0.147490658865, -0.0689947975057, 0.60656543434, 0.113746668701
10, 9.0, 10, no_regularization, 0.0176896643808, 0.402738229411, 0.0439234795433, 0.0949292038643, 0.680054145799, 0.139590655319
10, 9.0, 6, regularization, -0.0122889307626, 0.334745350083, 0.0367112814548, 0.0526022979397, 0.679934831077, 0.0773637347808
10, 9.0, 7, regularization, -0.0188169983235, 0.23845178735, 0.0789132198695, 0.0332443121161, 0.621314822149, 0.053506388277
10, 9.0, 8, regularization, -0.03539985732, 0.318564771637, 0.111122950407, -0.0103304208393, 0.336571111068, 0.0306931299199
10, 9.0, 9, regularization, -0.0669802355671, 0.211828206279, 0.316200739947, 0.0199111793692, 0.271765162781, 0.073266121255
10, 9.0, 10, regularization, 0.00664181289033, 0.240306246582, 0.0276389523152, 0.100629828246, 0.598581522457, 0.168113823215
11, 3.0, 6, no_regularization, -0.0347740292995, 0.00151698409363, 22.9231337661, 0.0208844512441, 0.0141876026157, 1.47202115888
11, 3.0, 7, no_regularization, -0.0344503164269, 0.00193650823668, 17.7899147415, 0.0212447678801, 0.0153109429444, 1.38755450643
11, 3.0, 8, no_regularization, -0.0345440824935, 0.00939615436878, 3.67640644648, 0.0203291113325, 0.0155443778711, 1.30781119072
11, 3.0, 9, no_regularization, -0.0344024699177, 0.00160791991038, 21.3956364964, 0.0210801359395, 0.0140675233502, 1.49849660205
11, 3.0, 10, no_regularization, -0.0349453914337, 0.0199621180755, 1.75058534879, 0.0205030639708, 0.0263959259325, 0.776751079816
11, 3.0, 6, regularization, -0.0347591317733, 0.0020547099666, 16.916806916, 0.0177856219474, 0.00381278780127, 4.66472903145
11, 3.0, 7, regularization, -0.0344395415823, 0.00233752687342, 14.7333243412, 0.017941382732, 0.00397219769572, 4.51673962534
11, 3.0, 8, regularization, -0.0345391582121, 0.00259887237672, 13.2900555339, 0.0182855413576, 0.00469156378306, 3.89753655777
11, 3.0, 9, regularization, -0.0344322219555, 0.00223457976983, 15.4088130665, 0.0179462132747, 0.00435615611813, 4.1197360214
11, 3.0, 10, regularization, -0.0349634489805, 0.00294033120726, 11.8909899994, 0.0184056691439, 0.00493822124424, 3.72718601164
10, 7.0, 6, no_regularization, -0.0612737729431, 0.199389954769, 0.30730621818, 0.0456184025767, 0.185958102548, 0.245315487477
10, 7.0, 7, no_regularization, 0.0099487424567, 0.459679368387, 0.0216427865615, -0.0232800670211, 0.647503253473, 0.0359535908063
10, 7.0, 8, no_regularization, 0.0177880980466, 0.343219164875, 0.0518272283924, 0.0574512401936, 0.453531610163, 0.126675272255
10, 7.0, 9, no_regularization, 0.0245029666862, 0.438334410017, 0.0559001669187, -0.0238783388058, 0.468596092876, 0.0509571871571
10, 7.0, 10, no_regularization, -0.0132226392682, 0.31580083189, 0.0418701850438, 0.0409654430177, 0.346882420144, 0.118096048225
10, 7.0, 6, regularization, -0.067558991198, 0.215330956333, 0.313744908528, 0.0201695036974, 0.241143674655, 0.083641023246
10, 7.0, 7, regularization, -0.00558062573824, 0.462090025859, 0.0120769231664, -0.186612384555, 0.670688666, 0.278239955459
10, 7.0, 8, regularization, -0.0232083074913, 0.346479690828, 0.0669831684387, 0.0351215625481, 0.279530988497, 0.125644611844
10, 7.0, 9, regularization, -0.00538579025223, 0.239069398004, 0.0225281457903, -0.0382202040859, 0.44798974439, 0.0853149085765
10, 7.0, 10, regularization, -0.00860219547792, 0.272400051869, 0.0315792725402, 0.000116825975936, 0.277488318033, 0.000421012231306
16, 7.0, 6, no_regularization, -0.0381423691447, 0.27814948653, 0.137129029503, -0.000837819033908, 0.280908334212, 0.00298253533936
16, 7.0, 7, no_regularization, -0.0293989027334, 0.418840113982, 0.0701912299037, -0.0408721261888, 0.596279932445, 0.0685451982615
16, 7.0, 8, no_regularization, -0.0656101094586, 0.269330605578, 0.243604358731, 0.0174480419611, 0.263878033736, 0.066121615786
16, 7.0, 9, no_regularization, -0.0307812137774, 0.319500723693, 0.0963416089379, 0.0778398918969, 0.336182495234, 0.231540585844
16, 7.0, 10, no_regularization, 0.033925511708, 0.351668373383, 0.0964701812155, -0.0363494712377, 0.429936889059, 0.0845460628354
16, 7.0, 6, regularization, -0.0708597041527, 0.0363718572292, 1.94820142689, 0.0371295148025, 0.0721622604894, 0.514528155724
16, 7.0, 7, regularization, -0.0195049163525, 0.336918683225, 0.057892059193, -0.0253140280641, 0.46242057349, 0.0547424347343
16, 7.0, 8, regularization, -0.0404658037139, 0.229398504962, 0.176399596504, 0.0247090115386, 0.26057946117, 0.0948233273166
16, 7.0, 9, regularization, -0.0155283709872, 0.263235415336, 0.0589904324515, 0.033033786662, 0.27029856548, 0.122212215974
16, 7.0, 10, regularization, 0.0357835332788, 0.270752897514, 0.132163066794, -0.0712951642615, 0.393553027984, 0.181157707328
15, 3.0, 6, no_regularization, -0.0347568876017, 0.00137823893575, 25.2183323952, -0.000511529809981, 0.0806574483996, 0.00634200337514
15, 3.0, 7, no_regularization, -0.0344240936197, 0.00176591631251, 19.4936155105, -0.000294656371303, 0.0810051752797, 0.00363750057061
15, 3.0, 8, no_regularization, -0.0345742526844, 0.00226849538861, 15.2410504593, 0.00896361209692, 0.0568660194154, 0.157626860277
15, 3.0, 9, no_regularization, -0.0343931743153, 0.00145121111091, 23.6996354676, -0.000577158357065, 0.0796385494504, 0.00724722337421
15, 3.0, 10, no_regularization, -0.0349460538626, 0.00307824805801, 11.3525788708, 0.0123905014708, 0.0451788495886, 0.274254470479
15, 3.0, 6, regularization, -0.0347380791536, 0.00198961412125, 17.4597067755, 0.0165351655355, 0.00373573045876, 4.42622017784
15, 3.0, 7, regularization, -0.0344266197804, 0.00229046224586, 15.0304244667, 0.0165747487609, 0.00354173781033, 4.67983505513
15, 3.0, 8, regularization, -0.0345578154895, 0.00237131170983, 14.5732909538, 0.0170605441126, 0.00397624875046, 4.29061288245
15, 3.0, 9, regularization, -0.0344148785595, 0.00216162807522, 15.920814017, 0.0164751158828, 0.00386867749939, 4.25859118145
15, 3.0, 10, regularization, -0.0349642485831, 0.00277501675805, 12.5996531306, 0.0173261023061, 0.0039653568065, 4.36936779
12, 3.0, 6, no_regularization, -0.0347481513591, 0.00151340592477, 22.9602321429, 0.00405247282855, 0.0734696548075, 0.0551584574498
12, 3.0, 7, no_regularization, -0.0344153383272, 0.00198195055599, 17.3643778464, 0.00202694662458, 0.0795326483481, 0.0254857177107
12, 3.0, 8, no_regularization, -0.0345491436773, 0.0025192179448, 13.7142337163, 0.00997209710522, 0.0565502218545, 0.176340547892
12, 3.0, 9, no_regularization, -0.0343749723539, 0.00157569621449, 21.8157358238, 0.00302657370054, 0.075017221696, 0.040345051871
12, 3.0, 10, no_regularization, -0.0349259015578, 0.00331033419595, 10.5505666469, 0.011737749324, 0.0515284592603, 0.22779158338
12, 3.0, 6, regularization, -0.0347281646609, 0.00214752166567, 16.171275576, 0.0170484066048, 0.00436107532578, 3.90922085294
12, 3.0, 7, regularization, -0.0344113489904, 0.0024346563003, 14.133965844, 0.0172271720279, 0.00425665900049, 4.04711113243
12, 3.0, 8, regularization, -0.0345301120322, 0.00256908428895, 13.4406302591, 0.0175934266596, 0.00489085107491, 3.59721168976
12, 3.0, 9, regularization, -0.0344055935099, 0.00224356185766, 15.3352551401, 0.0171849097277, 0.00480753200682, 3.5745804091
12, 3.0, 10, regularization, -0.0349482709903, 0.00302757040604, 11.5433388173, 0.017636300384, 0.00544319935853, 3.24006144592
9, 1.0, 6, no_regularization, -0.0125232503562, 0.000869614680303, 14.4009187515, 0.00775437347601, 0.00898207552544, 0.863316441067
9, 1.0, 7, no_regularization, -0.0123214754106, 0.00132989302291, 9.26501244716, 0.0087800602226, 0.0125954801205, 0.697080233431
9, 1.0, 8, no_regularization, -0.0120991752578, 0.00126574819317, 9.55891173548, 0.00668633602713, 0.00906492426671, 0.737605282781
9, 1.0, 9, no_regularization, -0.0119323627795, 0.000856763210862, 13.92725858, 0.00637814464697, 0.00583000471127, 1.09402049618
9, 1.0, 10, no_regularization, -0.0120836304119, 0.00166811527509, 7.243882118, 0.00655205913631, 0.00985893783198, 0.66458063211
9, 1.0, 6, regularization, -0.0124791863551, 0.000999824826035, 12.4813727666, 0.00606829890339, 0.00257992868733, 2.35211885243
9, 1.0, 7, regularization, -0.0123302677284, 0.00125161927288, 9.85145243093, 0.00643220608305, 0.0028309115312, 2.2721324959
9, 1.0, 8, regularization, -0.0120956283717, 0.00121816542002, 9.92938083197, 0.00594764503465, 0.00281463667098, 2.11311289161
9, 1.0, 9, regularization, -0.0119567101153, 0.00102635810465, 11.6496474876, 0.00607842338763, 0.00241047597672, 2.52166934926
9, 1.0, 10, regularization, -0.012091666913, 0.00137861033238, 8.77090982785, 0.00620109830623, 0.00294164579293, 2.1080370455
16, 11.0, 6, no_regularization, -0.00743580303548, 0.321006414922, 0.0231640325234, 0.029194611065, 0.376268950033, 0.077589742822
16, 11.0, 7, no_regularization, -0.0134446226302, 0.346062496166, 0.0388502735176, 0.0263185046203, 0.407168639055, 0.0646378480461
16, 11.0, 8, no_regularization, -0.0463671272643, 0.384669575757, 0.120537547512, -0.0389541124079, 0.538709788646, 0.0723100140909
16, 11.0, 9, no_regularization, 0.0678952504606, 0.416054363291, 0.163188411061, 0.0109316142619, 0.478792425913, 0.0228316357367
16, 11.0, 10, no_regularization, -0.0128155382392, 0.458459907629, 0.0279534546555, -0.151345739213, 0.813582603734, 0.186023814322
16, 11.0, 6, regularization, 0.0135882575915, 0.246554692279, 0.0551125491301, -0.0407478334044, 0.508750107267, 0.0800940045465
16, 11.0, 7, regularization, -0.0200370953645, 0.298085007411, 0.0672194000583, 0.0196906760155, 0.352885283649, 0.0557990852209
