axialTopFactor, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
3, 1.0, 7, no_regularization, -0.0123050044334, 0.00108755368942, 11.3143880188, 0.00777339223651, 0.00898584007009, 0.865071287256
3, 1.0, 8, no_regularization, -0.0120958207736, 0.00108173391049, 11.1818818439, 0.00624179334673, 0.00602915996267, 1.03526749752
3, 1.0, 9, no_regularization, -0.01196341393, 0.000703090023537, 17.015479568, 0.0061722145989, 0.00446421499969, 1.3825979706
3, 1.0, 10, no_regularization, -0.0120803790549, 0.00118299244116, 10.211712801, 0.00620358959588, 0.00686665737916, 0.903436599984
3, 1.0, 6, regularization, -0.0125202858584, 0.000565673762106, 22.1334039107, 0.00618724374638, 0.00218251914909, 2.83490926023
3, 1.0, 7, regularization, -0.0123129740093, 0.000877432799474, 14.0329538817, 0.0063910612405, 0.0024934557995, 2.56313396122
3, 1.0, 8, regularization, -0.0120821416254, 0.000949525523264, 12.7243990071, 0.00601877466603, 0.00260809621761, 2.30772723238
3, 1.0, 9, regularization, -0.0119797337962, 0.000670289174516, 17.8724858639, 0.00586026637489, 0.00202806334408, 2.8895874441
3, 1.0, 10, regularization, -0.012094257173, 0.000991614843406, 12.1965269615, 0.00635565907165, 0.00253535412911, 2.50681315035
3, 0.5, 6, no_regularization, -0.0063668919517, 0.000515003169876, 12.3628208992, 0.00309059692392, 0.00290252634056, 1.06479547859
3, 0.5, 7, no_regularization, -0.00613743372224, 0.000736955271112, 8.32809528994, 0.00352666306893, 0.00436362617915, 0.808195506245
3, 0.5, 8, no_regularization, -0.0063291802209, 0.000653463896829, 9.68558515874, 0.00319854748637, 0.00328399687014, 0.973980065405
3, 0.5, 9, no_regularization, -0.00605357006009, 0.000549637138422, 11.0137573263, 0.00304660868643, 0.00315042847498, 0.96704581952
3, 0.5, 10, no_regularization, -0.00616699322479, 0.000768113341694, 8.02875420857, 0.00340479380698, 0.0044007584389, 0.773683412588
3, 0.5, 6, regularization, -0.00639408925103, 0.000625497891757, 10.2223993642, 0.00311129124106, 0.00193174274497, 1.610613654
3, 0.5, 7, regularization, -0.00610933100152, 0.00084251542083, 7.25129873054, 0.00288185957718, 0.00193475715595, 1.48952005078
3, 0.5, 8, regularization, -0.00634731027913, 0.000765581742682, 8.29083287291, 0.00330609285154, 0.00233039957095, 1.41868068153
3, 0.5, 9, regularization, -0.00602407678636, 0.000864105592373, 6.97145908964, 0.00298287590133, 0.00218806059648, 1.36325104804
3, 0.5, 10, regularization, -0.00618471512603, 0.000815102244278, 7.58765562167, 0.00318117797608, 0.00211077597448, 1.50711303073
3, 7.0, 6, no_regularization, -0.0633371859596, 0.269877700021, 0.234688475389, -0.148998463812, 0.601362601639, 0.247768091008
3, 7.0, 7, no_regularization, -0.063660699716, 0.108796422678, 0.585135964481, 0.0437695081288, 0.146309405248, 0.299157173489
3, 7.0, 8, no_regularization, -0.051964060652, 0.219979225149, 0.236222582459, 0.0363477678796, 0.252405969832, 0.144005183014
3, 7.0, 9, no_regularization, -0.00282118347109, 0.297005788175, 0.00949874912682, 0.0333771607131, 0.35930795588, 0.0928929075098
3, 7.0, 10, no_regularization, 0.00485100577095, 0.322460154158, 0.0150437370584, 0.0111527291606, 0.372349411469, 0.0299523211722
3, 7.0, 6, regularization, -0.0734042398822, 0.193872082646, 0.378622021697, 0.0238398668915, 0.117239507467, 0.203343287656
3, 7.0, 7, regularization, -0.0648366177133, 0.0599076696291, 1.0822757439, 0.0398551695446, 0.0941390637178, 0.423364838895
3, 7.0, 8, regularization, -0.0802373896091, 0.114242558768, 0.702342371131, 0.027839625735, 0.240651895989, 0.115684215246
3, 7.0, 9, regularization, 0.000505574341333, 0.182524905244, 0.00276989236432, 0.0363603190541, 0.290798027696, 0.125036333094
3, 7.0, 10, regularization, -0.0381904850014, 0.263598070005, 0.144881504636, 0.0248449805132, 0.341974015695, 0.072651661743
2.2, 11.0, 6, no_regularization, -0.011998952343, 0.799236028345, 0.0150130273379, -0.0846975616146, 0.631337303883, 0.134155800859
2.2, 11.0, 7, no_regularization, 0.0147169415438, 0.527554935067, 0.0278965100419, -0.051739333003, 0.640423626818, 0.080789232059
2.2, 11.0, 8, no_regularization, -0.0136281494374, 0.393582744272, 0.0346258814335, -0.0118979873888, 0.634681238086, 0.0187463984671
2.2, 11.0, 9, no_regularization, 0.01106914968, 0.508224405536, 0.0217800435386, -0.0460949825888, 0.72598360802, 0.0634931451339
2.2, 11.0, 10, no_regularization, -0.0180823945507, 0.477759884904, 0.0378482897414, 0.0374189566069, 0.613441868531, 0.0609983741353
2.2, 11.0, 6, regularization, -0.013971822196, 0.731432867286, 0.019101988468, -0.182703991938, 0.711055189769, 0.256947694872
2.2, 11.0, 7, regularization, -0.00414322486754, 0.72946733049, 0.00567979496046, 0.0133870059886, 0.634391872345, 0.0211021082901
2.2, 11.0, 8, regularization, -0.00716633129717, 0.26887032677, 0.0266534852814, 0.00514991813853, 0.352731610474, 0.0146001038342
2.2, 11.0, 9, regularization, 0.0171231505276, 0.451567924396, 0.0379193242091, -0.037812205325, 0.711721751969, 0.0531277921749
2.2, 11.0, 10, regularization, -0.0652653267286, 0.430151279455, 0.151726450311, 0.0379441316374, 0.657175973739, 0.0577381601788
2.4, 5.0, 6, no_regularization, -0.0399011872872, 0.115200780731, 0.346362125621, 0.0328636203969, 0.100536100382, 0.326883778782
2.4, 5.0, 7, no_regularization, -0.014874055625, 0.256529300096, 0.0579818976602, 0.0253106015666, 0.266358564712, 0.0950245455555
2.4, 5.0, 8, no_regularization, -0.0459138399021, 0.153754707704, 0.298617457557, 0.0269469053671, 0.183169841666, 0.147114312716
2.4, 5.0, 9, no_regularization, -0.0574755722393, 0.0435258750795, 1.32049205523, 0.0341872963761, 0.0499653879082, 0.684219572935
2.4, 5.0, 10, no_regularization, -0.0564427238822, 0.0657265671335, 0.858750522715, 0.033527470492, 0.0791797240991, 0.423435050746
2.4, 5.0, 6, regularization, -0.0516112652033, 0.0339748943549, 1.51910009386, 0.030965396032, 0.0539664821985, 0.573789410954
2.4, 5.0, 7, regularization, -0.0418798490034, 0.0939309736966, 0.445857711841, 0.0159988477638, 0.117365680446, 0.136316235743
2.4, 5.0, 8, regularization, -0.0433266572782, 0.090788581481, 0.477225842407, 0.0308853053164, 0.0904790973389, 0.341352933714
2.4, 5.0, 9, regularization, -0.0575845885836, 0.0105943231386, 5.43541931187, 0.0304663466516, 0.00696599652049, 4.37358051529
2.4, 5.0, 10, regularization, -0.0558457836933, 0.00373822089556, 14.9391342175, 0.0305952447332, 0.00943642035921, 3.242251147
2.2, 3.0, 6, no_regularization, -0.0347705641568, 0.00136932754527, 25.392437534, 0.0206037814244, 0.0135094217691, 1.52514162164
2.2, 3.0, 7, no_regularization, -0.0344244516862, 0.00171484041264, 20.0744345843, 0.0214264096414, 0.0159067366093, 1.34700222727
2.2, 3.0, 8, no_regularization, -0.0345631119435, 0.00241228403893, 14.3279611297, 0.0205328687231, 0.015199274444, 1.35091111084
2.2, 3.0, 9, no_regularization, -0.0344510187263, 0.00139794231382, 24.6440918096, 0.021215540737, 0.0143801859135, 1.47533146404
2.2, 3.0, 10, no_regularization, -0.0349413270831, 0.0026651913125, 13.1102510049, 0.020377752693, 0.0167085853106, 1.21959772861
2.2, 3.0, 6, regularization, -0.034766174323, 0.0013269153664, 26.20074739, 0.0178574444115, 0.00306015245123, 5.83547542028
2.2, 3.0, 7, regularization, -0.0344175542119, 0.00153911279421, 22.3619440637, 0.0177817894186, 0.00357467976513, 4.97437269545
2.2, 3.0, 8, regularization, -0.034575082007, 0.00197086994524, 17.5430560959, 0.0181833408238, 0.00447099165234, 4.06695924255
2.2, 3.0, 9, regularization, -0.0344436555105, 0.0013024767987, 26.4447363246, 0.01790133147, 0.00317789089122, 5.63308561647
2.2, 3.0, 10, regularization, -0.0349216672493, 0.00212046429956, 16.4688777154, 0.0184304412787, 0.00509093540847, 3.62024653623
2.8, 11.0, 6, no_regularization, -0.0146409491811, 0.588559266176, 0.0248759131365, -0.0351987621354, 0.652139162658, 0.0539743112374
2.8, 11.0, 7, no_regularization, -0.0154038135657, 0.782476390451, 0.0196859787128, 0.0177360454047, 0.844942756923, 0.0209908248333
2.8, 11.0, 8, no_regularization, -0.120125059692, 0.521646485881, 0.230280588374, -0.00232002843617, 0.586433156146, 0.0039561685963
2.8, 11.0, 9, no_regularization, -0.0526941463168, 0.776806734578, 0.0678343067474, -0.152825949155, 0.761055243929, 0.200807957601
2.8, 11.0, 10, no_regularization, -0.0741801675009, 0.572645945347, 0.129539321991, 0.0365989017157, 0.823692756035, 0.0444327104343
2.8, 11.0, 6, regularization, -0.00130487826128, 0.562268735724, 0.00232073771556, -0.0390140553094, 0.671778711756, 0.0580757541533
2.8, 11.0, 7, regularization, -0.00134805541058, 0.617487593619, 0.00218312954708, -0.0382539519857, 0.811844252101, 0.0471198162539
2.8, 11.0, 8, regularization, -0.120963872829, 0.564660611745, 0.214224031769, -0.00906200040508, 0.561875794952, 0.016128120283
2.8, 11.0, 9, regularization, -0.0618833073318, 0.769013197238, 0.080471060255, -0.148664371654, 0.755603222445, 0.196749255744
2.8, 11.0, 10, regularization, -0.0495558745124, 0.355010646977, 0.139589826205, -0.100800344187, 0.80586140464, 0.125083970528
3, 3.0, 6, no_regularization, -0.0347705642115, 0.00136932766587, 25.3924353375, 0.0206037813995, 0.0135094250275, 1.52514125195
3, 3.0, 7, no_regularization, -0.0344244531653, 0.00171483938505, 20.0744474762, 0.0214264205147, 0.0159067811753, 1.34699913695
3, 3.0, 8, no_regularization, -0.0345631119577, 0.00241228495338, 14.3279557041, 0.0205328689904, 0.0151992722977, 1.35091131919
3, 3.0, 9, no_regularization, -0.03445101865, 0.00139794252469, 24.6440880376, 0.0212155408802, 0.0143801791768, 1.47533216515
3, 3.0, 10, no_regularization, -0.0349413257705, 0.00266520051084, 13.1102052654, 0.0203776973224, 0.0167085984111, 1.21959345847
3, 3.0, 6, regularization, -0.0347661739296, 0.00132691498474, 26.2007546297, 0.0178574445542, 0.00306015188934, 5.8354765384
3, 3.0, 7, regularization, -0.0344175533184, 0.00153911462373, 22.361916902, 0.0177817956596, 0.00357467096914, 4.9743866815
3, 3.0, 8, regularization, -0.0345750820068, 0.00197087062811, 17.5430500174, 0.018183340568, 0.00447099113792, 4.06695965326
3, 3.0, 9, regularization, -0.0344436555921, 0.00130247608662, 26.4447508449, 0.0179013310167, 0.00317789021802, 5.63308666711
3, 3.0, 10, regularization, -0.0349216671645, 0.00212046404791, 16.4688796299, 0.01843044143, 0.00509093045438, 3.62025008889
2.4, 0.5, 6, no_regularization, -0.00636689192747, 0.000515003168102, 12.3628208947, 0.00309059692392, 0.00290252634056, 1.06479547859
2.4, 0.5, 7, no_regularization, -0.00613743359526, 0.000736955407366, 8.32809357787, 0.00352666304821, 0.00436362565408, 0.808195598746
2.4, 0.5, 8, no_regularization, -0.00632917992168, 0.000653462749451, 9.68560170722, 0.0031985468525, 0.00328399451307, 0.973980571455
2.4, 0.5, 9, no_regularization, -0.00605357356177, 0.000549615479591, 11.0141977192, 0.00304664305917, 0.00315040311903, 0.96706451335
2.4, 0.5, 10, no_regularization, -0.00616699303658, 0.00076811263139, 8.02876138804, 0.00340479508749, 0.004400764381, 0.773682658901
2.4, 0.5, 6, regularization, -0.00639408934618, 0.000625497713075, 10.2224024365, 0.00311129119114, 0.00193174244881, 1.61061387508
2.4, 0.5, 7, regularization, -0.00610933102385, 0.000842515335463, 7.25129949177, 0.00288185891827, 0.00193475640147, 1.48952029107
2.4, 0.5, 8, regularization, -0.00634730982867, 0.000765584200074, 8.2908056724, 0.00330664627799, 0.00233075900035, 1.41869934965
2.4, 0.5, 9, regularization, -0.00602408408644, 0.000864087998103, 6.97160948846, 0.0029829595441, 0.00218812330325, 1.36325020608
2.4, 0.5, 10, regularization, -0.00618471518619, 0.00081510216236, 7.58765645803, 0.00318117777021, 0.00211077617521, 1.50711278987
2.4, 3.0, 6, no_regularization, -0.0347705642605, 0.00136932843517, 25.3924211077, 0.0206037801999, 0.0135094222303, 1.52514147894
2.4, 3.0, 7, no_regularization, -0.0344244519082, 0.0017148410514, 20.0744272363, 0.0214264098607, 0.0159067373025, 1.34700218236
2.4, 3.0, 8, no_regularization, -0.0345631104295, 0.00241228409142, 14.3279601903, 0.0205328686893, 0.0151992822727, 1.3509104128
2.4, 3.0, 9, no_regularization, -0.0344510188037, 0.00139794231908, 24.6440917721, 0.0212155405642, 0.0143801852231, 1.47533152285
2.4, 3.0, 10, no_regularization, -0.0349413273344, 0.00266519154289, 13.1102499659, 0.0203777510919, 0.0167085846001, 1.21959768464
2.4, 3.0, 6, regularization, -0.0347661738378, 0.00132691515946, 26.2007511105, 0.0178574440018, 0.00306015446487, 5.83547144657
2.4, 3.0, 7, regularization, -0.0344175537191, 0.00153911445, 22.3619196864, 0.0177817893726, 0.00357467999362, 4.97437236461
2.4, 3.0, 8, regularization, -0.0345750770725, 0.00197088116934, 17.5429536851, 0.0181833790046, 0.00447096746954, 4.06698977984
2.4, 3.0, 9, regularization, -0.0344436557287, 0.00130247638247, 26.4447449429, 0.0179013309251, 0.00317789037577, 5.63308635866
2.4, 3.0, 10, regularization, -0.0349216667133, 0.00212040228897, 16.4693590905, 0.0184303764366, 0.00509083295396, 3.62030665773
2.2, 5.0, 6, no_regularization, -0.0555832041461, 0.0950265386817, 0.584922958546, 0.031180149498, 0.127215577899, 0.245096944988
2.2, 5.0, 7, no_regularization, -0.0384899201796, 0.156864602063, 0.245370336415, 0.0166040951352, 0.154968543123, 0.107144939228
2.2, 5.0, 8, no_regularization, -0.0432984895473, 0.119443295084, 0.362502470455, 0.0249122149234, 0.15016897424, 0.165894553449
2.2, 5.0, 9, no_regularization, -0.0586759482078, 0.0478330455303, 1.22668225611, 0.0341805775868, 0.055341833695, 0.617626401308
2.2, 5.0, 10, no_regularization, -0.0206054024878, 0.214857696237, 0.095902557128, 0.03561340017, 0.251557394703, 0.141571668812
2.2, 5.0, 6, regularization, -0.050742370208, 0.0676781438237, 0.749760075279, 0.0291384084177, 0.0630304636365, 0.462290878672
2.2, 5.0, 7, regularization, -0.0434211637437, 0.108437296512, 0.400426468942, 0.0235493529828, 0.116422728929, 0.20227453178
2.2, 5.0, 8, regularization, -0.0447285481493, 0.101994628291, 0.438538273034, 0.0300821196941, 0.0859584978041, 0.349960974919
2.2, 5.0, 9, regularization, -0.0567952198856, 0.00756365466493, 7.50896522932, 0.0304656325389, 0.00568809761262, 5.35603194841
2.2, 5.0, 10, regularization, -0.0562144080921, 0.00800378223847, 7.02348045177, 0.0298556507141, 0.0113760221487, 2.62443676039
2.8, 7.0, 6, no_regularization, -0.0337920688147, 0.242258958811, 0.139487385649, 0.0511998788618, 0.311279528128, 0.164481998446
2.8, 7.0, 7, no_regularization, -0.06262315638, 0.103653635817, 0.604157836691, 0.0476966514681, 0.120694967407, 0.395183432191
2.8, 7.0, 8, no_regularization, -0.0267575628508, 0.488240574541, 0.0548040540792, -0.048224603825, 0.472710626611, 0.102017177339
2.8, 7.0, 9, no_regularization, -0.0699772811334, 0.333691457817, 0.209706540261, -0.139661870905, 1.01491155616, 0.137609893255
2.8, 7.0, 10, no_regularization, 0.0179595171375, 0.329401935772, 0.0545215895451, 0.00220999586281, 0.377253946904, 0.00585811197191
2.8, 7.0, 6, regularization, -0.0477317453733, 0.125194838082, 0.381259691728, 0.0383113896712, 0.152310099432, 0.251535451779
2.8, 7.0, 7, regularization, -0.0672885554032, 0.0766641060648, 0.87770612425, 0.0424190683948, 0.0876728981505, 0.483833308693
2.8, 7.0, 8, regularization, 0.0034852914577, 0.450647247142, 0.00773396815314, -0.0774199973742, 0.545575183307, 0.141905276748
2.8, 7.0, 9, regularization, -0.078642567628, 0.117541603864, 0.669061549634, 0.0408745747622, 0.143152710268, 0.285531267174
2.8, 7.0, 10, regularization, 0.0104278158635, 0.238582452005, 0.0437073882671, 0.00275922462988, 0.298597921638, 0.00924060226121
3, 11.0, 6, no_regularization, -0.00210787988316, 0.647833681525, 0.00325373617222, -0.102886219235, 1.02594369833, 0.100284469219
3, 11.0, 7, no_regularization, 0.00356979483021, 0.315851307453, 0.0113021372588, 0.036723704865, 0.387550725602, 0.0947584469311
3, 11.0, 8, no_regularization, -0.114640059365, 0.692545455221, 0.16553434652, -0.00566910759871, 0.604987656433, 0.00937061696785
3, 11.0, 9, no_regularization, 0.0302843492301, 0.71090053832, 0.0425999807254, -0.0343923844298, 0.704107682286, 0.0488453475158
3, 11.0, 10, no_regularization, -0.0200324196237, 0.488080852834, 0.0410432400849, -0.224301156297, 1.15373592576, 0.194412907918
3, 11.0, 6, regularization, 0.00233694010873, 0.720941836925, 0.00324150990973, -0.108433512586, 0.69590202659, 0.155817210531
3, 11.0, 7, regularization, 0.0188245082181, 0.228180898855, 0.0824981771594, 0.0251182798386, 0.346959055994, 0.0723955158532
3, 11.0, 8, regularization, 0.0024669551115, 0.232348181489, 0.0106174926599, 0.000966259082499, 0.474480103987, 0.00203645858779
3, 11.0, 9, regularization, -0.00225964952753, 0.346344358591, 0.00652428564659, 0.0731350940068, 0.697211616341, 0.104896551194
3, 11.0, 10, regularization, -0.0661737236992, 0.282081605483, 0.23459070855, -0.136370049065, 0.749469840706, 0.181955352515
2.6, 11.0, 6, no_regularization, -0.048550744388, 0.510312548939, 0.0951392327877, -0.153602832641, 0.820388314568, 0.187231863148
2.6, 11.0, 7, no_regularization, -0.0163293853888, 0.718485263399, 0.0227275160963, -0.00351843024719, 0.718755510525, 0.00489516977006
2.6, 11.0, 8, no_regularization, -0.0526918832081, 0.465860223805, 0.11310663696, -0.0251530526034, 0.693016101936, 0.0362950478829
2.6, 11.0, 9, no_regularization, -0.0377740795411, 0.331405874089, 0.11398132168, -0.00960471036074, 0.36969419687, 0.0259801491126
2.6, 11.0, 10, no_regularization, -0.0423051365078, 0.499185639796, 0.0847483043082, -0.0614276677515, 0.880407522126, 0.0697718570182
2.6, 11.0, 6, regularization, -0.00822351271934, 0.585752407272, 0.0140392299156, -0.173396010104, 0.700909722959, 0.247387080567
2.6, 11.0, 7, regularization, -0.0196752729592, 0.700775188723, 0.0280764405987, -0.00357192030095, 0.68249999601, 0.00523358288913
2.6, 11.0, 8, regularization, -0.0309475708882, 0.318614699299, 0.0971316482142, -0.0240385824401, 0.619203657016, 0.038821770782
2.6, 11.0, 9, regularization, -0.0060662412639, 0.210776301814, 0.0287804711047, -0.010931480533, 0.336267660653, 0.0325082718683
2.6, 11.0, 10, regularization, -0.0066916877118, 0.462439172012, 0.0144704171203, -0.16723903092, 0.956609944634, 0.174824683622
2.8, 5.0, 6, no_regularization, -0.0534850748941, 0.0361645254678, 1.47893755558, 0.0331677959701, 0.0420738898333, 0.788322546395
2.8, 5.0, 7, no_regularization, -0.0270521939027, 0.206217582788, 0.131182770824, 0.00361610541558, 0.215450085375, 0.0167839590747
2.8, 5.0, 8, no_regularization, -0.0439218049694, 0.146140852446, 0.300544332637, 0.0203040741219, 0.189072786059, 0.107387607413
2.8, 5.0, 9, no_regularization, -0.0565048668417, 0.00205538302983, 27.4911615118, 0.0341851824151, 0.0185944212283, 1.838464451
2.8, 5.0, 10, no_regularization, -0.0504398795229, 0.282464749767, 0.178570528055, 0.0318125146337, 0.346483500228, 0.0918153811445
2.8, 5.0, 6, regularization, -0.0583817059376, 0.029772798416, 1.96090757482, 0.0288217425815, 0.0502676591501, 0.573365521069
2.8, 5.0, 7, regularization, -0.0460658764644, 0.0620399788596, 0.742519216013, 0.0272916818746, 0.0881972303084, 0.309439216845
2.8, 5.0, 8, regularization, 0.100503189207, 0.390651695512, 0.257270582368, 0.0334698473364, 0.4011208117, 0.0834408147374
2.8, 5.0, 9, regularization, -0.0562761065048, 0.00488949075002, 11.5096048611, 0.0305244275734, 0.00565879221606, 5.39415946158
2.8, 5.0, 10, regularization, -0.0558590110804, 0.0784738765595, 0.711816639237, 0.0260856566423, 0.0794938112179, 0.328147012235
2.8, 9.0, 6, no_regularization, -0.0244883457272, 0.648894855279, 0.0377385419656, -0.0756144868254, 0.79408605191, 0.0952220312188
2.8, 9.0, 7, no_regularization, -0.00466831862414, 0.441825533754, 0.0105659774447, -0.26031525688, 0.92309376053, 0.282003051056
2.8, 9.0, 8, no_regularization, -0.0451902620475, 0.303165190638, 0.149061513139, -0.077954010961, 0.386659408566, 0.201608985153
