axialBottomBlockRadius, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
16, 3.0, 8, no_regularization, -0.0345404943487, 0.0029334337022, 11.7747656348, 0.0107972326326, 0.0536830938551, 0.201129105221
16, 3.0, 9, no_regularization, -0.0343557259098, 0.00179754913413, 19.1125378759, 0.00456400673878, 0.0705371633992, 0.064703576368
16, 3.0, 10, no_regularization, -0.034882223198, 0.0041182501472, 8.47015648667, 0.0112211974918, 0.0521078149091, 0.21534576937
16, 3.0, 6, regularization, -0.0346947272178, 0.00265427669369, 13.0712548923, 0.016922820958, 0.00503697326699, 3.35972022502
16, 3.0, 7, regularization, -0.0343952124763, 0.00278587056125, 12.3463067361, 0.0171657232079, 0.00535498554304, 3.20555920645
16, 3.0, 8, regularization, -0.0345330284151, 0.00305110226915, 11.318213999, 0.0174976066606, 0.00608108291649, 2.87738333794
16, 3.0, 9, regularization, -0.0343109096505, 0.00263501779005, 13.0211301723, 0.0174016554617, 0.00617663704701, 2.81733495578
16, 3.0, 10, regularization, -0.0348461963663, 0.0036327717948, 9.59217873694, 0.0173229223685, 0.00613135548256, 2.82530060731
20, 3.0, 6, no_regularization, -0.0347571123372, 0.00134606146286, 25.8213412211, 0.00377886467195, 0.0751539809225, 0.0502816301355
20, 3.0, 7, no_regularization, -0.0344056418671, 0.00174131493432, 19.7584257672, 0.00130947557297, 0.0823930779134, 0.015893028955
20, 3.0, 8, no_regularization, -0.0345652149052, 0.00222243321477, 15.5528700145, 0.0111808261148, 0.0548169852946, 0.203966454096
20, 3.0, 9, no_regularization, -0.0344140025093, 0.00137942718734, 24.9480384504, 0.0040235916017, 0.0710398207494, 0.0566385382065
20, 3.0, 10, no_regularization, -0.0349294688114, 0.00292428984166, 11.9445987582, 0.0100903240665, 0.0579848021626, 0.174016702484
20, 3.0, 6, regularization, -0.034742108774, 0.00134383163342, 25.8530219932, 0.0170442325468, 0.0041085414666, 4.1484874098
20, 3.0, 7, regularization, -0.0343872659282, 0.00157316163282, 21.8586985665, 0.017144572976, 0.00385619910003, 4.44597712185
20, 3.0, 8, regularization, -0.0345709104001, 0.00189324447447, 18.260140656, 0.017331856143, 0.004451042622, 3.89388680697
20, 3.0, 9, regularization, -0.0344064201002, 0.00126850445892, 27.1236099, 0.017190170217, 0.00340266244487, 5.05197635544
20, 3.0, 10, regularization, -0.0349195661863, 0.0022221640207, 15.7142163499, 0.0177841183443, 0.00486264124468, 3.65729599397
12, 5.0, 6, no_regularization, -0.0387221083755, 0.204903988141, 0.188976840943, 0.00504568985521, 0.204542471832, 0.0246681767851
12, 5.0, 7, no_regularization, -0.0490412651739, 0.130723788419, 0.375151804938, 0.00784057721499, 0.145333511867, 0.0539488595183
12, 5.0, 8, no_regularization, -0.0377351346578, 0.251856330662, 0.149828017261, 0.0190634972918, 0.238141951363, 0.0800509829651
12, 5.0, 9, no_regularization, -0.0570435807638, 0.0161617793883, 3.52953591268, 0.0187095093448, 0.0675116914817, 0.27712991534
12, 5.0, 10, no_regularization, -0.0499715155471, 0.150352410341, 0.332362583572, 0.00609232976833, 0.166054012171, 0.0366888441218
12, 5.0, 6, regularization, -0.0379243373621, 0.154443207403, 0.245555230299, 0.00182272430664, 0.16951031847, 0.0107528811407
12, 5.0, 7, regularization, -0.041160387619, 0.141020515334, 0.291875175192, 0.00493881575519, 0.14549542349, 0.0339448185843
12, 5.0, 8, regularization, -0.0455927405302, 0.187000602568, 0.243810661056, 0.0157821387935, 0.213804627592, 0.0738157025469
12, 5.0, 9, regularization, -0.0568109035468, 0.00945782409498, 6.00676254667, 0.0294807049054, 0.00631734188861, 4.66663122327
12, 5.0, 10, regularization, -0.0497545253508, 0.0766177137712, 0.649386713618, 0.0190200122651, 0.0899446213289, 0.211463587084
16, 7.0, 6, no_regularization, -0.0488269201052, 0.202053450899, 0.241653482719, 0.024962254489, 0.232265532799, 0.107472917691
16, 7.0, 7, no_regularization, 0.0243923928144, 0.493026836767, 0.0494747770209, 0.00301310149955, 0.555797705584, 0.00542121975186
16, 7.0, 8, no_regularization, 0.0153083461001, 0.375231740528, 0.0407970447237, -0.00911663113285, 0.516068731212, 0.0176655367425
16, 7.0, 9, no_regularization, -0.0278204651429, 0.312221425012, 0.0891049201438, 0.0225452424323, 0.346112786818, 0.0651384268103
16, 7.0, 10, no_regularization, 0.013626335296, 0.450131701211, 0.0302718854489, 0.0099239525493, 0.510140384829, 0.0194533756676
16, 7.0, 6, regularization, -0.0801960217148, 0.294820315216, 0.272016606644, 0.022109078976, 0.223289245053, 0.0990154226674
16, 7.0, 7, regularization, 0.00804998567236, 0.342095848661, 0.0235313749169, 0.0107684894186, 0.361847814769, 0.02975971936
16, 7.0, 8, regularization, 0.0279485761621, 0.327605201613, 0.0853117594728, 0.0715228125275, 0.458681519047, 0.15593131521
16, 7.0, 9, regularization, -0.0279201852463, 0.191204727295, 0.146022463154, -0.00476296659839, 0.263009957658, 0.0181094535006
16, 7.0, 10, regularization, -0.00471529999077, 0.362353058991, 0.0130129989903, -0.135715410023, 0.62589367758, 0.216834607672
20, 1.0, 6, no_regularization, -0.0125231653343, 0.000710425124012, 17.6277061593, 0.00647994133837, 0.00601256438969, 1.07773337937
20, 1.0, 7, no_regularization, -0.0123028037788, 0.00110653722952, 11.118291776, 0.00216070027364, 0.0385789438574, 0.0560072427495
20, 1.0, 8, no_regularization, -0.0120910607519, 0.000997020697355, 12.1271913251, 0.00581906369048, 0.00523360915002, 1.11186439867
20, 1.0, 9, no_regularization, -0.0119528746952, 0.000687792204063, 17.3786132274, 0.00541544660319, 0.00632003079588, 0.856870287202
20, 1.0, 10, no_regularization, -0.0120719335579, 0.00130613761102, 9.24246683962, 0.00599677454515, 0.00631949141678, 0.948933094398
20, 1.0, 6, regularization, -0.0125111459908, 0.000591133829856, 21.164659099, 0.00588162301447, 0.00245162745444, 2.39906883234
20, 1.0, 7, regularization, -0.0123088172145, 0.000869339719409, 14.1588114976, 0.00602972675803, 0.00279417810356, 2.15796077936
20, 1.0, 8, regularization, -0.0120769454544, 0.000894279951568, 13.5046586175, 0.00574415652539, 0.00255920463607, 2.2445084869
20, 1.0, 9, regularization, -0.0119662727633, 0.000674898959682, 17.7304655632, 0.00554599396577, 0.00229158435198, 2.42015702411
20, 1.0, 10, regularization, -0.0120857006206, 0.00106999593791, 11.2950901891, 0.00598052061817, 0.00263202098935, 2.27221615723
14, 0.5, 6, no_regularization, -0.00637381898324, 0.000768490892448, 8.293942122, 0.00279262091492, 0.00327312057266, 0.853198302024
14, 0.5, 7, no_regularization, -0.00615160995427, 0.00117559052691, 5.23278285546, 0.00269257594004, 0.00658187574206, 0.409089451937
14, 0.5, 8, no_regularization, -0.00633352808031, 0.000969676129574, 6.5315912057, 0.00289753110566, 0.00375841707046, 0.770944536313
14, 0.5, 9, no_regularization, -0.00604951254112, 0.000789868174303, 7.65888883479, 0.00282083613439, 0.00361127319965, 0.781119560454
14, 0.5, 10, no_regularization, -0.00618824815116, 0.00138721671532, 4.46090944753, 0.00320302251119, 0.00548290742992, 0.584183218872
14, 0.5, 6, regularization, -0.0064299566201, 0.00250819211277, 2.5635821863, 0.00284804129689, 0.00293803871396, 0.969368199051
14, 0.5, 7, regularization, -0.00605407682331, 0.00255820202839, 2.36653585453, 0.0027422896003, 0.00355692952302, 0.770971025025
14, 0.5, 8, regularization, -0.00639474706789, 0.00249634991543, 2.56163890662, 0.00315627950216, 0.00303237810975, 1.04085947989
14, 0.5, 9, regularization, -0.00593107733216, 0.00254416660722, 2.3312456485, 0.00276980151322, 0.00326034206837, 0.849543224342
14, 0.5, 10, regularization, -0.00630464003, 0.00260949793083, 2.41603565019, 0.00308336826011, 0.00333562389469, 0.924375276547
16, 0.5, 6, no_regularization, -0.00634792619206, 0.000681962946384, 9.30831539413, 0.00281517099635, 0.00301457022037, 0.933854841838
16, 0.5, 7, no_regularization, -0.0061504477721, 0.000966096245409, 6.36628886752, 0.0025188637986, 0.00658894998089, 0.382286070755
16, 0.5, 8, no_regularization, -0.00631152478774, 0.000792279577172, 7.96628484387, 0.00291583160165, 0.00308230057383, 0.945991973139
16, 0.5, 9, no_regularization, -0.00604277276486, 0.000652331086007, 9.26335245167, 0.00279916366018, 0.00311368090685, 0.898988606707
16, 0.5, 10, no_regularization, -0.00615217994152, 0.00115383849481, 5.33192467507, 0.00321151374168, 0.00528525395351, 0.607636599855
16, 0.5, 6, regularization, -0.0063048411752, 0.00189936362421, 3.31944925914, 0.00285950534159, 0.00251325002661, 1.13777193328
16, 0.5, 7, regularization, -0.00612626971155, 0.00187410393839, 3.26890605481, 0.00263591116993, 0.00311548402479, 0.846067946091
16, 0.5, 8, regularization, -0.00628019345384, 0.00192503320426, 3.26238188513, 0.00303746651043, 0.0026260259194, 1.15667803885
16, 0.5, 9, regularization, -0.00599643907907, 0.00186390004054, 3.21714627858, 0.00281014440195, 0.00299249252524, 0.939064802416
16, 0.5, 10, regularization, -0.00620202091213, 0.00201591409716, 3.07653035457, 0.00299032479944, 0.00300825676678, 0.994039083519
20, 9.0, 6, no_regularization, 0.0113711010971, 0.335433873641, 0.0338996803563, 0.0611473345704, 0.486234201518, 0.125756959053
20, 9.0, 7, no_regularization, 0.0220178981507, 0.475430946335, 0.0463114534728, -0.121921866484, 0.563569927994, 0.216338488673
20, 9.0, 8, no_regularization, -0.0281390253822, 0.326917764236, 0.0860737116809, -0.0109716421038, 0.417358098936, 0.0262883172312
20, 9.0, 9, no_regularization, -0.0954965776533, 0.239562272694, 0.398629452708, -0.00879231378048, 0.298014963791, 0.0295029271974
20, 9.0, 10, no_regularization, -0.0233912807371, 0.439299296979, 0.053246797566, -0.0159070607431, 0.703558691632, 0.02260942965
20, 9.0, 6, regularization, -0.00365391038285, 0.246109093796, 0.0148467101581, 0.071921280475, 0.450414922271, 0.159677836854
20, 9.0, 7, regularization, -0.0213081171591, 0.270553524733, 0.0787574923673, -0.0041335222245, 0.317017280176, 0.0130387915202
20, 9.0, 8, regularization, -0.05583131335, 0.21417549442, 0.260680212277, -0.00186542438362, 0.337556511515, 0.00552625803381
20, 9.0, 9, regularization, 0.0117597576903, 0.470924997586, 0.0249716149081, 0.0157369586041, 0.572238436623, 0.0275007018
20, 9.0, 10, regularization, -0.0219028830177, 0.336891467383, 0.0650146564643, -0.00727523613628, 0.696685707135, 0.0104426372779
22, 1.0, 6, no_regularization, -0.0125267391579, 0.000677513671797, 18.4892787841, 0.00651585294692, 0.00593303293008, 1.09823306624
22, 1.0, 7, no_regularization, -0.0123175739798, 0.000934863353538, 13.1758015043, 0.00309568110269, 0.0326267002891, 0.0948818322192
22, 1.0, 8, no_regularization, -0.0120993746857, 0.000920663437497, 13.1420171508, 0.00579892569145, 0.00495029750894, 1.17142973346
22, 1.0, 9, no_regularization, -0.011952974098, 0.00064482583887, 18.5367480294, 0.00549810371705, 0.00603448175983, 0.911114481056
22, 1.0, 10, no_regularization, -0.0120759626022, 0.00116243562928, 10.388500058, 0.00610424030392, 0.00640774760581, 0.952634323235
22, 1.0, 6, regularization, -0.0125123857309, 0.00089648512721, 13.9571593004, 0.00607922318392, 0.00223528381852, 2.71966500788
22, 1.0, 7, regularization, -0.0123125737462, 0.000979682810051, 12.5679185343, 0.00591515122883, 0.00306508395731, 1.92984965868
22, 1.0, 8, regularization, -0.012097558543, 0.000966545894387, 12.5162794785, 0.00568953502338, 0.00250615234193, 2.27022712394
22, 1.0, 9, regularization, -0.0119804553324, 0.000774408199937, 15.4704654901, 0.00591737692795, 0.00244090410082, 2.42425621144
22, 1.0, 10, regularization, -0.0120658852048, 0.00103491842558, 11.658778998, 0.00596605869587, 0.00258069559878, 2.31180256156
16, 11.0, 6, no_regularization, -0.0243646795779, 0.343136322198, 0.0710058306326, -0.0271260580017, 0.518986299229, 0.052267387486
16, 11.0, 7, no_regularization, -0.0209718944978, 0.397160006475, 0.0528046483934, -0.00655938074714, 0.444320314136, 0.014762729811
16, 11.0, 8, no_regularization, 0.00085057669081, 0.365091090211, 0.00232976567661, -0.0189351883874, 0.555924202343, 0.0340607376106
16, 11.0, 9, no_regularization, 0.0309406260137, 0.387946856245, 0.07975480537, 0.0176381739654, 0.523385462512, 0.0337001602619
16, 11.0, 10, no_regularization, -0.0113377517306, 0.538579218882, 0.0210512239112, 0.0275987606678, 0.585686730875, 0.0471220521362
16, 11.0, 6, regularization, -0.0246855867877, 0.234957028342, 0.105064262014, -0.0230239995638, 0.519971329252, 0.0442793636274
16, 11.0, 7, regularization, -0.0557885787458, 0.432970229693, 0.128850842206, 7.2896201618e-05, 0.44680845104, 0.000163148663478
16, 11.0, 8, regularization, 0.00548208870302, 0.254598390746, 0.0215322991122, -0.0552583178983, 0.569466949585, 0.0970351623365
16, 11.0, 9, regularization, -0.00806776396325, 0.230170185785, 0.0350512988281, 0.0563186235538, 0.522832718963, 0.107718246221
16, 11.0, 10, regularization, -0.0285352444569, 0.417625447532, 0.0683273603789, 0.0280864630568, 0.513888849455, 0.0546547431153
20, 0.5, 6, no_regularization, -0.00636315944043, 0.000513370019457, 12.3948793254, 0.00283288164424, 0.0027474711771, 1.03108693836
20, 0.5, 7, no_regularization, -0.00614250032877, 0.000744936280513, 8.24567213257, 0.00275019476898, 0.00579121673789, 0.474890665201
20, 0.5, 8, no_regularization, -0.00632374021155, 0.000609478573547, 10.3756563168, 0.00292053292074, 0.00320629143799, 0.910875688383
20, 0.5, 9, no_regularization, -0.00604802661078, 0.000551472357587, 10.9670530673, 0.00280747596282, 0.00314971319691, 0.891343365985
20, 0.5, 10, no_regularization, -0.00616843086183, 0.000839646719293, 7.34645979089, 0.00318645718045, 0.00469813118661, 0.678239294282
20, 0.5, 6, regularization, -0.00639081797307, 0.0006973864487, 9.16395491335, 0.00290101077358, 0.00203618616907, 1.42472766864
20, 0.5, 7, regularization, -0.00611222177931, 0.000870783782441, 7.01921866548, 0.00272047901978, 0.00211652843597, 1.28534961947
20, 0.5, 8, regularization, -0.00634494744913, 0.000825668515109, 7.68461838259, 0.00308349283293, 0.00224182602791, 1.37543805565
20, 0.5, 9, regularization, -0.00601443025966, 0.000961272826463, 6.25673595891, 0.00276676791622, 0.00206518872659, 1.33971674385
20, 0.5, 10, regularization, -0.00618094418407, 0.000935725439592, 6.60551046551, 0.00299770897958, 0.00203991278896, 1.46952800914
18, 7.0, 6, no_regularization, -0.0544779456181, 0.185223379483, 0.29412024427, 0.019534108511, 0.203011812709, 0.096221536325
18, 7.0, 7, no_regularization, -0.021635482585, 0.47611403774, 0.0454418077815, -0.0147486646073, 0.586737643092, 0.0251367281118
18, 7.0, 8, no_regularization, 0.0135376265269, 0.390253994774, 0.0346892708548, 0.0093370925253, 0.638567749873, 0.0146219293523
18, 7.0, 9, no_regularization, -0.0196356149718, 0.627938318661, 0.0312699741173, -0.04275280253, 0.566201429711, 0.0755081147568
18, 7.0, 10, no_regularization, -0.021403519029, 0.415224317221, 0.0515468823508, -0.0262959799955, 0.422387600767, 0.0622555679848
18, 7.0, 6, regularization, -0.0484148475098, 0.165500596257, 0.292535789023, 0.00659338619019, 0.194989029087, 0.0338141392933
18, 7.0, 7, regularization, -0.0115841971727, 0.524871281187, 0.0220705487001, -0.104279349442, 0.558583874689, 0.186685212672
18, 7.0, 8, regularization, -0.0513198955827, 0.229210051645, 0.223898974824, 0.0228235400048, 0.325376020897, 0.0701451199194
18, 7.0, 9, regularization, -0.0178180597929, 0.251341513137, 0.0708918298872, -0.00858275458804, 0.484663561363, 0.0177086855135
18, 7.0, 10, regularization, 0.0403317995992, 0.25576950805, 0.157688068084, -0.0119832481936, 0.355359444431, 0.0337214850524
12, 11.0, 6, no_regularization, 0.0115296383144, 0.374530166576, 0.0307842714509, -0.0391448744278, 0.68591013262, 0.0570699754475
12, 11.0, 7, no_regularization, -0.056946455816, 0.468521720021, 0.121544964476, -0.080222355595, 0.777888403001, 0.103128360425
12, 11.0, 8, no_regularization, -0.037446956491, 0.455630976819, 0.082187029408, -0.0691993223913, 0.578203945496, 0.11967978242
12, 11.0, 9, no_regularization, 0.0368117851908, 0.464564104465, 0.0792394092376, -0.0563708448401, 0.707823101608, 0.0796397358492
12, 11.0, 10, no_regularization, -0.0339363561228, 0.486634919869, 0.0697367877586, 0.0375572108015, 0.66449149359, 0.05652022812
12, 11.0, 6, regularization, 0.0306767806059, 0.303985408536, 0.100915306276, -0.0118451415576, 0.686932796211, 0.0172435231262
12, 11.0, 7, regularization, 0.0241741096701, 0.278995838795, 0.0866468466857, 0.0471138774484, 0.733861055011, 0.0641999968887
12, 11.0, 8, regularization, -0.0493704903078, 0.376097188656, 0.131270564623, -0.108082653834, 0.700008445458, 0.154401928342
12, 11.0, 9, regularization, 0.0435467406778, 0.411538255009, 0.105814563161, -0.0634047304137, 0.676887956731, 0.0936709388654
12, 11.0, 10, regularization, -0.0318018350642, 0.405082888667, 0.0785069820373, -0.123378976295, 0.947811862021, 0.1301724332
18, 3.0, 6, no_regularization, -0.0347481513556, 0.0015134059196, 22.960232219, 0.00405247282855, 0.0734696547826, 0.0551584574685
18, 3.0, 7, no_regularization, -0.0344153383409, 0.00198195053143, 17.3643780686, 0.00202694662458, 0.0795326483481, 0.0254857177107
18, 3.0, 8, no_regularization, -0.0345491436773, 0.0025192179448, 13.7142337163, 0.00997209710522, 0.0565502218545, 0.176340547892
18, 3.0, 9, no_regularization, -0.0343749723724, 0.00157569615619, 21.8157366428, 0.00302657370054, 0.075017221696, 0.040345051871
18, 3.0, 10, no_regularization, -0.0349259015069, 0.00331033446964, 10.5505657592, 0.0117377492148, 0.0515284592943, 0.227791581109
18, 3.0, 6, regularization, -0.0347281645863, 0.00214752156759, 16.1712762798, 0.0170484066303, 0.0043610751542, 3.9092210126
18, 3.0, 7, regularization, -0.034411349038, 0.00243465619501, 14.1339664748, 0.0172271718803, 0.00425665894803, 4.04711114764
18, 3.0, 8, regularization, -0.0345301120243, 0.00256908429711, 13.4406302133, 0.0175934262979, 0.00489085176052, 3.59721111155
18, 3.0, 9, regularization, -0.0344055935505, 0.00224356181551, 15.3352554463, 0.0171849091469, 0.0048075333777, 3.574579269
18, 3.0, 10, regularization, -0.0349482709853, 0.0030275704006, 11.5433388364, 0.0176363006394, 0.00544319932329, 3.24006151381
18, 0.5, 6, no_regularization, -0.00635101652151, 0.000592818645347, 10.7132536592, 0.0028099839228, 0.00291268874704, 0.964738826163
18, 0.5, 7, no_regularization, -0.00616735128005, 0.000819883093107, 7.52223253766, 0.00266661015633, 0.00617327706652, 0.431960225921
18, 0.5, 8, no_regularization, -0.00631551058698, 0.000704618478537, 8.96302152065, 0.00291793341955, 0.00327062416699, 0.892164085681
18, 0.5, 9, no_regularization, -0.00604715023455, 0.000591923770872, 10.2160962815, 0.00280808794995, 0.0033055456858, 0.849508134774
18, 0.5, 10, no_regularization, -0.00615623908405, 0.000986745710636, 6.23893168999, 0.00329619718894, 0.0050752399367, 0.649466277468
18, 0.5, 6, regularization, -0.00633251348925, 0.00124832200911, 5.0728205087, 0.00283935542399, 0.00223895698504, 1.26815988112
18, 0.5, 7, regularization, -0.00617474879924, 0.00134245413358, 4.59959759129, 0.00275758233579, 0.00266067698585, 1.03642131324
18, 0.5, 8, regularization, -0.0062954371997, 0.00127834209167, 4.92468897074, 0.00307724845901, 0.0022022086291, 1.39734647224
18, 0.5, 9, regularization, -0.00603791734778, 0.00140933612271, 4.28422804927, 0.00274361791355, 0.00237477401587, 1.15531747241
18, 0.5, 10, regularization, -0.00615873164353, 0.00143115773997, 4.30332134016, 0.00306474311512, 0.00241720538286, 1.26788693127
22, 3.0, 6, no_regularization, -0.0347567750485, 0.00121460854674, 28.6156187044, 0.00274026830305, 0.0766156160074, 0.0357664461353
22, 3.0, 7, no_regularization, -0.0344274433519, 0.00150638632496, 22.8543254684, 0.00259533162263, 0.0773806089223, 0.0335398190681
22, 3.0, 8, no_regularization, -0.0345789874481, 0.00201864406781, 17.1298090632, 0.00887976050281, 0.0614257549181, 0.144560868884
22, 3.0, 9, no_regularization, -0.0344175869302, 0.0012466978361, 27.6069998147, 0.0040926625687, 0.072579780906, 0.0563884668377
22, 3.0, 10, no_regularization, -0.0349320510617, 0.00261695846909, 13.3483398664, 0.0113413548274, 0.0535855693523, 0.211649422868
22, 3.0, 6, regularization, -0.0347465234024, 0.00118778681544, 29.253164752, 0.0170424967271, 0.00385028587638, 4.42629385823
22, 3.0, 7, regularization, -0.0343922757231, 0.00131635495247, 26.1269011512, 0.0168287343679, 0.00367398981852, 4.58050653354
22, 3.0, 8, regularization, -0.0345779611135, 0.00175241733185, 19.7315790508, 0.0173252677844, 0.00462348343652, 3.74723258389
22, 3.0, 9, regularization, -0.0344103268098, 0.0011369385739, 30.2657747742, 0.0170334844555, 0.00372835725015, 4.56862991195
22, 3.0, 10, regularization, -0.034939178588, 0.00203466548388, 17.1719522766, 0.0174509040851, 0.00470748986064, 3.70705080662
22, 5.0, 6, no_regularization, -0.0324528062672, 0.186731783553, 0.173793693017, 0.00790205793594, 0.199901839164, 0.0395296910172
22, 5.0, 7, no_regularization, -0.0349129636133, 0.162291654271, 0.215124824317, 0.00634586658762, 0.164069746517, 0.0386778594002
22, 5.0, 8, no_regularization, -0.0474298400932, 0.208299702659, 0.227699989428, 0.0145997976115, 0.212969725344, 0.0685533945632
22, 5.0, 9, no_regularization, -0.0564806462721, 0.00197130881954, 28.6513435705, 0.0183632800402, 0.0710901951122, 0.258309602488
22, 5.0, 10, no_regularization, -0.0570111401473, 0.0553550378212, 1.02991782485, 0.0146409033638, 0.121298453851, 0.120701483812
22, 5.0, 6, regularization, -0.0302539770071, 0.147524276807, 0.205077955046, 0.00830652409168, 0.160232406073, 0.0518404753149
22, 5.0, 7, regularization, -0.0452647127214, 0.0716349288155, 0.631880473253, 0.0107808124512, 0.127100460139, 0.0848211913587
22, 5.0, 8, regularization, -0.042344810245, 0.145135913516, 0.291759697647, 0.0168254215694, 0.186288801592, 0.0903190177057
