lateralTopBlockRadius, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
8, 3.0, 7, regularization, -0.0344117961782, 0.00243645054363, 14.1237408935, 0.0172228240406, 0.00430817828538, 3.99770457482
8, 3.0, 8, regularization, -0.0345309563573, 0.00256568158864, 13.4587847963, 0.0175881417987, 0.00489760894327, 3.59116907913
8, 3.0, 9, regularization, -0.0344063104793, 0.00224462879727, 15.3282852475, 0.0171947401816, 0.00482681996499, 3.56233302803
8, 3.0, 10, regularization, -0.0349484767629, 0.00303928294198, 11.4989217622, 0.017429208069, 0.00550574868557, 3.1656381474
6, 3.0, 6, no_regularization, -0.0347490634681, 0.00151322992424, 22.9635053547, 0.00472295190028, 0.0712528278802, 0.0662844134161
6, 3.0, 7, no_regularization, -0.0344150165938, 0.00198367223228, 17.3491446993, 0.00241161415068, 0.0779652432619, 0.030931913373
6, 3.0, 8, no_regularization, -0.0345496721266, 0.00252033130193, 13.7083851239, 0.0105116022341, 0.054468010492, 0.192986711634
6, 3.0, 9, no_regularization, -0.0343751091661, 0.00158022122101, 21.7533524477, 0.00289717814403, 0.0753988898441, 0.0384246790639
6, 3.0, 10, no_regularization, -0.0349259973239, 0.00333167168111, 10.4830249397, 0.00833321595728, 0.0619992828835, 0.134408263607
6, 3.0, 6, regularization, -0.0347286384416, 0.00214402276376, 16.1978869948, 0.0168924186511, 0.00485465171817, 3.47963553963
6, 3.0, 7, regularization, -0.034411459808, 0.002439193767, 14.1077188183, 0.0172084513694, 0.00431623139663, 3.98691585044
