blackman_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 5.0, 11, no_regularization, -0.0478914120301, 0.0601104023738, 0.79672419646, 0.0223132567217, 0.0574711449655, 0.38825147359
0, 5.0, 12, no_regularization, -0.0478641258684, 0.0506454470704, 0.945082502713, 0.0228602053378, 0.0590070789621, 0.38741462448
0, 5.0, 13, no_regularization, -0.0480757660574, 0.0532373669208, 0.903045526817, 0.022455783289, 0.0569711297674, 0.394160750904
0, 5.0, 14, no_regularization, -0.0478532022719, 0.0641716464071, 0.745706319709, 0.0237073367861, 0.0436688971599, 0.542888378868
0, 5.0, 15, no_regularization, -0.0478889930392, 0.0568899948282, 0.841782341233, 0.0234780568783, 0.0679739570531, 0.345397824346
0, 5.0, 11, regularization, -0.0478983906684, 0.0114226977887, 4.19326428437, 0.023446240553, 0.00576980017095, 4.06361396554
0, 5.0, 12, regularization, -0.047869452956, 0.0098940763045, 4.83819322621, 0.0232880671885, 0.00614739526168, 3.78828206048
0, 5.0, 13, regularization, -0.0479024283855, 0.0106284329298, 4.50700763714, 0.0232159598771, 0.00578043730792, 4.01629818652
0, 5.0, 14, regularization, -0.0478579391497, 0.019697301659, 2.42966980849, 0.0232689025165, 0.0047674970603, 4.88073767476
0, 5.0, 15, regularization, -0.0478880499333, 0.0109149297976, 4.38738964165, 0.0233289845763, 0.00633142296652, 3.68463530232
0, 9.0, 11, no_regularization, 0.0202896654491, 0.506660669915, 0.0400458663044, -0.0956975748378, 0.863340572248, 0.110845682358
0, 9.0, 12, no_regularization, -0.0711506286886, 0.284647778342, 0.249960245968, 0.0157062964975, 0.272642564791, 0.0576076465153
0, 9.0, 13, no_regularization, -0.0482078969894, 0.447304712413, 0.107774176421, 0.0075454595234, 0.367779085347, 0.0205162822575
0, 9.0, 14, no_regularization, -0.0114240044978, 0.606341004591, 0.0188408905406, -0.057658916073, 0.663484171915, 0.0869032277085
0, 9.0, 15, no_regularization, -0.0208783718964, 0.60416997527, 0.0345571159624, -0.0665233672123, 0.65071769117, 0.102230764762
0, 9.0, 11, regularization, 0.0233259195509, 0.421742857875, 0.0553083925793, -0.0976266782447, 0.82062597438, 0.118966107938
0, 9.0, 12, regularization, -0.068452185527, 0.19366096558, 0.353464030927, 0.0320199495186, 0.171500766761, 0.186704410268
0, 9.0, 13, regularization, -0.0477807058079, 0.385578010608, 0.123919685494, 0.0070822601136, 0.302063844278, 0.0234462357801
0, 9.0, 14, regularization, -0.0134192308492, 0.499292031707, 0.0268765171423, -0.0495727948994, 0.61012677873, 0.0812499903751
0, 9.0, 15, regularization, -0.0182573761109, 0.562884426001, 0.0324353904061, -0.072170436574, 0.603221371631, 0.119641710271
0, 7.0, 26, no_regularization, -0.0433712673601, 0.25934768103, 0.167232138679, 0.017041893747, 0.2209035235, 0.0771463192483
0, 7.0, 27, no_regularization, -0.0672411692946, 0.105807856416, 0.635502613628, 0.0320647704944, 0.124573439073, 0.257396526362
0, 7.0, 28, no_regularization, -0.0496711166441, 0.268848133593, 0.184755296532, -0.100114423955, 0.338126628326, 0.296085595064
0, 7.0, 29, no_regularization, -0.0499373198045, 0.277442402779, 0.179991664231, 0.0251958627398, 0.249871927705, 0.100835107694
0, 7.0, 30, no_regularization, -0.0670555184554, 0.100171330673, 0.669408282838, 0.0283125688186, 0.107988639189, 0.262180994512
0, 7.0, 26, regularization, -0.0489112349503, 0.164671303201, 0.297023427881, 0.0192254509196, 0.135988638335, 0.141375420439
0, 7.0, 27, regularization, -0.0669968715303, 0.0322874466076, 2.07501300256, 0.0354841250787, 0.0650054186043, 0.545864111647
0, 7.0, 28, regularization, -0.0493139297608, 0.185318257389, 0.266104001061, -0.0932623593299, 0.304610106901, 0.306169615575
0, 7.0, 29, regularization, -0.0465677688105, 0.161567108013, 0.288225551495, 0.0258358531505, 0.102473923464, 0.252121244871
0, 7.0, 30, regularization, -0.0670594525862, 0.0216745140257, 3.09393107991, 0.0317342196302, 0.00757248988616, 4.1907245975
0, 9.0, 21, no_regularization, -0.0601190115791, 0.339044029457, 0.17731918676, 0.0251349612748, 0.274653428679, 0.0915151920575
0, 9.0, 22, no_regularization, -0.0175288584468, 0.577050988249, 0.0303766197507, 0.00853365043376, 0.441843587366, 0.0193137360771
0, 9.0, 23, no_regularization, -0.000290334729576, 0.563631029983, 0.000515114878584, -0.111573364769, 0.795391109629, 0.14027484519
0, 9.0, 24, no_regularization, 0.0316681240518, 0.596855160128, 0.0530583065495, -0.0109255502283, 0.658279051686, 0.016597140985
0, 9.0, 25, no_regularization, -0.00101650278842, 0.377457831028, 0.00269302344489, 0.0305029883656, 0.299498668747, 0.101846824539
0, 9.0, 21, regularization, -0.0601304828724, 0.243594957689, 0.246846172199, 0.0362509101588, 0.16513849553, 0.219518229486
0, 9.0, 22, regularization, -0.0131122409919, 0.55158618998, 0.0237718804969, 0.0230244613625, 0.3789925567, 0.0607517508075
0, 9.0, 23, regularization, -0.00244631744514, 0.517555297624, 0.00472667839817, -0.110599598746, 0.765022525892, 0.144570381921
0, 9.0, 24, regularization, 0.0317598292226, 0.547142551349, 0.0580467177051, -0.0068981774506, 0.596558587669, 0.0115632858083
0, 9.0, 25, regularization, -0.00185254578645, 0.28148511953, 0.00658132760108, 0.0329248265929, 0.234563269586, 0.140366506022
0, 0.5, 16, no_regularization, -0.00477924627176, 0.00152553311904, 3.13283678479, 0.00206802839538, 0.00482466053726, 0.428637078071
0, 0.5, 17, no_regularization, -0.0047997138277, 0.0014264736169, 3.364740694, 0.00214266324135, 0.00504759888943, 0.424491582687
0, 0.5, 18, no_regularization, -0.00462705728916, 0.00510818924165, 0.905811642887, 0.00221481858809, 0.00467197144848, 0.4740650949
0, 0.5, 19, no_regularization, -0.00477867416319, 0.00147321635082, 3.24370155173, 0.00223149397856, 0.00523208813374, 0.426501603475
0, 0.5, 20, no_regularization, -0.00478556472475, 0.00154636663585, 3.0947154535, 0.00224004139627, 0.00484059837769, 0.462761258317
0, 0.5, 16, regularization, -0.00478332157699, 0.00153071720742, 3.12488913942, 0.00135791525669, 0.00162647763257, 0.834880990366
0, 0.5, 17, regularization, -0.00479184251873, 0.00150022883268, 3.19407440674, 0.0014783263534, 0.00157977570271, 0.935782434729
0, 0.5, 18, regularization, -0.00479450687856, 0.0014693339499, 3.26304777678, 0.00162578905161, 0.00174891497359, 0.929598680412
0, 0.5, 19, regularization, -0.00477511675938, 0.00151284194868, 3.15638838779, 0.00170861968386, 0.00227209185757, 0.752002907878
0, 0.5, 20, regularization, -0.00478562591543, 0.00159847586003, 2.99386811843, 0.00142239053788, 0.00156596623773, 0.9083149455
0, 3.0, 26, no_regularization, -0.0287204705461, 0.0113622721075, 2.5277048705, 0.014977078832, 0.00968757452533, 1.54600914738
0, 3.0, 27, no_regularization, -0.0287488303465, 0.00586216799207, 4.90412939127, 0.014621499964, 0.0103058145985, 1.41876217781
0, 3.0, 28, no_regularization, -0.0287585921693, 0.0066310117213, 4.33698406488, 0.0150137798864, 0.0159541530461, 0.941057782448
0, 3.0, 29, no_regularization, -0.0287561877016, 0.0112970837133, 2.54545229825, 0.0146362946733, 0.019087488466, 0.766800446238
0, 3.0, 30, no_regularization, -0.0287376180727, 0.0173491960744, 1.65642361464, 0.0148054309555, 0.0124437646111, 1.18978712779
0, 3.0, 26, regularization, -0.0287278697448, 0.00579470908605, 4.95760344794, 0.0144825062358, 0.00642180514421, 2.25520798445
0, 3.0, 27, regularization, -0.0287460250186, 0.00565239536383, 5.08563594164, 0.0143793209306, 0.00603066677877, 2.38436668084
0, 3.0, 28, regularization, -0.0287606118907, 0.00573986332587, 5.01067887123, 0.0148287542109, 0.00648748511879, 2.28574770336
0, 3.0, 29, regularization, -0.0287546360148, 0.00571674009362, 5.02990087775, 0.0145767124969, 0.00596496633004, 2.44372083434
0, 3.0, 30, regularization, -0.0287416146761, 0.00578397782074, 4.96917788533, 0.0145357589845, 0.00595650906123, 2.44031509649
0, 3.0, 6, no_regularization, -0.0287231121276, 0.0137959379866, 2.08199777032, 0.0146100547571, 0.0211782738749, 0.689860507209
0, 3.0, 7, no_regularization, -0.0287313168734, 0.00887479433302, 3.23740650152, 0.0152417531037, 0.0106994444816, 1.42453686544
0, 3.0, 8, no_regularization, -0.0287196380063, 0.0108784839062, 2.64004049222, 0.0145581795945, 0.0166637832824, 0.873641918393
0, 3.0, 9, no_regularization, -0.0287376664901, 0.0200344227715, 1.43441449838, 0.0147814954197, 0.0200964599302, 0.735527325264
0, 3.0, 10, no_regularization, -0.0287276633714, 0.0216193273022, 1.32879543243, 0.0152533392143, 0.0171934156091, 0.887161664738
0, 3.0, 6, regularization, -0.0287164317212, 0.00567146856403, 5.06331497688, 0.0144650973043, 0.00614044697831, 2.35570754953
0, 3.0, 7, regularization, -0.0287224960156, 0.00576536729286, 4.98190220269, 0.0146714497404, 0.00673705595253, 2.17772419345
0, 3.0, 8, regularization, -0.028723888825, 0.0057473062489, 4.99780028783, 0.0144242385815, 0.0063746810315, 2.26273887433
0, 3.0, 9, regularization, -0.0287451644394, 0.00591801616351, 4.85722979546, 0.0142647146887, 0.00604560554841, 2.35951792992
0, 3.0, 10, regularization, -0.0287285777256, 0.00586388173736, 4.89924234702, 0.0147799002356, 0.00659841987925, 2.23991508664
0, 11.0, 6, no_regularization, 0.00855295159067, 0.627327923649, 0.013633940509, -0.0412489188531, 0.628438520718, 0.0656371585975
0, 11.0, 7, no_regularization, 0.0283342758121, 0.365526390509, 0.0775163614662, -0.000996337387773, 0.533405162844, 0.00186788103523
0, 11.0, 8, no_regularization, -0.0283503274712, 0.500094508627, 0.0566899395658, -0.0573876932071, 0.765952598044, 0.0749232959762
0, 11.0, 9, no_regularization, 0.0144323148472, 0.587894007296, 0.024549178369, -0.104739133559, 0.789379083722, 0.132685468514
0, 11.0, 10, no_regularization, 0.0200594349547, 0.556487689, 0.0360465026473, -0.0687134519071, 0.690929275879, 0.0994507749286
0, 11.0, 6, regularization, 0.0073709395571, 0.564139381822, 0.013065812802, -0.0403104210951, 0.561681842611, 0.0717673566013
0, 11.0, 7, regularization, 0.0279535924848, 0.252253317615, 0.110815559332, -0.00509519961652, 0.4326237663, 0.011777438073
0, 11.0, 8, regularization, -0.0319396722873, 0.391193238878, 0.0816467901617, -0.0566451627181, 0.703492883255, 0.0805198802524
0, 11.0, 9, regularization, 0.0128383182184, 0.499013202707, 0.0257274119177, -0.0962744270913, 0.73267205343, 0.131401800629
0, 11.0, 10, regularization, 0.0243576515011, 0.493935083916, 0.0493134670816, -0.0701107074492, 0.661578549685, 0.105974880054
0, 7.0, 1, no_regularization, -0.0710092300206, 0.30417694062, 0.233447117575, 0.0498651164376, 0.292715156317, 0.17035372225
0, 7.0, 2, no_regularization, -0.0697051014829, 0.323224431086, 0.215655423227, 0.0186396458534, 0.228025814709, 0.0817435774858
0, 7.0, 3, no_regularization, -0.0671182801481, 0.0894944524001, 0.749971404351, 0.0329143818298, 0.0900204179789, 0.365632403945
0, 7.0, 4, no_regularization, -0.0729082125959, 0.149235946906, 0.488543237119, 0.0277528479393, 0.138646355909, 0.2001700496
0, 7.0, 5, no_regularization, -0.0538953148742, 0.179633155043, 0.300029885137, 0.0270481143538, 0.165799320109, 0.163137667488
0, 7.0, 1, regularization, -0.0713835836594, 0.201521424579, 0.354223298135, 0.0417958376004, 0.21469778804, 0.194672884067
0, 7.0, 2, regularization, -0.0724200800837, 0.246153418275, 0.294207086748, 0.0275969792575, 0.121610970701, 0.226928369196
0, 7.0, 3, regularization, -0.0670984927758, 0.0212958233113, 3.1507818127, 0.032027855835, 0.00985394242906, 3.25025806327
0, 7.0, 4, regularization, -0.0698093390494, 0.0778601776775, 0.89659876373, 0.0316572364384, 0.129515733403, 0.244427727864
0, 7.0, 5, regularization, -0.0559114354402, 0.0702449094378, 0.795949996772, 0.0288943528044, 0.0441101808059, 0.655049520915
0, 1.0, 1, no_regularization, -0.00957983312627, 0.00232642742377, 4.1178302097, 0.00462041044452, 0.00588932919851, 0.784539340354
0, 1.0, 2, no_regularization, -0.00958293527992, 0.00235956495048, 4.06131447154, 0.00476940153995, 0.00558095888916, 0.854584603591
0, 1.0, 3, no_regularization, -0.00957976099662, 0.00229654558097, 4.17137855917, 0.00474165035554, 0.00585801396219, 0.809429678069
0, 1.0, 4, no_regularization, -0.00959309259734, 0.00247522414188, 3.87564602132, 0.00451124622158, 0.00598703048733, 0.753503131666
0, 1.0, 5, no_regularization, -0.00959815941185, 0.002449976433, 3.9176537711, 0.00456342189642, 0.00582545718188, 0.783358585248
0, 1.0, 1, regularization, -0.00958297935106, 0.0022951931178, 4.17523879656, 0.00504523438033, 0.00427876061101, 1.1791345296
0, 1.0, 2, regularization, -0.00958828021257, 0.00228205438616, 4.20160022071, 0.00514287611304, 0.0041788861978, 1.23068106419
0, 1.0, 3, regularization, -0.00957574001525, 0.00223843084078, 4.27788066568, 0.00512489675757, 0.00441518585491, 1.16074315464
0, 1.0, 4, regularization, -0.00958117015804, 0.00228029411925, 4.20172559196, 0.00498294967004, 0.00410689442335, 1.21331331083
0, 1.0, 5, regularization, -0.00960040733661, 0.00234154827139, 4.10002537805, 0.00502666817941, 0.00396352199166, 1.26823269557
0, 1.0, 11, no_regularization, -0.00958228956422, 0.00753521638818, 1.27166747052, 0.00460681204669, 0.00540789410408, 0.851868020717
0, 1.0, 12, no_regularization, -0.00957674364766, 0.00238936472997, 4.00807106907, 0.00474983095634, 0.00618042481262, 0.768528232338
0, 1.0, 13, no_regularization, -0.00959317514989, 0.00240131709502, 3.99496391784, 0.0045547418004, 0.00594688895872, 0.765903286914
0, 1.0, 14, no_regularization, -0.00956275405864, 0.00235379753072, 4.06269185596, 0.00450719978574, 0.0058869999123, 0.765619135872
0, 1.0, 15, no_regularization, -0.00957741586723, 0.00232627032268, 4.11706918748, 0.00457520265249, 0.00588443673485, 0.777509022299
0, 1.0, 11, regularization, -0.0095866587997, 0.00237651021972, 4.0339228168, 0.00493327558759, 0.00432049050717, 1.14183229414
0, 1.0, 12, regularization, -0.00958279110104, 0.00228876268442, 4.18688716233, 0.00509951878459, 0.00419146228917, 1.21664431952
0, 1.0, 13, regularization, -0.00960134922521, 0.00234939895601, 4.08672575625, 0.0050011799662, 0.0043495725332, 1.1498095337
0, 1.0, 14, regularization, -0.00957330053144, 0.00228067233076, 4.19757823266, 0.00493568768018, 0.00419557379258, 1.17640349668
0, 1.0, 15, regularization, -0.00958848757822, 0.00228630940151, 4.19387138586, 0.00507364110764, 0.00421677412193, 1.20320438348
0, 7.0, 16, no_regularization, -0.0672185428192, 0.0981641918171, 0.684756239265, 0.0283181572814, 0.106214480745, 0.266612961649
0, 7.0, 17, no_regularization, -0.0671335025459, 0.1775193271, 0.378175738061, 0.026872752612, 0.163954816671, 0.16390340435
0, 7.0, 18, no_regularization, -0.0671126541361, 0.115985733276, 0.578628528184, 0.0259901111616, 0.134509359783, 0.193221581037
0, 7.0, 19, no_regularization, -0.0672085988257, 0.144557568157, 0.464926186036, 0.0225358061913, 0.131017073634, 0.172006636739
0, 7.0, 20, no_regularization, -0.0673214069115, 0.0926385538892, 0.726710468646, 0.0281317217907, 0.103166831451, 0.272681843526
0, 7.0, 16, regularization, -0.067038737868, 0.0231600411936, 2.89458629662, 0.031959371843, 0.00823986725746, 3.87862702691
0, 7.0, 17, regularization, -0.06700539212, 0.0703833692284, 0.952006032881, 0.0284772574086, 0.0459880475229, 0.619231712204
0, 7.0, 18, regularization, -0.0671639272628, 0.0371538059029, 1.80772670876, 0.0266240912457, 0.0521972475161, 0.510066957793
0, 7.0, 19, regularization, -0.0670692823264, 0.0430656178715, 1.5573742034, 0.0251521405867, 0.0543400633705, 0.462865499718
0, 7.0, 20, regularization, -0.0674487489417, 0.0218758241478, 3.08325521754, 0.0322260081968, 0.00821424790635, 3.92318427253
0, 9.0, 6, no_regularization, -0.060186335745, 0.296530091824, 0.202968728653, 0.0214929521332, 0.296599460067, 0.0724645693162
0, 9.0, 7, no_regularization, 0.00367361445736, 0.640154147793, 0.00573864040408, -0.0726084240736, 0.625457237989, 0.116088550365
0, 9.0, 8, no_regularization, -0.0250488889427, 0.508755709006, 0.0492355928381, 0.03296599639, 0.594242380331, 0.0554756737001
0, 9.0, 9, no_regularization, -0.0383557516834, 0.262519670846, 0.146106200574, 0.0276788852326, 0.268036323449, 0.103265426403
0, 9.0, 10, no_regularization, 0.0105238050183, 0.518316450567, 0.020303822128, -0.0444105607442, 0.831163550775, 0.0534317953461
0, 9.0, 6, regularization, -0.0663996167796, 0.184336287949, 0.360209145569, 0.0292143795867, 0.206975527229, 0.141148956004
0, 9.0, 7, regularization, -0.00374818457472, 0.586489122698, 0.00639088506447, -0.0712227853986, 0.609705874648, 0.116814989588
0, 9.0, 8, regularization, -0.0281672149671, 0.424648786905, 0.0663306144646, 0.0322565235083, 0.543024123926, 0.0594016399771
0, 9.0, 9, regularization, -0.0370032348518, 0.193482211857, 0.191248769056, 0.0251841628732, 0.18398386778, 0.136882451582
0, 9.0, 10, regularization, 0.0143049657428, 0.436794881074, 0.0327498474973, -0.0493800689837, 0.778422312042, 0.0634360914632
0, 11.0, 21, no_regularization, 0.00449684413869, 0.500623558482, 0.00898248606662, 0.015127141945, 0.41041111303, 0.0368585095889
0, 11.0, 22, no_regularization, -0.0201848915336, 0.513047755843, 0.0393431046208, -0.0799305239125, 0.761469921452, 0.104968721233
0, 11.0, 23, no_regularization, -0.017033121414, 0.471151477244, 0.0361521129333, -0.032067758002, 0.65339094219, 0.0490789754363
0, 11.0, 24, no_regularization, -0.00273236422004, 0.621360896784, 0.00439738682331, -0.0270023659359, 0.664490730492, 0.0406361815099
0, 11.0, 25, no_regularization, -0.021707955616, 0.587197995345, 0.0369687154726, -0.0212996005196, 0.722827341633, 0.0294670653597
0, 11.0, 21, regularization, 0.00101444560359, 0.440658355341, 0.00230211362452, 0.0176276266401, 0.378582118498, 0.0465622272652
0, 11.0, 22, regularization, -0.0136519947165, 0.387725615924, 0.0352104533613, -0.0792906813356, 0.763791292746, 0.103811973361
0, 11.0, 23, regularization, -0.0143525856538, 0.338083318285, 0.0424528063868, -0.032621152209, 0.597822808974, 0.0545665901657
0, 11.0, 24, regularization, -0.00546888791451, 0.5550818567, 0.00985239897233, -0.00683757176141, 0.573756516729, 0.0119172010462
0, 11.0, 25, regularization, -0.0218419432429, 0.513822024302, 0.0425087719284, -0.0187331730609, 0.684901785658, 0.0273516195361
0, 1.0, 6, no_regularization, -0.00958564464441, 0.00235266917252, 4.07436997789, 0.00456397162405, 0.00570221961317, 0.800385101532
0, 1.0, 7, no_regularization, -0.00957557730434, 0.00235732021705, 4.06206048508, 0.0046428742167, 0.00605571249959, 0.76669330273
0, 1.0, 8, no_regularization, -0.00957871395348, 0.00248888609817, 3.84859474305, 0.00440065152921, 0.00602094215269, 0.730890850237
0, 1.0, 9, no_regularization, -0.00958792539854, 0.00246977396804, 3.8821064286, 0.00455016809995, 0.00599963334725, 0.75840769537
0, 1.0, 10, no_regularization, -0.00956634970361, 0.00239969315174, 3.98648872947, 0.00458486021767, 0.00612292304323, 0.748802522145
0, 1.0, 6, regularization, -0.00958912715793, 0.00229529349464, 4.17773464714, 0.00502722582862, 0.00411522422325, 1.22161650396
0, 1.0, 7, regularization, -0.00958501159997, 0.00230787881046, 4.15316937636, 0.0049333862696, 0.00434964685538, 1.13420386381
0, 1.0, 8, regularization, -0.00957286117812, 0.00239373162644, 3.99913719332, 0.00475202821847, 0.00429281601891, 1.1069722526
0, 1.0, 9, regularization, -0.00959595454994, 0.00238011013364, 4.03172710974, 0.00492234024393, 0.00435058233961, 1.13142100521
0, 1.0, 10, regularization, -0.00957744457274, 0.00233227825468, 4.1064759548, 0.00505187975549, 0.00454251678384, 1.11213232573
0, 3.0, 1, no_regularization, -0.0287385593474, 0.0285573238876, 1.00634637407, 0.0149780946653, 0.0279046850241, 0.536759137485
0, 3.0, 2, no_regularization, -0.0287344562037, 0.00612345986573, 4.69251972475, 0.0144285922321, 0.0166894474698, 0.864533847404
0, 3.0, 3, no_regularization, -0.0287330803571, 0.00905931962682, 3.17165985313, 0.0147398282524, 0.0162671364886, 0.906110811986
0, 3.0, 4, no_regularization, -0.028730896597, 0.0060316116523, 4.76338634733, 0.0148986270532, 0.0168765227297, 0.882801942784
0, 3.0, 5, no_regularization, -0.0287406310394, 0.00602178974011, 4.77277226203, 0.0147051453859, 0.0174896334825, 0.840792084102
0, 3.0, 1, regularization, -0.0287248246891, 0.00571242437663, 5.02848226869, 0.0148006199706, 0.00650953551283, 2.27368295963
0, 3.0, 2, regularization, -0.0287349179274, 0.00582124328098, 4.93621663628, 0.0145133375555, 0.0060890134077, 2.38352859219
0, 3.0, 3, regularization, -0.0287291794326, 0.00576331359109, 4.98483710431, 0.0147023622937, 0.00639761238339, 2.29810144983
0, 3.0, 4, regularization, -0.0287362553291, 0.00573515850699, 5.01054248004, 0.0146615523824, 0.00632786774092, 2.31698148297
0, 3.0, 5, regularization, -0.0287293036109, 0.00575873399078, 4.98882283101, 0.0146186324368, 0.00638308095065, 2.29021573591
0, 9.0, 16, no_regularization, -0.0701466854928, 0.273575586631, 0.256406963635, 0.0211672125859, 0.283809988758, 0.0745823382699
0, 9.0, 17, no_regularization, -0.00884666867135, 0.58401623484, 0.0151479841545, -0.0493766499971, 0.720593995149, 0.0685221502392
0, 9.0, 18, no_regularization, -0.0732561858604, 0.194426668366, 0.376780543925, 0.0296225897281, 0.187515805674, 0.157973828508
0, 9.0, 19, no_regularization, -0.0392440331538, 0.55484281302, 0.0707300017822, -0.0366188151916, 0.704068002178, 0.0520103386013
0, 9.0, 20, no_regularization, -0.0493293911392, 0.321403600492, 0.153481140422, 0.0281334172326, 0.204538462407, 0.137545852753
0, 9.0, 16, regularization, -0.0757542499091, 0.149552005635, 0.506541183367, 0.0303376440258, 0.156409139469, 0.193963371506
0, 9.0, 17, regularization, -0.0107554241276, 0.549807095062, 0.0195621777606, -0.045561262105, 0.669036354169, 0.0680998301827
0, 9.0, 18, regularization, -0.0742148149868, 0.0919423527406, 0.807188556466, 0.0393463303681, 0.106481639171, 0.369512816242
