cosine_window_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 11.0, 17, no_regularization, 0.0105427176498, 0.528204853028, 0.0199595243955, -0.0187278397143, 0.704151417517, 0.026596324666
0, 11.0, 18, no_regularization, -0.0092648764717, 0.51688222214, 0.0179245407848, 0.00318780284387, 0.557295178257, 0.00572013354546
0, 11.0, 19, no_regularization, -0.000315662450478, 0.544478184177, 0.000579752246557, -0.126212543526, 0.938166588046, 0.134531057847
0, 11.0, 20, no_regularization, 0.0109245891694, 0.587020677013, 0.018610228902, -0.0978828762344, 0.779212220836, 0.125617737526
0, 11.0, 16, regularization, -0.0318409325099, 0.37499249999, 0.0849108515792, -0.140368800311, 0.6451420297, 0.217578136052
0, 11.0, 17, regularization, 0.0115856639445, 0.434828159671, 0.0266442356293, -0.0156012401703, 0.662415034501, 0.0235520623139
0, 11.0, 18, regularization, -0.00738194655635, 0.427087767463, 0.017284378338, 0.00308028358393, 0.528558938731, 0.00582770124242
0, 11.0, 19, regularization, -0.000125136389222, 0.467310255732, 0.000267780104732, -0.122603533812, 0.880921317458, 0.13917648646
0, 11.0, 20, regularization, 0.0141663079111, 0.55902542728, 0.0253410797073, -0.0875071169981, 0.766792316072, 0.11412101447
0, 11.0, 11, no_regularization, 0.0160262280871, 0.522622914577, 0.0306649931339, -0.0757404313813, 0.788814196864, 0.0960180885212
0, 11.0, 12, no_regularization, -0.0381471696286, 0.55141732359, 0.0691802161388, -0.128700362291, 0.862796908766, 0.149166461984
0, 11.0, 13, no_regularization, 0.00977897319077, 0.504086082552, 0.0193994111904, -0.13699712052, 0.787831809999, 0.173891329064
0, 11.0, 14, no_regularization, 0.00689152733849, 0.569713043032, 0.0120964886144, -0.228889770305, 0.762076667044, 0.300350056895
0, 11.0, 15, no_regularization, -0.0350530870236, 0.523825957297, 0.0669174303703, -0.119802183229, 0.819832730577, 0.146130032091
0, 11.0, 11, regularization, 0.0170032943205, 0.445636177454, 0.0381551031553, -0.0873537792908, 0.77304157023, 0.113000105887
0, 11.0, 12, regularization, -0.0375747630652, 0.487752578185, 0.0770365237332, -0.134582480213, 0.797457621068, 0.168764429178
0, 11.0, 13, regularization, 0.0066214939522, 0.452038701394, 0.0146480686981, -0.130055462794, 0.73943854371, 0.17588407299
0, 11.0, 14, regularization, 0.0106037590614, 0.522170739381, 0.0203070724988, -0.222879360408, 0.73934203374, 0.30145636287
0, 11.0, 15, regularization, -0.0320551484219, 0.438886994023, 0.0730373623699, -0.120334278922, 0.769156639568, 0.156449639425
0, 5.0, 26, no_regularization, -0.0478806690715, 0.0437211310992, 1.09513793142, 0.0237362250591, 0.0629123970761, 0.37729010755
0, 5.0, 27, no_regularization, -0.0478993805176, 0.0495194168412, 0.967284826298, 0.0237664934736, 0.0445093453373, 0.53396636804
0, 5.0, 28, no_regularization, -0.0479083195231, 0.0563329779123, 0.850448907524, 0.0240694480002, 0.0462291467465, 0.520655250943
0, 5.0, 29, no_regularization, -0.0479119376973, 0.044972829584, 1.06535297291, 0.0236157115301, 0.0660104616441, 0.35775710307
0, 5.0, 30, no_regularization, -0.0478784683408, 0.0356841630969, 1.34172877225, 0.0229349443452, 0.0509367538336, 0.450263171858
0, 5.0, 26, regularization, -0.0478914281847, 0.0103410090365, 4.63121422827, 0.0233481777753, 0.00640107943086, 3.64753757979
0, 5.0, 27, regularization, -0.0479000326936, 0.00918601948314, 5.21444928149, 0.0234682518996, 0.00496822026261, 4.72367380251
0, 5.0, 28, regularization, -0.0479092347246, 0.00940139342873, 5.0959716863, 0.0239072039196, 0.00646398727172, 3.69852274063
0, 5.0, 29, regularization, -0.0479053068727, 0.0114250333903, 4.19301241724, 0.0233867241988, 0.00517840245528, 4.51620444738
0, 5.0, 30, regularization, -0.0478785171988, 0.00945744844506, 5.06251950269, 0.0234847179565, 0.00474705042434, 4.94722319277
0, 0.5, 6, no_regularization, -0.00479176983557, 0.00155518841905, 3.08115066758, 0.00217933922778, 0.00491105313684, 0.443762094821
0, 0.5, 7, no_regularization, -0.00477778173534, 0.00149688381151, 3.19181869602, 0.00238761672849, 0.00499360482016, 0.478134897429
0, 0.5, 8, no_regularization, -0.00478698164127, 0.0014665771606, 3.26405031381, 0.00221084113876, 0.00493619410421, 0.44788375256
0, 0.5, 9, no_regularization, -0.00479328138325, 0.001429505543, 3.35310444, 0.00231277229095, 0.00467779279277, 0.494415292299
0, 0.5, 10, no_regularization, -0.00478722413204, 0.00152665069603, 3.13576913468, 0.00233682067659, 0.00486426251678, 0.480405954352
0, 0.5, 6, regularization, -0.00479071441446, 0.00158407964372, 3.02428885659, 0.00157477298354, 0.00148116795713, 1.06319676709
0, 0.5, 7, regularization, -0.00478016772412, 0.00156112011614, 3.06201148439, 0.00172672353302, 0.00191517063528, 0.901602970104
0, 0.5, 8, regularization, -0.00478883842619, 0.0015248608107, 3.14050855829, 0.00170197327914, 0.00158543744436, 1.07350389963
0, 0.5, 9, regularization, -0.00478838938051, 0.00150311869616, 3.18563623269, 0.0017572530293, 0.00168707046179, 1.04160025861
0, 0.5, 10, regularization, -0.00478039500869, 0.00158386314716, 3.01818690412, 0.00174087906943, 0.00166294703961, 1.04686380743
0, 1.0, 26, no_regularization, -0.00958541724157, 0.00247955349105, 3.86578360828, 0.00450022492033, 0.00576086580062, 0.781171628723
0, 1.0, 27, no_regularization, -0.00959574347916, 0.00233384539765, 4.11155918417, 0.0043482044634, 0.0057249521568, 0.759518043873
0, 1.0, 28, no_regularization, -0.00959379658914, 0.00235570385766, 4.07258177124, 0.00453951297523, 0.00540998446509, 0.839099077737
0, 1.0, 29, no_regularization, -0.00956553662244, 0.00234323387471, 4.08219457976, 0.00450049452237, 0.00595559058217, 0.755675606018
0, 1.0, 30, no_regularization, -0.00956422622898, 0.00237748413468, 4.02283493271, 0.00462951358356, 0.0055323470918, 0.836808231071
0, 1.0, 26, regularization, -0.00958844237878, 0.00239437347471, 4.00457258654, 0.00488916152037, 0.00361824051, 1.35125387791
0, 1.0, 27, regularization, -0.00959710078287, 0.0022928088557, 4.18573958269, 0.0047497330925, 0.00362510610523, 1.31023284688
0, 1.0, 28, regularization, -0.00960815910746, 0.00231328747778, 4.15346523065, 0.0049012480901, 0.00345085441281, 1.42029987469
0, 1.0, 29, regularization, -0.00957184511462, 0.00224904021956, 4.25596884901, 0.00492852503179, 0.00386270435157, 1.27592603089
0, 1.0, 30, regularization, -0.00956560375956, 0.00231998809586, 4.12312622493, 0.00492696887103, 0.00333942465205, 1.47539453181
0, 1.0, 1, no_regularization, -0.00957845710522, 0.00231873938175, 4.13088990535, 0.00448476161473, 0.00569202783031, 0.787902264084
0, 1.0, 2, no_regularization, -0.00958244474535, 0.00235486149873, 4.06921797758, 0.00466177122227, 0.00540663829625, 0.862231014326
0, 1.0, 3, no_regularization, -0.00957730215202, 0.00230897708561, 4.14785500111, 0.00461078908782, 0.00568855092223, 0.810538421974
0, 1.0, 4, no_regularization, -0.00959449262107, 0.00246970610045, 3.88487221995, 0.00441365766954, 0.00584023821891, 0.755732472563
0, 1.0, 5, no_regularization, -0.00959661612981, 0.00244965700913, 3.91753461568, 0.00444117370408, 0.00559345472983, 0.793994752545
0, 1.0, 1, regularization, -0.00958386272655, 0.00230052276542, 4.16594996173, 0.00491387402198, 0.00353135888642, 1.39149663912
0, 1.0, 2, regularization, -0.00958776078313, 0.00228558204559, 4.19488803808, 0.0050205768142, 0.00343412099866, 1.46196852591
0, 1.0, 3, regularization, -0.00957474410547, 0.00224127219564, 4.27201306655, 0.00499379012135, 0.00363730343703, 1.3729374543
0, 1.0, 4, regularization, -0.00958122660737, 0.00228232711416, 4.19800761596, 0.00484888858706, 0.00339894129084, 1.42658792022
0, 1.0, 5, regularization, -0.00959927484716, 0.00234174913811, 4.09919008443, 0.00488387375506, 0.00321025462243, 1.52133532366
0, 7.0, 21, no_regularization, -0.0668143136407, 0.0802458357702, 0.83262032228, 0.0294363250554, 0.109999654859, 0.267603794694
0, 7.0, 22, no_regularization, -0.0691009310845, 0.117985140803, 0.585674862226, 0.0282574610639, 0.150578144481, 0.187659777329
0, 7.0, 23, no_regularization, -0.0670972272768, 0.0877993433198, 0.764211037803, 0.0302740533367, 0.0856074276741, 0.353638161538
0, 7.0, 24, no_regularization, -0.0234170993207, 0.314624039532, 0.0744288305356, -0.00066039850754, 0.253921932691, 0.00260079348223
0, 7.0, 25, no_regularization, -0.0454994012409, 0.221492189163, 0.2054221479, 0.0255639331184, 0.189475522311, 0.13491944926
0, 7.0, 21, regularization, -0.0668677080776, 0.0202751034645, 3.29802055978, 0.0314315312503, 0.00889179046333, 3.53489338057
0, 7.0, 22, regularization, -0.0671943874538, 0.0466497755403, 1.44040108823, 0.0288786410748, 0.0816271970979, 0.353786998715
0, 7.0, 23, regularization, -0.0670504932415, 0.0213809248065, 3.13599593322, 0.0319724466559, 0.00790918364893, 4.04244585473
0, 7.0, 24, regularization, -0.0212954957472, 0.26365709509, 0.0807696669033, 0.00375415063887, 0.173719282763, 0.021610442889
0, 7.0, 25, regularization, -0.0472860209148, 0.143054966371, 0.330544420193, 0.0284738537683, 0.119725238792, 0.237826660908
0, 0.5, 11, no_regularization, -0.00480570999192, 0.00665848481679, 0.721742276832, 0.00236312097803, 0.00471399580271, 0.501298914326
0, 0.5, 12, no_regularization, -0.00480690738907, 0.00152372377274, 3.1547105027, 0.00241193782103, 0.00506821113485, 0.47589529261
0, 0.5, 13, no_regularization, -0.00479120172459, 0.00163889889018, 2.92342727993, 0.00229503292179, 0.0049762718459, 0.461195246735
0, 0.5, 14, no_regularization, -0.00476848489534, 0.00147927949378, 3.2235185544, 0.00225491477531, 0.00491130947314, 0.459126998134
0, 0.5, 15, no_regularization, -0.00479715850337, 0.00150679921923, 3.18367466756, 0.00238803455395, 0.00471892722481, 0.506054541674
0, 0.5, 11, regularization, -0.00480292305508, 0.00154634649188, 3.10598114995, 0.00172758591356, 0.00150187472036, 1.15028629895
0, 0.5, 12, regularization, -0.00480393487215, 0.00156955161112, 3.06070526011, 0.00178254718127, 0.00164898523848, 1.08099644537
0, 0.5, 13, regularization, -0.0047884660192, 0.00161258242681, 2.96943953971, 0.00168718279269, 0.00177565950541, 0.950172478198
0, 0.5, 14, regularization, -0.00476654102371, 0.00157981480021, 3.01715177188, 0.00158265461926, 0.00188644551127, 0.838961215577
0, 0.5, 15, regularization, -0.0047926565463, 0.00155656921225, 3.07898711382, 0.00171399961631, 0.00169414882079, 1.01171726785
0, 9.0, 6, no_regularization, -0.0619957947634, 0.287575221082, 0.215581142666, 0.02299401661, 0.299466568457, 0.0767832507264
0, 9.0, 7, no_regularization, 0.00251368333997, 0.631297825816, 0.0039817709442, -0.0690013384393, 0.639123214139, 0.107962497548
0, 9.0, 8, no_regularization, -0.0318818898884, 0.505852515284, 0.0630260578432, 0.0371635510516, 0.644318565152, 0.0576788456234
0, 9.0, 9, no_regularization, -0.0345510642455, 0.269086888762, 0.128401143603, 0.0250327971747, 0.270872729383, 0.0924153466155
0, 9.0, 10, no_regularization, 0.00661928778205, 0.5226128634, 0.0126657574767, -0.0352527847697, 0.830463285137, 0.0424495403958
0, 9.0, 6, regularization, -0.0618724393393, 0.177873215818, 0.347845734136, 0.0289527218502, 0.214623948575, 0.134899772567
0, 9.0, 7, regularization, -0.00147519309619, 0.563130172322, 0.00261963071541, -0.0730204140821, 0.61382269093, 0.118960108776
0, 9.0, 8, regularization, -0.0314499323622, 0.420832626905, 0.074732637993, 0.0408401930588, 0.58553580503, 0.0697484128347
0, 9.0, 9, regularization, -0.0367990313249, 0.187938417289, 0.195803667264, 0.0255540821554, 0.192997952956, 0.13240597511
0, 9.0, 10, regularization, 0.0110619424483, 0.448145696918, 0.0246838082445, -0.0442771254185, 0.775917839378, 0.0570641931032
0, 3.0, 26, no_regularization, -0.0287174669101, 0.0113553863229, 2.52897313165, 0.0151017344081, 0.00975986321025, 1.54733053966
0, 3.0, 27, no_regularization, -0.0287472290332, 0.00586503556226, 4.90145860635, 0.0146159019158, 0.0101387632246, 1.44158627556
0, 3.0, 28, no_regularization, -0.0287580637917, 0.00663047394712, 4.33725613298, 0.0149365802627, 0.0159282895526, 0.937739122166
0, 3.0, 29, no_regularization, -0.0287546055374, 0.0112810819202, 2.54892267787, 0.0146284907483, 0.0189789978387, 0.770772559888
0, 3.0, 30, no_regularization, -0.0287368716421, 0.0173433781969, 1.65693622752, 0.0147497873862, 0.012292789984, 1.19987304798
0, 3.0, 26, regularization, -0.0287265004114, 0.00578726764936, 4.96374146694, 0.0145635557859, 0.00544540479909, 2.6744670641
0, 3.0, 27, regularization, -0.0287454119025, 0.00565092439043, 5.08685126829, 0.01434016015, 0.00496819140266, 2.88639446183
0, 3.0, 28, regularization, -0.0287596523363, 0.00573769969535, 5.01240111253, 0.0147584713914, 0.00549592069779, 2.68535013565
0, 3.0, 29, regularization, -0.0287540062793, 0.00572230539852, 5.02489893089, 0.0145513741586, 0.00490266129371, 2.96805618149
0, 3.0, 30, regularization, -0.0287425517258, 0.00578306909219, 4.97012075553, 0.0144552114869, 0.00486421629385, 2.97174521313
0, 11.0, 1, no_regularization, 0.0204922578491, 0.503809979504, 0.0406745770882, -0.0941944619219, 0.770578273459, 0.122238668239
0, 11.0, 2, no_regularization, 0.0600536849145, 0.720318664708, 0.0833709965558, -0.0528871690552, 0.561377232157, 0.0942096793843
0, 11.0, 3, no_regularization, -0.0161584840135, 0.55646673571, 0.0290376458764, -0.137262079785, 0.758081662799, 0.181065031012
0, 11.0, 4, no_regularization, 0.0111519259274, 0.502816948629, 0.022178898221, -0.027753040499, 0.767065990459, 0.0361807730289
0, 11.0, 5, no_regularization, -0.0165781185016, 0.533646670687, 0.0310657208453, -0.133174983045, 0.80373803304, 0.165694514345
0, 11.0, 1, regularization, 0.0153252285114, 0.439180030714, 0.0348950941292, -0.093339507201, 0.701502407517, 0.133056574291
0, 11.0, 2, regularization, 0.0637146852184, 0.6690579094, 0.0952304491483, -0.0578299383093, 0.518733168962, 0.111483016259
0, 11.0, 3, regularization, -0.0122246498003, 0.455383014709, 0.0268447645289, -0.147411364002, 0.715978902079, 0.205887860067
0, 11.0, 4, regularization, 0.00871182860856, 0.413449045767, 0.0210711058539, -0.0242038320536, 0.71653024502, 0.0337792189818
0, 11.0, 5, regularization, -0.0141933016246, 0.432290587879, 0.0328327796686, -0.130504323443, 0.752224309486, 0.173491233661
0, 7.0, 6, no_regularization, -0.0672012031943, 0.102701046218, 0.654338058556, 0.0306223991147, 0.106438172036, 0.287701287318
0, 7.0, 7, no_regularization, -0.0536249659129, 0.215013112844, 0.24940323501, 0.0270557748918, 0.200725586825, 0.134789865706
0, 7.0, 8, no_regularization, -0.0664453752939, 0.0995979900104, 0.667135705118, 0.0270259987048, 0.106684028238, 0.253327505074
0, 7.0, 9, no_regularization, -0.0671091244933, 0.0933386140608, 0.718985654207, 0.0296458969051, 0.102729848911, 0.288581139946
0, 7.0, 10, no_regularization, -0.0509174187601, 0.209830842299, 0.242659364097, 0.0249951807966, 0.182309152356, 0.137103269219
0, 7.0, 6, regularization, -0.0670163037235, 0.0468889942486, 1.4292544508, 0.0315619966911, 0.0281573229431, 1.12091610253
0, 7.0, 7, regularization, -0.0556985874342, 0.0926455259547, 0.601201049487, 0.0292268761576, 0.0973228772198, 0.300308385783
0, 7.0, 8, regularization, -0.0669680453671, 0.0222109161616, 3.01509604016, 0.0305087106517, 0.0179038725882, 1.70402858384
0, 7.0, 9, regularization, -0.0670855087178, 0.0244795716345, 2.7404690621, 0.0316292303832, 0.00839634857062, 3.76702207123
0, 7.0, 10, regularization, -0.054567617781, 0.106480679183, 0.512464967351, 0.0301948540533, 0.0639002215847, 0.472531288695
0, 5.0, 1, no_regularization, -0.0479114642224, 0.053844853531, 0.889805823221, 0.0245987363577, 0.0618016042269, 0.398027472999
0, 5.0, 2, no_regularization, -0.0479071333512, 0.0616263153285, 0.77738110896, 0.0236045757618, 0.0771191491634, 0.306079307381
0, 5.0, 3, no_regularization, -0.0479042285499, 0.0533933057602, 0.897195404328, 0.02421203334, 0.0531782783827, 0.455299307845
0, 5.0, 4, no_regularization, -0.0478874554455, 0.0464903788141, 1.03005087648, 0.0235227197961, 0.0535984283044, 0.438869581445
0, 5.0, 5, no_regularization, -0.0479210658136, 0.0512661131431, 0.934751298189, 0.023124322152, 0.0677922104187, 0.341105888261
0, 5.0, 1, regularization, -0.0479071926968, 0.0108957300481, 4.39687772048, 0.0237499507457, 0.00589054483136, 4.0318767492
0, 5.0, 2, regularization, -0.0478947412577, 0.0107206126686, 4.4675376994, 0.0235700195781, 0.00504236957955, 4.67439349818
0, 5.0, 3, regularization, -0.0478952739996, 0.00987666291051, 4.84933772, 0.0232527586868, 0.00522744604258, 4.44820635113
0, 5.0, 4, regularization, -0.0479004995344, 0.0106979565461, 4.47753730612, 0.0235310936353, 0.0062568697017, 3.76084124444
0, 5.0, 5, regularization, -0.0479200374559, 0.0108924703234, 4.39937278075, 0.0232723037402, 0.00504883543979, 4.60943994269
0, 7.0, 1, no_regularization, -0.0387857911563, 0.272778869714, 0.142187667237, 0.0418587112452, 0.285475444337, 0.146628062328
0, 7.0, 2, no_regularization, -0.0493223575835, 0.215087069574, 0.229313448182, 0.0200603305061, 0.215036288277, 0.0932881174003
0, 7.0, 3, no_regularization, -0.0671170985299, 0.0990922824114, 0.677319130174, 0.0328278931345, 0.0985084119808, 0.333249643095
0, 7.0, 4, no_regularization, -0.0661731971363, 0.124945671954, 0.529615761004, 0.0286997729116, 0.175427853193, 0.163598723858
0, 7.0, 5, no_regularization, -0.0518958991559, 0.187257339798, 0.277136795877, 0.0251528099938, 0.180899890619, 0.139042704269
0, 7.0, 1, regularization, -0.0403781932244, 0.15897043458, 0.253998130728, 0.0366841472872, 0.166976101796, 0.21969699192
0, 7.0, 2, regularization, -0.04774437455, 0.124764308879, 0.38267654411, 0.0256526130602, 0.12220357886, 0.209917035978
0, 7.0, 3, regularization, -0.0670943119003, 0.0215782088279, 3.10935501808, 0.0319423006826, 0.00965225030802, 3.30931126559
0, 7.0, 4, regularization, -0.0637700734632, 0.0425974937399, 1.49703815564, 0.0315948715715, 0.137908407805, 0.229100401305
0, 7.0, 5, regularization, -0.0524774074119, 0.1027628677, 0.510665073739, 0.0313564723135, 0.0837681328425, 0.374324593966
0, 5.0, 6, no_regularization, -0.0478809924312, 0.0440748460301, 1.08635643102, 0.0239336222253, 0.0503098447849, 0.475724429833
0, 5.0, 7, no_regularization, -0.0479033028036, 0.0462091656572, 1.03666236173, 0.0243841792625, 0.0606014627295, 0.402369483577
0, 5.0, 8, no_regularization, -0.0478408916888, 0.0385328707724, 1.24156053598, 0.0234640026653, 0.0626304752827, 0.374641938439
0, 5.0, 9, no_regularization, -0.0479182071911, 0.0416186408481, 1.15136405742, 0.0230696332242, 0.061090420361, 0.377630945865
0, 5.0, 10, no_regularization, -0.0478693039021, 0.0649964662774, 0.736490868562, 0.0244870912446, 0.0563246996925, 0.434748722643
0, 5.0, 6, regularization, -0.0478857436372, 0.00995335749596, 4.81101413836, 0.0233527429843, 0.00543122238886, 4.29972137253
0, 5.0, 7, regularization, -0.0478978984717, 0.0106989609732, 4.47687383773, 0.0236576872049, 0.00534856467132, 4.42318428564
0, 5.0, 8, regularization, -0.0478517931729, 0.00992550956942, 4.82109183798, 0.0232423461523, 0.00536536460251, 4.33192296781
0, 5.0, 9, regularization, -0.0479090943544, 0.0114863720233, 4.17095095451, 0.0234564177535, 0.00544141452818, 4.31072060987
0, 5.0, 10, regularization, -0.0478695453874, 0.0102596046549, 4.66582748532, 0.023419271755, 0.00612327363986, 3.82463256297
0, 3.0, 21, no_regularization, -0.0287134390206, 0.0089497766396, 3.20828554464, 0.0149760368967, 0.00979476903135, 1.52898315915
0, 3.0, 22, no_regularization, -0.0287315797222, 0.0113643188554, 2.52822717207, 0.0146292957968, 0.0128062261925, 1.14235806684
0, 3.0, 23, no_regularization, -0.0287475329464, 0.0209492152833, 1.37224867651, 0.0152785856632, 0.0101266314412, 1.50875300952
0, 3.0, 24, no_regularization, -0.0287323093828, 0.021216965763, 1.35421387317, 0.0152708915582, 0.0203394859529, 0.750800270642
0, 3.0, 25, no_regularization, -0.0287495056308, 0.0109227440835, 2.632077197, 0.0152286657009, 0.012769030242, 1.19262507899
0, 3.0, 21, regularization, -0.0287170975534, 0.00585501995587, 4.90469678496, 0.0144083438969, 0.00500051175516, 2.88137386779
0, 3.0, 22, regularization, -0.0287377748773, 0.00581889187213, 4.93870233523, 0.0145266903579, 0.00515175961986, 2.8197531387
0, 3.0, 23, regularization, -0.0287508944176, 0.00577917406268, 4.97491408041, 0.0147238004305, 0.00547210627218, 2.69070074632
0, 3.0, 24, regularization, -0.0287337597354, 0.00572907205479, 5.015429979, 0.0146861147285, 0.00525791927633, 2.7931419173
0, 3.0, 25, regularization, -0.028758493551, 0.00571352036709, 5.03341052509, 0.0145855229254, 0.0053884722366, 2.70680116459
0, 3.0, 11, no_regularization, -0.0287511711073, 0.0143158947729, 2.00833909186, 0.014948938152, 0.00940499554349, 1.5894678613
0, 3.0, 12, no_regularization, -0.0287203270898, 0.0106773895602, 2.68982665921, 0.0148485513554, 0.0179733159324, 0.826144235778
0, 3.0, 13, no_regularization, -0.0287359801488, 0.00617388604275, 4.6544396754, 0.014851668488, 0.00895243146195, 1.65895360954
0, 3.0, 14, no_regularization, -0.0286913396684, 0.0111680999695, 2.56904395079, 0.0143014586295, 0.0133980869458, 1.0674254233
0, 3.0, 15, no_regularization, -0.0287380719967, 0.0114162670017, 2.51729150977, 0.0149269810404, 0.0130450725714, 1.14426201608
0, 3.0, 11, regularization, -0.0287504239457, 0.00589786373023, 4.87471824727, 0.0144476802321, 0.00509099814298, 2.83788754706
0, 3.0, 12, regularization, -0.0287168379009, 0.00572281831941, 5.01795379447, 0.0146580097972, 0.0050603503086, 2.89663934378
0, 3.0, 13, regularization, -0.0287371721655, 0.00592218044421, 4.85246480351, 0.0142809490057, 0.00506699395038, 2.81842629882
0, 3.0, 14, regularization, -0.0287013412711, 0.00579066590353, 4.95648371866, 0.0142919059675, 0.00521003841173, 2.74314790757
