hamming_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 1.0, 22, no_regularization, -0.00957003879432, 0.00242927849992, 3.93945724816, 0.00484778852235, 0.00636838493015, 0.761227308888
0, 1.0, 23, no_regularization, -0.00956568285207, 0.00231137703422, 4.13852119773, 0.00499511469757, 0.00697860007767, 0.715776035591
0, 1.0, 24, no_regularization, -0.00957695429873, 0.00231648297925, 4.1342649113, 0.00492593307737, 0.00718759536376, 0.685338117697
0, 1.0, 25, no_regularization, -0.00959471556624, 0.00227749175691, 4.21284315834, 0.00493447567551, 0.00686214601923, 0.719086370602
0, 1.0, 21, regularization, -0.0095754118572, 0.00236537123442, 4.04816449861, 0.00499589880594, 0.00400069949242, 1.24875632759
0, 1.0, 22, regularization, -0.00958132643815, 0.00233585433569, 4.10185099805, 0.00493149832234, 0.00364046057077, 1.35463582875
0, 1.0, 23, regularization, -0.00957356435862, 0.00227159496038, 4.21446803924, 0.00499821861417, 0.00411077756459, 1.21588155419
0, 1.0, 24, regularization, -0.0095808542218, 0.00226931579684, 4.22191315777, 0.00482834516664, 0.00337182768706, 1.4319667595
0, 1.0, 25, regularization, -0.00959860799099, 0.00224828351364, 4.26930497545, 0.00494054561881, 0.00397301760122, 1.24352472471
0, 5.0, 6, no_regularization, -0.0478822305376, 0.0440678617034, 1.08655670338, 0.023875793811, 0.0500379520037, 0.477153697443
0, 5.0, 7, no_regularization, -0.047906462459, 0.0427041467318, 1.12182226143, 0.0243157913793, 0.0603016983112, 0.403235598007
0, 5.0, 8, no_regularization, -0.0478377395636, 0.0414015819415, 1.15545680431, 0.0234547549265, 0.0626661366449, 0.37428116974
0, 5.0, 9, no_regularization, -0.0479185545489, 0.0416165053634, 1.15143148447, 0.0228830765257, 0.0604175381729, 0.378748906654
0, 5.0, 10, no_regularization, -0.0478676915768, 0.0642333614036, 0.745215422809, 0.0243606931184, 0.055820107781, 0.436414297406
0, 5.0, 6, regularization, -0.047885922994, 0.00995681992651, 4.80935914754, 0.0233346944311, 0.00547043220701, 4.26560343828
0, 5.0, 7, regularization, -0.0478996029148, 0.0107029556446, 4.4753621808, 0.0236185030337, 0.00532725435174, 4.4335226881
0, 5.0, 8, regularization, -0.0478524261535, 0.00990839247999, 4.82948432353, 0.0232232345121, 0.00541410782353, 4.28939268833
0, 5.0, 9, regularization, -0.0479099828248, 0.0114918364528, 4.16904495826, 0.0234380393495, 0.00546349778235, 4.28993298491
0, 5.0, 10, regularization, -0.0478698199747, 0.0102588049412, 4.66621797073, 0.0233964478569, 0.00619599423139, 3.77606030335
0, 1.0, 26, no_regularization, -0.00958153021222, 0.0024872910615, 3.85219500867, 0.00487304670899, 0.00713953132455, 0.682544341845
0, 1.0, 27, no_regularization, -0.00959963820999, 0.00233676315741, 4.1080920758, 0.00477051012838, 0.00717432605172, 0.664941918445
0, 1.0, 28, no_regularization, -0.00959607144324, 0.00236046989438, 4.0653225301, 0.00493361317312, 0.00635558123421, 0.776264670581
0, 1.0, 29, no_regularization, -0.00957073823881, 0.00236207316352, 4.05183818462, 0.00485731662272, 0.00730228061932, 0.665178028062
0, 1.0, 30, no_regularization, -0.00956415838296, 0.00239682136934, 3.99035093115, 0.00505755092671, 0.00659654688076, 0.766696730596
0, 1.0, 26, regularization, -0.00958841685681, 0.00240302072424, 3.99015154555, 0.00492341046264, 0.00385828472369, 1.27606198485
0, 1.0, 27, regularization, -0.00959820822485, 0.00230304383867, 4.16761855058, 0.00478130210144, 0.00385229404374, 1.24115709942
0, 1.0, 28, regularization, -0.00960805809299, 0.00232607771029, 4.13058344977, 0.00493870978579, 0.00367429006413, 1.34412626646
0, 1.0, 29, regularization, -0.00957230491387, 0.00225954096435, 4.23639361486, 0.00497040969, 0.0041020117029, 1.21170051428
0, 1.0, 30, regularization, -0.00956625730254, 0.00233335014785, 4.09979501419, 0.00496211783465, 0.00357816284845, 1.38677808831
0, 9.0, 6, no_regularization, -0.0597293371628, 0.291785099215, 0.204703178207, 0.0209443122238, 0.2967808207, 0.0705716500629
0, 9.0, 7, no_regularization, 0.00200457293618, 0.634425852102, 0.00315966464724, -0.0696186842109, 0.627477115103, 0.110950156644
0, 9.0, 8, no_regularization, -0.0273375426306, 0.536999409214, 0.0509079566225, 0.0331701313915, 0.65032120706, 0.051005766122
0, 9.0, 9, no_regularization, -0.036927153982, 0.266831017553, 0.13839153454, 0.0262358710331, 0.265145922098, 0.098948800817
0, 9.0, 10, no_regularization, 0.0095617419303, 0.521052939892, 0.0183508069876, -0.0577448382069, 0.821317578605, 0.0703075639814
0, 9.0, 6, regularization, -0.0657799756614, 0.184771501132, 0.356007150769, 0.0286968888484, 0.195899873802, 0.146487531061
0, 9.0, 7, regularization, -0.00320051978753, 0.591846835485, 0.00540768252129, -0.0660667434355, 0.623913719532, 0.105890832927
0, 9.0, 8, regularization, -0.0289655408101, 0.463754556646, 0.0624587734933, 0.0298130365549, 0.621081494465, 0.0480018110677
0, 9.0, 9, regularization, -0.0376009752203, 0.190011730178, 0.197887652437, 0.0240968019907, 0.186566719593, 0.129159166454
0, 9.0, 10, regularization, 0.0129570534676, 0.454097553753, 0.0285336341509, -0.0667337710144, 0.782309362954, 0.0853035565911
0, 7.0, 21, no_regularization, -0.0668257722823, 0.0798208157235, 0.83719731096, 0.029677987201, 0.108852248997, 0.272644685566
0, 7.0, 22, no_regularization, -0.0691114429593, 0.114040373496, 0.606026101466, 0.0283224911918, 0.150766115672, 0.187857139288
0, 7.0, 23, no_regularization, -0.0670983367947, 0.0865188049875, 0.775534715307, 0.0304322154613, 0.0855096306989, 0.355892256961
0, 7.0, 24, no_regularization, -0.0234006257753, 0.313917032984, 0.0745439823791, -0.000520278204554, 0.2518813938, 0.00206556822918
0, 7.0, 25, no_regularization, -0.0458994120793, 0.220956741987, 0.207730308053, 0.0221053066278, 0.194187316936, 0.113834966035
0, 7.0, 21, regularization, -0.0670151533761, 0.019878565487, 3.37122683324, 0.0314330842159, 0.00890381791716, 3.53029279219
0, 7.0, 22, regularization, -0.0674860946357, 0.0447911674091, 1.50668309266, 0.0290543282354, 0.0773695024365, 0.375526884889
0, 7.0, 23, regularization, -0.0670525701106, 0.0213773613861, 3.13661582922, 0.031953654181, 0.00783825110748, 4.07663058287
0, 7.0, 24, regularization, -0.0209844634521, 0.262692212304, 0.0798823203324, 0.00384934506304, 0.173704429483, 0.0221603160869
0, 7.0, 25, regularization, -0.0490580456489, 0.150271227623, 0.326463331836, 0.0308579242776, 0.104316022132, 0.295811934227
0, 3.0, 26, no_regularization, -0.0287187666894, 0.0113725613038, 2.52526813637, 0.0152024859809, 0.0106111585434, 1.4326886097
0, 3.0, 27, no_regularization, -0.0287468205631, 0.00585676321124, 4.90831189963, 0.0147965934384, 0.0111373095325, 1.32856085172
0, 3.0, 28, no_regularization, -0.0287598279151, 0.00664499621765, 4.32804278182, 0.0152533316924, 0.0162896852229, 0.936379769391
0, 3.0, 29, no_regularization, -0.028755081323, 0.0113581777942, 2.53166325128, 0.014788540209, 0.0197604459857, 0.74839101403
0, 3.0, 30, no_regularization, -0.0287360068653, 0.0173326295565, 1.65791386538, 0.0149663743082, 0.013454047007, 1.11240686913
0, 3.0, 26, regularization, -0.0287273761492, 0.00578124712807, 4.96906212671, 0.0145078853547, 0.00573665832714, 2.52897846226
0, 3.0, 27, regularization, -0.0287458425086, 0.00564727417989, 5.09021549033, 0.0143594971402, 0.00530120033685, 2.70872561454
0, 3.0, 28, regularization, -0.0287598194546, 0.0057339182558, 5.01573586709, 0.0147804858746, 0.00580605290607, 2.54570292654
0, 3.0, 29, regularization, -0.0287542707306, 0.00572011134475, 5.02687255503, 0.0145684284204, 0.00524048888807, 2.77997506178
0, 3.0, 30, regularization, -0.0287409275571, 0.00578013064615, 4.97236642501, 0.0144827481512, 0.00521185387243, 2.77880932691
0, 3.0, 11, no_regularization, -0.0287474711433, 0.0142909434821, 2.01158665131, 0.0151331164688, 0.010203373395, 1.48314835524
0, 3.0, 12, no_regularization, -0.0287209285021, 0.0106512719007, 2.69647876515, 0.0150256630192, 0.0179789587771, 0.835735995921
0, 3.0, 13, no_regularization, -0.0287357727822, 0.00618609209749, 4.64522227107, 0.0149544346252, 0.0101228596202, 1.47729349079
0, 3.0, 14, no_regularization, -0.0286921266832, 0.0111730836423, 2.56796848585, 0.0143267247388, 0.0137856372711, 1.03925008739
0, 3.0, 15, no_regularization, -0.0287422469647, 0.0114331053747, 2.51394927474, 0.0150524580015, 0.0133807442353, 1.12493428892
0, 3.0, 11, regularization, -0.0287507010919, 0.00589476830369, 4.87732504666, 0.0144608752102, 0.00542171587854, 2.66721376298
0, 3.0, 12, regularization, -0.028717279733, 0.00571890585682, 5.0214639744, 0.0146772219568, 0.00539867670277, 2.71867028994
0, 3.0, 13, regularization, -0.028737693097, 0.00591811493118, 4.85588627987, 0.0142769225122, 0.00544744761456, 2.62084622422
0, 3.0, 14, regularization, -0.028704117737, 0.00579211956866, 4.95571912781, 0.0142758319134, 0.00556668838848, 2.56451069598
0, 3.0, 15, regularization, -0.028739204707, 0.00571574682457, 5.02807517357, 0.0146643111741, 0.00541187380173, 2.70965504949
0, 11.0, 11, no_regularization, 0.0129714649018, 0.514908962905, 0.0251917636636, -0.0766370297296, 0.789881790916, 0.0970234161756
0, 11.0, 12, no_regularization, -0.0353470792322, 0.54840739169, 0.0644540532602, -0.124324705684, 0.842537133921, 0.14755991241
0, 11.0, 13, no_regularization, 0.0163149160919, 0.489426481236, 0.0333347636823, -0.141416883007, 0.76532871014, 0.184779273446
0, 11.0, 14, no_regularization, 0.0171812370574, 0.564309344905, 0.0304464868649, -0.216333776044, 0.780379948686, 0.277215959236
0, 11.0, 15, no_regularization, -0.0201428310392, 0.452979951712, 0.0444673786623, -0.0784854231479, 0.749610094038, 0.1047016626
0, 11.0, 11, regularization, 0.0160369003589, 0.431735861359, 0.0371451662792, -0.080952614958, 0.805403342136, 0.100511893511
0, 11.0, 12, regularization, -0.032999355589, 0.477959721404, 0.0690421265877, -0.12939279508, 0.797368423252, 0.162274792062
0, 11.0, 13, regularization, 0.0124833131287, 0.409460859575, 0.0304871951415, -0.133808047097, 0.721818187016, 0.185376386331
0, 11.0, 14, regularization, 0.0188390186007, 0.50762632197, 0.0371119813637, -0.221265526804, 0.763304360873, 0.289878504757
0, 11.0, 15, regularization, -0.0121673536383, 0.352092276356, 0.0345572864142, -0.0784425799484, 0.675225207479, 0.116172469688
0, 5.0, 16, no_regularization, -0.0479042403614, 0.0545414264257, 0.878309268766, 0.0246220869114, 0.0617350521388, 0.398834795767
0, 5.0, 17, no_regularization, -0.047872334036, 0.0506519842139, 0.945122580665, 0.0243884648709, 0.0520846242503, 0.468246919737
0, 5.0, 18, no_regularization, -0.0478941327188, 0.0571065953662, 0.838679532753, 0.0240696370965, 0.066287388131, 0.363110355908
0, 5.0, 19, no_regularization, -0.0478944178252, 0.0406419976627, 1.17844644898, 0.0234227613942, 0.060089497241, 0.389797925922
0, 5.0, 20, no_regularization, -0.0479366213977, 0.0427619187708, 1.12101193716, 0.0237007538024, 0.0653831269449, 0.362490368843
0, 5.0, 16, regularization, -0.04789801232, 0.0100506816792, 4.76564812707, 0.0232221168295, 0.00535973736283, 4.33269678298
0, 5.0, 17, regularization, -0.04787203223, 0.00995172906096, 4.81042358939, 0.0235221529406, 0.00520747192711, 4.51700043128
0, 5.0, 18, regularization, -0.0478945780284, 0.010434950692, 4.58982312827, 0.0233647749884, 0.00570973634002, 4.09209350433
0, 5.0, 19, regularization, -0.047893067419, 0.0103382703109, 4.63259964953, 0.0233266213282, 0.00592160973923, 3.93923651768
0, 5.0, 20, regularization, -0.047915780925, 0.0103822136217, 4.61517964001, 0.02336554791, 0.0058100838208, 4.02155091573
0, 0.5, 11, no_regularization, -0.00480770212011, 0.00667927516197, 0.719793990145, 0.00210727007113, 0.00533171594452, 0.395232996855
0, 0.5, 12, no_regularization, -0.00480815582106, 0.0015157368118, 3.17215745084, 0.00217019174337, 0.00595381143462, 0.364504614767
0, 0.5, 13, no_regularization, -0.00478671454762, 0.00164004624675, 2.91864607911, 0.00196375188203, 0.00576345717772, 0.340724641734
0, 0.5, 14, no_regularization, -0.00476686200086, 0.00147688989623, 3.22763532545, 0.00196283821012, 0.00539270205681, 0.36398046646
0, 0.5, 15, no_regularization, -0.00479641148858, 0.00149041464926, 3.21817253403, 0.00217369739994, 0.00531974283048, 0.408609489069
0, 0.5, 11, regularization, -0.00480257575855, 0.00152934939522, 3.14027374881, 0.00167039296067, 0.00150554653672, 1.10949274561
0, 0.5, 12, regularization, -0.00480312100643, 0.00154298699776, 3.11287199011, 0.00172474436428, 0.00165008594093, 1.04524517269
0, 0.5, 13, regularization, -0.00478780427179, 0.00158663861393, 3.01757705237, 0.00162585428519, 0.00179198735545, 0.90729115931
0, 0.5, 14, regularization, -0.00476572723435, 0.0015554019183, 3.06398441346, 0.0015213084412, 0.00188367285786, 0.807628795443
0, 0.5, 15, regularization, -0.0047918875957, 0.0015313582849, 3.12917469605, 0.00165888188461, 0.00172580141809, 0.961224082455
0, 9.0, 21, no_regularization, -0.0199238566829, 0.421146014642, 0.0473086672798, 0.0225817636723, 0.275728824632, 0.0818984511408
0, 9.0, 22, no_regularization, -0.0175449188962, 0.576476174607, 0.0304347684589, 0.00905994115795, 0.43852606756, 0.0206599831302
0, 9.0, 23, no_regularization, -0.00517328566297, 0.55475803688, 0.00932530097637, -0.113157994551, 0.794289077631, 0.142464497798
0, 9.0, 24, no_regularization, 0.0476975644484, 0.555001310496, 0.0859413546352, -0.00220265813404, 0.355756285357, 0.00619148058572
0, 9.0, 25, no_regularization, -0.000684644168998, 0.402719570972, 0.00170005189305, 0.0287134480548, 0.309536495621, 0.0927627225253
0, 9.0, 21, regularization, -0.0201161533387, 0.351977482435, 0.0571518189162, 0.0279952823603, 0.192869783493, 0.145151209554
0, 9.0, 22, regularization, -0.0145967282837, 0.554813763431, 0.0263092396868, 0.0229868358302, 0.381402045412, 0.0602693040237
0, 9.0, 23, regularization, -0.0092587501952, 0.508743739054, 0.0181992415522, -0.113668409434, 0.777400367937, 0.146216047897
0, 9.0, 24, regularization, 0.0451472201081, 0.455817017964, 0.0990468067863, -0.00500514061923, 0.296862674798, 0.0168601210059
0, 9.0, 25, regularization, -0.000805222009179, 0.308260429979, 0.00261214846561, 0.033217590147, 0.230871973963, 0.14387883283
0, 7.0, 16, no_regularization, -0.0671537482433, 0.100729620411, 0.666673297976, 0.0273185002062, 0.1075303562, 0.254053842762
0, 7.0, 17, no_regularization, -0.0671304696832, 0.17424310173, 0.385269023662, 0.026986985857, 0.159039315415, 0.169687512718
0, 7.0, 18, no_regularization, -0.0674678565709, 0.15692569661, 0.429935045875, 0.0357842791535, 0.182929333272, 0.195618048311
0, 7.0, 19, no_regularization, -0.0672104555273, 0.114971266045, 0.584584808357, 0.0248073092556, 0.122689483307, 0.202195889875
0, 7.0, 20, no_regularization, -0.0669684074553, 0.0938931729936, 0.713240433997, 0.0281917436073, 0.106081275162, 0.265756077726
0, 7.0, 16, regularization, -0.0670375460659, 0.0226087861283, 2.96511036397, 0.0317395608613, 0.0082688312521, 3.83845792636
0, 7.0, 17, regularization, -0.0670087739104, 0.0703130681666, 0.953005972541, 0.0284624663848, 0.0459385170885, 0.619577387096
0, 7.0, 18, regularization, -0.0671985702644, 0.0645106297561, 1.04166662949, 0.0354701646737, 0.129119469992, 0.274708103091
0, 7.0, 19, regularization, -0.0670657544776, 0.0377925806679, 1.77457462, 0.0281748198149, 0.0414955769229, 0.678983687039
0, 7.0, 20, regularization, -0.067287994124, 0.0211813331386, 3.17675916259, 0.0322370930202, 0.0082510229722, 3.90704196666
0, 0.5, 21, no_regularization, -0.00477434410056, 0.001531572783, 3.11728189059, 0.00208255670637, 0.00573372063144, 0.36321209913
0, 0.5, 22, no_regularization, -0.00478776551815, 0.0015542544811, 3.08042574518, 0.00194624094904, 0.00549580218924, 0.35413227806
0, 0.5, 23, no_regularization, -0.00478025913713, 0.00147705897371, 3.23633600433, 0.00227519143041, 0.00508383468842, 0.447534502958
0, 0.5, 24, no_regularization, -0.00478217223763, 0.0014949109161, 3.19896803623, 0.00211107677901, 0.00573346533413, 0.368202588832
0, 0.5, 25, no_regularization, -0.00480746015698, 0.00138444932648, 3.47247101432, 0.00213654248037, 0.00514595027279, 0.415189103492
0, 0.5, 21, regularization, -0.00477550439574, 0.00150424333279, 3.17468875656, 0.00164874741143, 0.00160195023724, 1.02921262665
0, 0.5, 22, regularization, -0.00478051351925, 0.0015747393787, 3.03574901593, 0.00155210173811, 0.00142362724554, 1.09024447444
0, 0.5, 23, regularization, -0.00477820951656, 0.0015375535282, 3.10767035354, 0.00194646178115, 0.00186306942448, 1.04476073493
0, 0.5, 24, regularization, -0.00478567939115, 0.00152808550408, 3.13181387976, 0.00172284383686, 0.0016316977091, 1.05585968973
0, 0.5, 25, regularization, -0.00479935077516, 0.00145813454203, 3.29143205707, 0.00173178488522, 0.00172774912527, 1.00233584836
0, 11.0, 21, no_regularization, 0.00549536276133, 0.367893447346, 0.0149373760282, 0.0281694340332, 0.351373280668, 0.080169539299
0, 11.0, 22, no_regularization, -0.0118668645819, 0.498590905357, 0.0238008043355, -0.147412281165, 0.79965523583, 0.184344795807
0, 11.0, 23, no_regularization, -0.0174352002119, 0.450417001906, 0.0387090188384, -0.0268040373811, 0.667363741763, 0.0401640600227
0, 11.0, 24, no_regularization, -0.00198527898545, 0.598496256042, 0.00331711178709, -0.0256970364432, 0.659690792228, 0.0389531531225
0, 11.0, 25, no_regularization, -0.0230875547648, 0.595057910011, 0.0387988368467, -0.0443202268561, 0.709042214498, 0.062507176512
0, 11.0, 21, regularization, 0.00273303029325, 0.273011369923, 0.0100106830497, 0.0377731962113, 0.309370556702, 0.12209693325
0, 11.0, 22, regularization, -0.00540803154353, 0.380734574123, 0.0142042039549, -0.147092720756, 0.811630883504, 0.181231054344
0, 11.0, 23, regularization, -0.0176575472486, 0.335130817943, 0.0526885213271, -0.0249928713932, 0.595062910145, 0.0420003851141
0, 11.0, 24, regularization, -0.00252314239056, 0.547899892588, 0.00460511568754, -0.0097757904435, 0.58487824601, 0.016714231569
0, 11.0, 25, regularization, -0.0254759832115, 0.551775903254, 0.0461708876036, -0.0300907625279, 0.664165048068, 0.04530615186
0, 1.0, 11, no_regularization, -0.00958019276639, 0.00753750976557, 1.27100236873, 0.00490392795755, 0.00643581968476, 0.761974107069
0, 1.0, 12, no_regularization, -0.00957646338678, 0.002375872077, 4.03071507068, 0.00505875285092, 0.00725935102134, 0.69686020638
0, 1.0, 13, no_regularization, -0.0095909938203, 0.00241171426025, 3.97683671668, 0.00492564817686, 0.00695738024568, 0.70797455406
0, 1.0, 14, no_regularization, -0.00956141557361, 0.00236705670445, 4.03936904242, 0.00481461765364, 0.00694080884971, 0.693668095159
0, 1.0, 15, no_regularization, -0.00957678338199, 0.00233813822, 4.09590130304, 0.00486149816608, 0.00695722618311, 0.698769601293
0, 1.0, 11, regularization, -0.00958679531036, 0.00238799216608, 4.01458407048, 0.00486021189926, 0.00383675186148, 1.2667516886
0, 1.0, 12, regularization, -0.00958325815061, 0.00230037228675, 4.16595966045, 0.00501575863279, 0.00368120141883, 1.36253305976
0, 1.0, 13, regularization, -0.00960147268103, 0.00235997398271, 4.06846547944, 0.00491339186751, 0.00383908447387, 1.27983426803
0, 1.0, 14, regularization, -0.00957403964657, 0.00229037628245, 4.18011648126, 0.00484941483287, 0.00373537243609, 1.29824131753
0, 1.0, 15, regularization, -0.00958894674054, 0.00230281973878, 4.16400232248, 0.00499909347738, 0.00369646390325, 1.35239883527
0, 1.0, 1, no_regularization, -0.00957870136543, 0.00233111495602, 4.10906435166, 0.00498382817826, 0.00690879614277, 0.721374328503
0, 1.0, 2, no_regularization, -0.00957981331633, 0.00234710173096, 4.08155010496, 0.00506169758317, 0.00656197320337, 0.771368219025
0, 1.0, 3, no_regularization, -0.00958024391516, 0.00229190913779, 4.1800278018, 0.005074935965, 0.00675335438937, 0.751468925277
0, 1.0, 4, no_regularization, -0.00959056202921, 0.00246822404803, 3.88561242521, 0.00479577513317, 0.0068471516679, 0.700404396714
0, 1.0, 5, no_regularization, -0.00959701140697, 0.00245031627967, 3.91664189908, 0.00487905616433, 0.00690179186726, 0.706926006777
0, 1.0, 1, regularization, -0.00958374180734, 0.00231199758036, 4.14522138291, 0.00495600262584, 0.00376743658667, 1.31548401992
0, 1.0, 2, regularization, -0.00958809660384, 0.00229910327868, 4.17036359034, 0.00506082820458, 0.00367138034131, 1.37845380595
0, 1.0, 3, regularization, -0.00957567684327, 0.00225170649201, 4.25263100553, 0.00503681496338, 0.00388653440633, 1.2959656179
0, 1.0, 4, regularization, -0.00958131714975, 0.00229394820735, 4.17678006812, 0.00489316982752, 0.00362549867792, 1.34965428544
0, 1.0, 5, regularization, -0.00960010484328, 0.00235253563345, 4.08074789889, 0.00493101367484, 0.00345010677398, 1.42923509267
0, 9.0, 16, no_regularization, -0.039715171306, 0.336828274795, 0.117909256075, 0.0120906483507, 0.301854876111, 0.0400545073396
0, 9.0, 17, no_regularization, -0.0153413541603, 0.609456713703, 0.0251721800997, -0.0487155795556, 0.754922682597, 0.0645305548218
0, 9.0, 18, no_regularization, -0.056503895909, 0.221974748643, 0.254551007511, 0.0283301821623, 0.210485005023, 0.134594776285
0, 9.0, 19, no_regularization, -0.0403831151157, 0.553330799536, 0.0729818675367, -0.0387754841697, 0.706100645237, 0.0549149535995
0, 9.0, 20, no_regularization, -0.057997503072, 0.300103975001, 0.193258030227, 0.0336413696292, 0.221007419533, 0.152218281632
0, 9.0, 16, regularization, -0.0416792773608, 0.253176763188, 0.164625208238, 0.023198288604, 0.225004101953, 0.103101625271
0, 9.0, 17, regularization, -0.0143478160276, 0.590204787762, 0.0243098943369, -0.0448705075199, 0.692289009705, 0.064814704395
0, 9.0, 18, regularization, -0.0617679457746, 0.120368520661, 0.513156973562, 0.0383115046386, 0.134644670785, 0.284537846283
0, 9.0, 19, regularization, -0.0381311036792, 0.493644134378, 0.077244113773, -0.0533347429958, 0.635889573038, 0.083874221653
