hamming, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 9.0, 6, no_regularization, 0.016580525875, 0.57877474924, 0.0286476317372, 0.0708183807469, 0.721313253192, 0.0981797858746
0, 9.0, 7, no_regularization, 0.00317450617584, 0.300433848166, 0.0105664065325, 0.0554370518275, 0.433712219292, 0.127819898452
0, 9.0, 8, no_regularization, -0.000770417429233, 0.545439974037, 0.00141246968669, -0.0336500918022, 0.723252256092, 0.0465260792742
0, 9.0, 9, no_regularization, -0.0114691686805, 0.326365549443, 0.0351420935821, -0.113356338862, 0.362770576996, 0.312473905134
0, 9.0, 10, no_regularization, -0.00102478589888, 0.314838662566, 0.00325495569867, -0.00808474930041, 0.515956527852, 0.0156694389236
0, 9.0, 6, regularization, 0.0168046766751, 0.517978116225, 0.0324428313643, 0.0634106457146, 0.652062485374, 0.0972462718481
0, 9.0, 7, regularization, -0.00251909607683, 0.212779451472, 0.0118390007089, 0.0417488545087, 0.397831424363, 0.104941067879
0, 9.0, 8, regularization, 0.00158987494499, 0.462455100742, 0.00343790119828, -0.0282032938288, 0.705048896143, 0.0400018977167
0, 9.0, 9, regularization, -0.0112124236678, 0.221167524191, 0.0506965193413, -0.109080531356, 0.327991793961, 0.332570915995
0, 9.0, 10, regularization, -0.00100541349392, 0.228343717561, 0.0044030705318, -0.0135808977316, 0.452616505949, 0.030005308143
0, 5.0, 26, no_regularization, -0.0562788977422, 0.0215626374108, 2.61001920452, 0.0341031494294, 0.031267680868, 1.09068368624
0, 5.0, 27, no_regularization, -0.0562708248943, 0.0361169683532, 1.55801628597, 0.0345420852126, 0.0463968411115, 0.744492176301
0, 5.0, 28, no_regularization, -0.0549983528458, 0.166315859123, 0.330686160273, 0.033028939364, 0.203493952892, 0.162309193441
0, 5.0, 29, no_regularization, -0.0580969271187, 0.0546117666213, 1.0638170254, 0.0356020242213, 0.042840022041, 0.831045889453
0, 5.0, 30, no_regularization, -0.0578905278249, 0.0411473371622, 1.40690824285, 0.0344482527659, 0.0523550999243, 0.657973202529
0, 5.0, 26, regularization, -0.0562895380822, 0.00289241374363, 19.4610948058, 0.0303329555879, 0.00652756960131, 4.64689883687
0, 5.0, 27, regularization, -0.0563049777157, 0.00350116042895, 16.0818045498, 0.0308043879669, 0.00742169370589, 4.15058734403
0, 5.0, 28, regularization, -0.055940869192, 0.00745400461283, 7.50480742871, 0.0314406683594, 0.013104548708, 2.39921794027
0, 5.0, 29, regularization, -0.0577851219085, 0.010762092829, 5.36932015236, 0.0310941792151, 0.0170271653078, 1.82615125025
0, 5.0, 30, regularization, -0.0560701005993, 0.00305769601935, 18.3373691317, 0.0306451143136, 0.00706828446532, 4.33558021949
0, 5.0, 16, no_regularization, -0.0566203591139, 0.0255280499159, 2.21796648395, 0.0338961630072, 0.0327283380275, 1.03568237956
0, 5.0, 17, no_regularization, -0.0567862324042, 0.00291688608337, 19.4681008381, 0.0334621190641, 0.0218239580457, 1.53327453224
0, 5.0, 18, no_regularization, -0.0566349364612, 0.00251105248092, 22.5542623627, 0.034000647735, 0.0196951534292, 1.72634591841
0, 5.0, 19, no_regularization, -0.055777599984, 0.00274558941395, 20.3153463881, 0.0344279669449, 0.0216743065134, 1.58842299861
0, 5.0, 20, no_regularization, -0.0565163215472, 0.0217553317382, 2.59781474387, 0.0334611279762, 0.0284009791394, 1.17816811216
0, 5.0, 16, regularization, -0.0559674735414, 0.00312263816029, 17.9231376382, 0.029371254953, 0.00682913282968, 4.30087621453
0, 5.0, 17, regularization, -0.0567396699823, 0.00276442883922, 20.5249160974, 0.0295536642023, 0.00597900922967, 4.94290325823
0, 5.0, 18, regularization, -0.0566105273299, 0.00242555986042, 23.3391590345, 0.0303967579225, 0.00536215212996, 5.66876082323
0, 5.0, 19, regularization, -0.0557592157535, 0.00255586971254, 21.8161416757, 0.0304625530807, 0.00593989664537, 5.12846517363
0, 5.0, 20, regularization, -0.0564908861417, 0.0034424771117, 16.4099525745, 0.029942978105, 0.00924228860177, 3.23977960386
0, 3.0, 21, no_regularization, -0.0349979152177, 0.00242380989574, 14.4392162435, 0.0217474843615, 0.0184847484486, 1.17650961937
0, 3.0, 22, no_regularization, -0.0346101812565, 0.00223065751375, 15.5156858653, 0.0209404297221, 0.0175835723091, 1.19090872742
0, 3.0, 23, no_regularization, -0.0343213223351, 0.0031291933129, 10.9681054838, 0.0203827963128, 0.0190956443798, 1.06740552491
0, 3.0, 24, no_regularization, -0.0337722988464, 0.00151578947731, 22.2803359913, 0.0199511628529, 0.0143569763805, 1.38964934706
0, 3.0, 25, no_regularization, -0.0352166771542, 0.00166782409327, 21.115342617, 0.021281997955, 0.0162332440386, 1.31101324568
0, 3.0, 21, regularization, -0.0349887528332, 0.00199653855811, 17.5247067937, 0.0183612416172, 0.00449818417898, 4.08192303529
0, 3.0, 22, regularization, -0.0345996794888, 0.00185227884725, 18.6795198467, 0.0177658351017, 0.00432488933961, 4.10781264135
0, 3.0, 23, regularization, -0.0343184929837, 0.0024122579156, 14.2267096573, 0.0175482309827, 0.00462064706413, 3.7977864873
0, 3.0, 24, regularization, -0.0337631611512, 0.00142765713633, 23.649348497, 0.0177457050764, 0.00373457335335, 4.75173557925
0, 3.0, 25, regularization, -0.035213433088, 0.00148538397805, 23.7066197081, 0.0179609446927, 0.00359737173299, 4.99279641521
0, 0.5, 1, no_regularization, -0.00680099521176, 0.000666646319577, 10.2018041832, 0.00419155546845, 0.00702044002288, 0.59705024967
0, 0.5, 2, no_regularization, -0.00597309247851, 0.000567905008844, 10.5177668545, 0.0032453139073, 0.00649100694224, 0.49997079593
0, 0.5, 3, no_regularization, -0.00645215324052, 0.000558490224644, 11.5528490129, 0.00387425104983, 0.00685752477523, 0.564963478342
0, 0.5, 4, no_regularization, -0.00620579458154, 0.000590585563012, 10.5078670564, 0.00385784445501, 0.00743476785156, 0.518892389383
0, 0.5, 5, no_regularization, -0.00609848092394, 0.000576229697936, 10.5834200247, 0.00378365562461, 0.0066620429236, 0.567942246545
0, 0.5, 1, regularization, -0.00680074791583, 0.000692866965304, 9.81537330596, 0.00312118879023, 0.00203997967864, 1.53000974613
0, 0.5, 2, regularization, -0.00598917536805, 0.000744000983357, 8.04995625278, 0.00272371792179, 0.00223629089109, 1.21796226629
0, 0.5, 3, regularization, -0.0064570478951, 0.000674956617473, 9.56661173169, 0.00309207480728, 0.00196150116962, 1.57638183202
0, 0.5, 4, regularization, -0.00621245382742, 0.000769311440108, 8.07534309713, 0.00313313098159, 0.00211765667383, 1.47952735697
0, 0.5, 5, regularization, -0.00612848820581, 0.000725342344572, 8.44909752157, 0.00305816121342, 0.00206425549962, 1.48148386379
0, 7.0, 11, no_regularization, -0.000468859853004, 0.557269891772, 0.000841351488618, -0.0275336959562, 0.741665281704, 0.0371241537597
0, 7.0, 12, no_regularization, 0.010550122232, 0.544784030313, 0.0193656965788, -0.0639112280914, 0.867243749041, 0.0736946540833
0, 7.0, 13, no_regularization, -0.00331777310892, 0.480059691728, 0.00691116785285, 0.00543899522597, 0.707452689357, 0.00768813986829
0, 7.0, 14, no_regularization, -0.0660627745531, 0.169918648544, 0.388790607265, 0.0331865661923, 0.170923126237, 0.19416077229
0, 7.0, 15, no_regularization, -0.0644313551101, 0.170044243148, 0.37890935863, 0.045915681972, 0.176828277399, 0.259662553114
0, 7.0, 11, regularization, -0.00356430748901, 0.47866858624, 0.00744629497627, -0.0439362997467, 0.693343370753, 0.0633687457038
0, 7.0, 12, regularization, 0.0155697842064, 0.446680114134, 0.0348566764306, -0.063406313906, 0.843956857017, 0.0751298047748
0, 7.0, 13, regularization, -0.0178048589546, 0.420841615805, 0.0423077430699, 0.0176921548782, 0.673465399983, 0.0262703249174
0, 7.0, 14, regularization, -0.0664771990351, 0.103363887877, 0.643137563811, 0.0315188239796, 0.123922519098, 0.254342989547
0, 7.0, 15, regularization, -0.0641762258709, 0.124069621549, 0.517259785832, 0.042927372168, 0.148056818732, 0.289938501553
0, 0.5, 11, no_regularization, -0.00583416717911, 0.000697970248759, 8.35876198088, 0.00370119022844, 0.00658782869013, 0.561822476348
0, 0.5, 12, no_regularization, -0.00574881875697, 0.000684658018195, 8.39662810366, 0.00284821312884, 0.00715050121043, 0.398323564325
0, 0.5, 13, no_regularization, -0.00606731097198, 0.000768330511641, 7.89674610087, 0.00326421170616, 0.00824601536875, 0.395853216394
0, 0.5, 14, no_regularization, -0.00604906181441, 0.000608730551183, 9.93717467055, 0.00316693008202, 0.00696884792694, 0.454440980091
0, 0.5, 15, no_regularization, -0.00558531974253, 0.000533440926233, 10.470362261, 0.0027470426869, 0.00585304625126, 0.469335550921
0, 0.5, 11, regularization, -0.00581383974275, 0.000946189528897, 6.14447694166, 0.00296560717914, 0.00227187388864, 1.30535730613
0, 0.5, 12, regularization, -0.00574251221268, 0.000922270229485, 6.22649634467, 0.00246558373027, 0.00221793604097, 1.1116568218
0, 0.5, 13, regularization, -0.00603680472783, 0.000917534330169, 6.57937750048, 0.00287971771412, 0.00200327102081, 1.4375077981
0, 0.5, 14, regularization, -0.00602239045006, 0.000769979493339, 7.82149460104, 0.00268274212731, 0.0020489955677, 1.30929620815
0, 0.5, 15, regularization, -0.00559294375873, 0.000934512103851, 5.98488102581, 0.00257891798784, 0.00208444329733, 1.23722146395
0, 7.0, 1, no_regularization, -0.0429998776515, 0.276538334274, 0.155493370438, -0.00773585236228, 0.397705564739, 0.0194512047307
0, 7.0, 2, no_regularization, -0.0658525521638, 0.238170180993, 0.276493689887, 0.0317042597734, 0.298378587147, 0.106255144099
0, 7.0, 3, no_regularization, -0.020606461213, 0.359826227193, 0.057267813338, 0.0239307203909, 0.90775671935, 0.0263624822387
0, 7.0, 4, no_regularization, -0.0492120896643, 0.255270441185, 0.192784129004, 0.036720845366, 0.28502768008, 0.128832558844
0, 7.0, 5, no_regularization, -0.0198825503738, 0.552223532629, 0.0360045329455, -0.039125959165, 0.820954393417, 0.047659114171
0, 7.0, 1, regularization, -0.0330720128157, 0.229426431405, 0.144150840045, 0.00114119039763, 0.370801065201, 0.00307763516539
0, 7.0, 2, regularization, -0.0656649535753, 0.0979674317721, 0.670273297846, 0.0282127837304, 0.216031406483, 0.13059575082
0, 7.0, 3, regularization, -0.0153969126124, 0.293516156626, 0.0524567805378, 0.00337952917174, 0.868937056014, 0.00388926809871
0, 7.0, 4, regularization, -0.0453733188658, 0.190557886766, 0.238107798296, 0.0341395054732, 0.249101492949, 0.137050585563
0, 7.0, 5, regularization, -0.0288097529121, 0.441187307768, 0.0653005025413, -0.0499281652362, 0.756714246766, 0.065980210429
0, 3.0, 11, no_regularization, -0.0343546349109, 0.00256992863198, 13.3679334451, 0.0214128882712, 0.0196611895372, 1.08909423973
0, 3.0, 12, no_regularization, -0.0338439359472, 0.00138180422511, 24.4925694481, 0.0204040940781, 0.016124202331, 1.26543277361
0, 3.0, 13, no_regularization, -0.0340220628463, 0.00154862094197, 21.9692643462, 0.0197632696525, 0.0154355609083, 1.28037262591
0, 3.0, 14, no_regularization, -0.0346630508152, 0.00181442562336, 19.1041453388, 0.0209214148627, 0.0157925026341, 1.32476880628
0, 3.0, 15, no_regularization, -0.0345065964009, 0.00150001926189, 23.004102199, 0.0205316817388, 0.0151277465777, 1.35722010105
0, 3.0, 11, regularization, -0.0343142179746, 0.00212461026462, 16.1508294232, 0.018041584966, 0.00423343373678, 4.26169064826
0, 3.0, 12, regularization, -0.0338269707598, 0.00135082968239, 25.0416253068, 0.0169971459044, 0.00314651776349, 5.40189097346
0, 3.0, 13, regularization, -0.0340017894086, 0.00144405119416, 23.5461107931, 0.0169744447332, 0.00328464522467, 5.16781678755
0, 3.0, 14, regularization, -0.0346598476443, 0.0015958214805, 21.7191258971, 0.0176139942115, 0.00341632609874, 5.15582930387
0, 3.0, 15, regularization, -0.0344970339009, 0.00139427802503, 24.7418615812, 0.0177157893509, 0.00357394280661, 4.95693140869
0, 11.0, 16, no_regularization, -0.0243824370572, 0.504343498195, 0.0483449021243, -0.0340668673787, 0.718295401657, 0.0474273777894
0, 11.0, 17, no_regularization, 0.0130968509698, 0.500129290268, 0.0261869305091, 0.0816433366417, 0.779269667854, 0.104769042104
0, 11.0, 18, no_regularization, 0.00618726423454, 0.348735858162, 0.0177419788924, -0.101877987658, 0.744237690594, 0.136889046263
0, 11.0, 19, no_regularization, -0.010664536764, 0.357432615982, 0.0298364958517, 0.0276100940025, 0.57488909325, 0.0480268182624
0, 11.0, 20, no_regularization, -0.0315173649918, 0.470963489823, 0.0669210367106, -0.0268152347849, 0.671241215954, 0.0399487310188
0, 11.0, 16, regularization, -0.0217982436265, 0.405759585546, 0.0537220669651, -0.0247612802915, 0.691963001146, 0.0357841102061
0, 11.0, 17, regularization, 0.0111877309058, 0.429550522345, 0.0260452038207, 0.0789717851507, 0.746966047198, 0.105723393248
0, 11.0, 18, regularization, 0.00896920170314, 0.230975206136, 0.038831880933, -0.0828292997431, 0.714534067153, 0.115920714702
0, 11.0, 19, regularization, -0.013250150871, 0.257114850585, 0.0515339772901, 0.0255459431373, 0.5507724598, 0.0463820270654
0, 11.0, 20, regularization, -0.0296904939477, 0.35557256256, 0.0835005202142, -0.0212203269142, 0.663064303562, 0.0320034222928
0, 7.0, 21, no_regularization, -0.0536463343314, 0.221773346009, 0.241897122882, 0.0453850850475, 0.242172496453, 0.187408090151
0, 7.0, 22, no_regularization, 0.0335919590127, 0.604841579382, 0.0555384420612, 0.0395254066079, 0.679414343022, 0.0581757023734
0, 7.0, 23, no_regularization, 0.0306392434582, 0.519799703073, 0.0589443265879, 0.00995671662804, 0.488108726527, 0.0203985630392
0, 7.0, 24, no_regularization, -0.0724289311692, 0.0354968182877, 2.0404344576, 0.0444454636525, 0.0501398292673, 0.886430295076
0, 7.0, 25, no_regularization, -0.0576803605883, 0.141809648192, 0.406744966394, 0.0338446171069, 0.151226080851, 0.22380145618
0, 7.0, 21, regularization, -0.0521263822963, 0.139853693919, 0.372720811553, 0.0417101721685, 0.193060725646, 0.216046904562
0, 7.0, 22, regularization, 0.0314492608768, 0.527291297324, 0.0596430493664, 0.0352394205856, 0.614210671299, 0.0573735075476
0, 7.0, 23, regularization, 0.032433266264, 0.431499142676, 0.0751641499514, 0.0180874445322, 0.426003228134, 0.0424584682408
0, 7.0, 24, regularization, -0.07416027226, 0.0131919839537, 5.62161631791, 0.0427351475378, 0.0131763333565, 3.24332622602
0, 7.0, 25, regularization, -0.0565692003203, 0.0980361788325, 0.5770237171, 0.0297355528445, 0.136953092279, 0.217122171903
0, 9.0, 16, no_regularization, -0.00962103849487, 0.357559755943, 0.0269074982152, 0.0120410592359, 0.377707781905, 0.0318792987933
0, 9.0, 17, no_regularization, -0.0481044237359, 0.45059660832, 0.106757181141, 0.0222045971694, 0.876799145617, 0.0253246108648
0, 9.0, 18, no_regularization, -0.0177994498876, 0.529797240609, 0.0335967206381, 0.0524613579048, 0.434532672897, 0.120730525406
0, 9.0, 19, no_regularization, 0.0065074588647, 0.542360463094, 0.0119984019993, 0.0168074244171, 0.686071838714, 0.0244980532193
0, 9.0, 20, no_regularization, 0.0115668384614, 0.811757693488, 0.0142491269922, 0.0614803296016, 0.679576396564, 0.0904686064913
0, 9.0, 16, regularization, -0.0089707204159, 0.258270288372, 0.0347338459737, 0.00982751051203, 0.325962658729, 0.0301491911691
0, 9.0, 17, regularization, -0.0494266937041, 0.376252556269, 0.131365735277, 0.022547403999, 0.86147207835, 0.0261731106157
0, 9.0, 18, regularization, -0.0103498034529, 0.488214002034, 0.0211993171229, 0.0607378826681, 0.351326143224, 0.172881761974
0, 9.0, 19, regularization, 0.00615581273883, 0.457036882489, 0.0134689627351, 0.0269134331704, 0.655139824459, 0.0410804414044
0, 9.0, 20, regularization, 0.0155911475686, 0.756150658337, 0.0206191020224, 0.0568914739519, 0.65392825556, 0.0869995652706
0, 7.0, 16, no_regularization, -0.0175928539604, 0.444908935031, 0.0395425952935, -0.152301547165, 0.56580869882, 0.269174983493
0, 7.0, 17, no_regularization, -0.0140983959189, 0.347143322359, 0.0406126087149, 0.0288788692841, 0.403762781396, 0.0715243470046
0, 7.0, 18, no_regularization, -0.0558031297788, 0.193407418537, 0.288526315076, 0.0441799594391, 0.215345612922, 0.205158390921
0, 7.0, 19, no_regularization, -0.0181680199779, 0.349923008253, 0.051920049695, 0.0521559576821, 0.573879520284, 0.0908831136826
0, 7.0, 20, no_regularization, 0.00881079049522, 0.452001038672, 0.0194928545322, 0.0177593168673, 0.531762051861, 0.0333971121203
0, 7.0, 16, regularization, -0.0240859732767, 0.325407294904, 0.0740179266226, -0.14167373953, 0.52848803994, 0.268073691026
0, 7.0, 17, regularization, -0.0190323636735, 0.264562303726, 0.0719390608768, 0.0256855161566, 0.38040140122, 0.0675221386519
0, 7.0, 18, regularization, -0.049726704335, 0.151645271526, 0.327914638119, 0.0418032065634, 0.229231151171, 0.182362677803
0, 7.0, 19, regularization, -0.0103866448663, 0.270024887757, 0.0384655094299, 0.0559157341669, 0.497212152216, 0.112458502709
0, 7.0, 20, regularization, 0.00451349553346, 0.422971393188, 0.0106709238642, 0.0175172161675, 0.506633307373, 0.0345757294528
0, 0.5, 26, no_regularization, -0.00622754946269, 0.000621509228016, 10.0200434394, 0.00357441898906, 0.00676557221621, 0.52832471147
0, 0.5, 27, no_regularization, -0.00597343125801, 0.000709096257169, 8.42400618762, 0.00338182722328, 0.00690623972485, 0.489677068567
0, 0.5, 28, no_regularization, -0.00609491271053, 0.00107276199452, 5.68151439149, 0.00357779394233, 0.00911364817221, 0.39257538526
0, 0.5, 29, no_regularization, -0.00624089346722, 0.000639849107959, 9.7536956598, 0.00350408233605, 0.00667200023992, 0.525192177764
0, 0.5, 30, no_regularization, -0.0063884097973, 0.000772112317093, 8.2739384619, 0.00390376006951, 0.0077330403916, 0.50481568333
0, 0.5, 26, regularization, -0.00622303404599, 0.000738224794992, 8.42972775801, 0.00291353988565, 0.00213107557909, 1.36716872655
0, 0.5, 27, regularization, -0.00597928423681, 0.000923154308621, 6.47701492694, 0.00285994616669, 0.00196444244189, 1.45585643321
0, 0.5, 28, regularization, -0.00609431150826, 0.00104059417244, 5.85656893884, 0.00320157352553, 0.00257346950468, 1.24406895815
0, 0.5, 29, regularization, -0.00625449859671, 0.000649236972999, 9.63361431469, 0.00298565040663, 0.00201852924838, 1.47912169667
0, 0.5, 30, regularization, -0.00637699148928, 0.000829429298616, 7.68840876483, 0.00314407931946, 0.00199260571437, 1.5778732826
0, 11.0, 1, no_regularization, -0.0579687491095, 0.522040298262, 0.11104267104, -0.0340996410305, 0.704088262274, 0.0484309181925
0, 11.0, 2, no_regularization, -0.0318331463005, 0.502316945916, 0.0633726306854, 0.027602187445, 0.775074525896, 0.0356123011695
0, 11.0, 3, no_regularization, -0.0696884447744, 0.559479150012, 0.124559502839, 0.0317812387284, 0.590661844978, 0.0538061481347
0, 11.0, 4, no_regularization, 0.0323207063288, 0.394230493664, 0.0819842879945, 0.0148311996075, 0.38382437964, 0.0386405877119
0, 11.0, 5, no_regularization, 0.0281587873749, 0.498447584578, 0.0564929758838, 0.00703630976957, 0.734995962234, 0.00957326316213
0, 11.0, 1, regularization, -0.0579818607037, 0.457971233668, 0.126605901072, -0.0249264451721, 0.647106029848, 0.0385198777671
0, 11.0, 2, regularization, -0.0331500269619, 0.400413894852, 0.0827894021363, 0.0403589460747, 0.744158600951, 0.0542343339486
0, 11.0, 3, regularization, -0.0711049026139, 0.49710784335, 0.143037177073, 0.0247128734869, 0.564144949542, 0.0438058933381
0, 11.0, 4, regularization, 0.0317821969642, 0.28023766292, 0.113411582986, 0.0057249046572, 0.346061861895, 0.0165430094662
0, 11.0, 5, regularization, 0.0319022567379, 0.463947716755, 0.0687626117896, 0.0189128829488, 0.692728803513, 0.0273020016678
0, 5.0, 1, no_regularization, -0.0559766515264, 0.00283395446526, 19.7521351216, 0.0330300510055, 0.0203211614924, 1.62540172804
0, 5.0, 2, no_regularization, -0.055533115576, 0.00214846408769, 25.847821192, 0.0316520569838, 0.0180998066283, 1.74875111285
0, 5.0, 3, no_regularization, -0.0557232670567, 0.00216062295445, 25.7903707549, 0.0327577053669, 0.0188349244398, 1.73920025385
0, 5.0, 4, no_regularization, -0.0556758164182, 0.00244259046824, 22.7937581605, 0.0329047662033, 0.0191231559147, 1.72067656353
0, 5.0, 5, no_regularization, -0.0553912688097, 0.00218419273389, 25.3600645906, 0.033648640577, 0.0211002633301, 1.59470240018
0, 5.0, 1, regularization, -0.0559568478747, 0.00265053578339, 21.1115232721, 0.0294102375052, 0.00608432943393, 4.83376809632
0, 5.0, 2, regularization, -0.0555495797502, 0.00232506197227, 23.8916555398, 0.0286366190135, 0.005602291872, 5.11158998279
0, 5.0, 3, regularization, -0.055697681871, 0.00232651536585, 23.9403885693, 0.0290744981326, 0.00566189881957, 5.13511439521
0, 5.0, 4, regularization, -0.0556988742931, 0.00239068889997, 23.298252773, 0.0296517442444, 0.00576594145042, 5.14256769676
0, 5.0, 5, regularization, -0.0553693022871, 0.00229174544551, 24.1603195484, 0.0294322478129, 0.0055636269867, 5.29011881695
0, 0.5, 16, no_regularization, -0.00613217104484, 0.00063677293646, 9.63007485671, 0.00371517662725, 0.0069493757534, 0.534605806202
0, 0.5, 17, no_regularization, -0.0061636770233, 0.000595799535857, 10.3452195787, 0.00337452349501, 0.00626078005887, 0.538994097107
0, 0.5, 18, no_regularization, -0.00537492281482, 0.000571566496299, 9.40384513373, 0.00262446655559, 0.0067652137606, 0.387935495975
0, 0.5, 19, no_regularization, -0.00613119090022, 0.000689605220904, 8.89087076832, 0.00365365490593, 0.00735235049888, 0.496936987224
0, 0.5, 20, no_regularization, -0.00631987032821, 0.000690876791058, 9.14760838693, 0.00439818244168, 0.0079215227684, 0.555219314552
0, 0.5, 16, regularization, -0.00612151314611, 0.000782776655959, 7.82025511301, 0.00282897372772, 0.00217258723347, 1.30212204331
0, 0.5, 17, regularization, -0.00617473578767, 0.000767402886205, 8.04627647181, 0.00297737687017, 0.00205902796686, 1.44601089353
0, 0.5, 18, regularization, -0.00534473825533, 0.00103355848969, 5.17120057416, 0.00239672701155, 0.0021876489408, 1.09557203939
0, 0.5, 19, regularization, -0.00610430208374, 0.000874567155812, 6.97979799856, 0.00290710724232, 0.0019547341297, 1.48721363082
0, 0.5, 20, regularization, -0.00634547265092, 0.000769822819527, 8.24277027125, 0.00336614544529, 0.00225732970949, 1.49120681447
0, 9.0, 1, no_regularization, -0.00590280012985, 0.456700334484, 0.0129248868112, 0.00123976166435, 0.679895235746, 0.00182345984965
0, 9.0, 2, no_regularization, 0.0159750641245, 0.518486789188, 0.0308109376316, -0.0383906434739, 0.881417327557, 0.0435555806241
0, 9.0, 3, no_regularization, -0.00783790719145, 0.318959307399, 0.0245733766334, -0.0756567868381, 0.416151101978, 0.181801241132
0, 9.0, 4, no_regularization, -0.0242299033089, 0.495854714239, 0.0488649247714, -0.0397892847519, 0.747202853269, 0.0532509807449
0, 9.0, 5, no_regularization, -0.0454773663752, 0.524949700225, 0.0866318551201, -0.0585368537946, 0.743953388678, 0.0786834964199
0, 9.0, 1, regularization, -0.00106079848322, 0.327785069232, 0.00323626236458, 0.00604914437723, 0.631216718201, 0.00958330824075
0, 9.0, 2, regularization, 0.0214524170265, 0.428645913337, 0.0500469416808, -0.0467584919101, 0.849955521019, 0.0550128692076
0, 9.0, 3, regularization, -0.00949409316834, 0.264110661629, 0.0359474059464, -0.0560189456742, 0.364501942432, 0.153686274757
