cosine_window, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 3.0, 12, no_regularization, -0.0338447329789, 0.00139055695429, 24.3389764615, 0.0200761862916, 0.0140523807825, 1.42866796754
0, 3.0, 13, no_regularization, -0.034023087196, 0.00158343630198, 21.4868682457, 0.0197347173321, 0.0141594301907, 1.39375081245
0, 3.0, 14, no_regularization, -0.0346641042815, 0.0017509680375, 19.797108536, 0.0207287147128, 0.0146337956154, 1.41649612019
0, 3.0, 15, no_regularization, -0.0345076766954, 0.00152531491834, 22.6233129175, 0.0208908410935, 0.0145606036252, 1.43475103308
0, 3.0, 11, regularization, -0.03431378845, 0.00212718444432, 16.1310828224, 0.018033822559, 0.0042048739117, 4.28879032706
0, 3.0, 12, regularization, -0.0338266743141, 0.00134962720148, 25.0637170598, 0.0169896845601, 0.00307780650236, 5.52006259882
0, 3.0, 13, regularization, -0.0340021594242, 0.00144514715698, 23.5285100621, 0.0169716047396, 0.0031916723283, 5.3174646373
0, 3.0, 14, regularization, -0.0346598324023, 0.00159320686854, 21.75475959, 0.0176111639771, 0.0033498225667, 5.25734232978
0, 3.0, 15, regularization, -0.0344971132062, 0.00139526787181, 24.7243657675, 0.017716051319, 0.00348856545578, 5.0783198835
0, 3.0, 1, no_regularization, -0.035062621431, 0.00172913964197, 20.2774955706, 0.0203308938516, 0.0132494663319, 1.5344688867
0, 3.0, 2, no_regularization, -0.0343704396673, 0.00139206719572, 24.6902159414, 0.0192801244125, 0.0128629911218, 1.49888344242
0, 3.0, 3, no_regularization, -0.0349380597771, 0.00152348382857, 22.9330033715, 0.0205393552192, 0.0130787063505, 1.57044241753
0, 3.0, 4, no_regularization, -0.034592875562, 0.0016917760829, 20.4476679341, 0.0205315475439, 0.0136728036515, 1.50163405161
0, 3.0, 5, no_regularization, -0.0345693980019, 0.00141977732524, 24.3484646412, 0.0215182098005, 0.0148607169994, 1.44799270461
0, 3.0, 1, regularization, -0.0350463966727, 0.00151190902131, 23.1802285579, 0.0178522915807, 0.00351178849919, 5.08353267425
0, 3.0, 2, regularization, -0.0343637750384, 0.00137184222359, 25.0493638755, 0.0170469348028, 0.00319417449137, 5.33688276858
0, 3.0, 3, regularization, -0.0349357429676, 0.00143548069703, 24.3373129572, 0.0175997501313, 0.00316667242982, 5.55780571604
0, 3.0, 4, regularization, -0.034591985557, 0.0015109553322, 22.8941152791, 0.0179618009489, 0.00348743915576, 5.15042704595
0, 3.0, 5, regularization, -0.0345546405495, 0.00134382599368, 25.7136271452, 0.0180057075519, 0.00298934810897, 6.02328898994
0, 5.0, 16, no_regularization, -0.0566157848604, 0.0255456686331, 2.21625770199, 0.0335793472652, 0.0312677351367, 1.07392963124
0, 5.0, 17, no_regularization, -0.0567899726967, 0.0029161036457, 19.4746070773, 0.0335390679874, 0.0192766218258, 1.73988307135
0, 5.0, 18, no_regularization, -0.0566474774109, 0.00247856902145, 22.8549122178, 0.0341894014937, 0.0183289132086, 1.86532617098
0, 5.0, 19, no_regularization, -0.0557730855743, 0.00270188531535, 20.6422845772, 0.0343694312199, 0.0221412357237, 1.55228152795
0, 5.0, 20, no_regularization, -0.0565182459077, 0.0218191796283, 2.59030114195, 0.033771829937, 0.0266281937019, 1.26827340656
0, 5.0, 16, regularization, -0.0559679720017, 0.00312084614005, 17.933588998, 0.0293723874264, 0.00682382147737, 4.3043897798
0, 5.0, 17, regularization, -0.0567397588078, 0.00276416523694, 20.5269055733, 0.0295523105623, 0.0059780879969, 4.9434385338
0, 5.0, 18, regularization, -0.0566099938993, 0.00243335510855, 23.2641728699, 0.0303930402612, 0.00536021580838, 5.67011503785
0, 5.0, 19, regularization, -0.055759897973, 0.00255924978604, 21.7875950511, 0.030460458997, 0.00592528609435, 5.14075751145
0, 5.0, 20, regularization, -0.056491911315, 0.00344096368036, 16.4174680591, 0.0299320090848, 0.00924762993709, 3.23672219675
0, 7.0, 6, no_regularization, -0.0254358208257, 0.444271825416, 0.057252833447, -0.0511582237344, 0.647905625401, 0.078959375762
0, 7.0, 7, no_regularization, -0.0088457243641, 0.443746874424, 0.0199341671433, -0.178937894154, 0.783907321843, 0.228264093431
0, 7.0, 8, no_regularization, -0.0333631818677, 0.303963806093, 0.109760376726, 0.0181095781346, 0.369919753049, 0.0489554234002
0, 7.0, 9, no_regularization, -0.054451708125, 0.17768866077, 0.30644447366, 0.0421356703945, 0.206361254309, 0.204184019601
0, 7.0, 10, no_regularization, -0.00154753289841, 0.488783834997, 0.00316608853977, 0.0443650671984, 0.681402677682, 0.0651084427044
0, 7.0, 6, regularization, -0.0199228824082, 0.37471229462, 0.0531684780411, -0.0278323458278, 0.63308101919, 0.0439633237834
0, 7.0, 7, regularization, -0.00712598046421, 0.317652635502, 0.0224332483594, -0.153520867347, 0.709917740631, 0.216251628267
0, 7.0, 8, regularization, -0.02934459425, 0.225071285976, 0.130379111323, 0.0143523731606, 0.329755880312, 0.0435242372237
0, 7.0, 9, regularization, -0.0516641300361, 0.139945200068, 0.369174005332, 0.0426919730765, 0.171946122595, 0.248286919369
0, 7.0, 10, regularization, -0.00296989262588, 0.423681288715, 0.00700973279913, 0.0474512123035, 0.662759000721, 0.0715964811521
0, 9.0, 11, no_regularization, -0.0220586418344, 0.411683759065, 0.0535815206422, 0.0749201864585, 0.904333214995, 0.0828457754467
0, 9.0, 12, no_regularization, 0.031127334606, 0.519024800491, 0.0599727307377, 0.0163821376824, 0.626488581398, 0.0261491400942
0, 9.0, 13, no_regularization, 0.0338670235595, 0.319235471231, 0.106087908806, -0.0526141924787, 0.451638315789, 0.116496299449
0, 9.0, 14, no_regularization, 0.00311092161127, 0.375710402148, 0.00828010508488, -0.0433208198589, 0.391922274749, 0.110534212138
0, 9.0, 15, no_regularization, -0.0487351732904, 0.415965396665, 0.117161604502, -0.00947919190747, 0.731252480383, 0.0129629535103
0, 9.0, 11, regularization, -0.0316278756562, 0.330995943034, 0.0955536656018, 0.0905703286459, 0.832135260419, 0.108840873538
0, 9.0, 12, regularization, 0.0365207340583, 0.413233950453, 0.0883778644475, 0.0190195460305, 0.547394953808, 0.0347455633236
0, 9.0, 13, regularization, 0.0308707935211, 0.255461510686, 0.120843227765, -0.0431251415045, 0.437431730759, 0.0985871359391
0, 9.0, 14, regularization, -0.00278149373208, 0.3089760573, 0.00900229537651, -0.0302390728375, 0.372193395109, 0.0812455923046
0, 9.0, 15, regularization, -0.0507498249975, 0.348039756712, 0.145816171914, -0.0017678528601, 0.662849642175, 0.0026670495805
0, 3.0, 26, no_regularization, -0.0346559299745, 0.00227412973517, 15.239205327, 0.021571253453, 0.0163734213558, 1.31745546543
0, 3.0, 27, no_regularization, -0.0344224338592, 0.00262733061106, 13.10167579, 0.0204402782921, 0.0162765312686, 1.25581292198
0, 3.0, 28, no_regularization, -0.034102275302, 0.0335465422678, 1.01656603025, 0.0221766235549, 0.0676127618899, 0.327994640878
0, 3.0, 29, no_regularization, -0.0345800316111, 0.0018808035338, 18.385775542, 0.0209278444299, 0.015575777014, 1.34361479437
0, 3.0, 30, no_regularization, -0.0343687977806, 0.0024203114304, 14.2001551324, 0.0218220718376, 0.0187079437546, 1.16646020128
0, 3.0, 26, regularization, -0.0346518756272, 0.001903497808, 18.2043160131, 0.0180399805199, 0.00381378897143, 4.73019893209
0, 3.0, 27, regularization, -0.034421467191, 0.0021437923776, 16.0563436789, 0.0181813931977, 0.00407365847813, 4.46316088972
0, 3.0, 28, regularization, -0.0342135142027, 0.0034874173551, 9.81055913846, 0.0183178758302, 0.00603646572603, 3.03453654201
0, 3.0, 29, regularization, -0.034578623086, 0.00166463336196, 20.7725159643, 0.0179742239543, 0.00329909487527, 5.44822887302
0, 3.0, 30, regularization, -0.0343659095144, 0.00189948456037, 18.0922289296, 0.0182555560673, 0.00378843507649, 4.81875911787
0, 5.0, 6, no_regularization, -0.0556889384834, 0.00206956409686, 26.9085352649, 0.0329765467454, 0.0178055003509, 1.85204268881
0, 5.0, 7, no_regularization, -0.0552604526264, 0.00247795194412, 22.3008572694, 0.0334934125613, 0.0191741787683, 1.74679776203
0, 5.0, 8, no_regularization, -0.055729318561, 0.0197899104786, 2.81604702666, 0.0331069165107, 0.0236230037738, 1.40146938246
0, 5.0, 9, no_regularization, -0.0565065292903, 0.00215017172539, 26.2800076026, 0.0341747639347, 0.0187212863393, 1.82544956128
0, 5.0, 10, no_regularization, -0.0564302319834, 0.0591174096317, 0.954545071155, 0.0343486205082, 0.0766606826282, 0.448060457207
0, 5.0, 6, regularization, -0.0557031626435, 0.00236610063096, 23.542178179, 0.0290882823806, 0.00537716219583, 5.4095973529
0, 5.0, 7, regularization, -0.0552261768092, 0.00245681614645, 22.4787584895, 0.0296141574021, 0.00578197831091, 5.12180361282
0, 5.0, 8, regularization, -0.0557322478954, 0.00311077312253, 17.9158831905, 0.0297827376237, 0.00689178929275, 4.32148116528
0, 5.0, 9, regularization, -0.0565003439209, 0.00229971795065, 24.5683797463, 0.0302443034719, 0.00693233236304, 4.36278901357
0, 5.0, 10, regularization, -0.0558406712539, 0.00370690468035, 15.0639620031, 0.0303403664822, 0.00814764765248, 3.72381916552
0, 1.0, 11, no_regularization, -0.0115766978749, 0.00111618450817, 10.3716704453, 0.00630842783343, 0.00704493100731, 0.895456297142
0, 1.0, 12, no_regularization, -0.0112168424543, 0.000911960436897, 12.2997029262, 0.00575699647496, 0.00655017728656, 0.878906970469
0, 1.0, 13, no_regularization, -0.0113540137702, 0.00102838395329, 11.0406368495, 0.00579911115613, 0.00740295828583, 0.783350511001
0, 1.0, 14, no_regularization, -0.0118806504389, 0.000800510738981, 14.8413379864, 0.00629091030559, 0.00621698567532, 1.01189075126
0, 1.0, 15, no_regularization, -0.0119398169702, 0.000703671189273, 16.9678923227, 0.00624279511394, 0.00551013716217, 1.13296546533
0, 1.0, 11, regularization, -0.011588719773, 0.00100471178001, 11.5343723479, 0.00581993542017, 0.00239711243177, 2.42789422099
0, 1.0, 12, regularization, -0.0112217307716, 0.000911868972379, 12.3062974084, 0.00559307568243, 0.00225116807201, 2.48452159214
0, 1.0, 13, regularization, -0.0113310395349, 0.000944066143226, 12.0023788759, 0.00523494891498, 0.00225813686142, 2.31826024561
0, 1.0, 14, regularization, -0.0118726460977, 0.000751026729928, 15.8085533106, 0.00597276516879, 0.00218040188589, 2.73929554338
0, 1.0, 15, regularization, -0.0119058193485, 0.000699183584933, 17.0281734369, 0.00594695335463, 0.00261645901863, 2.27290139547
0, 0.5, 6, no_regularization, -0.00636666986906, 0.000512292571169, 12.427800494, 0.00306346960453, 0.00394341007607, 0.776857984698
0, 0.5, 7, no_regularization, -0.00614274162731, 0.000707515156924, 8.68213432207, 0.003590630048, 0.00533854202039, 0.672586266866
0, 0.5, 8, no_regularization, -0.00632815952093, 0.000639867325905, 9.88979943926, 0.00312259358267, 0.00400627699493, 0.779425283529
0, 0.5, 9, no_regularization, -0.00605679568913, 0.000532711398371, 11.3697505021, 0.00302627092662, 0.00365852335202, 0.827183711962
0, 0.5, 10, no_regularization, -0.00616320575518, 0.000760519777206, 8.10393883224, 0.00348518000056, 0.00501067490996, 0.69555101123
0, 0.5, 6, regularization, -0.00639415451378, 0.000617139277994, 10.3609586066, 0.003113737798, 0.00193494504332, 1.60921252453
0, 0.5, 7, regularization, -0.00611176146844, 0.000827891724546, 7.38231979766, 0.00285076401224, 0.00192905551965, 1.47780298866
0, 0.5, 8, regularization, -0.00634704745146, 0.000755479300314, 8.40135189518, 0.00331476932107, 0.00234239146741, 1.41512183903
0, 0.5, 9, regularization, -0.00602547794095, 0.000848055597533, 7.10505061046, 0.00298546814701, 0.0021872720033, 1.36492770104
0, 0.5, 10, regularization, -0.00618251120884, 0.000807941987209, 7.65217219395, 0.0031950988392, 0.00211811084039, 1.50846630794
0, 5.0, 26, no_regularization, -0.0562754773281, 0.0217156780327, 2.5914676596, 0.0345336579331, 0.0289515670156, 1.19280790275
0, 5.0, 27, no_regularization, -0.0562819460219, 0.0361488367817, 1.55695040374, 0.0342362305381, 0.0469526743016, 0.729164654567
0, 5.0, 28, no_regularization, -0.0550009913052, 0.166386715872, 0.330561193043, 0.0332884456787, 0.204955682484, 0.162417773809
0, 5.0, 29, no_regularization, -0.0580981729967, 0.0546854438224, 1.06240653702, 0.035248699817, 0.0421003393797, 0.837254528975
0, 5.0, 30, no_regularization, -0.0578911152253, 0.0411865024601, 1.40558463981, 0.0344646802138, 0.052452673321, 0.657062415159
0, 5.0, 26, regularization, -0.0562894880786, 0.00289756775398, 19.4264613834, 0.0303304907227, 0.00654449519725, 4.63450423731
0, 5.0, 27, regularization, -0.0563035404142, 0.00349703611517, 16.1003600077, 0.0307976301296, 0.00741943659005, 4.15093919272
0, 5.0, 28, regularization, -0.0559402023007, 0.00747793349532, 7.48070337021, 0.0314633294501, 0.0130758162283, 2.40622297689
0, 5.0, 29, regularization, -0.0577844391474, 0.0107521754777, 5.37420908609, 0.0310939661951, 0.0170184860905, 1.82707004781
0, 5.0, 30, regularization, -0.0570058288186, 0.0169526117686, 3.36265760089, 0.030643277216, 0.00735086652003, 4.168661903
0, 7.0, 26, no_regularization, -0.045481683272, 0.252191297894, 0.180345966145, 0.0450980610393, 0.27362729381, 0.164815652749
0, 7.0, 27, no_regularization, 0.00397844529633, 0.318013517362, 0.0125103024844, -0.00486597031142, 0.374326787498, 0.0129992575309
0, 7.0, 28, no_regularization, -0.0444575272587, 0.417905997917, 0.10638164439, -0.171460733597, 0.829398282793, 0.206729067511
0, 7.0, 29, no_regularization, -0.039696140249, 0.332859477869, 0.119257953846, 0.0128087197168, 0.366483382713, 0.0349503424193
0, 7.0, 30, no_regularization, -0.0100919142281, 0.547463940232, 0.018433934158, 0.0536595868791, 0.684412468677, 0.0784024098551
0, 7.0, 26, regularization, -0.0431468839385, 0.164813328466, 0.261792443245, 0.0475337803864, 0.254372997923, 0.186866455066
0, 7.0, 27, regularization, 0.000380630795258, 0.216599794972, 0.00175729988714, -0.00147815691823, 0.368103212409, 0.00401560450548
0, 7.0, 28, regularization, -0.0412854367369, 0.307138642527, 0.13441954551, -0.179583011422, 0.798370702304, 0.224936875694
0, 7.0, 29, regularization, -0.0363801666537, 0.266666501671, 0.136425709363, 0.016280176207, 0.353030446549, 0.0461155018388
0, 7.0, 30, regularization, -0.0104179532232, 0.460198620553, 0.0226379496981, 0.0582634735165, 0.61352662044, 0.0949648663569
0, 7.0, 1, no_regularization, -0.0429935410866, 0.276552078686, 0.155462729808, -0.00808107822839, 0.399225796536, 0.0202418738932
0, 7.0, 2, no_regularization, -0.0658611267549, 0.23828209469, 0.276399814432, 0.0320143320532, 0.3001542003, 0.106659617028
0, 7.0, 3, no_regularization, -0.0206279025758, 0.359910136373, 0.057314036175, 0.02462135008, 0.910305776463, 0.0270473402637
0, 7.0, 4, no_regularization, -0.0492230865397, 0.255271865453, 0.192826132454, 0.0364713990297, 0.287069038378, 0.127047483894
0, 7.0, 5, no_regularization, -0.0198893834658, 0.552282796454, 0.0360130418574, -0.0385512156941, 0.822188570623, 0.0468885327181
0, 7.0, 1, regularization, -0.0330621371852, 0.229474460295, 0.144077633488, 0.00122990970461, 0.370710870633, 0.00331770606701
0, 7.0, 2, regularization, -0.065669108181, 0.0979572408173, 0.670385441986, 0.0282694847851, 0.216345782694, 0.130668064952
0, 7.0, 3, regularization, -0.0154043091049, 0.29350808367, 0.052483423667, 0.00325296815605, 0.868833029758, 0.00374406594205
0, 7.0, 4, regularization, -0.0453793804682, 0.190526531365, 0.238178799262, 0.0341336932293, 0.249258433219, 0.136940976433
0, 7.0, 5, regularization, -0.0543098819965, 0.377404365036, 0.143903693301, 0.0460342819225, 0.544537033377, 0.0845383860065
0, 0.5, 21, no_regularization, -0.00614308627816, 0.000642030792952, 9.56821128455, 0.0030280628183, 0.00450744568595, 0.671791304714
0, 0.5, 22, no_regularization, -0.00579359665471, 0.000621766500814, 9.31796204383, 0.00299570286626, 0.00452124682141, 0.662583350255
0, 0.5, 23, no_regularization, -0.00531593826404, 0.000693399269685, 7.66648956301, 0.0028119148087, 0.00503354072395, 0.558635553562
0, 0.5, 24, no_regularization, -0.00610869868471, 0.000565236889963, 10.8073248459, 0.00303141898406, 0.00340043045549, 0.891480953294
0, 0.5, 25, no_regularization, -0.00569529096698, 0.000508948984848, 11.1902983138, 0.00292477204761, 0.00408892134226, 0.715291834397
0, 0.5, 21, regularization, -0.00617242697475, 0.000757019626415, 8.15358910043, 0.00310275533155, 0.00199353326942, 1.5564101082
0, 0.5, 22, regularization, -0.00579556391313, 0.00098437629905, 5.88754922149, 0.00297666047852, 0.00219008492192, 1.3591529939
0, 0.5, 23, regularization, -0.00526464506737, 0.0010935778531, 4.81414748156, 0.00246205602112, 0.0023029971814, 1.0690660158
0, 0.5, 24, regularization, -0.00610192305407, 0.000832431176138, 7.33024330297, 0.00290797580473, 0.00197530562162, 1.47216500217
0, 0.5, 25, regularization, -0.00569711200162, 0.000942080194322, 6.04737477335, 0.00291781728333, 0.00220536318756, 1.32305522273
0, 11.0, 26, no_regularization, -0.0322369050143, 0.526572510561, 0.0612202581177, 0.0220166192536, 0.853498205951, 0.0257957416901
0, 11.0, 27, no_regularization, -0.0553500839132, 0.497852644633, 0.111177643646, -0.0967730908233, 0.716022604466, 0.13515368121
0, 11.0, 28, no_regularization, -0.0159615147968, 0.488020494063, 0.0327066485751, 0.0638185374538, 0.803424608654, 0.0794331375544
0, 11.0, 29, no_regularization, -0.0120095521628, 0.325001134993, 0.0369523391452, 0.0311462636964, 0.444367936853, 0.0700911589549
0, 11.0, 30, no_regularization, 0.0136011613308, 0.320452760217, 0.0424435767742, 0.0712509090395, 0.438684102181, 0.162419628806
0, 11.0, 26, regularization, -0.0261759693487, 0.4701946292, 0.0556704983919, 0.0259183075471, 0.805069343996, 0.0321938821051
0, 11.0, 27, regularization, -0.0515862610765, 0.429969082701, 0.119976675422, -0.0863477848693, 0.715215070294, 0.120729817443
0, 11.0, 28, regularization, -0.0115480639613, 0.408512237369, 0.0282685875843, 0.0632892006211, 0.758648374518, 0.0834236291105
0, 11.0, 29, regularization, -0.0148674320052, 0.219415638485, 0.0677592176559, 0.0144957622755, 0.414928424789, 0.0349355730037
0, 11.0, 30, regularization, 0.0160982472715, 0.24863172119, 0.0647473588425, 0.0669725783112, 0.410823754513, 0.163020218708
0, 1.0, 26, no_regularization, -0.0122141474816, 0.000884710395321, 13.8058143616, 0.00675794456827, 0.00623764567456, 1.08341270423
0, 1.0, 27, no_regularization, -0.0118405036458, 0.00108878424507, 10.8749770208, 0.00625441514674, 0.00665869738186, 0.939285086567
0, 1.0, 28, no_regularization, -0.0116362498106, 0.00191258879338, 6.08403115759, 0.00651694636657, 0.00974521215184, 0.668733144547
0, 1.0, 29, no_regularization, -0.0123328050602, 0.000896374531409, 13.7585402397, 0.00661107327836, 0.00647051928464, 1.02172221232
0, 1.0, 30, no_regularization, -0.0120082146848, 0.00115590846295, 10.3885515763, 0.00690875947251, 0.00747611743357, 0.924110614086
0, 1.0, 26, regularization, -0.0122111053955, 0.00080964598305, 15.0820304815, 0.00609912724168, 0.00239816695424, 2.54324546959
0, 1.0, 27, regularization, -0.0118283864798, 0.000968606675569, 12.2117540361, 0.00584835032846, 0.00223972432534, 2.61119203926
0, 1.0, 28, regularization, -0.0116413515879, 0.00155781331748, 7.47287974579, 0.0061401609959, 0.00281214328903, 2.1834452817
0, 1.0, 29, regularization, -0.0123470024808, 0.000708384391823, 17.4298059406, 0.00623946981564, 0.00263076550559, 2.37173165088
0, 1.0, 30, regularization, -0.0120260830451, 0.000972101104684, 12.371226601, 0.00608933744168, 0.00255591200591, 2.38245191055
0, 1.0, 16, no_regularization, -0.011890502274, 0.000853571820471, 13.9302891554, 0.00623694704624, 0.00631982374843, 0.986886232038
0, 1.0, 17, no_regularization, -0.0118206500142, 0.000853256321238, 13.8535745004, 0.00655723777246, 0.00613275540943, 1.06921560289
0, 1.0, 18, no_regularization, -0.0117386632395, 0.000677217303096, 17.3336729375, 0.00599909839317, 0.0052997938692, 1.13194938166
0, 1.0, 19, no_regularization, -0.011982516034, 0.000913799717978, 13.1128471571, 0.00655204489502, 0.00660748623613, 0.991609314173
0, 1.0, 20, no_regularization, -0.0118708374811, 0.00106332560024, 11.1638781935, 0.00663407427043, 0.00728458403108, 0.910700493278
0, 1.0, 16, regularization, -0.0119122441857, 0.000752760930149, 15.8247375874, 0.00549426787901, 0.00236597657656, 2.32219876285
0, 1.0, 17, regularization, -0.0117969100259, 0.000778266145428, 15.1579380591, 0.00595538108913, 0.00254153233148, 2.34322460327
0, 1.0, 18, regularization, -0.0117375652718, 0.000714891402782, 16.4186689421, 0.00555351074726, 0.00224981680025, 2.4684279834
0, 1.0, 19, regularization, -0.0119992830905, 0.000835680857512, 14.3586908598, 0.00606269656168, 0.00240836162093, 2.51735308726
0, 1.0, 20, regularization, -0.0118565145257, 0.000964124635385, 12.2976989598, 0.00592542871906, 0.00232688647007, 2.54650529593
0, 5.0, 21, no_regularization, -0.0566592449273, 0.0237585148591, 2.38479741951, 0.034305866289, 0.0262308455448, 1.30784446999
0, 5.0, 22, no_regularization, -0.0561023740707, 0.00344089155782, 16.3046039458, 0.0341822300942, 0.0379257039205, 0.901294545933
0, 5.0, 23, no_regularization, -0.0563726716864, 0.060672932638, 0.929123898176, 0.0294673860498, 0.0768664133234, 0.383358410725
0, 5.0, 24, no_regularization, -0.0557039256394, 0.0022299458286, 24.9799456673, 0.0337159279447, 0.0177610339921, 1.8983088462
0, 5.0, 25, no_regularization, -0.0570673075339, 0.00265772364012, 21.4722504148, 0.0340124093344, 0.0185254304909, 1.83598482913
0, 5.0, 21, regularization, -0.0566736606404, 0.00311261812681, 18.2077139988, 0.0305027803527, 0.00730880729757, 4.17342790839
0, 5.0, 22, regularization, -0.0560466434937, 0.00294863961069, 19.0076275481, 0.0297971847287, 0.00795133397639, 3.74744474539
0, 5.0, 23, regularization, -0.0561587343486, 0.00396438497223, 14.1658125389, 0.0297827329835, 0.00840239887935, 3.54455119438
