lanczos, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 11.0, 2, no_regularization, -0.0223444089751, 0.467581576981, 0.0477871885358, -0.090065088725, 0.652943525075, 0.137937027118
0, 11.0, 3, no_regularization, -0.0693191040765, 0.491538719748, 0.141024707295, 0.0549442466148, 0.69139794367, 0.0794683396411
0, 11.0, 4, no_regularization, 0.0287551477026, 0.368174449293, 0.078101964321, -0.196065940439, 0.74432151695, 0.2634156557
0, 11.0, 5, no_regularization, -0.00370571643272, 0.544293226772, 0.00680830892329, -0.0373381566095, 0.780193194873, 0.0478575779114
0, 11.0, 1, regularization, -0.0907304751513, 0.536303783814, 0.169177391414, -0.00780200142033, 0.686126360396, 0.0113710853724
0, 11.0, 2, regularization, -0.028804865898, 0.357810639483, 0.0805031005775, -0.0837876477632, 0.619272076409, 0.13530021933
0, 11.0, 3, regularization, -0.0666475494025, 0.403734417098, 0.165077701033, 0.0552887229558, 0.660833225363, 0.0836651682056
0, 11.0, 4, regularization, 0.0303936639756, 0.291774734578, 0.104168251647, -0.201298055164, 0.722338519001, 0.278675509985
0, 11.0, 5, regularization, -0.000515085026417, 0.478133838175, 0.0010772821024, -0.0311259522938, 0.756658361271, 0.0411360712931
0, 11.0, 26, no_regularization, 0.016990189873, 0.52610031697, 0.0322945820883, 0.0270143690911, 0.847978381703, 0.0318573794733
0, 11.0, 27, no_regularization, -0.0382611390297, 0.462233567013, 0.0827744710903, -0.0380580301532, 0.694310594986, 0.0548141284722
0, 11.0, 28, no_regularization, -0.0124059809474, 0.502514246551, 0.0246878193653, 0.0971931184539, 0.814047211541, 0.119394940583
0, 11.0, 29, no_regularization, -0.00696030002476, 0.414969373035, 0.0167730451379, -0.00996304138711, 0.479131040749, 0.0207939802262
0, 11.0, 30, no_regularization, 0.0137165911862, 0.329307555669, 0.0416528286401, 0.00984987623706, 0.381321890453, 0.0258308701485
0, 11.0, 26, regularization, 0.0190483758426, 0.448784007736, 0.0424444176135, 0.0286547019616, 0.814329492632, 0.0351880930518
0, 11.0, 27, regularization, -0.0534961751853, 0.425154934312, 0.125827482802, -0.0238319815465, 0.651792883347, 0.0365637339029
0, 11.0, 28, regularization, -0.0096309019826, 0.417688767489, 0.023057603489, 0.0975367980753, 0.782321023158, 0.124676181757
0, 11.0, 29, regularization, -0.0126211089207, 0.320149627332, 0.0394225319763, -0.0182911172636, 0.438159843941, 0.0417453071442
0, 11.0, 30, regularization, 0.0096850587622, 0.252503119971, 0.0383561944237, 0.00615979979391, 0.327820609881, 0.0187901541521
0, 9.0, 26, no_regularization, -0.027254388401, 0.562924038228, 0.0484157480408, 0.0115404326017, 0.626222480011, 0.01842864632
0, 9.0, 27, no_regularization, 0.033130202257, 0.565258036563, 0.0586107584749, -0.132670197638, 0.778655768829, 0.170383631573
0, 9.0, 28, no_regularization, 0.0045295732423, 0.453915807376, 0.00997888412058, 0.0382512473674, 0.674341946116, 0.0567238143612
0, 9.0, 29, no_regularization, 0.019809725931, 0.386113660145, 0.0513054262924, -0.122569191057, 0.432539178565, 0.283371303991
0, 9.0, 30, no_regularization, 0.0337729603871, 0.529103434572, 0.0638305446164, 0.0256340437924, 0.630351044485, 0.0406662985913
0, 9.0, 26, regularization, -0.0275979126684, 0.4636850668, 0.0595186574778, -0.00206851303439, 0.599548511654, 0.00345011787066
0, 9.0, 27, regularization, -0.00899694389654, 0.238798564886, 0.0376758708782, -0.126285936993, 0.6592144861, 0.191570330531
0, 9.0, 28, regularization, 0.00321349557725, 0.352205758175, 0.00912391550296, 0.0275666011058, 0.651878736242, 0.0422879280658
0, 9.0, 29, regularization, 0.0231776830046, 0.317463406018, 0.0730089911631, -0.129409763979, 0.36577781594, 0.353793364004
0, 9.0, 30, regularization, 0.0413451613359, 0.472984087343, 0.0874134298432, 0.0240256943029, 0.584306265804, 0.0411183239151
0, 11.0, 21, no_regularization, 0.0010760788379, 0.345398332421, 0.00311547201273, -0.0207789165539, 0.432695734276, 0.0480220046279
0, 11.0, 22, no_regularization, -0.0761838502812, 0.425447017434, 0.179067773799, 0.023786538771, 0.611273479481, 0.0389130881176
0, 11.0, 23, no_regularization, -0.00182626547429, 0.455761372273, 0.00400706506825, -0.105018652012, 0.75510766628, 0.139077719247
0, 11.0, 24, no_regularization, 0.00210936365576, 0.385577570695, 0.00547065964433, -0.0132689208512, 0.728921134741, 0.0182035068251
0, 11.0, 25, no_regularization, -0.0248468583105, 0.374242478195, 0.0663924053473, 0.0214237774173, 0.429358716914, 0.0498971525983
0, 11.0, 21, regularization, 0.00567868111423, 0.239923588288, 0.0236687070027, -0.0174367250033, 0.381025836055, 0.0457625792095
0, 11.0, 22, regularization, -0.0718258893642, 0.318879230937, 0.225244802407, 0.0139180561651, 0.547569814497, 0.0254178659901
0, 11.0, 23, regularization, -0.00214938636026, 0.346830813854, 0.00619721856998, -0.0973360877249, 0.721422011913, 0.134922536487
0, 11.0, 24, regularization, 0.000354114526014, 0.262489005486, 0.00134906422217, -0.00672848715414, 0.68572956961, 0.00981215839645
0, 11.0, 25, regularization, -0.0289863121679, 0.29231152767, 0.0991623984142, 0.0334570489111, 0.360520982019, 0.0928019465712
0, 9.0, 16, no_regularization, -0.00962698965005, 0.357506930688, 0.0269281203347, 0.012233543366, 0.381856226627, 0.0320370404171
0, 9.0, 17, no_regularization, -0.0480778982795, 0.450643833496, 0.106687132289, 0.0226065203208, 0.878195346293, 0.0257420178964
0, 9.0, 18, no_regularization, -0.0177922673411, 0.529777906491, 0.0335843890865, 0.0529591894326, 0.436270956531, 0.12139059142
0, 9.0, 19, no_regularization, 0.00652196531905, 0.542582247719, 0.0120202335157, 0.0166339813129, 0.687640661264, 0.024189932693
0, 9.0, 20, no_regularization, 0.0116072403412, 0.811823384365, 0.01429774082, 0.0617785397461, 0.682983679359, 0.0904539033848
0, 9.0, 16, regularization, -0.00896736240652, 0.258203757922, 0.0347297904518, 0.00981738134875, 0.326465795029, 0.0300716996948
0, 9.0, 17, regularization, -0.0494235397355, 0.376444605474, 0.131290338649, 0.0226246525873, 0.862120560066, 0.0262430263647
0, 9.0, 18, regularization, -0.0103283530238, 0.488200367595, 0.0211559714195, 0.0607610373465, 0.351227824835, 0.172996081318
0, 9.0, 19, regularization, 0.00614582808347, 0.457172653407, 0.0134431227189, 0.0269520743026, 0.6563804306, 0.0410616664455
0, 9.0, 20, regularization, 0.0155916796384, 0.756034133549, 0.0206229837338, 0.0570516441871, 0.655142266047, 0.087082832453
0, 3.0, 6, no_regularization, -0.0347679731196, 0.0013909727943, 24.9954371948, 0.0205484547324, 0.0137066137948, 1.49916347247
0, 3.0, 7, no_regularization, -0.0344308743403, 0.00170785498446, 20.1603032187, 0.0214143053599, 0.0164048896566, 1.30536113367
0, 3.0, 8, no_regularization, -0.0345611182318, 0.00239877177413, 14.407839297, 0.0204449139585, 0.0156971025056, 1.3024641937
0, 3.0, 9, no_regularization, -0.0344519444003, 0.00138834039437, 24.8151998889, 0.0208335776026, 0.0137272634762, 1.5176788614
0, 3.0, 10, no_regularization, -0.0349432473975, 0.00268598917207, 13.0094520711, 0.0201461665687, 0.0174403711038, 1.15514552121
0, 3.0, 6, regularization, -0.0347657361193, 0.00134314886999, 25.8837548809, 0.0178424206287, 0.00313269578435, 5.69554845314
0, 3.0, 7, regularization, -0.0344211108501, 0.00153524171858, 22.4206458394, 0.0177859526222, 0.0036346677378, 4.89341912527
0, 3.0, 8, regularization, -0.0345732221573, 0.00196991065504, 17.5506549339, 0.018153670939, 0.00458500407548, 3.95935764508
0, 3.0, 9, regularization, -0.0344446788552, 0.00129507417787, 26.5966841466, 0.0179176316058, 0.00318601292032, 5.62384147646
0, 3.0, 10, regularization, -0.0349215923307, 0.00212762328654, 16.4134283318, 0.0184039892332, 0.00504380714988, 3.64882888784
0, 0.5, 6, no_regularization, -0.0063646645178, 0.000497689080636, 12.7884351203, 0.0030516414107, 0.00445051628963, 0.685682561777
0, 0.5, 7, no_regularization, -0.00614779866278, 0.000682847286185, 9.00318239108, 0.00362464140477, 0.00585725407713, 0.618829464633
0, 0.5, 8, no_regularization, -0.00632570074033, 0.000624752873527, 10.1251246827, 0.00310300476871, 0.0042656691231, 0.727436816866
0, 0.5, 9, no_regularization, -0.00606170156496, 0.000498391820879, 12.1625221583, 0.00304839025615, 0.00395835088256, 0.770116229356
0, 0.5, 10, no_regularization, -0.00615837889428, 0.000754672124288, 8.16033704716, 0.00338316763604, 0.00528170801843, 0.640544237628
0, 0.5, 6, regularization, -0.0063935092239, 0.000602400347294, 10.6133890072, 0.00311544151152, 0.00195612495043, 1.59265976892
0, 0.5, 7, regularization, -0.0061136331312, 0.000806484907982, 7.58059211115, 0.00285274497141, 0.00193276483707, 1.4759917589
0, 0.5, 8, regularization, -0.00634620101548, 0.000738236920502, 8.59642865215, 0.00332120096394, 0.00236202324568, 1.40608309847
0, 0.5, 9, regularization, -0.00602718530796, 0.00082468969359, 7.30842807277, 0.00298182738033, 0.00220036903402, 1.35514876561
0, 0.5, 10, regularization, -0.0061807185558, 0.000792678509023, 7.79725763402, 0.00319407242124, 0.00212279897554, 1.50465138623
0, 7.0, 1, no_regularization, -0.0429906597191, 0.276534643062, 0.155462112244, -0.008205246963, 0.399536701498, 0.0205369041999
0, 7.0, 2, no_regularization, -0.065859151269, 0.238321563456, 0.276345750312, 0.0320452001163, 0.299637159147, 0.106946682472
0, 7.0, 3, no_regularization, -0.0206289074868, 0.359898979975, 0.0573186050381, 0.0244624716819, 0.910356834887, 0.026871300071
0, 7.0, 4, no_regularization, -0.0492269066856, 0.255302498471, 0.192817959011, 0.0364100452457, 0.286990207169, 0.126868598078
0, 7.0, 5, no_regularization, -0.0198883075005, 0.552268368392, 0.0360120344362, -0.0386964375857, 0.821798616766, 0.047087494182
0, 7.0, 1, regularization, -0.0330599067581, 0.229463922501, 0.144074529877, 0.00123806289658, 0.370775505295, 0.0033391172796
0, 7.0, 2, regularization, -0.0656683528204, 0.0979481257393, 0.670440116385, 0.0282753022456, 0.216412740559, 0.130654517717
0, 7.0, 3, regularization, -0.0153845399632, 0.293593571344, 0.0524008066415, 0.00327980867223, 0.869166815499, 0.0037735088521
0, 7.0, 4, regularization, -0.0453775728323, 0.190534569864, 0.238159263512, 0.0341308391046, 0.249367500268, 0.136869636452
0, 7.0, 5, regularization, -0.0287929459925, 0.441235709836, 0.0652552487267, -0.0500592746966, 0.75698658927, 0.0661296717883
0, 3.0, 26, no_regularization, -0.0346545630824, 0.0022740431089, 15.2391847572, 0.0215527857863, 0.0165558428968, 1.30182352663
0, 3.0, 27, no_regularization, -0.0344228927974, 0.00262090096007, 13.1339922118, 0.0204294197855, 0.0164006638664, 1.24564590506
0, 3.0, 28, no_regularization, -0.034104105554, 0.0335394223832, 1.01683640119, 0.0221522100404, 0.0674539065515, 0.328405146165
0, 3.0, 29, no_regularization, -0.0345793426846, 0.00187641951589, 18.4283644418, 0.0209169323545, 0.0158131924065, 1.32275202987
0, 3.0, 30, no_regularization, -0.0343668267765, 0.00241012504335, 14.2593542486, 0.0218824168339, 0.0191143437683, 1.14481653669
0, 3.0, 26, regularization, -0.0346517655978, 0.00190235822172, 18.2151632654, 0.0180396408476, 0.0038281932507, 4.71231196185
0, 3.0, 27, regularization, -0.0344218277484, 0.00214287366653, 16.0633957503, 0.0181842137556, 0.00408765268808, 4.44857113439
0, 3.0, 28, regularization, -0.0342137897936, 0.00348631732596, 9.81373368938, 0.018319122487, 0.00604765317304, 3.02912914528
0, 3.0, 29, regularization, -0.0345783583072, 0.00166329740813, 20.789041177, 0.0179762343404, 0.00332037113046, 5.41392321342
0, 3.0, 30, regularization, -0.0343654076974, 0.00189706074568, 18.1150802765, 0.0182574637753, 0.00380362398611, 4.80001804647
0, 0.5, 21, no_regularization, -0.00613878294115, 0.000635974742986, 9.65255776092, 0.003053598686, 0.00462984762165, 0.659546260597
0, 0.5, 22, no_regularization, -0.00579667925629, 0.000600557058676, 9.65217071808, 0.00298071634332, 0.00476107566609, 0.626059435381
0, 0.5, 23, no_regularization, -0.00532060263447, 0.00068434755501, 7.77470832697, 0.00278685303427, 0.00492305288576, 0.566082286528
0, 0.5, 24, no_regularization, -0.00610941325052, 0.000531525063234, 11.4941207351, 0.00301159348896, 0.00372115394646, 0.809317091498
0, 0.5, 25, no_regularization, -0.00569719230427, 0.000492044093169, 11.5786214759, 0.00292399771397, 0.00454641034572, 0.643144259234
0, 0.5, 21, regularization, -0.00617101543076, 0.000742823471598, 8.30751270889, 0.00310307696806, 0.00201503478402, 1.5399619861
0, 0.5, 22, regularization, -0.00579605336931, 0.00096356612375, 6.01521081579, 0.00297781442642, 0.0022093160207, 1.34784449056
0, 0.5, 23, regularization, -0.00526629303996, 0.00107429864707, 4.90207546505, 0.00246014056029, 0.00230801913532, 1.06590994964
0, 0.5, 24, regularization, -0.00610214034709, 0.000810621662643, 7.52772918404, 0.00291035769969, 0.00199958524088, 1.45548068679
0, 0.5, 25, regularization, -0.0056976028194, 0.000920842018166, 6.18738361956, 0.00291878452156, 0.00222944294007, 1.30919902416
0, 7.0, 16, no_regularization, -0.0178090025121, 0.441303358149, 0.0403554656525, -0.152445669412, 0.569265284441, 0.267793722152
0, 7.0, 17, no_regularization, -0.0657990723507, 0.246578779278, 0.266848074045, 0.0328106165789, 0.287412891165, 0.114158472315
0, 7.0, 18, no_regularization, -0.0497575202425, 0.156646469524, 0.317642142805, 0.0393732312433, 0.180284233181, 0.218395311385
0, 7.0, 19, no_regularization, -0.0527677032394, 0.269505451113, 0.1957945675, 0.0437772469907, 0.282592044029, 0.154913232398
0, 7.0, 20, no_regularization, -0.0237542337624, 0.383624182292, 0.0619205849342, 0.0320408321538, 0.54964179659, 0.058294024131
0, 7.0, 16, regularization, -0.0191608254507, 0.304031832858, 0.0630224317978, -0.141896524961, 0.478157602421, 0.296756810397
0, 7.0, 17, regularization, -0.0645401076933, 0.198093633894, 0.325806066681, 0.0360182970372, 0.262744534047, 0.137084857608
0, 7.0, 18, regularization, -0.0502853070893, 0.122044851405, 0.412023174352, 0.0448608714692, 0.155398540398, 0.28868270805
0, 7.0, 19, regularization, -0.0464527009506, 0.192539934814, 0.241262681404, 0.0375782820737, 0.209463076502, 0.179402893823
0, 7.0, 20, regularization, -0.0160497523508, 0.271528122966, 0.0591089872219, 0.0354528674128, 0.513057336472, 0.0691011801071
0, 7.0, 21, no_regularization, -0.0536297243076, 0.22188843504, 0.241696798203, 0.0446627848411, 0.243301324314, 0.183569838623
0, 7.0, 22, no_regularization, 0.0335861590967, 0.604805107316, 0.0555322015149, 0.0398828087004, 0.681200114621, 0.0585478596441
0, 7.0, 23, no_regularization, 0.0306201043556, 0.519791912905, 0.0589083892907, 0.00940316437788, 0.490221903766, 0.0191814447817
0, 7.0, 24, no_regularization, -0.0724265284387, 0.0354328986363, 2.0440475159, 0.0447963557103, 0.0501422492526, 0.893385445967
0, 7.0, 25, no_regularization, -0.0576834703267, 0.142132324365, 0.405843432058, 0.0334548949341, 0.152162229449, 0.219863333071
0, 7.0, 21, regularization, -0.0521193383276, 0.139916096652, 0.372504233428, 0.0416893218324, 0.193342252856, 0.215624475336
0, 7.0, 22, regularization, 0.0314283076737, 0.527269853668, 0.0596057359529, 0.0353139898333, 0.614613155629, 0.0574572631742
0, 7.0, 23, regularization, 0.0324416449337, 0.431574804779, 0.0751703866271, 0.0180971971964, 0.426545664619, 0.0424273382607
0, 7.0, 24, regularization, -0.0741631391886, 0.0131670336107, 5.63248650999, 0.0427346617995, 0.0131976854082, 3.23804216252
0, 7.0, 25, regularization, -0.0565600712213, 0.0980244815296, 0.576999442779, 0.0297249058966, 0.137142127423, 0.21674525877
0, 11.0, 16, no_regularization, -0.024410700568, 0.50407929093, 0.0484263111126, -0.0347780142432, 0.720387696469, 0.0482768020799
0, 11.0, 17, no_regularization, 0.0130939673491, 0.500029672097, 0.0261863806886, 0.0817799413461, 0.780243026633, 0.104813421658
0, 11.0, 18, no_regularization, 0.00620401090504, 0.348789574245, 0.0177872601796, -0.101961724391, 0.745993507589, 0.136679104247
0, 11.0, 19, no_regularization, -0.0111006565543, 0.353573249775, 0.0313956346001, 0.0281291465182, 0.587786611543, 0.047856051781
0, 11.0, 20, no_regularization, -0.0335625660398, 0.474095496673, 0.0707928387327, -0.0273431887463, 0.675775521338, 0.0404619402196
0, 11.0, 16, regularization, -0.0218347855819, 0.405615483048, 0.0538312428753, -0.0248136507786, 0.693101760234, 0.0358008768731
0, 11.0, 17, regularization, 0.0111905209402, 0.430090729022, 0.0260189773578, 0.079052189879, 0.746624838185, 0.105879399982
0, 11.0, 18, regularization, 0.00895917611322, 0.231001398246, 0.038784077418, -0.0828208066738, 0.715513435373, 0.115750176837
0, 11.0, 19, regularization, -0.0132554819099, 0.257045600825, 0.0515686005416, 0.0255294450881, 0.551152208581, 0.0463201356913
0, 11.0, 20, regularization, -0.0296978577558, 0.355543434164, 0.0835280725284, -0.02100702684, 0.663951693212, 0.0316393904176
0, 11.0, 6, no_regularization, 0.0521461393567, 0.557617749636, 0.0935159244675, -0.0174266577129, 0.581033474585, 0.0299925193214
0, 11.0, 7, no_regularization, -0.0273231454933, 0.503282919153, 0.0542898327233, 0.0142012859648, 0.665720282922, 0.0213322116347
0, 11.0, 8, no_regularization, -0.0578236158445, 0.517022433169, 0.111839665235, -0.0276951161334, 0.695537496779, 0.0398182934229
0, 11.0, 9, no_regularization, 0.0216166217314, 0.560852980685, 0.0385424032247, 0.0322088564124, 0.707516860224, 0.0455238005243
0, 11.0, 10, no_regularization, -0.0485481606657, 0.605991417216, 0.0801136109959, 0.134687148772, 0.860251450398, 0.15656718592
0, 11.0, 6, regularization, -0.0144390658116, 0.432970055025, 0.0333488786211, -0.0403370424924, 0.688422091913, 0.0585934747974
0, 11.0, 7, regularization, -0.0244843031163, 0.429964362885, 0.0569449592333, 0.00727631507597, 0.648478395781, 0.0112205975146
0, 11.0, 8, regularization, -0.0631390995775, 0.421583763911, 0.149766440225, -0.0502755241524, 0.68759416663, 0.0731180201817
0, 11.0, 9, regularization, 0.0216874099919, 0.471936818786, 0.0459540538663, 0.0327336718648, 0.624326867736, 0.0524303430725
0, 11.0, 10, regularization, -0.0814113781735, 0.658686359507, 0.123596575211, 0.060618807453, 0.443257050613, 0.136757683536
0, 0.5, 11, no_regularization, -0.00582398167176, 0.000675160514106, 8.62606972724, 0.00301019591943, 0.00480947955938, 0.62588807838
0, 0.5, 12, no_regularization, -0.00574799440813, 0.000623270150531, 9.22231620308, 0.00268087981762, 0.00496428820515, 0.540033073592
0, 0.5, 13, no_regularization, -0.00607054620518, 0.000732266133729, 8.29008187811, 0.00286638495506, 0.00520639587559, 0.550550711769
0, 0.5, 14, no_regularization, -0.00604936748663, 0.000556790104296, 10.8647180328, 0.00290532887259, 0.00458275023428, 0.633970590598
0, 0.5, 15, no_regularization, -0.00558613670525, 0.000478389849372, 11.6769549199, 0.00283959320552, 0.00437389696358, 0.649213556964
0, 0.5, 11, regularization, -0.00581385284366, 0.000955816813161, 6.08260156507, 0.00296775203906, 0.00222926458789, 1.33126953847
0, 0.5, 12, regularization, -0.00574355783007, 0.000937772760624, 6.1246797425, 0.00246762897407, 0.00220683572934, 1.11817519594
0, 0.5, 13, regularization, -0.00603628921725, 0.000928205695877, 6.5031805386, 0.00287566935012, 0.00196865236356, 1.46072988982
0, 0.5, 14, regularization, -0.00602260101198, 0.000772730289781, 7.79392382003, 0.00268593405398, 0.00201168103586, 1.3351689488
0, 0.5, 15, regularization, -0.0055934745241, 0.000945378707347, 5.91664957189, 0.00258185614434, 0.00205549692487, 1.25607395132
0, 3.0, 16, no_regularization, -0.0348246814452, 0.0021636140216, 16.0956072098, 0.0201968872021, 0.0151895273609, 1.32965869986
0, 3.0, 17, no_regularization, -0.0347288837845, 0.00183870215478, 18.8877158241, 0.0206294111001, 0.0146134522446, 1.41167266672
0, 3.0, 18, no_regularization, -0.0344715771794, 0.00155229939798, 22.2067838357, 0.0205626147828, 0.0137956529895, 1.49051406255
0, 3.0, 19, no_regularization, -0.0343451656851, 0.0018899247596, 18.1727687891, 0.0209647027185, 0.0151502108455, 1.38378950183
0, 3.0, 20, no_regularization, -0.034655498069, 0.00255402646434, 13.5689659261, 0.0212913042546, 0.0171058487178, 1.24467979378
0, 3.0, 16, regularization, -0.0348241486569, 0.0017921424816, 19.4315736693, 0.0174406862906, 0.00409251103039, 4.26161008757
0, 3.0, 17, regularization, -0.0347229455175, 0.00161956332807, 21.4396960685, 0.0175556782354, 0.0034373548324, 5.1073220809
0, 3.0, 18, regularization, -0.0344749812088, 0.00146046753483, 23.6054416731, 0.01799889519, 0.00322244144194, 5.58548402331
0, 3.0, 19, regularization, -0.0343430940005, 0.00167829387489, 20.4630991714, 0.0180922410931, 0.00358088492163, 5.05244974053
0, 3.0, 20, regularization, -0.0346266932734, 0.00213290685712, 16.2345079241, 0.0181888806839, 0.0040586296695, 4.48153247895
0, 9.0, 1, no_regularization, -0.00590747210211, 0.456867333332, 0.0129303884763, 0.00112340441881, 0.681385485488, 0.00164870611825
0, 9.0, 2, no_regularization, 0.015949397192, 0.518751473524, 0.0307457385782, -0.0385073798262, 0.884415757058, 0.0435399070165
0, 9.0, 3, no_regularization, -0.00785515681314, 0.319049226183, 0.0246205167369, -0.0753000633564, 0.419148383284, 0.179650134319
0, 9.0, 4, no_regularization, -0.0241863962366, 0.495966923572, 0.0487661476746, -0.0400097516519, 0.748267624037, 0.053469842028
0, 9.0, 5, no_regularization, -0.0454740802276, 0.525006508522, 0.0866162218743, -0.0583628028132, 0.745930944764, 0.0782415627383
0, 9.0, 1, regularization, -0.00104449452102, 0.327940392274, 0.00318501333055, 0.00588943134033, 0.632010208613, 0.00931856995357
0, 9.0, 2, regularization, 0.0214704715254, 0.428426418808, 0.0501147235156, -0.0468471671071, 0.850061465123, 0.0551103291106
0, 9.0, 3, regularization, -0.00946839334486, 0.264227576648, 0.035834236021, -0.0560493804318, 0.365115706656, 0.153511282616
