parabolic, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 9.0, 7, no_regularization, 0.023501155811, 0.337764465288, 0.0695785324573, 0.0500743518456, 0.448342379127, 0.11168775065
0, 9.0, 8, no_regularization, -0.0193059412996, 0.564949137476, 0.034172883927, -0.0350133090727, 0.796325892849, 0.043968567878
0, 9.0, 9, no_regularization, -0.0335532758384, 0.295720473754, 0.113462809702, -0.00188662450303, 0.372553453436, 0.00506403708147
0, 9.0, 10, no_regularization, 0.00455202894504, 0.395474657338, 0.0115102924058, -0.0116886885973, 0.535414455649, 0.0218311038748
0, 9.0, 6, regularization, -0.0369764766995, 0.40742212971, 0.0907571631561, 0.0524486279481, 0.653813594075, 0.0802195433429
0, 9.0, 7, regularization, -0.00470908454643, 0.206491608503, 0.0228052102484, 0.00936569806439, 0.407875793969, 0.0229621325974
0, 9.0, 8, regularization, 0.00301656144832, 0.507828026999, 0.00594012399463, -0.0302066841702, 0.715144536217, 0.0422385722611
0, 9.0, 9, regularization, -0.0239362274333, 0.278250048557, 0.0860241626461, -0.0450497753134, 0.656748723786, 0.0685951470962
0, 9.0, 10, regularization, -0.0028516812397, 0.576825565277, 0.00494374974232, 0.0259137104102, 0.699836788582, 0.0370282197692
0, 3.0, 16, no_regularization, -0.0348435793201, 0.00228870694233, 15.2241331888, 0.0201411773226, 0.0174554064792, 1.15386469783
0, 3.0, 17, no_regularization, -0.0347307248296, 0.00203619450462, 17.0566833133, 0.0202980019281, 0.0154977138066, 1.30974169361
0, 3.0, 18, no_regularization, -0.0344691260142, 0.00179874187504, 19.1629085265, 0.0205999046069, 0.0154795006204, 1.33078612237
0, 3.0, 19, no_regularization, -0.0343492792757, 0.00212639012159, 16.1537993085, 0.0210731579877, 0.0172543603494, 1.2213236284
0, 3.0, 20, no_regularization, -0.0346584601258, 0.0027224514189, 12.7306073803, 0.021414575004, 0.0180166818322, 1.18859705707
0, 3.0, 16, regularization, -0.034829069435, 0.00182935196942, 19.0390203838, 0.0174557203238, 0.00440739662168, 3.96055127826
0, 3.0, 17, regularization, -0.0347265410281, 0.00164817871135, 21.0696454147, 0.0175723968845, 0.00372982454687, 4.71131997328
0, 3.0, 18, regularization, -0.0344780219549, 0.00153635852995, 22.4413906537, 0.0180316599923, 0.00356396118566, 5.05944342629
0, 3.0, 19, regularization, -0.0343434810183, 0.00171491545875, 20.0263405656, 0.0180986434132, 0.00387440707839, 4.67133242508
0, 3.0, 20, regularization, -0.0346242373868, 0.00220844783006, 15.6780870779, 0.0182069090289, 0.00424626110732, 4.2877506985
0, 9.0, 26, no_regularization, -0.0544567166853, 0.552322651777, 0.0985958415974, 0.0088134402053, 0.646198471816, 0.0136389059858
0, 9.0, 27, no_regularization, -0.0223787253703, 0.532512486743, 0.0420247898921, -0.0284913118692, 0.813663178645, 0.035016100786
0, 9.0, 28, no_regularization, 0.000812985142411, 0.47908548448, 0.00169695214893, 0.0375945358094, 0.689977128586, 0.0544866405738
0, 9.0, 29, no_regularization, -0.00661309127902, 0.320883291613, 0.0206090234421, -0.0463307617582, 0.394246183178, 0.117517337479
0, 9.0, 30, no_regularization, 0.0276090984407, 0.528666329772, 0.0522240530291, 0.025604894112, 0.624932253084, 0.0409722717713
0, 9.0, 26, regularization, -0.0178233665175, 0.218797119829, 0.0814606999006, -0.0398627743374, 0.32902788943, 0.121153177642
0, 9.0, 27, regularization, -0.0112553706155, 0.426400649204, 0.0263962323615, -0.0216015159771, 0.737907795779, 0.0292740042871
0, 9.0, 28, regularization, 0.00607942784832, 0.276321607095, 0.0220012756593, -0.0328046128093, 0.439098967823, 0.074708927174
0, 9.0, 29, regularization, 0.0171770430321, 0.391296524009, 0.0438977654494, 0.0216601043901, 0.729043299622, 0.0297103126815
0, 9.0, 30, regularization, 0.036072493009, 0.453851778142, 0.0794807792902, 0.0252512176877, 0.642161360169, 0.0393222315356
0, 1.0, 1, no_regularization, -0.0124184721023, 0.000943795944515, 13.158005366, 0.00637344619781, 0.0087919153801, 0.724921239828
0, 1.0, 2, no_regularization, -0.012096988369, 0.000868474617618, 13.929006241, 0.00620651513132, 0.0082874432202, 0.748905900941
0, 1.0, 3, no_regularization, -0.0121551919671, 0.000862359150588, 14.0952780043, 0.00644531152249, 0.00841475455007, 0.765953597831
0, 1.0, 4, no_regularization, -0.0120907441062, 0.00104416448707, 11.5793481351, 0.0068132413835, 0.00942383950483, 0.722979352524
0, 1.0, 5, no_regularization, -0.0122347328813, 0.000987737054528, 12.3866294427, 0.00653984249264, 0.00894952532414, 0.730747414614
0, 1.0, 1, regularization, -0.0124214663061, 0.000775271229084, 16.02209116, 0.0060750811301, 0.00288042864606, 2.10908926295
0, 1.0, 2, regularization, -0.012105013043, 0.000680416180814, 17.7906013765, 0.00558408178364, 0.00251254204426, 2.22248292179
0, 1.0, 3, regularization, -0.012169741171, 0.000712149465825, 17.088745769, 0.00597587684284, 0.00261240108383, 2.28750358428
0, 1.0, 4, regularization, -0.0120955480229, 0.000719933928702, 16.8009140015, 0.00606735901865, 0.00263560473872, 2.30207471155
0, 1.0, 5, regularization, -0.0122363650547, 0.000728486797656, 16.7969619958, 0.00637601798612, 0.00287229645084, 2.21983283942
0, 11.0, 21, no_regularization, 0.00168673531067, 0.383805858463, 0.00439476176167, -0.0309903832812, 0.680196649495, 0.0455609172791
0, 11.0, 22, no_regularization, -0.0770766599356, 0.424595270694, 0.18152971843, 0.0238156042261, 0.607988095983, 0.0391711686191
0, 11.0, 23, no_regularization, 0.0156033112623, 0.425898672991, 0.0366362053977, -0.0305309162264, 0.936544312169, 0.0325995426268
0, 11.0, 24, no_regularization, -0.00221873458124, 0.361773235929, 0.00613294285174, -0.0823086597936, 0.662541717796, 0.124231663581
0, 11.0, 25, no_regularization, -0.0646639986669, 0.371645685291, 0.173993675229, -0.0131725154072, 0.492237284837, 0.0267604990784
0, 11.0, 21, regularization, -0.00976018183129, 0.296313671138, 0.0329386821533, 0.00688085630276, 0.61291509433, 0.0112264428898
0, 11.0, 22, regularization, -0.0424117027203, 0.333549241924, 0.127152748049, 0.0197194559519, 0.567739808014, 0.0347332627968
0, 11.0, 23, regularization, 0.0160899317624, 0.357010352628, 0.0450685299289, -0.00704616093862, 0.821717653588, 0.00857491731844
0, 11.0, 24, regularization, -0.00645857872405, 0.27244217661, 0.0237062366937, -0.0146848323834, 0.628429636306, 0.0233675045463
0, 11.0, 25, regularization, -0.0285064034463, 0.31756769614, 0.0897648085517, 0.015622413856, 0.412830743925, 0.0378421764508
0, 3.0, 21, no_regularization, -0.0350118902477, 0.00262478885146, 13.3389359027, 0.0217134549479, 0.0188972666981, 1.14902622134
0, 3.0, 22, no_regularization, -0.0346134642489, 0.00236458460375, 14.6382853859, 0.0207963657402, 0.0169147202161, 1.22948328287
0, 3.0, 23, no_regularization, -0.0343314632443, 0.00323379490269, 10.6164627867, 0.0204578949614, 0.0205924230056, 0.993467109521
0, 3.0, 24, no_regularization, -0.0337753144487, 0.00173540208212, 19.4625296331, 0.0201370025227, 0.0155865586628, 1.29194666754
0, 3.0, 25, no_regularization, -0.0352544852984, 0.00185901677696, 18.964049026, 0.021237823557, 0.0164258357016, 1.29295239176
0, 3.0, 21, regularization, -0.0350006111834, 0.00203196099178, 17.2250408965, 0.0183763319309, 0.00483068932919, 3.80408067641
0, 3.0, 22, regularization, -0.0346000527612, 0.00196411147842, 17.6161348993, 0.0178001927034, 0.00459924273394, 3.87024424088
0, 3.0, 23, regularization, -0.0343229368559, 0.00245367210939, 13.9883958922, 0.0175634568034, 0.00489345935651, 3.58916985385
0, 3.0, 24, regularization, -0.0337580097197, 0.00156792048979, 21.5304346996, 0.0178059803679, 0.00407420308629, 4.37042042106
0, 3.0, 25, regularization, -0.0352214131404, 0.00144809013353, 24.3226663346, 0.0180094486398, 0.00385578548791, 4.6707600037
0, 0.5, 26, no_regularization, -0.00622810306562, 0.001098591369, 5.66917166959, 0.00332607365187, 0.00816782257913, 0.407216687146
0, 0.5, 27, no_regularization, -0.00595655650048, 0.00108390376603, 5.49546619094, 0.00329509822538, 0.00873836554318, 0.377084044962
0, 0.5, 28, no_regularization, -0.00607880321928, 0.00144269087454, 4.21351748082, 0.00319690642203, 0.009446304807, 0.338429310439
0, 0.5, 29, no_regularization, -0.00625783310524, 0.00107064915314, 5.84489614255, 0.00320972659549, 0.00845690787311, 0.379539028171
0, 0.5, 30, no_regularization, -0.00637009407916, 0.00118808396368, 5.3616531103, 0.0032619003857, 0.00862621300073, 0.378138168559
0, 0.5, 26, regularization, -0.00623081671487, 0.00126069694254, 4.94235886884, 0.00292434352893, 0.00247209257654, 1.18294256319
0, 0.5, 27, regularization, -0.00597227040969, 0.00133913545373, 4.45979560398, 0.00285942032313, 0.00210859599829, 1.35607784775
0, 0.5, 28, regularization, -0.00607486140869, 0.00136402693692, 4.45362275792, 0.00321908349197, 0.00275792716687, 1.16721120508
0, 0.5, 29, regularization, -0.0062790859816, 0.00119541605599, 5.25263647758, 0.00301793316652, 0.00231435768252, 1.30400464428
0, 0.5, 30, regularization, -0.00637975809098, 0.00136931198905, 4.65909751906, 0.00321119883608, 0.00231019683173, 1.39001092546
0, 0.5, 11, no_regularization, -0.00579020163172, 0.00119391457925, 4.84976206201, 0.00311918253795, 0.00856696299302, 0.364094316795
0, 0.5, 12, no_regularization, -0.00575335532989, 0.00118026566223, 4.8746273945, 0.0026722869417, 0.0080744248645, 0.33095693954
0, 0.5, 13, no_regularization, -0.00602720480835, 0.00125259995309, 4.81175557565, 0.00300899779372, 0.00853355396889, 0.352607812019
0, 0.5, 14, no_regularization, -0.00599925667625, 0.00117127327774, 5.12199568648, 0.0025735413252, 0.00789377106748, 0.32602178391
0, 0.5, 15, no_regularization, -0.00560264482738, 0.00113152154819, 4.95142565896, 0.0027490148747, 0.0087512056154, 0.314129846277
0, 0.5, 11, regularization, -0.005800758872, 0.00146106950532, 3.97021418274, 0.00302158408166, 0.00258908755667, 1.16704592468
0, 0.5, 12, regularization, -0.0057384255333, 0.00124046588043, 4.62602448309, 0.0025003373097, 0.00234580512958, 1.06587596649
0, 0.5, 13, regularization, -0.00600211658843, 0.00141322487851, 4.24710651482, 0.00292553090666, 0.00227931634057, 1.28351245265
0, 0.5, 14, regularization, -0.0059830242951, 0.00130789338538, 4.57455046565, 0.00267314479767, 0.0022695530141, 1.17782875353
0, 0.5, 15, regularization, -0.00559425113731, 0.00139968018912, 3.99680668541, 0.00256603823962, 0.00232253767574, 1.10484246022
0, 9.0, 16, no_regularization, 0.0196645348677, 0.399656539333, 0.0492035859103, 0.0221373840757, 0.412628344235, 0.0536496932046
0, 9.0, 17, no_regularization, -0.0487138094767, 0.459516891707, 0.106010922244, -0.0377425319185, 0.934576761863, 0.0403846248469
0, 9.0, 18, no_regularization, -0.0431691345451, 0.529252900029, 0.0815661747771, 0.0438869135756, 0.615708302128, 0.0712787425862
0, 9.0, 19, no_regularization, -0.00654204744218, 0.481148451035, 0.0135967338731, 0.0346705958839, 1.03725554192, 0.0334253175642
0, 9.0, 20, no_regularization, 0.0169073737322, 0.634869329244, 0.0266312656061, 0.0129743591136, 0.768817282323, 0.0168757381135
0, 9.0, 16, regularization, 0.0176505557209, 0.246908755489, 0.0714861475279, 0.0125919007161, 0.33733773957, 0.0373272813535
0, 9.0, 17, regularization, -0.0494631039994, 0.376248173272, 0.131464037604, 0.0238355351275, 0.86053120458, 0.0276986296378
0, 9.0, 18, regularization, -0.0232302746343, 0.293627238292, 0.0791148490494, 0.0613029729777, 0.320100590892, 0.19151158955
0, 9.0, 19, regularization, 0.0152418468507, 0.404534992235, 0.0376774497714, 0.00710828243602, 0.718489871014, 0.00989336485146
0, 9.0, 20, regularization, 0.0138944480533, 0.761421727728, 0.0182480320003, 0.057135374428, 0.657332519651, 0.0869200484076
0, 7.0, 16, no_regularization, -0.018300930815, 0.442752905018, 0.0413344116043, -0.152475384028, 0.566680033762, 0.269067860068
0, 7.0, 17, no_regularization, -0.0616851741571, 0.202068532652, 0.305268580652, 0.0358631754507, 0.208283649417, 0.172184305158
0, 7.0, 18, no_regularization, -0.0585621422988, 0.181593500097, 0.322490299859, 0.0421831646375, 0.191432420076, 0.220355385053
0, 7.0, 19, no_regularization, -0.0205162366164, 0.294296509231, 0.0697128099478, 0.047414722884, 0.366753766763, 0.129282170167
0, 7.0, 20, no_regularization, 0.0119404241669, 0.421439029549, 0.0283325067915, 0.0189211221552, 0.49503968595, 0.0382214248517
0, 7.0, 16, regularization, 0.00207185729426, 0.319651661649, 0.00648160964837, -0.0964735025965, 0.615890352196, 0.156640710887
0, 7.0, 17, regularization, -0.049572633857, 0.148943128636, 0.332829277262, 0.00448407414699, 0.196490585851, 0.0228208090864
0, 7.0, 18, regularization, -0.0610053673066, 0.114055630534, 0.534873789405, 0.0419156640655, 0.129568070395, 0.323503035415
0, 7.0, 19, regularization, -0.000967602001922, 0.334741713116, 0.00289059284818, 0.0359420750421, 0.476060388763, 0.075498982672
0, 7.0, 20, regularization, 0.0372250376872, 0.462802759944, 0.0804339146373, 0.00927225361893, 0.516171653464, 0.0179635079856
0, 1.0, 11, no_regularization, -0.0116007692539, 0.00119893990845, 9.67585545545, 0.00642737410918, 0.00960189969997, 0.669385674712
0, 1.0, 12, no_regularization, -0.0112267855834, 0.00110154973041, 10.1918100231, 0.00590343110059, 0.00905413771393, 0.652014723778
0, 1.0, 13, no_regularization, -0.0113458955668, 0.00128044913359, 8.86087175911, 0.0056096701089, 0.0100733975781, 0.556879649135
0, 1.0, 14, no_regularization, -0.0118865269006, 0.0010460519546, 11.3632280389, 0.00629439651256, 0.00857383099105, 0.73414049322
0, 1.0, 15, no_regularization, -0.0119363446096, 0.000966853687616, 12.3455542059, 0.00642296146657, 0.00905359537931, 0.709437654045
0, 1.0, 11, regularization, -0.0116005622108, 0.00101717812413, 11.4046516884, 0.00584629748062, 0.002815533693, 2.07644380003
0, 1.0, 12, regularization, -0.011217792971, 0.000947328509155, 11.841502565, 0.00558129113336, 0.00264985849222, 2.10626007002
0, 1.0, 13, regularization, -0.0113383400538, 0.000924838792522, 12.2598015411, 0.0053335205227, 0.0024638364077, 2.16472185654
0, 1.0, 14, regularization, -0.0118713375757, 0.000784271636733, 15.1367676959, 0.00592806743908, 0.00231801780082, 2.55738650367
0, 1.0, 15, regularization, -0.0118998677867, 0.00073110326549, 16.2765895714, 0.00590266105473, 0.00280145529487, 2.10699812542
0, 11.0, 1, no_regularization, 0.00889055867549, 0.322710424089, 0.0275496482662, 0.0117080481491, 0.38730415409, 0.030229596108
0, 11.0, 2, no_regularization, -0.0257108649974, 0.509738412638, 0.0504393319395, 0.0131371684005, 0.690651025385, 0.0190214274903
0, 11.0, 3, no_regularization, -0.0702419210457, 0.426075580931, 0.164857889514, 0.0196123520568, 0.550986521951, 0.0355949760575
0, 11.0, 4, no_regularization, -0.0511456883133, 0.457835693425, 0.111711884957, -0.0432491015306, 0.752323225312, 0.0574873938162
0, 11.0, 5, no_regularization, -0.00308239027612, 0.484702166746, 0.00635934907577, -0.0164767165743, 0.796680846031, 0.0206817029133
0, 11.0, 1, regularization, -0.0378530308044, 0.35790183791, 0.105763722884, 0.024259758649, 0.604348007271, 0.0401420346508
0, 11.0, 2, regularization, -0.0354688961574, 0.382966786831, 0.0926161154886, -0.0451714609648, 0.737922065193, 0.0612144060945
0, 11.0, 3, regularization, -0.0708307597269, 0.497441675063, 0.142390079637, 0.0248674303205, 0.562703758949, 0.0441927567127
0, 11.0, 4, regularization, 0.00461787884532, 0.240783472011, 0.019178554104, -0.151209940678, 0.667084958194, 0.226672688119
0, 11.0, 5, regularization, 0.0138411092162, 0.368103731299, 0.0376011108808, 0.00151596625779, 0.674501802964, 0.00224753477475
0, 1.0, 21, no_regularization, -0.0119762808334, 0.00123898352357, 9.66621476841, 0.00652560041859, 0.00874253848556, 0.746419410034
0, 1.0, 22, no_regularization, -0.0119422044252, 0.00110655705391, 10.792217521, 0.00611381575076, 0.00905843173851, 0.674930929244
0, 1.0, 23, no_regularization, -0.0119275818379, 0.00141311908375, 8.44060629779, 0.00591131628854, 0.0102010688473, 0.579480089494
0, 1.0, 24, no_regularization, -0.0120609484125, 0.00105396297027, 11.4434270964, 0.00652036655717, 0.00900962663251, 0.723711072959
0, 1.0, 25, no_regularization, -0.0120383778308, 0.000915833647337, 13.1447210592, 0.00583129574877, 0.00831288186044, 0.701477038489
0, 1.0, 21, regularization, -0.0119742706631, 0.000988467073782, 12.1139803041, 0.00605192833655, 0.00282177318427, 2.14472529908
0, 1.0, 22, regularization, -0.0119351054881, 0.00085819228635, 13.9072626006, 0.00581495320663, 0.00292562901839, 1.98759076085
0, 1.0, 23, regularization, -0.0119405535639, 0.00110119348639, 10.8432838656, 0.0058450276009, 0.00323621923392, 1.80612844137
0, 1.0, 24, regularization, -0.012038267017, 0.000771283505687, 15.608096022, 0.00600532849743, 0.00260881767057, 2.30193492062
0, 1.0, 25, regularization, -0.0120423522281, 0.000726627936529, 16.5729276604, 0.00569108919556, 0.00238823458452, 2.38296909041
0, 11.0, 11, no_regularization, -0.0154220214108, 0.552565596341, 0.0279098472885, -0.0988673972004, 0.690144513626, 0.14325607934
0, 11.0, 12, no_regularization, -0.0148138290879, 0.322635296922, 0.0459150912168, -0.0494717646831, 0.377688893283, 0.130985489812
0, 11.0, 13, no_regularization, -0.00459715929491, 0.413028299707, 0.0111303736286, -0.0253126048892, 0.787508077917, 0.0321426606266
0, 11.0, 14, no_regularization, -0.0474396089557, 0.534985924745, 0.0886744991997, -0.00535203971827, 0.964734579984, 0.00554768101953
0, 11.0, 15, no_regularization, 0.00660950554856, 0.310398382671, 0.0212936210933, 0.00587330903024, 0.587497804989, 0.00999715910487
0, 11.0, 11, regularization, -0.0307940903185, 0.531564795491, 0.0579310190962, -0.0327467875299, 0.618571516638, 0.0529393718416
0, 11.0, 12, regularization, -0.032974641338, 0.409257154587, 0.0805719361737, 0.0675561168197, 0.715879251016, 0.09436803305
0, 11.0, 13, regularization, -0.0116570391434, 0.471638654204, 0.0247160385169, -0.0173171387372, 0.573282129922, 0.0302070094868
0, 11.0, 14, regularization, 0.0124035585434, 0.267772667179, 0.046321227159, 8.70385036879e-05, 0.376323642561, 0.000231286302119
0, 11.0, 15, regularization, -0.00479474361649, 0.369151557694, 0.0129885504112, 0.00333228290111, 0.59803247417, 0.00557207684371
0, 7.0, 26, no_regularization, -0.0516095099218, 0.245253750066, 0.210433112269, 0.0474266641943, 0.254682170598, 0.186219019898
0, 7.0, 27, no_regularization, -0.0183912597374, 0.312064772701, 0.0589341103073, -0.0948807812838, 0.498970752121, 0.190152991694
0, 7.0, 28, no_regularization, -0.0380537683473, 0.606633441416, 0.0627294272772, -0.135953822562, 0.85980419625, 0.158121841176
0, 7.0, 29, no_regularization, -0.073445961255, 0.264270650747, 0.277919477806, 0.0178986771083, 0.305775189559, 0.0585354133344
0, 7.0, 30, no_regularization, -0.01561720289, 0.510234150112, 0.0306079138108, 0.0549418041151, 0.707628192668, 0.0776421921631
0, 7.0, 26, regularization, -0.0624696392414, 0.0989103579035, 0.631578335834, 0.0409759821776, 0.149338737678, 0.274382807935
0, 7.0, 27, regularization, -0.0044079147778, 0.257535447894, 0.017115759457, 0.0154107516051, 0.353036044044, 0.0436520629128
0, 7.0, 28, regularization, -0.0049452171077, 0.271436310871, 0.0182187014399, -0.0502851628036, 0.464732646004, 0.108202346523
0, 7.0, 29, regularization, 0.000949604609734, 0.252874397749, 0.00375524220004, -0.0960260051851, 0.479842995811, 0.200119635013
0, 7.0, 30, regularization, -0.0118635500994, 0.539212369483, 0.0220016282467, 0.0706821711619, 0.714163898112, 0.0989719185593
0, 3.0, 1, no_regularization, -0.0350364386447, 0.00195685768307, 17.9044388091, 0.0206308356047, 0.0161087232492, 1.28072444262
0, 3.0, 2, no_regularization, -0.034375043477, 0.00170419318842, 20.1708607396, 0.0191712051508, 0.0139578885471, 1.37350324056
0, 3.0, 3, no_regularization, -0.0349478652663, 0.00168762695824, 20.7082881058, 0.0207222274308, 0.014697188283, 1.40994502021
0, 3.0, 4, no_regularization, -0.034602638929, 0.00193124722577, 17.9172497789, 0.0207751955756, 0.0155583502717, 1.33530838507
0, 3.0, 5, no_regularization, -0.0345767411543, 0.00165254943932, 20.9232718439, 0.0214521998828, 0.0165974362151, 1.29250081788
0, 3.0, 1, regularization, -0.0350338952457, 0.00156435027177, 22.3951731769, 0.0179159114776, 0.0038915083972, 4.60384756988
0, 3.0, 2, regularization, -0.0343622107645, 0.0014071962851, 24.4189180488, 0.0170991205214, 0.00358848945804, 4.76499115335
0, 3.0, 3, regularization, -0.0349511364296, 0.00140368430468, 24.8995705894, 0.0176410403403, 0.00341843313401, 5.16056323136
0, 3.0, 4, regularization, -0.0345908673223, 0.00151410390392, 22.845768532, 0.0180668729236, 0.00381346808167, 4.73764891608
0, 3.0, 5, regularization, -0.0345583777127, 0.00139196560468, 24.8270342288, 0.0180232189977, 0.00341331951909, 5.28026131071
0, 5.0, 11, no_regularization, -0.0555893798994, 0.0468282101122, 1.18709170746, 0.0330508562125, 0.0609302297443, 0.542437741516
0, 5.0, 12, no_regularization, -0.0554174524407, 0.00222219957508, 24.9381077479, 0.0323871174395, 0.0189492389894, 1.70915135207
0, 5.0, 13, no_regularization, -0.0558004454416, 0.00226095256673, 24.6800601935, 0.0323864297484, 0.0187691786692, 1.7255112927
0, 5.0, 14, no_regularization, -0.0561857905134, 0.00287758479178, 19.5253292531, 0.0330310166508, 0.0197655178808, 1.67114349596
0, 5.0, 15, no_regularization, -0.0560575461777, 0.002481302454, 22.5919843377, 0.0336065805628, 0.0193684971249, 1.73511555109
0, 5.0, 11, regularization, -0.0557553248841, 0.00364958498704, 15.2771685225, 0.0299420826467, 0.00738345296381, 4.05529537379
0, 5.0, 12, regularization, -0.0554462765205, 0.00260899142456, 21.2519964606, 0.0290340783724, 0.00575389433567, 5.04598740933
0, 5.0, 13, regularization, -0.0557727539843, 0.00240633429827, 23.1774753925, 0.029045733668, 0.00558788520813, 5.19798324162
