sinc, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 1.0, 25, no_regularization, -0.0120515116608, 0.000743031799161, 16.2193753679, 0.0062376620136, 0.00508698528189, 1.22620012993
0, 1.0, 21, regularization, -0.0119765239526, 0.000932013782494, 12.8501575594, 0.00617027865023, 0.00253586076655, 2.43320876746
0, 1.0, 22, regularization, -0.0119252691599, 0.000835033064682, 14.2811939602, 0.00579128118883, 0.00246258659475, 2.3517066166
0, 1.0, 23, regularization, -0.0119469304355, 0.00107881950997, 11.0740771047, 0.00578744310786, 0.0028468779572, 2.03290874947
0, 1.0, 24, regularization, -0.0120373071318, 0.000730827838327, 16.4707835424, 0.00600788481308, 0.00221287403774, 2.71496918063
0, 1.0, 25, regularization, -0.012043969985, 0.000699235473176, 17.224483664, 0.00567654600282, 0.00190043137493, 2.98697762925
0, 9.0, 21, no_regularization, -0.0085013165011, 0.545584714097, 0.0155820283843, -0.0852829320061, 0.870646442755, 0.0979535754333
0, 9.0, 22, no_regularization, -0.0342263181538, 0.516129976065, 0.0663133701606, 0.0165348226645, 0.619243452237, 0.0267016511919
0, 9.0, 23, no_regularization, -0.0227625534582, 0.535459556737, 0.0425103131914, 0.0231676331986, 0.758824064364, 0.0305309679629
0, 9.0, 24, no_regularization, -0.0502680667432, 0.239871769527, 0.209562245871, 0.0534987780463, 0.242577224527, 0.220543285342
0, 9.0, 25, no_regularization, -0.0733246343774, 0.638538320516, 0.114832003063, -0.159854294811, 0.66608194463, 0.239991935076
0, 9.0, 21, regularization, -0.0122041577575, 0.401349676269, 0.0304077927033, -0.0707184603015, 0.789981470078, 0.0895191380811
0, 9.0, 22, regularization, -0.00416732530264, 0.478241106695, 0.00871385843732, -0.0515016845204, 0.569591145535, 0.0904186887808
0, 9.0, 23, regularization, -0.0173397740084, 0.307085505732, 0.0564656217397, -0.0388313567362, 0.461466857958, 0.0841476610217
0, 9.0, 24, regularization, -0.0848174945821, 0.079977742139, 1.06051374187, 0.0413690482158, 0.124189856274, 0.33311133016
0, 9.0, 25, regularization, 0.00339728124167, 0.413578103244, 0.00821436438492, -0.0285442631873, 0.693717761196, 0.0411467959795
0, 7.0, 6, no_regularization, -0.0356926167298, 0.274057808943, 0.130237546842, 0.0445745578051, 0.303536541406, 0.146850713916
0, 7.0, 7, no_regularization, -0.0385635573324, 0.443920025945, 0.0868705061239, -0.0305046502788, 0.704489433429, 0.0433003659548
0, 7.0, 8, no_regularization, -0.0637768009216, 0.224794398215, 0.283711700238, 0.0813543194731, 0.318489403282, 0.255438073088
0, 7.0, 9, no_regularization, -0.0419758983673, 0.221884821429, 0.18917877346, 0.0446673980952, 0.226079680619, 0.197573696021
0, 7.0, 10, no_regularization, 0.00179681699544, 0.542004550712, 0.00331513267385, 0.0449341640751, 0.654933695739, 0.0686087223293
0, 7.0, 6, regularization, -0.0394790337123, 0.302495821103, 0.130511005304, 0.0209228162648, 0.407944130194, 0.0512884356365
0, 7.0, 7, regularization, -0.0328954786112, 0.218185226544, 0.150768588379, -0.00950808303081, 0.36645860218, 0.0259458584796
0, 7.0, 8, regularization, -0.0940181813217, 0.210964469294, 0.445658843104, 0.0122826671314, 0.329631650691, 0.0372617954181
0, 7.0, 9, regularization, -0.0174127708861, 0.394492202566, 0.0441397086503, -0.187044345656, 0.773592184212, 0.241786757252
0, 7.0, 10, regularization, -0.0125490033162, 0.437220570784, 0.028701767837, 0.0530279561309, 0.654077809406, 0.0810728561164
0, 9.0, 16, no_regularization, -0.0164161399256, 0.519858793364, 0.0315780749218, -0.012684386861, 0.670117876124, 0.0189285904957
0, 9.0, 17, no_regularization, -0.0429190409993, 0.433332211151, 0.0990441972574, 0.0259285658385, 0.879227313796, 0.0294901732825
0, 9.0, 18, no_regularization, -0.00846941486104, 0.384961269958, 0.0220006933736, 0.054042104246, 0.576376302064, 0.0937618428317
0, 9.0, 19, no_regularization, 0.00112989601575, 0.537172256583, 0.00210341469037, 0.0318632078575, 0.691110936339, 0.0461043317102
0, 9.0, 20, no_regularization, 0.0117130572533, 0.810788185428, 0.0144465070703, 0.0613546234916, 0.682987713358, 0.0898326899469
0, 9.0, 16, regularization, 0.00900180117049, 0.281164019204, 0.0320161918157, 0.0318514167177, 0.35130139174, 0.090666924375
0, 9.0, 17, regularization, -0.0483144079474, 0.352152581032, 0.137197369975, -0.0302817811102, 0.942410557493, 0.0321322600532
0, 9.0, 18, regularization, -0.00786450708225, 0.428575399596, 0.018350346496, 0.0424744867422, 0.46536248458, 0.0912718324954
0, 9.0, 19, regularization, 0.000624711886312, 0.326913410516, 0.00191093991931, 0.0370846504857, 0.746078102137, 0.0497061237683
0, 9.0, 20, regularization, -0.014314898206, 0.552102740841, 0.0259279607708, 0.0545286000532, 0.719055108464, 0.0758336870309
0, 9.0, 6, no_regularization, -0.0514494675907, 0.545907843275, 0.0942457014027, 0.0612919247234, 0.736000539945, 0.0832770105412
0, 9.0, 7, no_regularization, -0.0270830917648, 0.5047857788, 0.0536526441557, 0.0324115425009, 0.666200084313, 0.048651363553
0, 9.0, 8, no_regularization, 0.0112346158936, 0.393826957053, 0.0285267823658, -0.0641343793296, 0.635433370256, 0.100930140486
0, 9.0, 9, no_regularization, -0.0333327359372, 0.403029359725, 0.0827054782311, 0.01483823182, 0.561842159212, 0.0264099651063
0, 9.0, 10, no_regularization, 0.00246200857906, 0.731484421052, 0.00336577035436, 0.0177367363158, 1.05872215641, 0.0167529660246
0, 9.0, 6, regularization, 0.0167073740326, 0.501457894821, 0.0333176009494, 0.0634154746978, 0.585817429877, 0.108251259631
0, 9.0, 7, regularization, -0.0255553698759, 0.428752623587, 0.0596039965006, 0.0301655289431, 0.642528965076, 0.0469481230928
0, 9.0, 8, regularization, -0.0673342422391, 0.198758051841, 0.33877491561, 0.0414241767003, 0.314904971256, 0.131545007165
0, 9.0, 9, regularization, -0.0394472402648, 0.305521849966, 0.129114301544, 0.0164311709459, 0.525198754531, 0.0312856243548
0, 9.0, 10, regularization, 0.00103851905781, 0.341357448269, 0.00304232136454, -0.000843362996289, 0.594884210379, 0.00141769268973
0, 1.0, 11, no_regularization, -0.0115776911135, 0.00110999710449, 10.4303795628, 0.00626423152169, 0.00643700695644, 0.973159041786
0, 1.0, 12, no_regularization, -0.0112162651556, 0.000908194005979, 12.3500761751, 0.00572920648906, 0.00570366295548, 1.00447844373
0, 1.0, 13, no_regularization, -0.0113539256716, 0.00102785242137, 11.0462605676, 0.00572456694733, 0.00652826953232, 0.876888878284
0, 1.0, 14, no_regularization, -0.0118814031349, 0.000793884498022, 14.9661609019, 0.0062495578942, 0.00541822612576, 1.15343246095
0, 1.0, 15, no_regularization, -0.0119395094541, 0.000683285958383, 17.4736642947, 0.00623370976681, 0.00489031455382, 1.27470527677
0, 1.0, 11, regularization, -0.0115889825466, 0.00100312353137, 11.5528967113, 0.00581743304574, 0.0023765219895, 2.44787680124
0, 1.0, 12, regularization, -0.0112217011381, 0.000909193281742, 12.3424813661, 0.00559313926661, 0.00223426971102, 2.50334113157
0, 1.0, 13, regularization, -0.0113309699214, 0.000942143553979, 12.0267976929, 0.0052340021954, 0.00224536485885, 2.33102525622
0, 1.0, 14, regularization, -0.0118726235427, 0.000749807486523, 15.8342291269, 0.00597270249836, 0.0021727553083, 2.74890710221
0, 1.0, 15, regularization, -0.0119059557403, 0.00069786987877, 17.0604235868, 0.00594754517508, 0.00260267115444, 2.28516966691
0, 7.0, 1, no_regularization, -0.0136157507587, 0.303641612017, 0.0448415178282, 0.0282399803474, 0.367819588715, 0.076776716667
0, 7.0, 2, no_regularization, -0.0652857652627, 0.308782714523, 0.211429468659, 0.0459213850018, 0.352777583406, 0.130170926844
0, 7.0, 3, no_regularization, -0.0584355411651, 0.24070463075, 0.242768662086, 0.0423216609962, 0.377597168797, 0.112081510386
0, 7.0, 4, no_regularization, -0.0743239125749, 0.314590799279, 0.236255836932, 0.040543555514, 0.233681965839, 0.173498863588
0, 7.0, 5, no_regularization, -0.00561438742213, 0.323340380341, 0.017363706371, 0.01295832483, 0.383012527897, 0.0338326396298
0, 7.0, 1, regularization, -0.010092455704, 0.245778555974, 0.0410632069343, 0.0250852197761, 0.316192905504, 0.0793351758989
0, 7.0, 2, regularization, -0.0452024133536, 0.245178832682, 0.18436507287, 0.0413532370406, 0.340908669918, 0.12130297845
0, 7.0, 3, regularization, -0.00344040867747, 0.303287648011, 0.0113437151168, -0.00197766583726, 0.658033565279, 0.00300541787169
0, 7.0, 4, regularization, -0.0648777166175, 0.127218431608, 0.509971045844, 0.0254505631728, 0.186136414325, 0.136730705086
0, 7.0, 5, regularization, -0.022620668822, 0.363541874887, 0.0622230075395, 0.0725683778588, 0.48263150835, 0.150359801636
0, 11.0, 26, no_regularization, -0.033813883925, 0.538441872155, 0.0627995066387, -0.00117193972705, 0.871423274302, 0.00134485704205
0, 11.0, 27, no_regularization, -0.0375185912796, 0.457930178614, 0.0819308117958, -0.0716652499882, 0.641894783721, 0.111646412786
0, 11.0, 28, no_regularization, -0.0133945530492, 0.50011343039, 0.0267830300792, 0.0978232013713, 0.815980554844, 0.119884231052
0, 11.0, 29, no_regularization, -0.00888271982305, 0.334016063214, 0.0265936905476, -0.075617321652, 0.432240644662, 0.174942644996
0, 11.0, 30, no_regularization, 0.0019105009217, 0.527621448475, 0.0036209690247, 0.0276324531327, 0.798970337842, 0.0345850801011
0, 11.0, 26, regularization, -0.0218764235944, 0.407385411724, 0.0536995753035, -0.00209069658307, 0.764475563212, 0.00273481152789
0, 11.0, 27, regularization, -0.0532483714844, 0.428984104135, 0.124126677355, -0.028792585512, 0.658978775228, 0.043692735782
0, 11.0, 28, regularization, -0.00946748383742, 0.421008702059, 0.022487620306, 0.0944775302585, 0.78226210211, 0.120774776131
0, 11.0, 29, regularization, 0.0218116900882, 0.473524396964, 0.0460624420368, -0.0825517990132, 0.414501411608, 0.199159271118
0, 11.0, 30, regularization, -0.00374461145674, 0.3094698387, 0.0121000853346, 0.106467810212, 0.406275956598, 0.262057866046
0, 3.0, 16, no_regularization, -0.0348288875274, 0.00215409617521, 16.1686780415, 0.0203229447805, 0.0148335414898, 1.3700669388
0, 3.0, 17, no_regularization, -0.0347301778808, 0.00184072935528, 18.8676177631, 0.0206231872333, 0.0142496780332, 1.44727390929
0, 3.0, 18, no_regularization, -0.034470678848, 0.00156951777766, 21.9625921659, 0.0206111805904, 0.0132615285885, 1.55420851019
0, 3.0, 19, no_regularization, -0.0343444332195, 0.00189392653675, 18.1339838441, 0.0208263127492, 0.0148625069841, 1.40126512784
0, 3.0, 20, no_regularization, -0.0346508408429, 0.00255824352097, 13.54477811, 0.0212281614524, 0.0162753270975, 1.30431550317
0, 3.0, 16, regularization, -0.0348251848468, 0.00179381964326, 19.413983439, 0.0174403301499, 0.00407102703998, 4.2840123582
0, 3.0, 17, regularization, -0.0347230839976, 0.0016205912844, 21.4261821175, 0.0175514546723, 0.00341705897537, 5.13642134912
0, 3.0, 18, regularization, -0.0344756123575, 0.00146884892623, 23.4711764715, 0.0179922526135, 0.00319296096439, 5.63497418669
0, 3.0, 19, regularization, -0.0343431013692, 0.00168380239122, 20.3961590435, 0.0180876279253, 0.00355242700613, 5.09162549831
0, 3.0, 20, regularization, -0.0346261115637, 0.00213549178859, 16.2145842699, 0.0181811551492, 0.00404233743903, 4.4976836851
0, 5.0, 21, no_regularization, -0.0566592125764, 0.0237611296905, 2.38453361917, 0.034357478604, 0.0256615995666, 1.338867381
0, 5.0, 22, no_regularization, -0.0560995011126, 0.00343625465873, 16.3257693868, 0.0340932009304, 0.0376664094706, 0.905135408701
0, 5.0, 23, no_regularization, -0.0563714868948, 0.0581023524738, 0.970210060259, 0.0294831146661, 0.0714154215186, 0.412839608577
0, 5.0, 24, no_regularization, -0.0557052789509, 0.00223762612284, 24.8948107917, 0.0336782520764, 0.0174364902425, 1.93148114145
0, 5.0, 25, no_regularization, -0.057074399534, 0.00261259874077, 21.8458344342, 0.0338871506839, 0.0176907521756, 1.91552910512
0, 5.0, 21, regularization, -0.0566739295158, 0.0031198564326, 18.1655568902, 0.0305024679454, 0.00730937789435, 4.17305937472
0, 5.0, 22, regularization, -0.0560461921763, 0.00295635291972, 18.957882803, 0.0297967783122, 0.00795275617058, 3.74672348468
