noInterp, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 5.0, 25, no_regularization, -0.0569976478495, 0.00848562493841, 6.71696525161, 0.0334875977517, 0.0227568533512, 1.47153902321
0, 5.0, 21, regularization, -0.0567036290323, 0.00844853238651, 6.71165433689, 0.0304863147605, 0.0151274283497, 2.01530055576
0, 5.0, 22, regularization, -0.0559265793011, 0.00825459772392, 6.7752034892, 0.0298448191593, 0.0155580801704, 1.91828418625
0, 5.0, 23, regularization, -0.0561365927419, 0.00859313568712, 6.53272504775, 0.0293560606061, 0.0161183347796, 1.82128371246
0, 5.0, 24, regularization, -0.0557795698925, 0.00817972359336, 6.81924875038, 0.0305855938416, 0.0148600679907, 2.05824050474
0, 5.0, 25, regularization, -0.0569934475806, 0.00857081475175, 6.6497117522, 0.030051014174, 0.0147666968646, 2.03505323157
0, 11.0, 11, no_regularization, -0.0219338037634, 0.432749497478, 0.0506847584833, -0.19952040567, 0.611860569224, 0.326088026758
0, 11.0, 12, no_regularization, -0.0155115927419, 0.486428670898, 0.0318887303935, 0.0713816593353, 0.6462231296, 0.110459771657
0, 11.0, 13, no_regularization, -0.0331443212366, 0.475429863725, 0.0697144284897, -0.135599951124, 0.798528972004, 0.169812187007
0, 11.0, 14, no_regularization, -0.0371975806452, 0.426869295841, 0.0871404455828, -0.0781020894428, 1.01144637479, 0.0772182207474
0, 11.0, 15, no_regularization, -0.00538054435484, 0.469124668922, 0.0114693272626, 0.00686553030303, 0.676699692889, 0.0101456087171
0, 11.0, 11, regularization, -0.0312794018817, 0.531987653034, 0.0587972327992, -0.0333043132942, 0.61922990193, 0.0537834384135
0, 11.0, 12, regularization, -0.0355426747312, 0.392417301616, 0.0905736688593, 0.0779493523949, 0.77934049547, 0.100019635638
0, 11.0, 13, regularization, -0.00336441532258, 0.24378425127, 0.0138007902687, -0.132697947214, 0.562763819005, 0.235796870255
0, 11.0, 14, regularization, -0.00811911962366, 0.258348704265, 0.0314269802387, -0.034556757087, 0.681852010392, 0.050680729191
0, 11.0, 15, regularization, 0.020841733871, 0.343042571115, 0.0607555318958, 0.00094696969697, 0.669393973862, 0.00141466719741
0, 3.0, 6, no_regularization, -0.0349000336022, 0.00730172945851, 4.77969415334, 0.0207569648094, 0.0193652747588, 1.07186523651
0, 3.0, 7, no_regularization, -0.0343623991935, 0.00774432620527, 4.43710637733, 0.0217573924731, 0.0224000017467, 0.971312088238
0, 3.0, 8, no_regularization, -0.0346144153226, 0.00754908739587, 4.58524501141, 0.0206042277615, 0.0215772350251, 0.954905841156
0, 3.0, 9, no_regularization, -0.0344128024194, 0.00776685554664, 4.43072517735, 0.0205889540567, 0.0198736042731, 1.0359949697
0, 3.0, 10, no_regularization, -0.034950436828, 0.00736489758376, 4.74554281719, 0.020382759042, 0.0237262479634, 0.859080587603
0, 3.0, 6, regularization, -0.0349126344086, 0.00730801302784, 4.77730872613, 0.0178931451613, 0.0133484459293, 1.3404665424
0, 3.0, 7, regularization, -0.0343371975806, 0.00775329654869, 4.42872233314, 0.0174960288368, 0.0138491604083, 1.26332776291
0, 3.0, 8, regularization, -0.0346438172043, 0.00746516292811, 4.64073156044, 0.0181222507331, 0.0132970544938, 1.36287707489
0, 3.0, 9, regularization, -0.0343834005376, 0.00779173977682, 4.4128014439, 0.018351356305, 0.0131448224319, 1.39609008795
0, 3.0, 10, regularization, -0.0349252352151, 0.00741428361447, 4.71053402204, 0.0183589931574, 0.0135394676227, 1.35596122898
0, 3.0, 1, no_regularization, -0.0348454301075, 0.0072693620364, 4.79346467174, 0.020749327957, 0.0207035401257, 1.0022115943
0, 3.0, 2, no_regularization, -0.034282594086, 0.00783608208181, 4.37496617928, 0.0191303152493, 0.0185127487807, 1.03335898282
0, 3.0, 3, no_regularization, -0.0350764448925, 0.00713610035827, 4.91535196136, 0.021001344086, 0.0196603107343, 1.0682101809
0, 3.0, 4, no_regularization, -0.034559811828, 0.00754713999899, 4.57919315563, 0.0208104227761, 0.019293432485, 1.07862728896
0, 3.0, 5, no_regularization, -0.0346312163978, 0.00753807324581, 4.59417350675, 0.0212686339198, 0.0207061255333, 1.02716627916
0, 3.0, 1, regularization, -0.0348160282258, 0.00718141893573, 4.84807090874, 0.0178702346041, 0.0133020307964, 1.34342153297
0, 3.0, 2, regularization, -0.0343119959677, 0.00781171930497, 4.39237440929, 0.0175876710655, 0.0138521476354, 1.26967106678
0, 3.0, 3, regularization, -0.0350722446237, 0.00713405509595, 4.9161723805, 0.0177633186706, 0.0137517074106, 1.29171732209
0, 3.0, 4, regularization, -0.0345220094086, 0.00760583427009, 4.53888530603, 0.0185346407625, 0.0132133227647, 1.40272368219
0, 3.0, 5, regularization, -0.0346396169355, 0.00758879233334, 4.56457568134, 0.0178931451613, 0.0132394266369, 1.35150453656
0, 7.0, 16, no_regularization, -0.0152091733871, 0.529961857123, 0.028698618934, -0.149178274682, 0.671128865494, 0.222279628179
0, 7.0, 17, no_regularization, -0.0596564180108, 0.231488182871, 0.257708265152, 0.0337930718475, 0.258940098129, 0.130505364336
0, 7.0, 18, no_regularization, -0.073345094086, 0.0946140515182, 0.775202973651, 0.0406967864125, 0.108208883111, 0.376094690588
0, 7.0, 19, no_regularization, -0.00362903225806, 0.315063210813, 0.0115184259333, -0.0215511974585, 0.360401247092, 0.0597977882495
0, 7.0, 20, no_regularization, -0.00642221102151, 0.318153898536, 0.02018586304, 0.0046584799609, 0.426208188634, 0.0109300573877
0, 7.0, 16, regularization, -0.0126092069892, 0.378275150679, 0.0333334266515, -0.140296615347, 0.521140739684, 0.269210607929
0, 7.0, 17, regularization, -0.0274907594086, 0.221359714087, 0.124190436015, 0.012684811828, 0.331758838986, 0.0382350380377
0, 7.0, 18, regularization, -0.0526587701613, 0.143932756005, 0.365856748824, 0.0418499511241, 0.195380057868, 0.214197659582
0, 7.0, 19, regularization, 0.0140204973118, 0.312024663719, 0.0449339393391, 0.0743447580645, 0.57412078245, 0.129493236157
0, 7.0, 20, regularization, 0.0189726142473, 0.369224906964, 0.0513849794244, 0.017694586999, 0.460519971753, 0.0384230610709
0, 9.0, 21, no_regularization, -0.00184391801075, 0.316099311904, 0.00583335028364, -0.0146933040078, 0.35233647989, 0.0417024771673
0, 9.0, 22, no_regularization, -0.0102444556452, 0.460484445577, 0.0222471263548, 0.0297073558162, 0.57490547129, 0.0516734616381
0, 9.0, 23, no_regularization, -0.0474336357527, 0.502209452082, 0.0944499064206, -0.0562225073314, 0.778405925426, 0.0722277483957
0, 9.0, 24, no_regularization, -0.0922925067204, 0.0817822954833, 1.12851450519, 0.0575589565005, 0.105421633072, 0.545988093933
0, 9.0, 25, no_regularization, 0.0137516801075, 0.552614984147, 0.0248847398316, -0.111154386608, 0.798630062464, 0.139181320404
0, 9.0, 21, regularization, -0.0180905577957, 0.497868697804, 0.0363360015913, -0.0855556573803, 0.812161811597, 0.105343117786
0, 9.0, 22, regularization, -0.012247983871, 0.373695316704, 0.0327753207586, 0.0301273826979, 0.508558408048, 0.0592407523329
0, 9.0, 23, regularization, -0.0408434139785, 0.393243661359, 0.103862866695, -0.11243737781, 0.797689684546, 0.140953781889
0, 9.0, 24, regularization, -0.0797421034946, 0.0880325484192, 0.905825230856, 0.0505254154448, 0.123244353438, 0.409961300743
0, 9.0, 25, regularization, 0.0110971102151, 0.517714543442, 0.0214348048662, -0.0352288000978, 0.692298299886, 0.0508867349574
0, 1.0, 21, no_regularization, -0.0120127688172, 0.00375825756536, 3.19636656304, 0.00652187194526, 0.0144017957781, 0.452851300335
0, 1.0, 22, no_regularization, -0.0120253696237, 0.00369518491524, 3.25433500609, 0.00636913489736, 0.0143514562385, 0.44379711658
0, 1.0, 23, no_regularization, -0.0119875672043, 0.00439004741083, 2.7306236317, 0.00593383431085, 0.0160433542901, 0.369862449183
0, 1.0, 24, no_regularization, -0.0119623655914, 0.00418238590206, 2.86017738954, 0.00642259286413, 0.0155341102655, 0.413450963998
0, 1.0, 25, no_regularization, -0.0120421706989, 0.00353236594552, 3.40909489126, 0.00589565004888, 0.0153458037429, 0.384186462152
0, 1.0, 21, regularization, -0.0119875672043, 0.00336056836689, 3.56712493113, 0.0055519916911, 0.0120379675891, 0.461206731953
0, 1.0, 22, regularization, -0.0120211693548, 0.0035382588912, 3.39748156494, 0.00591092375367, 0.0123338329352, 0.479244674768
0, 1.0, 23, regularization, -0.0120127688172, 0.00432452542247, 2.77782360922, 0.00604838709677, 0.0124451599137, 0.486003164179
0, 1.0, 24, regularization, -0.0119371639785, 0.00397695026932, 3.00158744015, 0.00554435483871, 0.0120667427316, 0.459474023937
0, 1.0, 25, regularization, -0.0120715725806, 0.00345199181464, 3.49698760277, 0.00566654447703, 0.0121489103484, 0.466424091915
0, 3.0, 21, no_regularization, -0.0350890456989, 0.00725428360368, 4.83701046388, 0.0215588343109, 0.0219221515356, 0.983426935803
0, 3.0, 22, no_regularization, -0.0346564180108, 0.00753251788775, 4.60090749563, 0.0206118646139, 0.0212756387249, 0.968801213461
0, 3.0, 23, no_regularization, -0.0343707997312, 0.00787791662975, 4.36293011802, 0.0207951490714, 0.0243871165012, 0.852710449402
0, 3.0, 24, no_regularization, -0.0337953629032, 0.00820054389004, 4.12111237454, 0.020382759042, 0.0198641555087, 1.0261075047
0, 3.0, 25, no_regularization, -0.0353662634409, 0.00670790961958, 5.27232259326, 0.0212839076246, 0.0213658273643, 0.996165852215
0, 3.0, 21, regularization, -0.0350008400538, 0.00730337559133, 4.79241956217, 0.0182215298143, 0.0135371452966, 1.34603931738
0, 3.0, 22, regularization, -0.0346564180108, 0.00745764649696, 4.64709852162, 0.0176029447703, 0.0139120935303, 1.26529804677
0, 3.0, 23, regularization, -0.0344086021505, 0.00784773673547, 4.38452554034, 0.0172440127077, 0.013714191713, 1.25738454505
0, 3.0, 24, regularization, -0.0337617607527, 0.00817667575415, 4.12903260051, 0.0177022238514, 0.0136000612651, 1.30162824317
0, 3.0, 25, regularization, -0.0353704637097, 0.0067099003547, 5.27138434849, 0.0178396871945, 0.0134382972422, 1.32752586678
0, 1.0, 16, no_regularization, -0.0120883736559, 0.00311500519616, 3.88069132944, 0.00568181818182, 0.0149783492913, 0.379335404144
0, 1.0, 17, no_regularization, -0.0118783602151, 0.00425602694324, 2.79095042712, 0.00633858748778, 0.0158883877761, 0.398944661793
0, 1.0, 18, no_regularization, -0.0119413642473, 0.003697652654, 3.22944455975, 0.00569709188661, 0.0137219619966, 0.415180561498
0, 1.0, 19, no_regularization, -0.0121051747312, 0.00302003208907, 4.0082934135, 0.00617057673509, 0.0156148006434, 0.395174864927
0, 1.0, 20, no_regularization, -0.0119161626344, 0.00463871345137, 2.56885077281, 0.00668988269795, 0.0158644546393, 0.421690051757
0, 1.0, 16, regularization, -0.0120925739247, 0.00311696531908, 3.8795984834, 0.00563599706745, 0.0121297311605, 0.464643197186
0, 1.0, 17, regularization, -0.0118195564516, 0.00437914537224, 2.69905551127, 0.00581928152493, 0.0125725980481, 0.462854336286
0, 1.0, 18, regularization, -0.0119077620968, 0.00376763220375, 3.16054260416, 0.00554435483871, 0.0120137795921, 0.461499630171
0, 1.0, 19, regularization, -0.0120757728495, 0.00310908329778, 3.88403001556, 0.00584219208211, 0.0123090441748, 0.474625974134
0, 1.0, 20, regularization, -0.0118321572581, 0.00417930558045, 2.83112996413, 0.00584219208211, 0.0123043335803, 0.474807680075
0, 5.0, 26, no_regularization, -0.0563550067204, 0.0225810944911, 2.49567206508, 0.0342512829912, 0.035213924328, 0.972663048633
0, 5.0, 27, no_regularization, -0.0563550067204, 0.0323171792775, 1.74380957684, 0.0327850073314, 0.048783814346, 0.67204682067
0, 5.0, 28, no_regularization, -0.0549731182796, 0.166478841909, 0.330210840303, 0.0327620967742, 0.205016587165, 0.159802176142
0, 5.0, 29, no_regularization, -0.0580477150538, 0.0553042514885, 1.04960673893, 0.0356411901271, 0.0441108128009, 0.807992142153
0, 5.0, 30, no_regularization, -0.056111391129, 0.0320377431499, 1.75141522505, 0.0345262096774, 0.0538731313493, 0.640879949108
0, 5.0, 26, regularization, -0.0563970094086, 0.00838919107858, 6.72258014871, 0.0305092253177, 0.0144860062081, 2.10611709531
0, 5.0, 27, regularization, -0.0564096102151, 0.00832337826554, 6.77724938306, 0.0307383308895, 0.0155820094519, 1.97268080118
0, 5.0, 28, regularization, -0.0558803763441, 0.0103496951051, 5.39922923104, 0.0313340053763, 0.0187155861416, 1.67421982615
0, 5.0, 29, regularization, -0.0578040994624, 0.0136069850269, 4.24811957595, 0.0310743523949, 0.0221331076081, 1.40397602294
0, 5.0, 30, regularization, -0.0561155913978, 0.0083090637142, 6.75353966801, 0.0305703201369, 0.0152473726256, 2.00495658416
0, 1.0, 1, no_regularization, -0.0124411962366, 0.00386265143353, 3.22089540064, 0.00608657135875, 0.014608354893, 0.416650020027
0, 1.0, 2, no_regularization, -0.0120757728495, 0.00318982080261, 3.78572139211, 0.00611711876833, 0.0136196135571, 0.449140406421
0, 1.0, 3, no_regularization, -0.0121639784946, 0.00345716022834, 3.51848849669, 0.00639968230694, 0.0148326813938, 0.431458219658
0, 1.0, 4, no_regularization, -0.0122143817204, 0.00427333723857, 2.8582770417, 0.00698008308895, 0.0155943603698, 0.447603038755
0, 1.0, 5, no_regularization, -0.0120841733871, 0.00326696330508, 3.69890086255, 0.00650659824047, 0.0150097475685, 0.433491516815
0, 1.0, 1, regularization, -0.0124159946237, 0.00378189015575, 3.28301302056, 0.00608657135875, 0.0125598998589, 0.484603494226
0, 1.0, 2, regularization, -0.0120757728495, 0.00300584194881, 4.01743440111, 0.0049639540567, 0.0115698881256, 0.429040799944
0, 1.0, 3, regularization, -0.0121723790323, 0.00345796805372, 3.52009586068, 0.00584982893451, 0.0122759297045, 0.476528383211
0, 1.0, 4, regularization, -0.0123277889785, 0.00338865457965, 3.63795975326, 0.00556726539589, 0.0121149288923, 0.459537604007
0, 1.0, 5, regularization, -0.0120799731183, 0.00308843465873, 3.91135784082, 0.00613239247312, 0.0125213523269, 0.489754805472
0, 7.0, 11, no_regularization, -0.00798051075269, 0.445157510505, 0.0179273865191, 0.0473484848485, 0.635313770232, 0.0745277169597
0, 7.0, 12, no_regularization, 0.0547589045699, 0.431502064436, 0.126902995566, -0.0286458333333, 0.593367668687, 0.0482767006782
0, 7.0, 13, no_regularization, -0.0651713709677, 0.254326764239, 0.25625054116, 0.0251863391984, 0.28192285461, 0.0893376992558
0, 7.0, 14, no_regularization, -0.0477402553763, 0.173332464354, 0.275425931053, 0.0449657869013, 0.188975029674, 0.237945653343
0, 7.0, 15, no_regularization, -0.0683887768817, 0.161529984067, 0.423381313859, 0.0356335532747, 0.199280938977, 0.178810645201
0, 7.0, 11, regularization, -0.0137474798387, 0.506371538383, 0.0271489979129, -0.0685560239492, 0.526982700826, 0.130091602327
