gradientDescent, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 3.0, 22, no_regularization, -0.0346083222169, 0.00219810446931, 15.7446211953, 0.0210047513742, 0.0152784335948, 1.37479743875
0, 3.0, 23, no_regularization, -0.0343162037077, 0.00310212946345, 11.0621442825, 0.0203116655653, 0.017667821564, 1.14964176493
0, 3.0, 24, no_regularization, -0.0337763899323, 0.0014514478535, 23.2708256454, 0.0201387101806, 0.0133988993018, 1.50301227937
0, 3.0, 25, no_regularization, -0.035228042037, 0.00166831443273, 21.115948736, 0.0211923320982, 0.0136758053923, 1.54962223359
0, 3.0, 21, regularization, -0.0349889996517, 0.0019960678675, 17.5289629282, 0.0183679623731, 0.00443809759095, 4.13870177406
0, 3.0, 22, regularization, -0.0345989447683, 0.00185330043819, 18.6688267348, 0.0177668684001, 0.00426691046138, 4.16387186019
0, 3.0, 23, regularization, -0.0343194470381, 0.00241326745593, 14.2211535459, 0.0175546686033, 0.00455832308108, 3.85112426018
0, 3.0, 24, regularization, -0.0337623803432, 0.00143805081415, 23.4778771452, 0.0177421109498, 0.00365875474065, 4.84922117151
0, 3.0, 25, regularization, -0.0352137031231, 0.00148045424639, 23.7857422537, 0.0179513297122, 0.00353040114879, 5.08478469035
0, 11.0, 6, no_regularization, -0.0179621278387, 0.516347926494, 0.0347868693125, -0.0531197373822, 0.78973885876, 0.0672624080643
0, 11.0, 7, no_regularization, -0.0222891662428, 0.52167495978, 0.0427261570158, -0.0183041491944, 0.708941403246, 0.0258189874517
0, 11.0, 8, no_regularization, -0.00855449897557, 0.490132865095, 0.0174534286207, -0.0604060768034, 0.749969980212, 0.0805446596493
0, 11.0, 9, no_regularization, 0.0215809260345, 0.561522251618, 0.0384328955304, 0.0324001162223, 0.704346115804, 0.0460002767039
0, 11.0, 10, no_regularization, -0.145472834454, 0.712463271171, 0.204182924707, 0.0433747529984, 0.685679371188, 0.0632580690348
0, 11.0, 6, regularization, -0.0260592801698, 0.386442567179, 0.0674337725267, -0.0432870982734, 0.740038908384, 0.0584930032502
0, 11.0, 7, regularization, -0.0566116239038, 0.343070038687, 0.165014771096, -0.0628939124105, 0.596666523496, 0.105408817042
0, 11.0, 8, regularization, -0.043689378622, 0.370330804953, 0.117973925036, -0.0924414420203, 0.54035960052, 0.171073932861
0, 11.0, 9, regularization, 0.0225059228519, 0.471146894423, 0.0477683777997, 0.0323288324602, 0.624680339496, 0.0517526011564
0, 11.0, 10, regularization, -0.142950740178, 0.644915142916, 0.221658216199, 0.0395533552639, 0.647378581379, 0.0610977199456
0, 5.0, 11, no_regularization, -0.0555802576981, 0.0467652060048, 1.18849594488, 0.0329989652304, 0.0610499454969, 0.540524073557
0, 5.0, 12, no_regularization, -0.0554131485106, 0.00205246661124, 26.9983190992, 0.0323522102308, 0.0158226565461, 2.04467626132
0, 5.0, 13, no_regularization, -0.0557828046917, 0.00207957387022, 26.8241515681, 0.0324638192396, 0.0168371227193, 1.9281096765
0, 5.0, 14, no_regularization, -0.0561702536515, 0.00268693651032, 20.9049426496, 0.0329866324103, 0.0177912236349, 1.85409576582
0, 5.0, 15, no_regularization, -0.0560486798966, 0.00230634397339, 24.3019603942, 0.033675106687, 0.0175204414133, 1.92204670491
0, 5.0, 11, regularization, -0.0557567979067, 0.00351973278897, 15.8412019462, 0.0299444110179, 0.00725094317699, 4.12972633863
0, 5.0, 12, regularization, -0.055436244063, 0.00234179885246, 23.6725045812, 0.0290244862845, 0.00557561439155, 5.20561219737
0, 5.0, 13, regularization, -0.0557747065213, 0.00218740946815, 25.4980639581, 0.0290156151212, 0.00548490382388, 5.29008639948
0, 5.0, 14, regularization, -0.0561583012541, 0.00264966251141, 21.1945110037, 0.0297294632744, 0.00587968166949, 5.05630490655
0, 5.0, 15, regularization, -0.0560509324046, 0.00243793710248, 22.991131456, 0.0298519807668, 0.00611855016072, 4.87893046272
0, 5.0, 21, no_regularization, -0.0566592047546, 0.0237727095709, 2.3833717644, 0.0343422892435, 0.025893223304, 1.32630413913
0, 5.0, 22, no_regularization, -0.0560994574823, 0.00343558364134, 16.3289453377, 0.0340470904032, 0.0375600892693, 0.906469901045
0, 5.0, 23, no_regularization, -0.0563723575331, 0.0581003184827, 0.970259010711, 0.0294122612448, 0.0713662627027, 0.41213116858
0, 5.0, 24, no_regularization, -0.0557052777252, 0.00224384128587, 24.8258546966, 0.0336300790673, 0.0172060773637, 1.95454654518
0, 5.0, 25, no_regularization, -0.057074375304, 0.00261136259312, 21.8561663763, 0.0338258333211, 0.0177704179834, 1.90349114763
0, 5.0, 21, regularization, -0.0566739291515, 0.00311986532137, 18.1655050182, 0.0305025352652, 0.00730926562454, 4.17313268282
0, 5.0, 22, regularization, -0.0560461634805, 0.00295638185059, 18.9576875766, 0.0297967829371, 0.00795278572543, 3.74671014231
0, 5.0, 23, regularization, -0.0561581264756, 0.00397090254028, 14.1424086605, 0.0297796207387, 0.0084043343975, 3.54336457001
0, 5.0, 24, regularization, -0.0557239947736, 0.00235026468919, 23.7096676939, 0.030263051867, 0.0058457076374, 5.17696979462
0, 5.0, 25, regularization, -0.0570488383138, 0.00252404194467, 22.602175227, 0.0301943526451, 0.00563851527309, 5.35501833066
0, 9.0, 26, no_regularization, -0.00761447053617, 0.390152406806, 0.0195166565766, 0.00821545695742, 0.452262580512, 0.0181652369916
0, 9.0, 27, no_regularization, 0.00915238660319, 0.526822492371, 0.0173728091259, -0.0796631758609, 0.695314148805, 0.114571486856
0, 9.0, 28, no_regularization, -0.00976569597382, 0.448647703983, 0.0217669585448, -0.0209429503035, 0.761356199748, 0.0275074272862
0, 9.0, 29, no_regularization, 0.0217142382794, 0.48174934083, 0.0450737270175, -0.1185270651, 0.775721661939, 0.152795868564
0, 9.0, 30, no_regularization, 0.0541402287977, 0.551853139796, 0.0981062259024, 0.0280974821034, 0.532902817099, 0.0527253397839
0, 9.0, 26, regularization, -0.0451534579733, 0.424703168997, 0.10631768555, -0.000241678910103, 0.707614472055, 0.000341540372119
0, 9.0, 27, regularization, -0.0157199746463, 0.398681087054, 0.039429948289, -0.146351436876, 0.868333249431, 0.168542937831
0, 9.0, 28, regularization, 0.00876855191355, 0.34617952883, 0.0253294928882, 0.0283713100807, 0.576006284742, 0.0492552092439
0, 9.0, 29, regularization, 0.0168617640319, 0.358765569118, 0.0469993931508, -0.0545875671206, 0.63877606871, 0.0854565000077
0, 9.0, 30, regularization, -0.0310827544745, 0.294616935228, 0.105502266699, -0.047307538949, 0.606593940463, 0.0779888089765
0, 1.0, 26, no_regularization, -0.0122143747353, 0.000890465866395, 13.7168365417, 0.00662294232665, 0.00552724220944, 1.1982363131
0, 1.0, 27, no_regularization, -0.0118399088947, 0.00108145768833, 10.9481018282, 0.00620653803865, 0.00583498274852, 1.06367718743
0, 1.0, 28, no_regularization, -0.0116360371146, 0.00190986632347, 6.09259243517, 0.00653698815782, 0.00937344238531, 0.697394605856
0, 1.0, 29, no_regularization, -0.0123312582474, 0.000890263736987, 13.8512417558, 0.00656289510812, 0.00565688034436, 1.16016155701
0, 1.0, 30, no_regularization, -0.0120076902744, 0.00115645192701, 10.3832161061, 0.00683980153325, 0.00679381444814, 1.00676896395
0, 1.0, 26, regularization, -0.0122112316868, 0.000809365023058, 15.0874220394, 0.00610208076507, 0.0023873199042, 2.55603815573
0, 1.0, 27, regularization, -0.0118281181788, 0.000968620972752, 12.2112967936, 0.00584970408234, 0.00222323080281, 2.63117264971
0, 1.0, 28, regularization, -0.0116411775565, 0.00155793902957, 7.47216504339, 0.00613926673807, 0.00279667801898, 2.19519969635
0, 1.0, 29, regularization, -0.0123467710805, 0.000709073953491, 17.4125294262, 0.00623928384503, 0.00261105286855, 2.38956626278
0, 1.0, 30, regularization, -0.0120259177101, 0.000972769165029, 12.3625605564, 0.00609106372704, 0.00253607336068, 2.40176953139
0, 0.5, 11, no_regularization, -0.00582191562824, 0.0007179719552, 8.10883431598, 0.00304408754535, 0.00361381435634, 0.842347515723
0, 0.5, 12, no_regularization, -0.00575103201714, 0.000644973249817, 8.91669851232, 0.00266042631794, 0.00409523082048, 0.64964013863
0, 0.5, 13, no_regularization, -0.00606469141074, 0.000780551387609, 7.76975290419, 0.00292069076665, 0.00443815339868, 0.658086934877
0, 0.5, 14, no_regularization, -0.00604037523131, 0.000607105383269, 9.94946741996, 0.0029285233354, 0.00343130924698, 0.853471116886
0, 0.5, 15, no_regularization, -0.0055815421248, 0.000516371282948, 10.8091644697, 0.00285179287311, 0.00314750387292, 0.906049043385
0, 0.5, 11, regularization, -0.00581305604594, 0.000994047647601, 5.8478645968, 0.00297012959765, 0.00219490644316, 1.35319188975
0, 0.5, 12, regularization, -0.00574533843461, 0.000978574853575, 5.87112821632, 0.00246961746111, 0.0022002620537, 1.12241969404
0, 0.5, 13, regularization, -0.00603378539338, 0.000966515358315, 6.24282412221, 0.00287166173832, 0.00194093636206, 1.47952390118
0, 0.5, 14, regularization, -0.00601997965288, 0.000804944864283, 7.47874782485, 0.00268875442672, 0.00197971751808, 1.3581505453
0, 0.5, 15, regularization, -0.00559285849418, 0.000984031196931, 5.68361908811, 0.00258412029649, 0.00203298070905, 1.27109927064
0, 1.0, 1, no_regularization, -0.012411179775, 0.000799329450767, 15.5269892322, 0.00647086681137, 0.00524990588651, 1.23256815479
0, 1.0, 2, no_regularization, -0.0121020586286, 0.000654810282175, 18.4817785519, 0.005938428855, 0.00435511969956, 1.36355123732
0, 1.0, 3, no_regularization, -0.0121629552891, 0.000706141940263, 17.2245190316, 0.00656659391485, 0.00519273362003, 1.26457361293
0, 1.0, 4, no_regularization, -0.0120812162814, 0.000744247851249, 16.2327862433, 0.00646624871513, 0.00497910907403, 1.29867585124
0, 1.0, 5, no_regularization, -0.0122414558049, 0.000785161932136, 15.5909950596, 0.0067380516224, 0.00507890025131, 1.32667532123
0, 1.0, 1, regularization, -0.0124283505859, 0.000713963162696, 17.407551587, 0.00612219716931, 0.00238306967548, 2.56903825864
0, 1.0, 2, regularization, -0.0121109611898, 0.000633890814173, 19.1057527875, 0.00563453796646, 0.00207994158094, 2.70898856877
0, 1.0, 3, regularization, -0.0121780267389, 0.000654164924927, 18.6161413963, 0.00597924850129, 0.00216374679635, 2.7633771712
0, 1.0, 4, regularization, -0.0120917105065, 0.00070442756853, 17.1652999494, 0.0060815621099, 0.00233780711241, 2.60139601664
0, 1.0, 5, regularization, -0.0122477887845, 0.000664492563146, 18.4317921129, 0.00637412811657, 0.00239568504486, 2.66067032904
0, 5.0, 6, no_regularization, -0.0556892193631, 0.00208009391556, 26.7724543332, 0.0330070849977, 0.0177713234396, 1.85732284429
0, 5.0, 7, no_regularization, -0.0552590504548, 0.00248357386483, 22.2498115467, 0.0333938901078, 0.0186524175014, 1.79032503992
0, 5.0, 8, no_regularization, -0.055730332618, 0.0197939794947, 2.81551936703, 0.0331090503439, 0.0235440792688, 1.40625802207
0, 5.0, 9, no_regularization, -0.0565062267144, 0.00214299311143, 26.3678993707, 0.0342527649349, 0.0188880731846, 1.8134599861
0, 5.0, 10, no_regularization, -0.0564352984599, 0.0591685049391, 0.953806396122, 0.0344326558507, 0.0766748777078, 0.449073502039
0, 5.0, 6, regularization, -0.0557032841362, 0.00238151827152, 23.3898201842, 0.0290861347903, 0.00538102941446, 5.40531049917
0, 5.0, 7, regularization, -0.0552255488551, 0.00247000645208, 22.3584633994, 0.0296131423589, 0.00578274760136, 5.1209467195
0, 5.0, 8, regularization, -0.055732543376, 0.00311932465833, 17.8668620553, 0.029783831409, 0.00689466026219, 4.31984032227
0, 5.0, 9, regularization, -0.0565005375032, 0.00231301851408, 24.4271877459, 0.0302436049498, 0.00694068761162, 4.35743641584
0, 5.0, 10, regularization, -0.0558410148895, 0.00371308494558, 15.0389812536, 0.0303402927971, 0.0081498980649, 3.72278187476
0, 3.0, 26, no_regularization, -0.0346573359702, 0.00227217315436, 15.2529466796, 0.0213920443147, 0.0157191929485, 1.36088693515
0, 3.0, 27, no_regularization, -0.0344212972695, 0.00262778005073, 13.0990024298, 0.0203255953358, 0.0159201828275, 1.27671871335
0, 3.0, 28, no_regularization, -0.0340966551257, 0.0335831954667, 1.01528918413, 0.0220860523272, 0.0671037765305, 0.329132777157
0, 3.0, 29, no_regularization, -0.0345805578152, 0.00188060769926, 18.3879699253, 0.0209359667782, 0.0152735107669, 1.37073702947
0, 3.0, 30, no_regularization, -0.0343706041029, 0.00243837147129, 14.0957210612, 0.0218763132585, 0.0183017198988, 1.19531461411
0, 3.0, 26, regularization, -0.0346519944785, 0.00190452774959, 18.1945337819, 0.0180401511062, 0.00380658602518, 4.73919438229
0, 3.0, 27, regularization, -0.0344211973578, 0.00214450293776, 16.0508977403, 0.0181705899422, 0.0040432842324, 4.4940174615
0, 3.0, 28, regularization, -0.0342132671942, 0.003488480439, 9.80749864949, 0.0183170662553, 0.00603124121417, 3.03703095347
0, 3.0, 29, regularization, -0.0345788337839, 0.00166571962305, 20.7590961321, 0.0179729666672, 0.00328870718287, 5.46505531436
0, 3.0, 30, regularization, -0.0343663115692, 0.00190169389646, 18.0714212908, 0.0182544507588, 0.00378131992725, 4.82753406482
0, 1.0, 16, no_regularization, -0.0118912682632, 0.00084613951026, 14.0535551396, 0.006227131875, 0.00554555042928, 1.12290600445
0, 1.0, 17, no_regularization, -0.0118211421305, 0.000853941193296, 13.8430400399, 0.00642293624156, 0.00539255234563, 1.19107536281
0, 1.0, 18, no_regularization, -0.0117388663299, 0.000676831321906, 17.3438579893, 0.00600479450254, 0.00470404497944, 1.27651723756
0, 1.0, 19, no_regularization, -0.0119819865428, 0.00091385620265, 13.1114572599, 0.00653390147228, 0.00603257388841, 1.08310343033
0, 1.0, 20, no_regularization, -0.0118705534732, 0.00106186285859, 11.1789892426, 0.00671751713356, 0.00685045104661, 0.980594867091
0, 1.0, 16, regularization, -0.0119124260555, 0.000751333036759, 15.8550542472, 0.00549445534482, 0.00234390368634, 2.34414723473
0, 1.0, 17, regularization, -0.0117970062154, 0.000776943185109, 15.1838724394, 0.00595493006552, 0.00252624113306, 2.35722947726
0, 1.0, 18, regularization, -0.0117380319662, 0.000712652688708, 16.4709011166, 0.00555380090827, 0.00222788147736, 2.49286192497
0, 1.0, 19, regularization, -0.0119993431871, 0.000834685105867, 14.3758923009, 0.00606294568334, 0.00238627947671, 2.54075255749
0, 1.0, 20, regularization, -0.0118567116733, 0.000963017713815, 12.312039024, 0.00592598478536, 0.00230498781407, 2.57093974606
0, 0.5, 6, no_regularization, -0.0063678269686, 0.000520486955988, 12.2343641764, 0.00309088663782, 0.00296546763385, 1.04229316231
0, 0.5, 7, no_regularization, -0.00613924194149, 0.000734702306378, 8.35609455449, 0.00358952131857, 0.00441728421201, 0.812608187812
0, 0.5, 8, no_regularization, -0.00632981133919, 0.000654314635456, 9.67395652824, 0.00320229788862, 0.00319347082214, 1.00276409805
0, 0.5, 9, no_regularization, -0.00605358104559, 0.000554780639422, 10.9116660089, 0.00305408980311, 0.0032567679175, 0.937767099305
0, 0.5, 10, no_regularization, -0.00616650758596, 0.000769979320004, 8.00866650019, 0.00336601601546, 0.00438865142578, 0.766981855903
0, 0.5, 6, regularization, -0.00639466017618, 0.000628329160463, 10.1772455881, 0.00311284966278, 0.00192430741359, 1.61764676516
0, 0.5, 7, regularization, -0.00611044373564, 0.000843353226152, 7.24541455011, 0.0028495359382, 0.00192814679204, 1.47786255173
0, 0.5, 8, regularization, -0.00634766428768, 0.000768145483537, 8.26362248262, 0.00331135340649, 0.00233280590181, 1.4194723204
0, 0.5, 9, regularization, -0.00602424386347, 0.000864575065639, 6.9678667624, 0.0029874882242, 0.00218134789885, 1.3695606399
0, 0.5, 10, regularization, -0.00618379700163, 0.000819091914351, 7.54957641906, 0.00319576658291, 0.00211688352441, 1.50965631602
0, 5.0, 1, no_regularization, -0.0559764771245, 0.00275271513437, 20.3350054009, 0.0327618947183, 0.0179591658355, 1.82424367692
0, 5.0, 2, no_regularization, -0.0555240094144, 0.00212093109363, 26.1790727577, 0.031546044888, 0.0154610225017, 2.04035954831
0, 5.0, 3, no_regularization, -0.0557107428128, 0.00212019346835, 26.2762543345, 0.0324705489591, 0.0158782143578, 2.04497484587
0, 5.0, 4, no_regularization, -0.0556783756361, 0.00248069158957, 22.4446988373, 0.0325710221141, 0.0175026974682, 1.86091442038
0, 5.0, 5, no_regularization, -0.055397804661, 0.00219097306105, 25.2845667735, 0.0335722379489, 0.018978930639, 1.76892147337
0, 5.0, 1, regularization, -0.0559566803436, 0.00266538542789, 20.9938419255, 0.0294000619144, 0.00606793742313, 4.84514916095
0, 5.0, 2, regularization, -0.0555503719032, 0.00235660681503, 23.5721850369, 0.0286341907618, 0.00559992576345, 5.11331613514
0, 5.0, 3, regularization, -0.055697649502, 0.0023590253493, 23.6104497642, 0.0290806410598, 0.00566662028858, 5.1319198356
0, 5.0, 4, regularization, -0.055698679254, 0.00240406768957, 23.1685153857, 0.0296443607193, 0.00574955331064, 5.15594153454
0, 5.0, 5, regularization, -0.0553692780623, 0.00231659894152, 23.9011065187, 0.029424174633, 0.00557766393203, 5.27535810539
0, 11.0, 21, no_regularization, -0.0043510504784, 0.416808283347, 0.0104389731496, -0.10750334354, 0.667356913615, 0.161088229321
0, 11.0, 22, no_regularization, -0.0111169268919, 0.344949498059, 0.0322276940667, 0.00728630572361, 0.431388122401, 0.0168903716752
0, 11.0, 23, no_regularization, 0.0191587629689, 0.46000600827, 0.0416489407191, -0.0179783363864, 0.870055213824, 0.020663443079
0, 11.0, 24, no_regularization, -0.009851708166, 0.425004670307, 0.0231802350757, -0.171938062163, 1.04043551633, 0.165255856288
0, 11.0, 25, no_regularization, -0.018826840922, 0.379486728358, 0.0496113289745, 0.0378176994478, 0.503140886329, 0.0751632405066
0, 11.0, 21, regularization, 0.0044058286285, 0.323485734508, 0.0136198544743, 0.0338186846339, 0.50095944218, 0.0675078295495
0, 11.0, 22, regularization, -0.0625093110338, 0.327606489963, 0.190806082751, 0.0194005598805, 0.583092166271, 0.0332718582117
0, 11.0, 23, regularization, 0.0130512612286, 0.361559767047, 0.0360971059784, -0.0312219620051, 0.80456647162, 0.0388059447
0, 11.0, 24, regularization, -0.00422590138776, 0.281404699803, 0.0150171670577, -0.0263997053231, 0.609947799184, 0.0432819093018
0, 11.0, 25, regularization, -0.0461543976606, 0.272273496847, 0.169514837819, 0.0332580125083, 0.433353804711, 0.0767456340449
0, 9.0, 6, no_regularization, 0.0169133019438, 0.637444795165, 0.0265329673598, 0.0589087411579, 0.63463199657, 0.0928234653725
0, 9.0, 7, no_regularization, -0.0259094938923, 0.494898787076, 0.0523531165744, 0.0323059539912, 0.675245039618, 0.047843304424
0, 9.0, 8, no_regularization, -0.0349101783572, 0.450467557866, 0.0774976527112, -0.0345197159507, 0.699547466752, 0.0493457807959
0, 9.0, 9, no_regularization, -0.025973855881, 0.376965802388, 0.0689024195737, 0.00860156476197, 0.613370379676, 0.0140234433337
0, 9.0, 10, no_regularization, 0.0114158536359, 0.814211180962, 0.0140207527271, 0.01941061491, 0.680857424498, 0.0285090743107
0, 9.0, 6, regularization, -0.0393029802645, 0.393218669848, 0.0999519689127, 0.02968497799, 0.749874160464, 0.0395866127346
0, 9.0, 7, regularization, -0.0352934642543, 0.423281003235, 0.0833806950574, 0.0602787470009, 0.384625796428, 0.156720499667
0, 9.0, 8, regularization, -0.00943328781807, 0.495620128033, 0.0190333024922, -0.151033809379, 0.862164667788, 0.175179771362
0, 9.0, 9, regularization, -0.0458768753061, 0.324008725192, 0.141591481152, 0.00872726586751, 0.760736762966, 0.0114721232
0, 9.0, 10, regularization, -0.00413646338719, 0.703438520474, 0.00588034812822, 0.0354140570745, 0.855510065163, 0.0413952547335
0, 9.0, 21, no_regularization, 0.0117034786328, 0.413546990238, 0.0283002389308, -0.116547487638, 0.841330007246, 0.138527672417
0, 9.0, 22, no_regularization, -0.0120652342174, 0.463499613255, 0.0260307320058, 0.0300699700307, 0.615691784538, 0.048839323158
0, 9.0, 23, no_regularization, 0.00151941291903, 0.331358475425, 0.00458540532902, -0.129148734047, 0.389937953615, 0.331203292344
0, 9.0, 24, no_regularization, -0.0727337740916, 0.2163577885, 0.336173588184, 0.0480382401697, 0.298817593276, 0.160761083854
0, 9.0, 25, no_regularization, 0.00854378640121, 0.564563163467, 0.0151334464487, -0.0295170882775, 0.703052754739, 0.0419841727076
0, 9.0, 21, regularization, 0.00930993539839, 0.448306718755, 0.0207668879562, -0.0733605533856, 0.725472801359, 0.101121025141
0, 9.0, 22, regularization, -0.002337094017, 0.323139849056, 0.00723245376211, 0.0288526447951, 0.467717576942, 0.0616881772623
0, 9.0, 23, regularization, -0.0349806684978, 0.311410278476, 0.112329845595, -0.118764261536, 0.726928015847, 0.163378297365
0, 9.0, 24, regularization, -0.0844257262581, 0.107724333786, 0.783720105673, 0.0547841941461, 0.165297569591, 0.331427705087
0, 9.0, 25, regularization, 0.0078495931871, 0.226653982985, 0.0346324961235, 0.00928097337215, 0.553583952822, 0.0167652500128
0, 1.0, 6, no_regularization, -0.0125248101889, 0.000710697652909, 17.6232609431, 0.00701138377285, 0.00520016929503, 1.34829913702
0, 1.0, 7, no_regularization, -0.0123047177826, 0.00108735677924, 11.3161733275, 0.00823738138865, 0.0103330840045, 0.797185175795
0, 1.0, 8, no_regularization, -0.0120961096216, 0.0010787840981, 11.2127251809, 0.00624466159482, 0.0059261470627, 1.05374732162
0, 1.0, 9, no_regularization, -0.0119645357957, 0.000700264904659, 17.0857281524, 0.00620119473648, 0.00450991267142, 1.37501437129
0, 1.0, 10, no_regularization, -0.012081008436, 0.00118886534514, 10.1617971164, 0.00625506071798, 0.00705782780667, 0.886258617995
0, 1.0, 6, regularization, -0.0125181210402, 0.000565931788947, 22.1194873387, 0.00616997759116, 0.00217443106599, 2.83751353982
0, 1.0, 7, regularization, -0.0123126283114, 0.000879651845486, 13.9971607797, 0.00641463047227, 0.00252559461268, 2.53984960218
0, 1.0, 8, regularization, -0.0120822134547, 0.000946240947163, 12.768643643, 0.00602137012902, 0.00260845156408, 2.30840787383
