convergenceTolerance_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
7, 5.0, 18, regularization, -0.0478942905208, 0.0104022210137, 4.60423696608, 0.0233894236262, 0.00565145029195, 4.1386586483
7, 5.0, 19, regularization, -0.047892195133, 0.0103298046171, 4.63631180919, 0.0233528025487, 0.00584493032929, 3.99539450996
7, 5.0, 20, regularization, -0.047915167624, 0.0103566026993, 4.62653333485, 0.0233954183398, 0.0057325553429, 4.08115001781
3, 1.0, 1, no_regularization, -0.00957807189171, 0.00231885193297, 4.13052327987, 0.00451857529782, 0.0057149810959, 0.790654460968
3, 1.0, 2, no_regularization, -0.00958213069756, 0.00235413043388, 4.07034825244, 0.00469196885573, 0.00543899900008, 0.862653009434
3, 1.0, 3, no_regularization, -0.00957717158957, 0.0023114357922, 4.14338638429, 0.00464523797382, 0.00570933265457, 0.813621881027
3, 1.0, 4, no_regularization, -0.00959442128033, 0.00246901074644, 3.8859374323, 0.00444316081012, 0.00586684680168, 0.757333702467
3, 1.0, 5, no_regularization, -0.00959630795624, 0.00245072694191, 3.91569855954, 0.00447466581893, 0.00561913279417, 0.796326761235
3, 1.0, 1, regularization, -0.00958382826093, 0.00229650481852, 4.17322366739, 0.00490495348567, 0.00348305329283, 1.40823383202
3, 1.0, 2, regularization, -0.00958767029093, 0.00228143633588, 4.20247111003, 0.00501191637131, 0.00338560274803, 1.48036162076
3, 1.0, 3, regularization, -0.00957445527484, 0.00223794727313, 4.27823094395, 0.00498451732993, 0.00358552088375, 1.39017941648
3, 1.0, 4, regularization, -0.00958123202067, 0.00227902526337, 4.20409206281, 0.00483933397376, 0.00335199216856, 1.443718759
3, 1.0, 5, regularization, -0.00959909437143, 0.00233886833092, 4.10416193359, 0.00487378248485, 0.0031614373831, 1.54163498885
6, 11.0, 16, no_regularization, -0.0474733258113, 0.482524749635, 0.0983852659312, -0.138853490566, 0.700334809336, 0.19826729832
6, 11.0, 17, no_regularization, 0.0105375128901, 0.528667067725, 0.0199322286811, -0.0191696686741, 0.702202352488, 0.027299351257
6, 11.0, 18, no_regularization, -0.0106217202512, 0.51989933205, 0.0204303402532, 0.00325063605869, 0.554880899678, 0.00585825906168
6, 11.0, 19, no_regularization, -0.000261282352397, 0.537715765755, 0.000485911645216, -0.126549072197, 0.917205091044, 0.13797249212
6, 11.0, 20, no_regularization, 0.0115794227479, 0.595293026749, 0.0194516351235, -0.0978844064195, 0.758308263803, 0.129082605441
6, 11.0, 16, regularization, -0.0453667241834, 0.3911432215, 0.115984942828, -0.137326065917, 0.645397750822, 0.212777416317
6, 11.0, 17, regularization, 0.0128087566495, 0.434935519792, 0.0294497829372, -0.0156365815078, 0.660875261193, 0.0236604128282
6, 11.0, 18, regularization, -0.00554908823099, 0.420177865905, 0.0132065220024, 0.00304734146542, 0.5326453436, 0.00572114541512
6, 11.0, 19, regularization, 8.84993434444e-05, 0.452112461653, 0.000195746304185, -0.121717281573, 0.880996483493, 0.138158646322
6, 11.0, 20, regularization, 0.0139927229702, 0.574238866392, 0.0243674258033, -0.086922622197, 0.73563736367, 0.118159607559
8, 7.0, 26, no_regularization, -0.0427145469765, 0.259415913751, 0.164656617857, 0.0181004932286, 0.228137082846, 0.0793404255143
8, 7.0, 27, no_regularization, -0.067077690466, 0.118578785715, 0.565680362315, 0.026802915246, 0.114419660328, 0.234250959749
8, 7.0, 28, no_regularization, -0.0470434971268, 0.267129936146, 0.176107170187, -0.0998712756432, 0.350611393992, 0.284848916363
8, 7.0, 29, no_regularization, -0.0447227162386, 0.234484132484, 0.190728113518, 0.0226530941853, 0.208212559913, 0.108797923597
8, 7.0, 30, no_regularization, -0.067054604605, 0.102861547377, 0.651891851865, 0.027834366525, 0.110666515083, 0.251515704675
8, 7.0, 26, regularization, -0.052531082794, 0.179470237818, 0.292700803389, 0.0175011237535, 0.118910085943, 0.147179472747
8, 7.0, 27, regularization, -0.0670506455593, 0.0329396901841, 2.03555786908, 0.0298994839371, 0.038661791907, 0.773360014173
8, 7.0, 28, regularization, -0.0537416655667, 0.173721112328, 0.309355983544, -0.0983327625994, 0.306773248748, 0.320538909441
8, 7.0, 29, regularization, -0.0501857801549, 0.118064572697, 0.425070611857, 0.029943511581, 0.0854158726624, 0.350561443063
8, 7.0, 30, regularization, -0.0670545479958, 0.0221279359613, 3.03031191491, 0.031551715932, 0.0075757816776, 4.16481325291
6, 3.0, 11, no_regularization, -0.0287511734231, 0.0143127492107, 2.00878063326, 0.0149669919728, 0.00940065368658, 1.59212247061
6, 3.0, 12, no_regularization, -0.0287201037711, 0.0106762982728, 2.69008068501, 0.0148663073167, 0.0179178493879, 0.82969261516
6, 3.0, 13, no_regularization, -0.0287359152825, 0.00617521324552, 4.65342881937, 0.0148685525747, 0.00897496200198, 1.65667025347
6, 3.0, 14, no_regularization, -0.0286910715242, 0.011167608076, 2.56913309718, 0.0143065264569, 0.0133847867219, 1.06886473084
6, 3.0, 15, no_regularization, -0.0287379123951, 0.0114225612924, 2.51589040841, 0.014933636598, 0.0130318048565, 1.14593770874
6, 3.0, 11, regularization, -0.0287504041627, 0.00589944050641, 4.87341200093, 0.0144444618722, 0.00502434725501, 2.87489322275
6, 3.0, 12, regularization, -0.0287167029617, 0.00572439922003, 5.01654441941, 0.0146536813268, 0.00499168854895, 2.93561611128
6, 3.0, 13, regularization, -0.0287371221831, 0.00592338797521, 4.85146715079, 0.0142768053366, 0.00499043385631, 2.86083449809
6, 3.0, 14, regularization, -0.0287010690405, 0.00579173214763, 4.9555242385, 0.0142882854267, 0.00513671856026, 2.78159787403
6, 3.0, 15, regularization, -0.0287383087579, 0.00572067784098, 5.02358453958, 0.0146369179212, 0.00501770881455, 2.9170520774
4, 5.0, 1, no_regularization, -0.0479118708529, 0.0538334651005, 0.890001614486, 0.0245991554593, 0.0617581661334, 0.398314214936
4, 5.0, 2, no_regularization, -0.0479065993626, 0.0616236207942, 0.777406435149, 0.0235959425438, 0.077022942191, 0.30634953525
4, 5.0, 3, no_regularization, -0.0479040827323, 0.0534027778864, 0.897033536986, 0.0242036049789, 0.0534913011425, 0.452477402156
4, 5.0, 4, no_regularization, -0.0478875096562, 0.0464956758425, 1.02993469368, 0.0235159604397, 0.0535592857327, 0.439064115923
4, 5.0, 5, no_regularization, -0.0479207724787, 0.0512481119035, 0.93507391197, 0.0231207370965, 0.0677007519544, 0.341513741415
4, 5.0, 1, regularization, -0.0479072059281, 0.0108952349172, 4.39707874978, 0.0237547672221, 0.00589210127641, 4.03162914344
4, 5.0, 2, regularization, -0.0478945763041, 0.0107378537629, 4.46034909412, 0.023574586835, 0.00503939648916, 4.67805755822
4, 5.0, 3, regularization, -0.0478952110104, 0.00988160221915, 4.84690740917, 0.0232574973263, 0.00521857424851, 4.45667652097
4, 5.0, 4, regularization, -0.0479004206277, 0.0106977194352, 4.47762917299, 0.0235343168356, 0.00625159417319, 3.76453048353
4, 5.0, 5, regularization, -0.0479199670364, 0.0108951993276, 4.39826437275, 0.0232758356052, 0.00504509315356, 4.61355913493
7, 9.0, 6, no_regularization, -0.0619073296985, 0.290405236634, 0.213175665894, 0.0220352098179, 0.293781616816, 0.0750054072706
7, 9.0, 7, no_regularization, 0.000529669348367, 0.646877446299, 0.000818809422709, -0.0739397508157, 0.638102325663, 0.115874441829
7, 9.0, 8, no_regularization, -0.0322171287682, 0.504022919048, 0.0639199678242, 0.0372254345194, 0.63538627266, 0.0585870927988
7, 9.0, 9, no_regularization, -0.0345532600359, 0.269074665519, 0.128415137001, 0.0252220793033, 0.270751201476, 0.0931559275298
7, 9.0, 10, no_regularization, 0.0157407991561, 0.522882433063, 0.0301038974744, -0.0349690543804, 0.830402949307, 0.0421109467514
7, 9.0, 6, regularization, -0.0618716054905, 0.173327084202, 0.356964439663, 0.0297874188438, 0.208080047461, 0.14315365268
7, 9.0, 7, regularization, -0.00188309659593, 0.554370753684, 0.00339681807422, -0.0770295681115, 0.621928013799, 0.123856083666
7, 9.0, 8, regularization, -0.0311436063373, 0.427519782258, 0.0728471701889, 0.0408240840263, 0.576639523022, 0.0707965416806
7, 9.0, 9, regularization, -0.0367997177983, 0.187931138378, 0.195814903884, 0.0256098994423, 0.192942920642, 0.132733035019
7, 9.0, 10, regularization, 0.0146411986657, 0.449257902784, 0.0325897409372, -0.044921227097, 0.767784129801, 0.0585076264974
2, 0.5, 21, no_regularization, -0.0047752226659, 0.00153284777741, 3.11526215211, 0.00231692213287, 0.00513043526738, 0.451603423905
2, 0.5, 22, no_regularization, -0.00478625248587, 0.00157574233503, 3.03745884049, 0.00223485658324, 0.00486983193938, 0.458918626158
2, 0.5, 23, no_regularization, -0.00478370402139, 0.00149130782814, 3.20772407353, 0.00247855824889, 0.00465413954748, 0.532549190586
2, 0.5, 24, no_regularization, -0.00478306458173, 0.00151689589816, 3.1531923763, 0.00235607279583, 0.00506902052868, 0.46479843246
2, 0.5, 25, no_regularization, -0.00480729413745, 0.00138074977262, 3.48165484637, 0.00235600916817, 0.00463817043154, 0.507960887368
2, 0.5, 21, regularization, -0.00477601651617, 0.00153417153869, 3.11309159095, 0.00172180252933, 0.00158372736399, 1.08718367093
2, 0.5, 22, regularization, -0.00478136326764, 0.00161275496169, 2.96471775392, 0.00162808680064, 0.00144213085979, 1.12894526151
2, 0.5, 23, regularization, -0.00477867039717, 0.00158106230644, 3.02244280805, 0.0020112184794, 0.00182803398148, 1.10020847521
2, 0.5, 24, regularization, -0.00478646735544, 0.00157266443232, 3.04354015839, 0.00178933635809, 0.00162401818766, 1.10179576294
2, 0.5, 25, regularization, -0.00480164406748, 0.00149952487793, 3.20211030717, 0.00180302795378, 0.00171441274517, 1.05168837484
6, 11.0, 21, no_regularization, 0.00652807490244, 0.376910909581, 0.0173199414941, 0.0278390092684, 0.351610613379, 0.0791756795987
6, 11.0, 22, no_regularization, -0.00871215983326, 0.496252483561, 0.0175559017272, -0.088708490387, 0.706040335912, 0.125642241491
6, 11.0, 23, no_regularization, -0.0162914056068, 0.466704792962, 0.0349073029729, -0.0252697863312, 0.648403205852, 0.0389723340403
6, 11.0, 24, no_regularization, 0.003019952426, 0.707462236276, 0.00426871184234, -0.0212261866422, 0.690798436941, 0.0307270333965
6, 11.0, 25, no_regularization, -0.0240668274818, 0.58914347389, 0.0408505373451, -0.0430323896638, 0.684478167036, 0.0628689003334
6, 11.0, 21, regularization, 0.00215067762219, 0.273665494955, 0.00785878257154, 0.0382931920127, 0.318647920375, 0.12017399005
6, 11.0, 22, regularization, -0.0113528702028, 0.389570488106, 0.0291420180671, -0.0820387939224, 0.683445443479, 0.120037077875
6, 11.0, 23, regularization, -0.0164152211051, 0.343638204116, 0.047768906101, -0.0236141665587, 0.601360824779, 0.039267883084
6, 11.0, 24, regularization, 0.0020875560621, 0.629121142767, 0.00331820999198, -0.00252662156821, 0.63174495925, 0.00399943289015
6, 11.0, 25, regularization, -0.0255649537337, 0.522080588613, 0.0489674473467, -0.0304970564542, 0.642125254646, 0.0474939370995
5, 3.0, 26, no_regularization, -0.028717280488, 0.0113581324944, 2.52834526293, 0.0151191810341, 0.00975167063516, 1.55041957422
5, 3.0, 27, no_regularization, -0.028747034525, 0.00586536208417, 4.90115258231, 0.0146306760871, 0.0101456662571, 1.4420616366
5, 3.0, 28, no_regularization, -0.0287583496006, 0.00663299284666, 4.33565213554, 0.0149620882847, 0.015935945696, 0.938889261428
5, 3.0, 29, no_regularization, -0.0287547361202, 0.0112853838099, 2.54796262179, 0.0146434242792, 0.0189670251507, 0.772046441804
5, 3.0, 30, no_regularization, -0.0287369002954, 0.0173706551579, 1.65433600714, 0.0147639638492, 0.0123287071412, 1.19752733844
5, 3.0, 26, regularization, -0.0287263545007, 0.00578935516417, 4.96192644709, 0.0145592938264, 0.00538139461215, 2.70548712289
5, 3.0, 27, regularization, -0.0287453089898, 0.00565242709399, 5.08548071684, 0.0143358132874, 0.0049020555915, 2.92444934982
5, 3.0, 28, regularization, -0.0287596244148, 0.00573933220725, 5.01097050602, 0.0147538250459, 0.00543390852623, 2.71514048768
5, 3.0, 29, regularization, -0.0287540211939, 0.00572367121038, 5.02370246945, 0.0145476581706, 0.00483562276913, 3.00843528644
5, 3.0, 30, regularization, -0.0287425107575, 0.0057845771511, 4.96881794585, 0.0144494021113, 0.00479325055488, 3.01453094218
4, 0.5, 26, no_regularization, -0.0047951529799, 0.00154927081775, 3.09510314462, 0.0022770507698, 0.00481998477738, 0.47241866416
4, 0.5, 27, no_regularization, -0.00478985297428, 0.00147160795149, 3.25484309149, 0.00215411186053, 0.00495456132801, 0.434773477997
4, 0.5, 28, no_regularization, -0.0047951496561, 0.0014671492574, 3.26834480672, 0.00243386325793, 0.00487211172082, 0.49954996876
4, 0.5, 29, no_regularization, -0.00478171564391, 0.00148106002894, 3.22857652661, 0.00236577678206, 0.00483819224253, 0.488979491404
4, 0.5, 30, no_regularization, -0.00479364421256, 0.00153235966863, 3.1282761552, 0.0024434889295, 0.00504493213947, 0.484345252215
4, 0.5, 26, regularization, -0.00479466009441, 0.00158022390269, 3.03416502323, 0.00169829216797, 0.00159672126615, 1.06361216824
4, 0.5, 27, regularization, -0.00479390727963, 0.00152779589379, 3.13779301221, 0.00156343967267, 0.00165557135849, 0.944350519625
4, 0.5, 28, regularization, -0.00479516400452, 0.00153765355997, 3.11849439259, 0.001921905439, 0.00185553860554, 1.03576688368
4, 0.5, 29, regularization, -0.00478331355039, 0.0015572018231, 3.07173641813, 0.00184835237068, 0.00175039308398, 1.05596416462
4, 0.5, 30, regularization, -0.00479558568917, 0.0015358689943, 3.1223924091, 0.00194116488116, 0.00177662698074, 1.09261251923
1, 3.0, 26, no_regularization, -0.0287145806703, 0.0114054667095, 2.51761557872, 0.0151818882241, 0.0101064849936, 1.50219272415
1, 3.0, 27, no_regularization, -0.0287446337832, 0.00591740059497, 4.85764540052, 0.0146757852235, 0.0104937578804, 1.39852523669
1, 3.0, 28, no_regularization, -0.0287607440897, 0.00665670784746, 4.32056577346, 0.0150964167318, 0.0161813492397, 0.932951666031
1, 3.0, 29, no_regularization, -0.0287533334458, 0.0113013820681, 2.54423160571, 0.0147152832043, 0.0195529527942, 0.752586238977
1, 3.0, 30, no_regularization, -0.0287479294774, 0.0173028320387, 1.66145804416, 0.0148063255173, 0.0130360850712, 1.13579540456
1, 3.0, 26, regularization, -0.0287322804934, 0.00603807186143, 4.75851913538, 0.0145924519917, 0.00551289195201, 2.64696861805
1, 3.0, 27, regularization, -0.0287347049765, 0.00586592340481, 4.89858168842, 0.0143413576031, 0.00508734324265, 2.81902692998
1, 3.0, 28, regularization, -0.028770616658, 0.00593331366589, 4.84899640877, 0.0147742118798, 0.00558628906305, 2.64472742335
1, 3.0, 29, regularization, -0.0287637712846, 0.00591953800254, 4.85912435603, 0.0145521339779, 0.00502200003635, 2.89767699574
1, 3.0, 30, regularization, -0.028777010424, 0.00601208248762, 4.78652954002, 0.0144366706948, 0.00493648020161, 2.92448670007
2, 9.0, 16, no_regularization, -0.0733565507524, 0.277197143793, 0.264636748231, 0.0147600743966, 0.286067221479, 0.0515965244824
2, 9.0, 17, no_regularization, -0.0182416572857, 0.617514247414, 0.0295404638226, -0.0476778431674, 0.746285105684, 0.0638869016737
2, 9.0, 18, no_regularization, -0.0586800190925, 0.206806894468, 0.28374305046, 0.0267088301026, 0.220862707026, 0.120929560551
2, 9.0, 19, no_regularization, -0.0409463673117, 0.565684515644, 0.0723837513302, -0.0353010402076, 0.730910821537, 0.0482973287129
2, 9.0, 20, no_regularization, -0.0676517359524, 0.270638059609, 0.249971257, 0.0329860391248, 0.215758088909, 0.152884368283
2, 9.0, 16, regularization, -0.0775180961575, 0.151249720737, 0.512517284526, 0.0279420765162, 0.175261991393, 0.159430326531
2, 9.0, 17, regularization, -0.0151442659091, 0.591385615289, 0.0256081066526, -0.0425038064286, 0.677099293803, 0.0627733728533
2, 9.0, 18, regularization, -0.0595991410657, 0.124130019981, 0.480134789913, 0.036636544926, 0.116395269365, 0.314759741747
2, 9.0, 19, regularization, -0.0409761781962, 0.482912773997, 0.0848521314876, -0.0442117989307, 0.6691841194, 0.066068212991
2, 9.0, 20, regularization, -0.0722942464764, 0.158202433764, 0.456973036107, 0.0362703786567, 0.126950189284, 0.285705589423
4, 7.0, 11, no_regularization, -0.0627249424317, 0.177845049576, 0.352694340276, 0.029093630818, 0.171382700719, 0.16975827021
4, 7.0, 12, no_regularization, -0.0579365766084, 0.158153544345, 0.366331193199, 0.0216555303531, 0.160865077212, 0.134619214614
4, 7.0, 13, no_regularization, -0.0674612635158, 0.0895951964131, 0.752956254538, 0.0275165188321, 0.0990577103786, 0.277782705929
4, 7.0, 14, no_regularization, -0.0500016977191, 0.177298690779, 0.282019554118, 0.0249719652626, 0.151277840812, 0.165073517235
4, 7.0, 15, no_regularization, -0.0668851339574, 0.125114657982, 0.534590710923, 0.0281275149232, 0.14161321763, 0.198622101764
4, 7.0, 11, regularization, -0.0608880917531, 0.0983150990509, 0.619315774901, 0.0325718965273, 0.0800019624503, 0.407138719222
4, 7.0, 12, regularization, -0.0597259600931, 0.0674276697656, 0.885778202046, 0.0265401370064, 0.0593916425395, 0.446866526528
4, 7.0, 13, regularization, -0.0670765771273, 0.0201433998354, 3.3299531199, 0.0311488920796, 0.00897464820645, 3.47076468772
4, 7.0, 14, regularization, -0.0549426066951, 0.0880760685332, 0.623808573771, 0.0301871431544, 0.0707022381634, 0.426961634293
4, 7.0, 15, regularization, -0.0674151435967, 0.0415808685093, 1.62130195962, 0.0282851342973, 0.0442750366283, 0.638850613151
8, 9.0, 11, no_regularization, 0.00853492226049, 0.490765013405, 0.0173910568752, -0.100200882605, 0.836378454522, 0.119803280516
8, 9.0, 12, no_regularization, -0.084894831385, 0.264070411437, 0.321485587586, 0.0368380966687, 0.264829577022, 0.139101142262
8, 9.0, 13, no_regularization, 0.0114403417687, 0.770656155302, 0.0148449366037, 0.00837626652026, 0.386596337652, 0.0216666990979
8, 9.0, 14, no_regularization, -0.00978310306595, 0.573112842863, 0.0170701166233, -0.0669294842987, 0.688955361438, 0.0971463291309
8, 9.0, 15, no_regularization, -0.0237815823662, 0.579372557543, 0.0410471328967, -0.068525513156, 0.65778016534, 0.104176922271
8, 9.0, 11, regularization, 0.0130751606349, 0.411400583344, 0.0317820663466, -0.0994151970451, 0.809721220845, 0.122777067571
8, 9.0, 12, regularization, -0.0834195306396, 0.157520667219, 0.529578322085, 0.042215907467, 0.140868265814, 0.299683588941
8, 9.0, 13, regularization, 0.00922901495793, 0.7393799632, 0.0124821004318, 0.000719968929911, 0.334791906273, 0.00215049682033
8, 9.0, 14, regularization, -0.0157834020825, 0.464997811281, 0.0339429599443, -0.0644345423184, 0.655322146639, 0.0983249881739
8, 9.0, 15, regularization, -0.0258727124419, 0.551708860274, 0.0468955898751, -0.0692603187686, 0.658817179244, 0.105128282854
2, 1.0, 11, no_regularization, -0.00958177179004, 0.00754944254923, 1.26920255735, 0.00452328644485, 0.00523734937784, 0.863659480881
2, 1.0, 12, no_regularization, -0.00957607697345, 0.00238533985421, 4.01455455353, 0.00467638908647, 0.00597526115304, 0.782625054655
2, 1.0, 13, no_regularization, -0.009593177163, 0.00241285878493, 3.97585520666, 0.00446778674041, 0.00574880789296, 0.777167514308
2, 1.0, 14, no_regularization, -0.00956337001538, 0.00236102267083, 4.05052019767, 0.00442884664813, 0.00565143677018, 0.783667380214
2, 1.0, 15, no_regularization, -0.00957685197036, 0.00233040762909, 4.10951794476, 0.00448761866898, 0.00569771804399, 0.787616837887
2, 1.0, 11, regularization, -0.00958533406686, 0.00237093264366, 4.04285380797, 0.00481702183405, 0.00356285676701, 1.35201108241
2, 1.0, 12, regularization, -0.00958275277937, 0.00228995148434, 4.18469685708, 0.00496635829343, 0.00339052316744, 1.46477639236
2, 1.0, 13, regularization, -0.00960072149867, 0.00234987084775, 4.08563794383, 0.00486371006067, 0.00354556847126, 1.37177157911
2, 1.0, 14, regularization, -0.00957533332552, 0.00228147019838, 4.19700127239, 0.00479867002226, 0.00347637424515, 1.38036634835
2, 1.0, 15, regularization, -0.00958828186883, 0.00229078609736, 4.18558584753, 0.00495280889269, 0.00339929295021, 1.45701149187
1, 7.0, 21, no_regularization, -0.0668143833956, 0.080272094907, 0.832348819014, 0.0295018720756, 0.110024095869, 0.268140100063
1, 7.0, 22, no_regularization, -0.068988719537, 0.117435235648, 0.587461839339, 0.0288585592356, 0.147018920337, 0.196291464864
1, 7.0, 23, no_regularization, -0.0670883939583, 0.0877740350624, 0.764330748958, 0.0303376441461, 0.085901876389, 0.353166256913
1, 7.0, 24, no_regularization, -0.0234134166997, 0.314677932188, 0.0744043808121, -0.000662760672296, 0.253676817051, 0.00261261821242
1, 7.0, 25, no_regularization, -0.0454999034851, 0.221496267767, 0.205420632789, 0.0255968281177, 0.189194647064, 0.135293616996
1, 7.0, 21, regularization, -0.0668694960018, 0.0202604554142, 3.30049323348, 0.0314223263504, 0.00895635638064, 3.50838276359
1, 7.0, 22, regularization, -0.0672009935043, 0.0467108252822, 1.4386599487, 0.0288844844031, 0.0816257082902, 0.353865038456
1, 7.0, 23, regularization, -0.0670594059807, 0.0214239871675, 3.13010857673, 0.031986798204, 0.00788864824254, 4.05478825022
1, 7.0, 24, regularization, -0.0213182948663, 0.263675571955, 0.0808504735886, 0.00375332279962, 0.173770323105, 0.0215993314196
1, 7.0, 25, regularization, -0.0473082062843, 0.139711727872, 0.338612992658, 0.0302379998928, 0.123775699872, 0.244296739378
5, 11.0, 11, no_regularization, 0.0150127629967, 0.511665551633, 0.02934096882, -0.0793939747146, 0.789510726156, 0.100560983004
5, 11.0, 12, no_regularization, -0.0381817768505, 0.550052508683, 0.0694147854028, -0.128732757172, 0.861700107708, 0.149393920252
5, 11.0, 13, no_regularization, 0.0129174225203, 0.524745619752, 0.0246165418711, -0.139770785044, 0.710701134168, 0.196666050361
5, 11.0, 14, no_regularization, 0.00690095769346, 0.567877494264, 0.0121521943785, -0.228598238958, 0.760139853511, 0.300731816524
5, 11.0, 15, no_regularization, -0.0346891777865, 0.530451974415, 0.0653955107336, -0.118419600065, 0.824046921402, 0.143704923821
5, 11.0, 11, regularization, 0.0165968705446, 0.438664595158, 0.0378349899394, -0.0871547389323, 0.767609497216, 0.113540464583
5, 11.0, 12, regularization, -0.0376023541858, 0.489712316693, 0.0767845792397, -0.133990397624, 0.794003341114, 0.168752939296
5, 11.0, 13, regularization, 0.00502786448795, 0.462204095233, 0.010878018044, -0.131915761845, 0.653521342976, 0.201853792936
5, 11.0, 14, regularization, 0.0105634553198, 0.521611239907, 0.0202515868365, -0.222000897982, 0.7331049693, 0.302822797932
5, 11.0, 15, regularization, -0.0346408090541, 0.445458802738, 0.0777643383432, -0.114957878365, 0.781358795785, 0.147125595802
1, 3.0, 6, no_regularization, -0.0287232615153, 0.0137846602849, 2.0837119611, 0.0146229530855, 0.0212620590555, 0.687748681695
1, 3.0, 7, no_regularization, -0.0287315411322, 0.00887804537935, 3.23624625743, 0.0152957992385, 0.0106798585669, 1.4322099064
1, 3.0, 8, no_regularization, -0.0287170312876, 0.0109375144695, 2.62555367289, 0.0146557888981, 0.0168580559685, 0.869364114434
1, 3.0, 9, no_regularization, -0.0287251687812, 0.0199842771174, 1.43738843354, 0.0148456081589, 0.0204639833131, 0.725450560222
1, 3.0, 10, no_regularization, -0.0287328121113, 0.0216176608062, 1.32913604154, 0.0153463236115, 0.017589285895, 0.872481333416
1, 3.0, 6, regularization, -0.0287249296442, 0.00583965821774, 4.91894021415, 0.0144227035834, 0.0052388938401, 2.7530055053
1, 3.0, 7, regularization, -0.0287064923542, 0.00592385379322, 4.8459150675, 0.0146284783348, 0.00578398676245, 2.5291341311
1, 3.0, 8, regularization, -0.0287173217422, 0.00592381336672, 4.84777624892, 0.0143819766011, 0.00539255027558, 2.66700834783
1, 3.0, 9, regularization, -0.0287520957885, 0.00605700399112, 4.74691709476, 0.0142139037086, 0.0050229472011, 2.82979357328
1, 3.0, 10, regularization, -0.0287301911972, 0.00616402662548, 4.66094534349, 0.0147349817878, 0.00569867387246, 2.58568609427
8, 0.5, 1, no_regularization, -0.004796420339, 0.00154847400585, 3.09751427591, 0.00246948210373, 0.0050243844577, 0.491499431328
8, 0.5, 2, no_regularization, -0.00478934414847, 0.0014572939737, 3.286463977, 0.00248539833544, 0.00503580262379, 0.493545621446
8, 0.5, 3, no_regularization, -0.00479073381965, 0.00153530885632, 3.12037138322, 0.00231543393491, 0.0047416018166, 0.488323149954
8, 0.5, 4, no_regularization, -0.00477743852636, 0.00148124581978, 3.22528405654, 0.00228189283008, 0.00526403063597, 0.433487756415
8, 0.5, 5, no_regularization, -0.00479666251332, 0.00149609104247, 3.20613009314, 0.00215901772159, 0.00461244788397, 0.46808501167
8, 0.5, 1, regularization, -0.00479961343133, 0.00155739658467, 3.08181838754, 0.00185969826341, 0.00185801250132, 1.00090729319
8, 0.5, 2, regularization, -0.00479088525289, 0.00152071530586, 3.15041561982, 0.00188054110835, 0.00181424672936, 1.03654099408
8, 0.5, 3, regularization, -0.00478734425765, 0.00155254098848, 3.08355418194, 0.00170527226173, 0.00153337518289, 1.11210373088
8, 0.5, 4, regularization, -0.00477610320827, 0.00155973010245, 3.0621344044, 0.00166364743904, 0.00178217831037, 0.933491014539
8, 0.5, 5, regularization, -0.00480283125574, 0.00154441351802, 3.10980912798, 0.00153268992619, 0.00146668271441, 1.0450044247
6, 9.0, 11, no_regularization, 0.00853492229191, 0.490765013659, 0.0173910569302, -0.100200882959, 0.836378454335, 0.119803280966
6, 9.0, 12, no_regularization, -0.0848948314222, 0.264070411325, 0.321485587864, 0.0368380967104, 0.264829576898, 0.139101142485
6, 9.0, 13, no_regularization, 0.0114403417482, 0.770656155404, 0.0148449365752, 0.00837626653211, 0.386596337576, 0.0216666991328
6, 9.0, 14, no_regularization, -0.0097831030321, 0.57311284271, 0.0170701165687, -0.0669294843787, 0.688955361583, 0.0971463292265
6, 9.0, 15, no_regularization, -0.0237815823714, 0.579372557567, 0.041047132904, -0.0685255132128, 0.657780165268, 0.104176922369
6, 9.0, 11, regularization, 0.0130751606251, 0.411400583502, 0.0317820663107, -0.0994151969904, 0.809721220984, 0.122777067482
6, 9.0, 12, regularization, -0.083419530587, 0.157520666936, 0.529578322703, 0.0422159075033, 0.140868266214, 0.299683588347
6, 9.0, 13, regularization, 0.00922901494048, 0.739379962917, 0.012482100413, 0.00071996878818, 0.334791906486, 0.00215049639562
6, 9.0, 14, regularization, -0.015783402115, 0.464997810861, 0.0339429600448, -0.0644345422387, 0.655322146629, 0.0983249880538
6, 9.0, 15, regularization, -0.0258727124777, 0.551708860287, 0.046895589939, -0.0692603187454, 0.658817180024, 0.105128282694
2, 3.0, 11, no_regularization, -0.0287506482357, 0.014313657953, 2.0086164089, 0.0149644392794, 0.00940635891872, 1.59088542216
2, 3.0, 12, no_regularization, -0.028720242823, 0.0106768003618, 2.68996720458, 0.0148675153149, 0.0179178044402, 0.829762115363
2, 3.0, 13, no_regularization, -0.0287358013885, 0.00617386741758, 4.65442476246, 0.0148678059449, 0.00897852028017, 1.655930541
2, 3.0, 14, no_regularization, -0.0286914056003, 0.0111686510908, 2.56892308365, 0.0143049753283, 0.0133767688893, 1.06938943527
2, 3.0, 15, no_regularization, -0.0287379348108, 0.0114228184036, 2.51583574171, 0.0149365326085, 0.013023102765, 1.14692580394
2, 3.0, 11, regularization, -0.0287503220021, 0.00589853437398, 4.87414672515, 0.0144454016312, 0.00502132685359, 2.87680966653
2, 3.0, 12, regularization, -0.02871790053, 0.00572700933413, 5.01446721221, 0.0146533440616, 0.00498850383356, 2.93742263221
