convergenceTolerance, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
8, 0.5, 1, no_regularization, -0.00680344216884, 0.000616802032662, 11.0301876592, 0.00311648156424, 0.00302105871406, 1.03158589727
8, 0.5, 2, no_regularization, -0.00597797076531, 0.000513257153914, 11.6471260454, 0.0029300905861, 0.00318619677592, 0.919620096361
8, 0.5, 3, no_regularization, -0.0064579790787, 0.000547751037283, 11.7899896835, 0.00310870061123, 0.00305652003897, 1.01707188947
8, 0.5, 4, no_regularization, -0.00619871280956, 0.000534543826125, 11.5962667729, 0.00311997555444, 0.00292127083692, 1.06801995728
8, 0.5, 5, no_regularization, -0.00610243482206, 0.000541560050922, 11.2682514371, 0.00301773252594, 0.00368676883092, 0.818530443414
8, 0.5, 1, regularization, -0.00680327955204, 0.00071997546311, 9.44932140139, 0.00310662718041, 0.00196722269809, 1.57919445695
8, 0.5, 2, regularization, -0.00599164193436, 0.000795859559644, 7.52851663557, 0.00271167769529, 0.00219977860637, 1.23270482195
8, 0.5, 3, regularization, -0.00645837799341, 0.000714112387854, 9.04392376221, 0.0030889982969, 0.00186940582258, 1.65239578243
8, 0.5, 4, regularization, -0.0062138146484, 0.000816626349081, 7.60912828173, 0.00311869875814, 0.00204500081098, 1.52503546277
8, 0.5, 5, regularization, -0.00613168590725, 0.000773839895356, 7.92371386387, 0.00305661628333, 0.00199066703277, 1.53547340315
8, 5.0, 11, no_regularization, -0.0555796577922, 0.0515799188185, 1.0775444992, 0.0329580437673, 0.0617384046384, 0.533833745143
8, 5.0, 12, no_regularization, -0.0554131425619, 0.00205513638665, 26.9632433749, 0.0323203327801, 0.015775802649, 2.04872826437
8, 5.0, 13, no_regularization, -0.0557827037936, 0.00207982962164, 26.8208045568, 0.0325505818372, 0.0168857026204, 1.92770076371
8, 5.0, 14, no_regularization, -0.0561702554286, 0.00267697947994, 20.9826992883, 0.03298490717, 0.0176574910226, 1.86804043269
8, 5.0, 15, no_regularization, -0.0560486826763, 0.0023047743409, 24.3185120911, 0.033743292497, 0.0176043864074, 1.91675481986
8, 5.0, 11, regularization, -0.0557560216249, 0.00352216645358, 15.8300359622, 0.0299395867654, 0.00730472559473, 4.09866002181
8, 5.0, 12, regularization, -0.0554362410646, 0.00234178402595, 23.6726531781, 0.0290244739914, 0.00557566018797, 5.20556723561
8, 5.0, 13, regularization, -0.0557746218234, 0.00218733602237, 25.4988814032, 0.029015498157, 0.00548483839566, 5.29012817951
8, 5.0, 14, regularization, -0.0561583021121, 0.00264965495298, 21.1945717872, 0.0297368092059, 0.00588659924536, 5.05161094995
8, 5.0, 15, regularization, -0.0560509303687, 0.00243792340251, 22.9912598201, 0.0298524925501, 0.0061176003396, 4.87977162497
6, 9.0, 6, no_regularization, 0.0198313340394, 0.503783935376, 0.0393647606578, 0.0219403553546, 0.61472336984, 0.0356914287485
6, 9.0, 7, no_regularization, -0.0457434645717, 0.519814642205, 0.0879995691882, 0.0374849449588, 0.904196482145, 0.0414566365817
6, 9.0, 8, no_regularization, -0.028171847865, 0.470441186997, 0.059883889089, -0.115684869292, 1.22000678522, 0.0948231359811
6, 9.0, 9, no_regularization, 0.0105498370961, 0.328482842749, 0.0321168588526, -0.102261225922, 0.471742514272, 0.21677339402
6, 9.0, 10, no_regularization, -0.011624704971, 0.642319341188, 0.0180980148434, 0.0396298849651, 1.32343563055, 0.0299447015406
6, 9.0, 6, regularization, 0.0245671377912, 0.42179636385, 0.0582440720139, 0.0213992455262, 0.564358414271, 0.0379178284316
6, 9.0, 7, regularization, -0.0466035486716, 0.456688768938, 0.102046627466, 0.0229825929385, 0.853804554432, 0.0269178617274
6, 9.0, 8, regularization, -0.0282975992963, 0.36611608551, 0.0772913303083, -0.120233914601, 1.19417162464, 0.100683948705
6, 9.0, 9, regularization, 0.00271827569116, 0.242719258645, 0.0111992583792, -0.112972535068, 0.434127047018, 0.260229202128
6, 9.0, 10, regularization, -0.00862889215694, 0.581233650938, 0.0148458234361, 0.0385028425574, 1.28252609166, 0.030021098836
5, 11.0, 1, no_regularization, -0.0815998395406, 0.6584548674, 0.123926245489, 0.0428456218204, 0.749094797476, 0.0571965283496
5, 11.0, 2, no_regularization, 0.00663835224131, 0.465508931184, 0.0142604186442, 0.0407858182865, 0.735436366511, 0.0554579840537
5, 11.0, 3, no_regularization, -0.0543742733417, 0.470388930176, 0.115594287734, 0.0390129204563, 1.05349518678, 0.0370318924526
5, 11.0, 4, no_regularization, 0.0367109013942, 0.353610069163, 0.103817466174, 0.0125849035837, 0.860571538127, 0.0146238900848
5, 11.0, 5, no_regularization, -0.0121965324093, 0.45417086247, 0.0268545021646, -0.0342150745654, 0.870202025041, 0.0393185416499
5, 11.0, 1, regularization, -0.0839783942319, 0.614769106729, 0.136601519681, 0.0355676903007, 0.679996509956, 0.0523056953675
5, 11.0, 2, regularization, 0.00635052354346, 0.382680487441, 0.0165948454439, 0.0301199937215, 0.715096181259, 0.0421201993674
5, 11.0, 3, regularization, -0.0521629626759, 0.393071774225, 0.132705948624, 0.0375222275751, 1.01881686876, 0.0368292170316
5, 11.0, 4, regularization, 0.0284822284564, 0.264554304633, 0.107661179416, 0.026466642587, 0.855702150999, 0.0309297371242
5, 11.0, 5, regularization, -0.0139047452838, 0.375545070674, 0.0370255033807, -0.0323737745235, 0.873883819737, 0.0370458564311
3, 9.0, 6, no_regularization, 0.0198312674759, 0.503784073674, 0.0393646177246, 0.021940387368, 0.614724108499, 0.0356914379388
3, 9.0, 7, no_regularization, -0.045743467688, 0.519814567356, 0.0879995878544, 0.0374849440781, 0.904196121235, 0.0414566521551
3, 9.0, 8, no_regularization, -0.0281718592612, 0.470441165437, 0.0598839160578, -0.115684983017, 1.22000687185, 0.0948232224642
3, 9.0, 9, no_regularization, 0.0105498377761, 0.328482717378, 0.0321168731809, -0.10226126942, 0.471742575139, 0.216773458257
3, 9.0, 10, no_regularization, -0.0116247014354, 0.642319607567, 0.0180980018334, 0.0396298941105, 1.32343490431, 0.0299447248834
3, 9.0, 6, regularization, 0.0245671595491, 0.421796400523, 0.0582441185335, 0.0213991534962, 0.56435824883, 0.0379176764769
3, 9.0, 7, regularization, -0.0466035007818, 0.456688557994, 0.102046569738, 0.0229827208819, 0.853805673354, 0.0269179763021
3, 9.0, 8, regularization, -0.0282976352044, 0.366116423828, 0.0772913569639, -0.120233847547, 1.19417246164, 0.100683821985
3, 9.0, 9, regularization, 0.00271823749132, 0.242719437775, 0.0111990927313, -0.112972573095, 0.434127252831, 0.260229166353
3, 9.0, 10, regularization, -0.0086288855508, 0.581233796015, 0.0148458083648, 0.0385029009803, 1.28252591639, 0.0300211484916
5, 7.0, 6, no_regularization, -0.027346216599, 0.507946755825, 0.0538367777437, -0.000195688788575, 0.85883132015, 0.000227854741651
5, 7.0, 7, no_regularization, 0.00537006272212, 0.320057011272, 0.016778456753, 0.0768733243359, 0.685038864314, 0.112217464352
5, 7.0, 8, no_regularization, -0.0186394561457, 0.494958211612, 0.0376586461411, 0.0225374702194, 0.721043410923, 0.0312567452638
5, 7.0, 9, no_regularization, -0.0106680745592, 0.572284865811, 0.0186411963632, 0.00159847032441, 1.09747611047, 0.00145649669197
5, 7.0, 10, no_regularization, 0.00943943172958, 0.477415877705, 0.0197719266794, 0.048564276931, 0.841111381638, 0.0577382234877
5, 7.0, 6, regularization, -0.0319008012788, 0.422254208657, 0.0755488059674, 3.71472264201e-05, 0.823949282748, 4.50843604065e-05
5, 7.0, 7, regularization, 0.00599360831002, 0.212784734971, 0.0281674731547, 0.0775984654968, 0.687251695167, 0.112911275509
5, 7.0, 8, regularization, -0.0152070232307, 0.418665583221, 0.0363226017141, 0.0147371802016, 0.669074935905, 0.0220262027626
5, 7.0, 9, regularization, -0.0114168413123, 0.495525557361, 0.0230398637218, -0.00125085612465, 1.06474530169, 0.00117479374895
5, 7.0, 10, regularization, 0.0107240951832, 0.398397767891, 0.0269180604096, 0.0520920430004, 0.834472461756, 0.0624251193272
6, 11.0, 1, no_regularization, -0.0815998394469, 0.658454866182, 0.123926245576, 0.0428456242161, 0.749094793133, 0.0571965318794
6, 11.0, 2, no_regularization, 0.00663835223161, 0.465508931559, 0.0142604186119, 0.0407858203929, 0.735436361998, 0.0554579872583
6, 11.0, 3, no_regularization, -0.0543742729599, 0.470388930971, 0.115594286727, 0.0390129211717, 1.0534951818, 0.0370318933069
6, 11.0, 4, no_regularization, 0.0367109017347, 0.353610070688, 0.10381746669, 0.0125849043563, 0.860571543234, 0.0146238908958
6, 11.0, 5, no_regularization, -0.0121965331134, 0.454170859335, 0.0268545039004, -0.0342150755312, 0.870202014516, 0.0393185432353
6, 11.0, 1, regularization, -0.083978395139, 0.614769110163, 0.136601520393, 0.0355676907299, 0.679996504695, 0.0523056964034
6, 11.0, 2, regularization, 0.00635052311978, 0.382680489367, 0.0165948442532, 0.0301199963878, 0.715096177855, 0.0421202032966
6, 11.0, 3, regularization, -0.0521629630284, 0.393071773496, 0.132705949767, 0.0375222257953, 1.01881685825, 0.0368292156648
6, 11.0, 4, regularization, 0.0284822279524, 0.264554303417, 0.107661178006, 0.0264666437792, 0.855702150091, 0.0309297385502
6, 11.0, 5, regularization, -0.0139047451794, 0.375545069546, 0.0370255032138, -0.0323737744171, 0.873883817643, 0.0370458563983
7, 5.0, 21, no_regularization, -0.0566592527488, 0.0237611289047, 2.3845353887, 0.0343574194364, 0.0256614268625, 1.33887408602
7, 5.0, 22, no_regularization, -0.0560994577765, 0.00343626296542, 16.3257173101, 0.0340931947327, 0.0376664914355, 0.905133274521
7, 5.0, 23, no_regularization, -0.0563718877218, 0.0606694034041, 0.929165024853, 0.0294833532901, 0.0769025785278, 0.383385757077
7, 5.0, 24, no_regularization, -0.0557052771788, 0.00223763680582, 24.8946911464, 0.0336782542834, 0.0174365078685, 1.93147931555
7, 5.0, 25, no_regularization, -0.0570745292907, 0.00261231707332, 21.8482395853, 0.0338820967206, 0.0177337158461, 1.91060333968
7, 5.0, 21, regularization, -0.0566739740376, 0.00311988930406, 18.1653797665, 0.0305025715323, 0.00730935500083, 4.17308661692
7, 5.0, 22, regularization, -0.056046159144, 0.00295637747137, 18.9577141913, 0.0297967813566, 0.00795280320889, 3.7467017068
7, 5.0, 23, regularization, -0.0561584331945, 0.00397167763107, 14.1397259322, 0.0297839129488, 0.0084082999781, 3.5422038969
7, 5.0, 24, regularization, -0.0557239935414, 0.00235026500704, 23.7096639633, 0.0302627744958, 0.00584583780578, 5.17680707218
7, 5.0, 25, regularization, -0.0570489935335, 0.00252421798803, 22.6006604042, 0.0301973317318, 0.00564526330214, 5.34914495846
8, 3.0, 21, no_regularization, -0.0350041477844, 0.00241333264554, 14.5044852599, 0.0216951200201, 0.0175352886553, 1.23722628389
8, 3.0, 22, no_regularization, -0.0346083226019, 0.00219647062057, 15.7563330361, 0.0210311497179, 0.0151244902899, 1.3905360984
8, 3.0, 23, no_regularization, -0.034316202363, 0.00309954815901, 11.071356405, 0.0203188184809, 0.0179039280655, 1.13488048023
8, 3.0, 24, no_regularization, -0.0337763902798, 0.00145156849504, 23.2688918196, 0.0201806091039, 0.0135247545757, 1.49212386745
8, 3.0, 25, no_regularization, -0.0352280410546, 0.00166945882117, 21.1014734882, 0.0212020401545, 0.0135934968898, 1.55971935157
8, 3.0, 21, regularization, -0.0349889870917, 0.00199606971631, 17.5289404001, 0.018368199602, 0.00443845616271, 4.13842086721
8, 3.0, 22, regularization, -0.0345989452274, 0.00185329971257, 18.668834292, 0.0177668652613, 0.00426691337156, 4.16386828468
8, 3.0, 23, regularization, -0.0343194461696, 0.00241326732208, 14.2211539748, 0.0175546679898, 0.00455832386417, 3.851123464
8, 3.0, 24, regularization, -0.0337623803248, 0.00143805135181, 23.4778683545, 0.0177421115806, 0.00365875285231, 4.84922384671
8, 3.0, 25, regularization, -0.0352137027987, 0.00148045546473, 23.7857224601, 0.0179513311497, 0.00353040022073, 5.0847864342
4, 7.0, 6, no_regularization, -0.0273462182071, 0.507946722106, 0.0538367844834, -0.000195672178077, 0.85883128438, 0.000227835410325
4, 7.0, 7, no_regularization, 0.00537006050883, 0.320057015484, 0.0167784496169, 0.0768733148636, 0.685038815541, 0.112217458514
4, 7.0, 8, no_regularization, -0.0186394591479, 0.494958177951, 0.0376586547677, 0.0225374557656, 0.721043377399, 0.0312567266715
4, 7.0, 9, no_regularization, -0.0106680748978, 0.572284867583, 0.0186411968971, 0.00159847314548, 1.09747607614, 0.00145649930803
4, 7.0, 10, no_regularization, 0.00943942950551, 0.477415858403, 0.0197719228202, 0.0485642829987, 0.841111473426, 0.0577382244008
4, 7.0, 6, regularization, -0.0319007970921, 0.422254225076, 0.0755487931147, 3.71573191072e-05, 0.823949245623, 4.50966115991e-05
4, 7.0, 7, regularization, 0.00599361451244, 0.21278476047, 0.0281674989281, 0.0775984524205, 0.687251641721, 0.112911265262
4, 7.0, 8, regularization, -0.0152070286082, 0.418665586926, 0.036322614237, 0.0147371841817, 0.669074868145, 0.0220262109419
4, 7.0, 9, regularization, -0.0114168460037, 0.495525543799, 0.0230398738199, -0.00125085340636, 1.06474534606, 0.001174791147
4, 7.0, 10, regularization, 0.0107240949836, 0.398397773248, 0.0269180595468, 0.0520920508468, 0.834472504355, 0.0624251255433
7, 11.0, 11, no_regularization, -0.0197223703961, 0.58051204731, 0.0339740931949, -0.038913955034, 0.785583273711, 0.0495351114723
7, 11.0, 12, no_regularization, -0.0107386325238, 0.463712357448, 0.0231579606437, 0.00882563869278, 0.990885195289, 0.00890682264175
7, 11.0, 13, no_regularization, 0.00260397605285, 0.447012553552, 0.00582528618527, 0.0198664073112, 0.692922819536, 0.0286704474887
7, 11.0, 14, no_regularization, -0.0471542594408, 0.538513654576, 0.0875637210684, -0.00116335765842, 0.96084816697, 0.0012107611779
7, 11.0, 15, no_regularization, -0.0164697818509, 0.47594561288, 0.0346043358845, 0.00142344569996, 0.647490907906, 0.00219840260702
7, 11.0, 11, regularization, -0.0231247732765, 0.506187794003, 0.0456841779879, -0.0459017889412, 0.762595297244, 0.0601915447252
7, 11.0, 12, regularization, -0.0207293259209, 0.390429175185, 0.0530936908367, 0.0112678928543, 0.968046050037, 0.0116398314459
7, 11.0, 13, regularization, 0.00273841841425, 0.327667076066, 0.00835731940825, 0.0109492403623, 0.611648501883, 0.0179011970579
7, 11.0, 14, regularization, -0.0420771577232, 0.429651329777, 0.0979332654342, 0.00411481952675, 0.955872974115, 0.00430477651129
7, 11.0, 15, regularization, -0.00937862526094, 0.410994067877, 0.0228193689252, 0.0133797463637, 0.600546338575, 0.0222792905463
1, 1.0, 11, no_regularization, -0.0115840250446, 0.00118308321623, 9.79138651087, 0.00634623551313, 0.00735176933635, 0.863225602271
1, 1.0, 12, no_regularization, -0.0112294381665, 0.00108216219482, 10.3768531373, 0.00574747294275, 0.00688819001336, 0.834395237588
1, 1.0, 13, no_regularization, -0.0113455680109, 0.00117191577535, 9.68121451178, 0.0056839890261, 0.00797013614546, 0.713160844728
1, 1.0, 14, no_regularization, -0.0118817335559, 0.000939322675618, 12.649256602, 0.00609694060925, 0.00611953522656, 0.996307788669
1, 1.0, 15, no_regularization, -0.0119347555407, 0.0008623151074, 13.8403646628, 0.00611192660947, 0.0061019262769, 1.00163888125
1, 1.0, 11, regularization, -0.0115848893504, 0.00121313835172, 9.549520328, 0.00577221401509, 0.00253255523648, 2.27920557544
1, 1.0, 12, regularization, -0.0112293664871, 0.00127916625733, 8.77866064924, 0.0055948752462, 0.00251894699045, 2.22111670766
1, 1.0, 13, regularization, -0.0113265816178, 0.00116029344933, 9.76182501447, 0.00524424154854, 0.0025262787503, 2.07587604809
1, 1.0, 14, regularization, -0.0118739977191, 0.00104680645284, 11.3430688995, 0.00597675636717, 0.00245613656861, 2.43339741102
1, 1.0, 15, regularization, -0.0119114695313, 0.00102444917443, 11.6271942314, 0.00593324569896, 0.00278295818336, 2.13199240091
3, 3.0, 16, no_regularization, -0.0348289123011, 0.00215432264724, 16.1669898173, 0.0203231620046, 0.0148337220125, 1.37006490936
3, 3.0, 17, no_regularization, -0.0347301749311, 0.00184088287736, 18.8660426788, 0.0206229553462, 0.0142496618472, 1.44725928007
3, 3.0, 18, no_regularization, -0.0344707183953, 0.00156954553189, 21.9622289988, 0.0206112310198, 0.0132619361292, 1.55416455176
3, 3.0, 19, no_regularization, -0.0343444097027, 0.00189400524704, 18.1332178231, 0.0208265574695, 0.0148626563374, 1.40126751213
3, 3.0, 20, no_regularization, -0.0346508504691, 0.00255821405581, 13.5449378798, 0.0212279715721, 0.0162760094617, 1.30424915407
3, 3.0, 16, regularization, -0.0348252519787, 0.00179420386625, 19.4098634128, 0.0174404933872, 0.00407126274323, 4.28380443296
3, 3.0, 17, regularization, -0.0347231042219, 0.00162055634715, 21.4266565201, 0.0175514727271, 0.00341656098399, 5.13717530855
3, 3.0, 18, regularization, -0.0344755328062, 0.00146914522624, 23.4663886119, 0.0179922003795, 0.00319293289223, 5.63500736996
3, 3.0, 19, regularization, -0.0343431301968, 0.00168334579794, 20.401708454, 0.0180876913571, 0.00355209562019, 5.0921183693
3, 3.0, 20, regularization, -0.034626141706, 0.00213513663483, 16.2172954841, 0.0181813194147, 0.00404297443605, 4.49701567553
4, 0.5, 1, no_regularization, -0.00680344086423, 0.000616808801354, 11.0300645018, 0.00311646845118, 0.00302093222688, 1.03162474929
4, 0.5, 2, no_regularization, -0.00597797266481, 0.0005132612297, 11.6470372568, 0.0029300807617, 0.00318615761321, 0.919628316424
4, 0.5, 3, no_regularization, -0.00645798004681, 0.000547760591316, 11.7897858101, 0.00310872764927, 0.00305651789077, 1.01708145032
4, 0.5, 4, no_regularization, -0.00619870957859, 0.000534536071799, 11.5964289514, 0.00311996295466, 0.00292124457565, 1.06802524536
4, 0.5, 5, no_regularization, -0.00610243666615, 0.000541577477501, 11.2678922586, 0.00301773143537, 0.00368675770856, 0.818532616984
4, 0.5, 1, regularization, -0.00680327842336, 0.000720001884567, 9.44897307797, 0.00310661483423, 0.00196725487578, 1.57916235079
