radius8, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 3.0, 1, no_regularization, -0.0350666047376, 0.00171470453138, 20.4505231636, 0.0202939038686, 0.0121291187659, 1.67315567274
0, 3.0, 2, no_regularization, -0.0343748956514, 0.0013842933543, 24.8320889099, 0.0192783912982, 0.0111779479114, 1.72468072414
0, 3.0, 3, no_regularization, -0.0349339156637, 0.00150318519564, 23.2399279644, 0.0205515693491, 0.0122126873075, 1.68280484317
0, 3.0, 4, no_regularization, -0.0345902089609, 0.00168305010549, 20.5520969626, 0.0206045910335, 0.0127354357206, 1.61789447064
0, 3.0, 5, no_regularization, -0.0345689002181, 0.00138800472877, 24.9054628572, 0.0213929450376, 0.014044397332, 1.52323695577
0, 3.0, 1, regularization, -0.035047510802, 0.00151451008138, 23.1411538509, 0.0178457272919, 0.00348400317705, 5.12219030379
0, 3.0, 2, regularization, -0.03436421316, 0.00137583278279, 24.9770274338, 0.0170386647601, 0.00315091143519, 5.40753528322
0, 3.0, 3, regularization, -0.0349342760351, 0.00144536207022, 24.1699133766, 0.0175949069623, 0.00313332783555, 5.6154056919
0, 3.0, 4, regularization, -0.034591548015, 0.00151475253234, 22.8364351777, 0.0179452678339, 0.00345742022941, 5.19036352055
0, 3.0, 5, regularization, -0.0345539644773, 0.00134243593578, 25.7397493292, 0.0179967875578, 0.00295449409445, 6.09132629224
0, 5.0, 6, no_regularization, -0.0556898169025, 0.00203624833969, 27.3492264264, 0.0329553629128, 0.0167682336707, 1.96534492302
0, 5.0, 7, no_regularization, -0.0552629926304, 0.00242704118961, 22.7696970562, 0.0334163631662, 0.017618602833, 1.89665227617
0, 5.0, 8, no_regularization, -0.0557287035259, 0.0197716595296, 2.81861537432, 0.0331584654634, 0.0229373610903, 1.44560942877
0, 5.0, 9, no_regularization, -0.0565031560356, 0.00214756934109, 26.3102824922, 0.0341756495741, 0.018485924312, 1.8487390188
0, 5.0, 10, no_regularization, -0.0564319442161, 0.0591554288916, 0.953960528618, 0.0344019592053, 0.0766714455419, 0.448693238561
0, 5.0, 6, regularization, -0.0557029596244, 0.00233058688643, 23.9008294214, 0.0290764903124, 0.00538289806097, 5.40164238353
0, 5.0, 7, regularization, -0.055227052313, 0.00242558242483, 22.7685737445, 0.0296120605315, 0.00578186815137, 5.12153853327
0, 5.0, 8, regularization, -0.0557327293584, 0.0030989103965, 17.9846211176, 0.0297839827719, 0.0069118621997, 4.3091111934
0, 5.0, 9, regularization, -0.056499933139, 0.00227109185918, 24.8778722492, 0.0302433764483, 0.00696211619283, 4.34399191433
0, 5.0, 10, regularization, -0.0558403902094, 0.00370910547445, 15.0549480445, 0.0303480502871, 0.00816657150547, 3.71613109207
0, 0.5, 21, no_regularization, -0.00613124909441, 0.000654673831542, 9.36534927624, 0.00318289503371, 0.00273972163959, 1.16175854792
0, 0.5, 22, no_regularization, -0.00579979024545, 0.000543566474816, 10.669882184, 0.00307356828649, 0.00223699563907, 1.37397151466
0, 0.5, 23, no_regularization, -0.00533162116454, 0.000649051409038, 8.21448207384, 0.00273498285363, 0.00284094068221, 0.962703259084
0, 0.5, 24, no_regularization, -0.00611092257278, 0.000477379427773, 12.8009759476, 0.00314115995848, 0.00188587024527, 1.66562888744
0, 0.5, 25, no_regularization, -0.0056981872366, 0.000453012478142, 12.5784332917, 0.00297364166458, 0.00190637341504, 1.55984218051
0, 0.5, 21, regularization, -0.00616959229631, 0.000727521445647, 8.48028925226, 0.0031049899249, 0.00195469809878, 1.58847544122
0, 0.5, 22, regularization, -0.00579617470191, 0.000949270494844, 6.10592526935, 0.00297560276885, 0.00215633477107, 1.37993543896
0, 0.5, 23, regularization, -0.00526730722452, 0.00106054860477, 4.96658729343, 0.00246379857633, 0.0022996644424, 1.07137307987
0, 0.5, 24, regularization, -0.00610164155414, 0.000799050353907, 7.63611645287, 0.00290284873965, 0.00193210382107, 1.50242896266
0, 0.5, 25, regularization, -0.00569685515933, 0.000908938208209, 6.26759344901, 0.00291593709063, 0.00215905354136, 1.35056265848
0, 1.0, 26, no_regularization, -0.0122112283642, 0.000870376604966, 14.0298214526, 0.00639077227097, 0.00363593398299, 1.75767005146
0, 1.0, 27, no_regularization, -0.011843455457, 0.00105484465146, 11.2276774032, 0.00615943600725, 0.00456261091249, 1.34998055398
0, 1.0, 28, no_regularization, -0.0116376600443, 0.00190452524245, 6.11053074271, 0.00658720013284, 0.00943985263834, 0.697807517258
0, 1.0, 29, no_regularization, -0.0123311571115, 0.000875532407871, 14.0841812372, 0.00643163305619, 0.00394700663725, 1.62949638733
0, 1.0, 30, no_regularization, -0.0120109409733, 0.00112763008855, 10.6514903205, 0.00650841539032, 0.00546900077687, 1.1900556712
0, 1.0, 26, regularization, -0.0122115142246, 0.000815645883282, 14.9715881302, 0.00610843159765, 0.00236016276071, 2.58813997887
0, 1.0, 27, regularization, -0.0118281444692, 0.000976302054139, 12.1152510323, 0.00585293182531, 0.00218444323897, 2.67937006598
0, 1.0, 28, regularization, -0.0116409058224, 0.00156503163554, 7.43812812346, 0.00613861904145, 0.00276047801688, 2.22375219216
0, 1.0, 29, regularization, -0.0123470612836, 0.000709504258713, 17.4023779731, 0.00623590871946, 0.00255883853188, 2.43700751016
0, 1.0, 30, regularization, -0.0120270885496, 0.000980375926231, 12.2678334175, 0.00609243222652, 0.00247812352589, 2.45848609356
0, 9.0, 1, no_regularization, -0.00589851263729, 0.456823076584, 0.012912028616, 0.00106655276584, 0.679325414758, 0.00157001746537
0, 9.0, 2, no_regularization, 0.0159472265859, 0.518687001501, 0.0307453754186, -0.0383889304351, 0.882787745401, 0.0434860255312
0, 9.0, 3, no_regularization, -0.00785071238842, 0.319012369527, 0.0246094294089, -0.0754616002724, 0.417862415719, 0.180589585073
0, 9.0, 4, no_regularization, -0.0242078447083, 0.495982200027, 0.0488078900956, -0.0403175361305, 0.749255257802, 0.0538101477576
0, 9.0, 5, no_regularization, -0.0454602483105, 0.524882696328, 0.0866103009844, -0.0580736371343, 0.745036421336, 0.0779473801162
0, 9.0, 1, regularization, -0.00105126423335, 0.327886751517, 0.0032061808795, 0.00598999966605, 0.631900902636, 0.00947933392888
0, 9.0, 2, regularization, 0.0214450095393, 0.428455135022, 0.0500519372657, -0.0467109577572, 0.849179389577, 0.0550071731962
0, 9.0, 3, regularization, -0.00947013009086, 0.26419594413, 0.0358451002041, -0.0560139449177, 0.364449373537, 0.153694721366
0, 9.0, 4, regularization, -0.028815322463, 0.402161294382, 0.0716511580441, -0.0397651986498, 0.725263829049, 0.054828597618
0, 9.0, 5, regularization, -0.0417413882168, 0.460795603249, 0.0905854741721, -0.0591066728528, 0.68872231855, 0.0858207600667
0, 0.5, 26, no_regularization, -0.006224302878, 0.000499156417811, 12.4696440953, 0.00313830399187, 0.00226519257369, 1.38544688355
0, 0.5, 27, no_regularization, -0.00597339252606, 0.000622053015024, 9.60270649251, 0.0029622746667, 0.00246057313966, 1.20389620571
0, 0.5, 28, no_regularization, -0.00610015112042, 0.00102385543736, 5.95801994872, 0.00343985909464, 0.0048957083183, 0.702627458785
0, 0.5, 29, no_regularization, -0.00622857094252, 0.00056336957033, 11.0559236255, 0.00307370263842, 0.00227767362858, 1.34949213085
0, 0.5, 30, no_regularization, -0.00638369964077, 0.000686292244993, 9.30172195205, 0.00326188576012, 0.00330952141051, 0.985606483692
0, 0.5, 26, regularization, -0.0062234893198, 0.000728726711912, 8.54022395236, 0.00292042689261, 0.00198199357289, 1.47347949689
0, 0.5, 27, regularization, -0.00597927120992, 0.00092725648014, 6.44834664194, 0.00284630851212, 0.00191680576123, 1.48492276562
0, 0.5, 28, regularization, -0.00609327976216, 0.00105645962191, 5.76764093564, 0.00321110156721, 0.00253475408421, 1.26682962549
0, 0.5, 29, regularization, -0.00625395225226, 0.00063305863802, 9.87894624078, 0.00297631188309, 0.00194526405709, 1.53002975213
0, 0.5, 30, regularization, -0.00637615045673, 0.000826534804875, 7.7143157422, 0.00312491478809, 0.00188441511926, 1.65829426656
0, 11.0, 11, no_regularization, -0.0329299518833, 0.563366985105, 0.0584520441452, -0.0360817169544, 0.670201981015, 0.0538370789351
0, 11.0, 12, no_regularization, -0.0319447356287, 0.52150909884, 0.0612544166531, 0.0694850727039, 0.730959156012, 0.0950601304223
0, 11.0, 13, no_regularization, -0.00953113840584, 0.52788551751, 0.0180553133013, -0.00773207151841, 0.625905191874, 0.0123534228806
0, 11.0, 14, no_regularization, 0.00275227000636, 0.319207902388, 0.00862218631109, -0.124296147246, 0.699471999072, 0.177699961415
0, 11.0, 15, no_regularization, 0.00628462645919, 0.339246782988, 0.0185252352398, 0.00903887100479, 0.60673742122, 0.0148975004486
0, 11.0, 11, regularization, -0.0307829249902, 0.531635151239, 0.0579023507352, -0.0326300371349, 0.619538170698, 0.0526683240487
0, 11.0, 12, regularization, -0.0334120394507, 0.411086585883, 0.0812773770737, 0.0667413175781, 0.706115475718, 0.0945189843208
0, 11.0, 13, regularization, -0.00884085594941, 0.453299180967, 0.0195033574306, -0.0203379812846, 0.578386659846, 0.0351632959343
