radius6, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 0.5, 16, no_regularization, -0.00613129906544, 0.000540467839745, 11.3444290568, 0.00302434223195, 0.00238047046464, 1.27048088891
0, 0.5, 17, no_regularization, -0.00615749076361, 0.000534500853697, 11.5200765743, 0.00304789130525, 0.00285177179663, 1.06877110884
0, 0.5, 18, no_regularization, -0.00537754970847, 0.000468786372755, 11.4712159333, 0.00270587990687, 0.00178847099541, 1.51295710907
0, 0.5, 19, no_regularization, -0.00612737229437, 0.000571035865055, 10.7302757486, 0.00313458082061, 0.00238760362785, 1.31285644905
0, 0.5, 20, no_regularization, -0.00631434797948, 0.000597518220209, 10.5676241593, 0.00329631571659, 0.00270079463499, 1.22049846882
0, 0.5, 16, regularization, -0.00612058499899, 0.000787283923412, 7.77430456406, 0.00281988100576, 0.0021065721265, 1.33861118273
0, 0.5, 17, regularization, -0.00617484475794, 0.000786918327006, 7.84686865971, 0.00297790542216, 0.0019767575314, 1.50645963142
0, 0.5, 18, regularization, -0.00534519087318, 0.00103814765904, 5.14877708063, 0.00240013047944, 0.00216323475924, 1.10950994532
0, 0.5, 19, regularization, -0.00610420871807, 0.00088857497376, 6.86966085962, 0.00290626279531, 0.00188291226534, 1.54349347487
0, 0.5, 20, regularization, -0.00634660435747, 0.000779785078022, 8.13891485789, 0.00334356160761, 0.00213302955077, 1.56751771507
0, 7.0, 6, no_regularization, -0.0254464863702, 0.444085392271, 0.0573008858499, -0.0507064561362, 0.647188885305, 0.0783487746585
0, 7.0, 7, no_regularization, -0.00881756860736, 0.443737635664, 0.0198711308185, -0.179025051009, 0.783752233166, 0.228420466869
0, 7.0, 8, no_regularization, -0.0333697530401, 0.303842921802, 0.109825671904, 0.0180694577911, 0.370500763242, 0.0487703659043
0, 7.0, 9, no_regularization, -0.0544592691909, 0.177674909153, 0.306510747357, 0.0422638956716, 0.205141273171, 0.206023366329
0, 7.0, 10, no_regularization, -0.00155414122379, 0.488673662428, 0.003180325324, 0.0440941566432, 0.680486702483, 0.0647979695743
0, 7.0, 6, regularization, -0.0199500748068, 0.374709681636, 0.0532414180485, -0.0278022137201, 0.632936532289, 0.0439257529022
0, 7.0, 7, regularization, -0.00711314294628, 0.317628155817, 0.0223945604821, -0.153606177593, 0.709918286824, 0.216371630994
