radius5, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
0, 5.0, 16, no_regularization, -0.0566266567453, 0.0254859884351, 2.2218740658, 0.0334836292545, 0.0308805654473, 1.08429456422
0, 5.0, 17, no_regularization, -0.0567950550186, 0.0029200430371, 19.4500746383, 0.0331229498863, 0.0187765964543, 1.76405505476
0, 5.0, 18, no_regularization, -0.0566479442946, 0.00245203719532, 23.1024000789, 0.0341866972799, 0.0172618589751, 1.98047599214
0, 5.0, 19, no_regularization, -0.0557803682735, 0.00271439281336, 20.5498511486, 0.0342456670238, 0.0199752818835, 1.71440219084
0, 5.0, 20, no_regularization, -0.0565255594473, 0.0217870238209, 2.59445989098, 0.0336880911959, 0.0263590785452, 1.27804510078
0, 5.0, 16, regularization, -0.0559686348927, 0.00311949768, 17.9415536198, 0.0293632134025, 0.00682250278763, 4.30387708389
0, 5.0, 17, regularization, -0.0567409924532, 0.00274526489405, 20.6686766644, 0.0295485891333, 0.00596707565784, 4.95193807279
0, 5.0, 18, regularization, -0.0566116765536, 0.00240211083883, 23.5674705923, 0.0303871996178, 0.00535420247652, 5.67539232053
0, 5.0, 19, regularization, -0.0557602602535, 0.00253542010758, 21.9925132276, 0.0304596068472, 0.00591927352306, 5.14583533412
0, 5.0, 20, regularization, -0.0564937395255, 0.00343777651799, 16.4332204929, 0.029932856694, 0.00925566122091, 3.23400521902
0, 7.0, 21, no_regularization, -0.0304894485114, 0.327608427897, 0.0930667403983, 0.0185006890904, 0.440991243907, 0.0419525089125
0, 7.0, 22, no_regularization, 0.00730611123084, 0.504332643061, 0.014486691138, 0.0545751003098, 0.745633499474, 0.0731929297011
0, 7.0, 23, no_regularization, 0.0260046793956, 0.564784972082, 0.0460435044859, 0.0154122062631, 0.499433353231, 0.030859385268
0, 7.0, 24, no_regularization, -0.0514457179291, 0.174593396414, 0.294660158894, 0.0346440986143, 0.172182635872, 0.20120553062
0, 7.0, 25, no_regularization, -0.0658094444299, 0.169156598609, 0.389044500604, -0.0177479107341, 0.259576262236, 0.0683726261455
0, 7.0, 21, regularization, -0.0344768801156, 0.205201614566, 0.168014662987, 0.0203910659199, 0.413684764014, 0.0492913147731
0, 7.0, 22, regularization, -0.00075408057293, 0.426485307626, 0.0017681279037, 0.0452301672331, 0.684592638434, 0.0660687315256
0, 7.0, 23, regularization, 0.0269178778339, 0.442518396776, 0.0608288333999, 0.0221202161816, 0.442009073503, 0.0500447106351
0, 7.0, 24, regularization, -0.0530175840883, 0.13460356641, 0.393879489989, 0.0399824788498, 0.156082033728, 0.256163236055
0, 7.0, 25, regularization, -0.0645412991781, 0.105498646436, 0.611773718036, -0.0167006502536, 0.238242296173, 0.0700994345753
0, 0.5, 1, no_regularization, -0.00678489775489, 0.000595033718386, 11.4025433269, 0.00348302497992, 0.00276995238768, 1.25743135348
0, 0.5, 2, no_regularization, -0.0059606894635, 0.00053105040522, 11.2243384148, 0.00289250484803, 0.00236102993848, 1.22510299462
0, 0.5, 3, no_regularization, -0.00645248970964, 0.000587169512945, 10.9891429432, 0.00348446096421, 0.00252931031637, 1.37763284388
0, 0.5, 4, no_regularization, -0.00618504864522, 0.000567347895881, 10.9016860556, 0.0033857218064, 0.00238429984151, 1.42000672376
0, 0.5, 5, no_regularization, -0.00607215590949, 0.000618469918124, 9.81802951373, 0.00333923957564, 0.00252342587651, 1.32329608201
0, 0.5, 1, regularization, -0.00680081699552, 0.00068703347364, 9.89881462324, 0.00310264061897, 0.001953503767, 1.58824399081
0, 0.5, 2, regularization, -0.00598987505704, 0.000746593637001, 8.02293879855, 0.00270804066133, 0.00219346947934, 1.23459236011
0, 0.5, 3, regularization, -0.00645819162239, 0.000674853747788, 9.56976477282, 0.00308906761765, 0.00185095002247, 1.66890925209
0, 0.5, 4, regularization, -0.00621180432159, 0.000768522727409, 8.08278545324, 0.00311514315743, 0.00203328384906, 1.53207490379
0, 0.5, 5, regularization, -0.00612793821629, 0.000725206544885, 8.44992128037, 0.00305760962918, 0.0019752296574, 1.54797677209
0, 0.5, 11, no_regularization, -0.00584092755182, 0.000662780613655, 8.81276161596, 0.0033173363581, 0.00312300021823, 1.06222738594
0, 0.5, 12, no_regularization, -0.00574068317294, 0.000712990845337, 8.05155242944, 0.00287234901537, 0.00321488519272, 0.893453060741
0, 0.5, 13, no_regularization, -0.0060898366596, 0.000701827561334, 8.67711243489, 0.00300164761288, 0.00411527313289, 0.729392075799
0, 0.5, 14, no_regularization, -0.0060753699329, 0.00053926388961, 11.2660425627, 0.00300085802553, 0.00235406150908, 1.27475769599
0, 0.5, 15, no_regularization, -0.00558544203991, 0.000527001333142, 10.5985349347, 0.00269782781451, 0.00222590872329, 1.21201187914
0, 0.5, 11, regularization, -0.00581482955364, 0.000945448238267, 6.15034151875, 0.00297217445973, 0.0021806815659, 1.36295665823
0, 0.5, 12, regularization, -0.00574409241098, 0.000935047577481, 6.14310175152, 0.00247134599432, 0.00219414690507, 1.12633570186
0, 0.5, 13, regularization, -0.00603661871554, 0.000917697726461, 6.57800334628, 0.00286942061375, 0.00192728979181, 1.48883713593
0, 0.5, 14, regularization, -0.00602385408462, 0.00075716552159, 7.95579554649, 0.00268962543096, 0.0019636701317, 1.36969310046
0, 0.5, 15, regularization, -0.00559318988374, 0.000931240512848, 6.00617113042, 0.00258399971881, 0.00202292505273, 1.27735810841
0, 0.5, 21, no_regularization, -0.00612097183611, 0.000742919654841, 8.23907645494, 0.0032851748442, 0.00355489796936, 0.92412633851
0, 0.5, 22, no_regularization, -0.00580028927378, 0.000616882436641, 9.40258455948, 0.00311016045899, 0.00272236659441, 1.14244733438
0, 0.5, 23, no_regularization, -0.00534286952756, 0.000712442858256, 7.49936569038, 0.00262001630741, 0.00316783162366, 0.827069307549
0, 0.5, 24, no_regularization, -0.00611234907973, 0.000543052760384, 11.2555344998, 0.00327828821098, 0.00273836274276, 1.19717090793
0, 0.5, 25, no_regularization, -0.00569693553339, 0.000542882494037, 10.4938648712, 0.0030047265047, 0.00249802610196, 1.20284031554
0, 0.5, 21, regularization, -0.00616987848439, 0.000729711214325, 8.4552331981, 0.00310429716766, 0.00196760397328, 1.57770425849
0, 0.5, 22, regularization, -0.0057956699053, 0.000952209814353, 6.08654712222, 0.00297574520333, 0.00216772249724, 1.37275191226
0, 0.5, 23, regularization, -0.00526718817726, 0.0010610502977, 4.96412676071, 0.00246288663273, 0.00229951108013, 1.07104795189
0, 0.5, 24, regularization, -0.00610204366776, 0.00079941562619, 7.63313033653, 0.00290464541976, 0.00194679244936, 1.49201596745
0, 0.5, 25, regularization, -0.00569699341614, 0.000907135558001, 6.28020075488, 0.00291645943339, 0.00217514667095, 1.34081047147
0, 1.0, 26, no_regularization, -0.0122104916632, 0.000881519703596, 13.8516378175, 0.00626164905743, 0.00388147565411, 1.61321353408
0, 1.0, 27, no_regularization, -0.011844153539, 0.00106530432237, 11.1180939477, 0.00608122030796, 0.00507431646203, 1.19843142489
0, 1.0, 28, no_regularization, -0.0116380770234, 0.00190531147904, 6.10822805164, 0.00661383887826, 0.0100721327301, 0.656647311498
0, 1.0, 29, no_regularization, -0.0123312231062, 0.000879216785902, 14.0252362147, 0.00634801813997, 0.00425313290085, 1.49255108833
0, 1.0, 30, no_regularization, -0.0120111821309, 0.00112346219887, 10.691220535, 0.00630535085566, 0.00545562039051, 1.15575322408
0, 1.0, 26, regularization, -0.0122111993128, 0.000814831485049, 14.9861652831, 0.00610467457864, 0.00237205165679, 2.57358416338
0, 1.0, 27, regularization, -0.0118283202622, 0.000976624531683, 12.111430625, 0.00585082537793, 0.00220343383627, 2.65532156293
0, 1.0, 28, regularization, -0.0116410799705, 0.00156230440406, 7.45122393577, 0.00613982881273, 0.00277901803613, 2.2093519124
0, 1.0, 29, regularization, -0.0123471231699, 0.000709546342852, 17.4014330344, 0.00623609056748, 0.00258445044595, 2.41292711851
0, 1.0, 30, regularization, -0.0120268031522, 0.000977086152264, 12.3088461794, 0.00609124382771, 0.00250431329183, 2.4323010414
0, 11.0, 1, no_regularization, -0.0580021289093, 0.522006993825, 0.111113700765, -0.0342289522871, 0.705116824847, 0.0485436612501
0, 11.0, 2, no_regularization, -0.0318241437065, 0.502463270417, 0.0633362587481, 0.0274245693122, 0.776626980371, 0.0353124086664
0, 11.0, 3, no_regularization, -0.0696855823527, 0.559452143396, 0.124560399268, 0.0317692672945, 0.591283075604, 0.0537293702548
0, 11.0, 4, no_regularization, 0.0323281911062, 0.394333854819, 0.0819817794264, 0.0144360608541, 0.384650582485, 0.0375303236533
0, 11.0, 5, no_regularization, 0.0281430812919, 0.498461394249, 0.0564599016425, 0.00683466690289, 0.73613758843, 0.0092844965538
0, 11.0, 1, regularization, -0.0579897891132, 0.457974163113, 0.126622403148, -0.0249693934377, 0.647503069307, 0.038562586992
0, 11.0, 2, regularization, -0.0331503039838, 0.400459765058, 0.0827806108786, 0.0403682915586, 0.74473199679, 0.0542051257803
0, 11.0, 3, regularization, -0.0711128066213, 0.497321820396, 0.142991527226, 0.0247927182722, 0.564609039168, 0.0439113024276
0, 11.0, 4, regularization, 0.0317896725279, 0.280170496349, 0.113465453865, 0.00578137849081, 0.346156223303, 0.016701645389
0, 11.0, 5, regularization, 0.0318891301076, 0.464176976987, 0.0687003700927, 0.018884513613, 0.693475810317, 0.027231683257
0, 1.0, 21, no_regularization, -0.0119653414875, 0.00108382097427, 11.0399611851, 0.00630978279589, 0.00507478864397, 1.2433587364
0, 1.0, 22, no_regularization, -0.0119418215174, 0.000927534201421, 12.8748045076, 0.00625480377129, 0.00448489884863, 1.39463653081
0, 1.0, 23, no_regularization, -0.0119284452227, 0.00122982876597, 9.69927322625, 0.00615861926541, 0.00553732817629, 1.11220051789
0, 1.0, 24, no_regularization, -0.0120600237916, 0.00071168937738, 16.9456284931, 0.00632884015945, 0.00330651936719, 1.91404902153
0, 1.0, 25, no_regularization, -0.0120491334363, 0.000710355332356, 16.9621214729, 0.00607062742363, 0.0032607694038, 1.86171626137
0, 1.0, 21, regularization, -0.0119770908566, 0.000938883574472, 12.7567370249, 0.00616938393805, 0.0025151809501, 2.45285888389
0, 1.0, 22, regularization, -0.0119250871236, 0.000841607460199, 14.1694170828, 0.00579115646286, 0.00243240492531, 2.38083569171
0, 1.0, 23, regularization, -0.0119473436788, 0.00108615855001, 10.9996313877, 0.00578827572553, 0.00281531820661, 2.05599342622
0, 1.0, 24, regularization, -0.0120368096637, 0.000737262876577, 16.3263471498, 0.00601073395182, 0.00219274130803, 2.74119611365
0, 1.0, 25, regularization, -0.0120437249958, 0.000704541300589, 17.0944201365, 0.00567553868686, 0.0018716252694, 3.03241187199
0, 7.0, 26, no_regularization, -0.0454943239539, 0.252235505624, 0.180364472644, 0.0451460323516, 0.273495670802, 0.165070372848
0, 7.0, 27, no_regularization, 0.00397938528345, 0.318054021451, 0.0125116647332, -0.00503495818951, 0.373349555574, 0.0134859091549
0, 7.0, 28, no_regularization, -0.0444761781393, 0.418006042813, 0.106400801864, -0.171566754364, 0.829272370164, 0.206888304177
0, 7.0, 29, no_regularization, -0.0397003737795, 0.332711215956, 0.119323821607, 0.0130216941271, 0.365299163688, 0.0356466573743
0, 7.0, 30, no_regularization, -0.0100921960713, 0.547397024983, 0.0184367024494, 0.0536958661533, 0.68473054256, 0.0784189733272
